"Postal code area","Households, total, 2016 (TR)","Average income of households, 2016 (TR)","Median income of households, 2016 (TR)","Households belonging to the lowest income category, 2016 (TR)","Households belonging to the middle income category, 2016 (TR)","Households belonging to the highest income category, 2016 (TR)","Accumulated purchasing power of households, 2016 (TR)"
"51130 Vanhamäki   (Mikkeli )",78,35280,28962,29,39,10,2751852
"51200 Kangasniemi Keskus   (Kangasniemi )",2098,32040,26118,759,1114,225,67219238
"51260 Tahkomäki   (Kangasniemi )",66,41154,40730,15,40,11,2716134
"51270 Kutemajärvi   (Kangasniemi )",108,40022,31699,36,50,22,4322411
"51310 Levä   (Kangasniemi )",69,36917,25826,26,28,15,2547245
"51335 Kaihlamäki   (Kangasniemi )",21,..,..,..,..,..,..
"51340 Hännilä-Särkiharju   (Kangasniemi )",133,35047,29831,44,77,12,4661185
"51360 Koivula-Synsiö   (Kangasniemi )",88,38586,28964,32,43,13,3395594
"51380 Synsiö   (Kangasniemi )",24,..,..,..,..,..,..
"51420 Harjumaa-Pajulankylä   (Mikkeli )",103,40890,36345,32,56,15,4211716
"51430 Läsäkoski   (Kangasniemi )",45,41049,35713,7,29,9,1847194
"51440 Vuojalahti   (Kangasniemi )",114,43139,34118,21,68,25,4917849
"51450 Pajulankylä   (Mikkeli )",22,..,..,..,..,..,..
"51460 Luusniemi   (Kangasniemi )",95,37031,30915,24,60,11,3517967
"51520 Hiirola   (Mikkeli )",196,38137,33194,58,113,25,7474929
"51540 Kalvitsa   (Mikkeli )",157,38389,34030,47,85,25,6027135
"51600 Haukivuori Keskus-Piitkäaho   (Mikkeli )",734,32488,26103,284,378,72,23846289
"51620 Pitkäaho   (Mikkeli )",13,..,..,..,..,..,..
"51670 Nykälä   (Mikkeli )",74,31601,29826,24,41,9,2338498
"51720 Rahula   (Mikkeli )",192,46800,45133,32,118,42,8985508
"51740 Huuhanaho   (Mikkeli )",104,41903,36740,24,63,17,4357891
"51760 Nuutilanmäki   (Juva )",133,42645,39806,35,66,32,5671751
"51780 Kuosmala   (Juva )",68,38868,35725,19,40,9,2643017
"51810 Maivala   (Juva )",73,37292,30485,20,42,11,2722322
"51820 Hatsola   (Juva )",132,39673,36559,38,70,24,5236872
"51850 Vuorenmaa   (Juva )",102,36453,31298,25,62,15,3718165
"51860 Narila   (Juva )",35,40363,34783,6,23,6,1412720
"51880 Koikkala   (Juva )",119,38396,29998,40,60,19,4569133
"51890 Risulahti   (Juva )",35,45759,39733,8,21,6,1601557
"51900 Juva Keskus   (Juva )",2327,32370,26345,819,1258,250,75326140
"51930 Paatela   (Juva )",71,42044,34725,13,47,11,2985130
"51940 Härkälä   (Juva )",59,38923,34402,20,25,14,2296470
"51980 Lauteala   (Juva )",101,42461,36738,28,53,20,4288561
"52100 Anttola   (Mikkeli )",746,35503,30920,207,448,91,26485429
"52110 Majavesi   (Mikkeli )",175,40994,38783,38,98,39,7173954
"52150 Hauhala   (Mikkeli )",65,43571,31582,12,36,17,2832098
"52200 Puumala Keskus   (Puumala )",982,34252,28945,297,560,125,33635612
"52230 Hurissalo   (Puumala )",112,39293,32111,38,54,20,4400793
"52270 Ryhälä   (Puumala )",20,..,..,..,..,..,..
"52300 Ristiina Keskus   (Mikkeli )",1450,37893,32173,370,877,203,54944680
"52320 Vitsiälä   (Mikkeli )",157,41453,39426,30,96,31,6508064
"52330 Heimari   (Mikkeli )",25,..,..,..,..,..,..
"52340 Hangastenmaa   (Mikkeli )",103,37212,33958,25,56,22,3832806
"52360 Someenjärvi   (Mikkeli )",53,35864,25211,22,21,10,1900778
"52420 Pellosniemi   (Mikkeli )",338,32234,26086,119,184,35,10895176
"52510 Hietanen   (Hirvensalmi )",240,36062,33815,64,138,38,8654762
"52520 Syväsmäki   (Hirvensalmi )",68,40263,33794,21,37,10,2737872
"52550 Hirvensalmi Keskus   (Hirvensalmi )",874,34285,26910,322,438,114,29964842
"52610 Tuukkalanlahti   (Hirvensalmi )",59,33493,29646,19,36,4,1976089
"52620 Kuitula   (Hirvensalmi )",51,44085,24660,19,22,10,2248333
"52700 Mäntyharju Keskus   (Mäntyharju )",2642,34231,27836,858,1478,306,90438994
"52720 Karankamäki-Koirakivi   (Mäntyharju )",56,34317,30858,16,36,4,1921763
"52730 Koirakivi   (Mäntyharju )",38,37993,29374,13,18,7,1443726
"52740 Tuustaipale   (Mäntyharju )",139,33340,28922,50,70,19,4634243
"52760 Mynttilä   (Mäntyharju )",47,37547,32253,16,23,8,1764717
"52780 Kuomiokoski   (Mikkeli )",63,34587,24521,25,31,7,2179009
"52830 Suomenniemi   (Mikkeli )",334,32553,27084,130,171,33,10872678
"52850 Halmeniemi   (Mäntyharju )",65,33337,29004,17,40,8,2166892
"52890 Käävänkylä   (Mäntyharju )",48,32042,23911,21,20,7,1538007
"52920 Voikoski   (Kouvola )",70,35689,27773,23,37,10,2498246
"52960 Nurmaa   (Mäntyharju )",62,34402,32630,18,37,7,2132935
"52970 Pankalahti-Ahvenainen   (Mäntyharju )",40,36100,29538,13,24,3,1444018
"52980 Ahvenainen   (Heinola )",36,33202,27431,16,12,8,1195287
"53100 Lappeenranta keskus   (Lappeenranta )",6599,30897,23816,2009,3710,880,203890454
"53130 Keskussairaala-alue-Kimpinen   (Lappeenr",390,40671,28742,79,232,79,15861549
"53200 Kaukas-Tirilä   (Lappeenranta )",867,32312,27746,242,528,97,28014601
"53300 Lauritsala-Mälkiä   (Lappeenranta )",3923,35588,29920,1040,2378,505,139610890
"53400 Laihia   (Lappeenranta )",775,46844,43652,111,500,164,36303975
"53420 Mustola   (Lappeenranta )",249,41870,38638,35,176,38,10425590
"53500 Parkkarila-Harapainen-Reijola   (Lappee",2206,40909,38244,463,1387,356,90244719
"53550 Kourulanmäki   (Lappeenranta )",433,45293,42671,72,270,91,19612066
"53600 Kesämäki   (Lappeenranta )",1418,32082,25049,441,794,183,45492221
"53650 Mattila-Kuusela   (Lappeenranta )",928,38146,33701,212,578,138,35399590
"53810 Kuusimäki-Lavola   (Lappeenranta )",2183,29622,25152,747,1227,209,64665509
"53830 Rutola   (Lappeenranta )",256,49091,48244,33,157,66,12567313
"53850 Skinnarila   (Lappeenranta )",5619,31668,25220,2431,2532,656,177943240
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",1827,33307,27211,514,964,349,60852203
"53920 Voisalmi   (Lappeenranta )",1787,32465,25608,606,969,212,58015424
"53950 Kivisalmi   (Lappeenranta )",1084,35860,28310,352,598,134,38872660
"54100 Joutseno Keskus   (Lappeenranta )",2586,36338,30965,634,1570,382,93969724
"54110 Lampikangas   (Lappeenranta )",526,38650,35595,94,338,94,20330084
"54120 Pulp   (Lappeenranta )",831,37577,34632,208,488,135,31226220
"54190 Konnunsuo   (Lappeenranta )",39,34451,25638,13,22,4,1343593
"54230 Nuijamaa   (Lappeenranta )",300,38599,33506,82,172,46,11579602
"54250 Rapattila   (Lappeenranta )",78,35696,30439,23,44,11,2784250
"54260 Hanhijärvi   (Lappeenranta )",286,48457,47211,42,174,70,13858560
"54270 Vainikkala   (Lappeenranta )",212,38507,33816,52,129,31,8163569
"54300 Vilkjärvi   (Lappeenranta )",249,43199,40256,46,166,37,10756519
"54310 Hytti   (Lappeenranta )",163,50669,47110,24,104,35,8259064
"54330 Simola   (Lappeenranta )",184,38257,35167,46,115,23,7039256
"54390 Pulsa   (Lappeenranta )",72,33337,26696,29,35,8,2400254
"54410 Ylämaa Keskus   (Lappeenranta )",447,34861,28673,140,247,60,15583005
"54430 Hujakkala   (Lappeenranta )",76,39228,33447,21,43,12,2981310
"54460 Ylijärvi   (Lappeenranta )",44,31554,28536,15,25,4,1388356
"54490 Ahomäki   (Miehikkälä )",90,34611,30172,28,46,16,3114982
"54500 Taavetti-Somerharju   (Luumäki )",1513,31921,26810,502,842,169,48295725
"54510 Uro   (Luumäki )",176,41235,36370,46,100,30,7257303
"54530 Luumäki   (Luumäki )",575,41657,36794,125,323,127,23952920
"54550 Suo-Anttila   (Luumäki )",36,32945,32409,12,21,3,1186032
"54580 Somerharju   (Luumäki )",17,..,..,..,..,..,..
"54590 Kaitjärvi   (Luumäki )",60,39106,36805,16,32,12,2346369
"54710 Lemi Keskus   (Lemi )",681,33682,29128,231,371,79,22937608
"54720 Laksiainen   (Lemi )",67,38411,34131,24,35,8,2573540
"54750 Välijoki   (Savitaipale )",128,37529,30909,43,60,25,4803745
"54770 Heituinlahti   (Savitaipale )",253,36631,30735,76,140,37,9267612
"54800 Savitaipale Keskus   (Savitaipale )",1302,34107,27853,400,747,155,44406984
"54820 Kotimäki   (Lemi )",110,39917,37804,24,67,19,4390841
"54850 Kuukanniemi   (Lemi )",439,44623,42057,76,280,83,19589441
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",783,44075,41145,114,503,166,34511048
"54920 Taipalsaari   (Taipalsaari )",666,43363,39417,142,384,140,28879686
"54930 Levänen   (Taipalsaari )",133,37000,33661,48,68,17,4921021
"54940 Solkei   (Taipalsaari )",59,38245,32786,13,35,11,2256437
"54950 Pettilä   (Savitaipale )",56,30872,27103,16,33,7,1728828
"54960 Vehkataipale   (Taipalsaari )",248,46290,40247,41,149,58,11479988
"55100 Imatra Keskus   (Imatra )",5427,35126,29383,1388,3221,818,190629870
"55120 Mansikkala-Tuulikallio   (Imatra )",1904,30597,22799,718,960,226,58257468
"55300 Rauha-Tiuruniemi   (Lappeenranta )",493,36306,32167,104,314,75,17898850
"55320 Rauha   (Lappeenranta )",273,39144,35084,59,171,43,10686219
"55330 Tiuruniemi   (Lappeenranta )",35,36009,23833,14,15,6,1260314
"55400 Tainionkoski-Mustalampi   (Imatra )",647,41571,37739,114,405,128,26896722
"55420 Karhumäki-Karhukallio   (Imatra )",968,40895,38025,157,642,169,39586806
"55510 Sotkulampi-Linnasuo   (Imatra )",826,25008,20736,372,407,47,20656811
"55610 Rajapatsas-Teppanala   (Imatra )",1526,31416,28007,468,935,123,47940203
"55700 Vintteri-Virasoja   (Imatra )",679,40010,37308,85,460,134,27166889
"55800 Vuoksenniska-Saarlampi   (Imatra )",2295,31380,25216,764,1251,280,72017906
"55910 Rautio-Kurkvuori   (Imatra )",792,37169,33372,165,508,119,29438173
"56100 Ruokolahti Keskus   (Ruokolahti )",1102,34397,29252,327,626,149,37905637
"56120 Salosaari   (Ruokolahti )",357,47214,42962,39,225,93,16855452
"56140 Äitsaari   (Ruokolahti )",117,39026,35174,30,63,24,4566094
"56210 Virmutjoki   (Ruokolahti )",192,38329,36359,47,118,27,7359100
"56310 Syyspohja   (Ruokolahti )",97,42477,35135,16,54,27,4120279
"56330 Utula   (Ruokolahti )",24,..,..,..,..,..,..
"56350 Kyläniemi   (Taipalsaari )",15,..,..,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",65,41460,38896,12,41,12,2694899
"56440 Pohja-Lankila   (Ruokolahti )",103,38865,33163,38,46,19,4003078
"56510 Puntala   (Ruokolahti )",188,38835,35530,36,125,27,7300914
"56550 Niska-Pietilä   (Rautjärvi )",60,38463,39316,11,40,9,2307797
"56610 Rautjärvi   (Rautjärvi )",315,33672,28854,91,182,42,10606749
"56640 Purnujärvi   (Rautjärvi )",48,32225,26652,21,22,5,1546808
"56710 Miettilä   (Rautjärvi )",71,35058,31514,21,39,11,2489152
"56730 Laikko   (Rautjärvi )",159,36357,30901,43,91,25,5780838
"56800 Simpele   (Rautjärvi )",1309,32891,28234,426,695,188,43053729
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",2623,26732,21627,1074,1325,224,70118454
"57120 Savonlinna   (Savonlinna )",13,..,..,..,..,..,..
"57130 Savonlinna Keskus   (Savonlinna )",1313,28315,22590,476,682,155,37177737
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",1265,26165,21976,502,679,84,33098635
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",1329,33068,28756,399,801,129,43947890
"57210 Nojanmaa   (Savonlinna )",1281,35444,30851,356,785,140,45403760
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",791,28229,23728,349,400,42,22329076
"57230 Inkerinkylä   (Savonlinna )",1716,31367,26925,599,982,135,53826305
"57310 Rinkilä   (Savonlinna )",319,37349,33660,80,201,38,11914223
"57510 Laitaatsilta   (Savonlinna )",216,43177,38854,37,148,31,9326146
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",809,41668,39289,188,480,141,33709423
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",1302,39443,35802,287,817,198,51355088
"57810 Aholahti   (Savonlinna )",150,37260,34491,45,79,26,5589029
"58130 Oravi   (Savonlinna )",62,34727,30335,19,37,6,2153083
"58140 Ahvensalmi   (Savonlinna )",40,40634,28311,13,21,6,1625354
"58150 Makkola   (Savonlinna )",93,38950,37560,27,56,10,3622376
"58160 Karvila   (Enonkoski )",78,37927,31733,25,45,8,2958274
"58170 Simanala   (Enonkoski )",111,39261,38526,34,60,17,4357943
"58175 Enonkoski Keskus   (Enonkoski )",451,31593,27911,163,250,38,14248571
"58180 Ihamaniemi   (Enonkoski )",73,38924,31658,24,38,11,2841458
"58200 Kerimäki Keskus   (Savonlinna )",1677,32809,27683,569,946,162,55021047
"58220 Louhi   (Savonlinna )",192,36152,33065,50,119,23,6941230
"58260 Kumpuranta   (Savonlinna )",83,39146,34026,16,59,8,3249118
"58300 Savonranta Keskus   (Savonlinna )",377,28718,23351,168,180,29,10826519
"58320 Raikuu   (Savonlinna )",90,36366,30733,23,57,10,3272923
"58350 Villala   (Kitee )",117,28355,25628,51,56,10,3317564
"58360 Säimen   (Savonlinna )",86,31789,29952,31,48,7,2733881
"58390 Rönkönvaara   (Savonlinna )",35,30481,29244,10,21,4,1066827
"58410 Haapakallio   (Savonlinna )",245,44640,44307,29,181,35,10936742
"58420 Silvola   (Savonlinna )",133,40919,38511,31,82,20,5442236
"58430 Kulennoinen   (Savonlinna )",200,41075,39517,39,135,26,8214996
"58450 Punkaharju   (Savonlinna )",193,41772,40657,34,120,39,8061972
"58500 Punkasalmi   (Savonlinna )",857,31978,26896,273,511,73,27405488
"58520 Hiukkajoki   (Savonlinna )",149,37787,31286,42,84,23,5630296
"58550 Putikko   (Savonlinna )",204,33934,30941,61,121,22,6922502
"58570 Ruhvana   (Savonlinna )",32,37494,35317,9,19,4,1199795
"58580 Vuoriniemi   (Savonlinna )",49,31228,24447,20,23,6,1530149
"58610 Telakanava   (Sulkava )",61,39339,32771,20,34,7,2399705
"58620 Lohilahti   (Sulkava )",136,32606,24305,56,67,13,4434423
"58650 Kiviapaja   (Savonlinna )",52,31994,25512,20,27,5,1663692
"58680 Piojärvi   (Savonlinna )",23,..,..,..,..,..,..
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",48,41172,34400,9,29,10,1976263
"58700 Sulkava Keskus   (Sulkava )",1095,32487,27275,369,615,111,35573127
"58720 Kaartilankoski   (Sulkava )",126,37493,29551,48,64,14,4724122
"58770 Pihlajalahti   (Savonlinna )",110,34939,30585,34,61,15,3843322
"58810 Kallislahti   (Savonlinna )",137,37465,35187,36,86,15,5132705
"58830 Parkumäki   (Rantasalmi )",126,37268,36022,43,69,14,4695713
"58850 Hiltula   (Rantasalmi )",49,36603,35594,21,23,5,1793556
"58900 Rantasalmi Keskus   (Rantasalmi )",1236,32390,26671,439,673,124,40033784
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",93,36693,35893,25,54,14,3412438
"58920 Kolkontaipale   (Rantasalmi )",151,36938,35454,46,85,20,5577579
"58940 Tuusmäki   (Rantasalmi )",96,45204,35822,19,63,14,4339616
"59100 Parikkala Keskus   (Parikkala )",1221,32301,26268,398,682,141,39439305
"59130 Koitsanlahti   (Parikkala )",91,35873,29257,28,46,17,3264433
"59210 Melkoniemi   (Parikkala )",69,37444,27792,21,37,11,2583607
"59310 Särkisalmi   (Parikkala )",448,38186,32095,117,255,76,17107293
"59320 Haapaoja   (Parikkala )",43,33339,26524,14,28,1,1433568
"59410 Kirjavala   (Parikkala )",199,33995,26730,68,112,19,6765045
"59510 Maironiemi   (Parikkala )",229,29834,23492,101,107,21,6832021
"59520 Saari   (Parikkala )",61,39588,37227,16,31,14,2414855
"59530 Mikkolanniemi   (Parikkala )",44,36271,30631,11,25,8,1595937
"59610 Tarnala   (Parikkala )",85,31904,27094,37,36,12,2711859
"59710 Kummunkylä   (Parikkala )",50,36100,33436,15,28,7,1805002
"59720 Niukkala   (Parikkala )",88,28859,20074,41,40,7,2539587
"59730 Uukuniemi   (Parikkala )",58,31290,25733,25,27,6,1814818
"59800 Kesälahti Keskus   (Kitee )",820,32086,27324,294,442,84,26310753
"59810 Suurikylä   (Kitee )",45,34716,29516,17,21,7,1562232
"59820 Purujärvi-Rajavaara   (Kitee )",71,37920,33771,18,38,15,2692326
"60100 Seinäjoki Keskus   (Seinäjoki )",6324,30197,22599,2307,3324,693,190965466
"60120 Pohja   (Seinäjoki )",1471,32677,26649,448,871,152,48067932
"60150 Kasperi   (Seinäjoki )",2343,32696,27617,687,1449,207,76607402
"60200 Törnävä   (Seinäjoki )",4977,42594,37023,964,3110,903,211991396
"60220 Huhtala   (Seinäjoki )",1093,32004,26762,298,659,136,34980298
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",17,..,..,..,..,..,..
"60320 Alakylä-Jouppi   (Seinäjoki )",3250,40989,34546,737,1947,566,133214255
"60420 Impivaara   (Seinäjoki )",417,55647,50183,56,265,96,23204620
"60450 Munakka   (Ilmajoki )",171,45210,45645,24,111,36,7730827
"60510 Hyllykallio   (Seinäjoki )",3682,43595,39863,519,2492,671,160516924
"60550 Nurmo Keskus   (Seinäjoki )",1765,43827,40198,337,1149,279,77355011
"60560 Halkosaari   (Seinäjoki )",247,47766,46817,33,171,43,11798268
"60640 Kurjenneva   (Seinäjoki )",241,46854,47154,27,183,31,11291705
"60720 Tuomikylä   (Ilmajoki )",767,49096,47833,105,500,162,37656806
"60760 Pohjanluoma   (Ilmajoki )",379,47729,46455,68,235,76,18089293
"60800 Ilmajoki Keskus   (Ilmajoki )",2645,39031,32873,719,1532,394,103237811
"61100 Peräseinäjoki Keskus   (Seinäjoki )",990,33817,28643,331,554,105,33479035
"61110 Vuolle   (Seinäjoki )",83,38681,32558,19,52,12,3210542
"61120 Louko   (Seinäjoki )",251,46708,43968,36,178,37,11723812
"61140 Pasto   (Seinäjoki )",52,39603,39207,11,36,5,2059355
"61150 Sydänmaa   (Alavus )",26,..,..,..,..,..,..
"61160 Koura   (Seinäjoki )",247,40965,37305,65,145,37,10118354
"61170 Sääskiniemi   (Alavus )",126,36869,30816,39,74,13,4645437
"61180 Haapaluoma   (Seinäjoki )",100,39206,34833,25,60,15,3920560
"61220 Myllysalo   (Kurikka )",96,42639,33451,23,61,12,4093362
"61230 Luopa   (Kurikka )",290,43415,37651,81,166,43,12590478
"61250 Jalasto   (Kurikka )",124,43202,33921,23,77,24,5357102
"61270 Luopajärvi   (Kurikka )",239,45289,41439,57,138,44,10824115
"61280 Jokipii   (Kurikka )",233,40365,36347,51,148,34,9405149
"61290 Taivalmaa   (Kurikka )",55,34809,28121,19,31,5,1914500
"61300 Kurikka Keskus   (Kurikka )",3154,36225,30798,952,1814,388,114253743
"61310 Panttila   (Kurikka )",325,42700,35581,91,188,46,13877398
"61330 Koskenkorva   (Ilmajoki )",908,38275,34458,260,535,113,34754060
"61340 Nopankylä   (Ilmajoki )",115,39363,32933,34,63,18,4526776
"61350 Huissi   (Ilmajoki )",165,40371,34583,45,94,26,6661252
"61360 Mieto   (Kurikka )",438,41989,37133,104,267,67,18390988
"61370 Lohiluoma   (Kurikka )",143,42060,35937,33,87,23,6014583
"61380 Polvenkylä   (Kurikka )",66,39715,38287,22,35,9,2621184
"61400 Ylistaro Keskus   (Seinäjoki )",1001,36743,27793,345,522,134,36780011
"61410 Ylistaro Asemanseutu   (Seinäjoki )",346,41376,35521,82,212,52,14316118
"61430 Isorehto   (Seinäjoki )",161,41126,36135,38,102,21,6621334
"61440 Untamala   (Seinäjoki )",84,43084,37246,16,51,17,3619041
"61450 Kylänpää   (Seinäjoki )",268,36043,30287,86,161,21,9659578
"61460 Hanhikoski   (Seinäjoki )",100,37775,35243,28,58,14,3777527
"61470 Kitinoja   (Seinäjoki )",164,45559,44110,26,108,30,7471629
"61500 Isokyrö Keskus   (Isokyrö )",1276,37706,31050,393,702,181,48113272
"61520 Lehmäjoki   (Isokyrö )",113,33600,28185,41,58,14,3796760
"61550 Orismala   (Isokyrö )",305,38229,31406,91,164,50,11659708
"61560 Orisberg   (Isokyrö )",25,..,..,..,..,..,..
"61600 Jalasjärvi Keskus   (Kurikka )",1993,34253,27672,654,1136,203,68266261
"61630 Hirvijärvi   (Kurikka )",133,42081,32639,32,75,26,5596793
"61640 Ala-Valli   (Kurikka )",99,36437,29973,34,50,15,3607300
"61650 Kalakoski   (Seinäjoki )",170,36185,32516,47,97,26,6151518
"61680 Mantila   (Kurikka )",106,40200,36567,32,56,18,4261164
"61710 Pentinmäki   (Kurikka )",119,40542,39985,33,70,16,4824501
"61720 Koskue   (Kurikka )",255,36759,32539,75,153,27,9373517
"61730 Yli-Valli   (Kurikka )",116,33418,28655,41,67,8,3876440
"61760 Ilvesjoki   (Kurikka )",139,40745,35147,51,73,15,5663560
"61800 Kauhajoki Keskus   (Kauhajoki )",4074,35468,28823,1323,2295,456,144494937
"61810 Luomankylä   (Kauhajoki )",123,36989,33720,35,75,13,4549627
"61820 Kainasto   (Kauhajoki )",258,37141,30317,82,160,16,9582385
"61840 Norinkylä   (Teuva )",148,31344,27171,59,76,13,4638941
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",996,36800,31126,340,534,122,36652362
"61860 Harja   (Kauhajoki )",87,44409,43237,17,59,11,3863594
"61880 Ikkeläjärvi   (Kauhajoki )",80,36704,28718,29,45,6,2936314
"61910 Nummijärvi   (Kauhajoki )",129,37052,28215,48,63,18,4779660
"61920 Nummikoski   (Kauhajoki )",30,32572,30684,14,13,3,977166
"61940 Hyyppä   (Kauhajoki )",125,38334,35914,34,81,10,4791714
"61950 Juonikylä   (Kauhajoki )",83,30025,25402,35,41,7,2492067
"61960 Kyrönlatva   (Kauhajoki )",68,32925,27168,31,27,10,2238921
"61980 Päntäne   (Kauhajoki )",434,33930,27756,159,233,42,14725601
"62100 Lapua Keskus   (Lapua )",4869,38889,33197,1224,2976,669,189352260
"62130 Hellanmaa   (Lapua )",219,41290,37364,59,130,30,9042518
"62150 Rintakangas   (Kauhava )",54,75221,41761,9,34,11,4061943
"62160 Karhunkylä   (Lapua )",239,44201,40305,49,154,36,10563940
"62165 Tiisteenjoki   (Lapua )",149,40675,34499,34,96,19,6060617
"62170 Lakaluoma   (Lapua )",121,38483,34914,29,81,11,4656423
"62175 Ylikylä-Mäenpää   (Lapua )",62,35885,29014,20,36,6,2224839
"62185 Mäki-Paavola   (Lapua )",53,47829,39746,12,33,8,2534947
"62190 Ruha   (Lapua )",232,44612,43766,39,153,40,10349880
"62200 Kauhava Keskus   (Kauhava )",2748,35624,29828,824,1602,322,97895099
"62220 Pernaa   (Kauhava )",200,39628,36965,44,125,31,7925662
"62230 Jylhä   (Kauhava )",163,44539,39980,36,102,25,7259814
"62240 Huhmarkoski   (Kauhava )",253,34330,28676,93,133,27,8685375
"62260 Hirvijoki   (Kauhava )",78,41587,32758,22,45,11,3243798
"62280 Mustamaa   (Lapua )",51,40411,37071,15,27,9,2060985
"62290 Hirvikylä   (Lapua )",109,41033,37152,25,69,15,4472593
"62295 Kauhajärvi   (Lapua )",199,34604,30513,65,115,19,6886111
"62300 Härmä   (Kauhava )",1132,36478,31853,330,665,137,41293253
"62310 Voltti   (Kauhava )",494,39091,33464,127,303,64,19311002
"62340 Kuoppa-Vakkuri   (Kauhava )",49,34064,27605,17,27,5,1669160
"62350 Ekola   (Kauhava )",50,44799,37836,13,28,9,2239952
"62370 Kangasto   (Kauhava )",70,35594,32738,17,46,7,2491562
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",1169,38101,31881,305,733,131,44540433
"62380 Kosolankylä   (Kauhava )",105,35602,29323,32,55,18,3738206
"62395 Petterinmäki   (Vöyri )",63,31210,28822,18,39,6,1966229
"62410 Rintala   (Kauhava )",128,42752,38518,31,83,14,5472276
"62420 Kortesjärvi Keskus   (Kauhava )",481,35739,28954,149,274,58,17190573
"62430 Peltotupa   (Kauhava )",54,41038,34921,13,37,4,2216060
"62435 Pirttinen   (Kauhava )",54,46131,35817,11,35,8,2491091
"62440 Perkiömäki   (Kauhava )",51,39356,38709,15,26,10,2007139
"62470 Purmojärvi   (Kauhava )",186,37421,31074,61,100,25,6960315
"62500 Evijärvi Keskus   (Evijärvi )",668,38699,32809,187,381,100,25851256
"62510 Kuoppa-aho   (Evijärvi )",148,42180,37337,41,79,28,6242602
"62520 Kautiainen   (Evijärvi )",66,50926,35411,20,33,13,3361094
"62540 Vasikka-aho   (Evijärvi )",132,40649,34874,35,69,28,5365695
"62570 Särkilä   (Evijärvi )",85,40526,40545,25,52,8,3444733
"62600 Lappajärvi Keskus   (Lappajärvi )",836,36517,30512,245,495,96,30528261
"62610 Tarvola   (Lappajärvi )",63,36863,33023,15,41,7,2322372
"62620 Ala-Seppä   (Lappajärvi )",83,36370,34217,26,49,8,3018740
"62630 Karvala   (Lappajärvi )",161,35643,28319,55,87,19,5738473
"62640 Savonkylä   (Lappajärvi )",51,41412,37558,14,31,6,2112019
"62660 Itäkylä   (Lappajärvi )",243,43606,35488,64,143,36,10596293
"62710 Kurejoki   (Alajärvi )",266,38921,34328,88,153,25,10352915
"62720 Sissala   (Alajärvi )",106,45945,46928,28,68,10,4870143
"62730 Haukkala   (Alajärvi )",75,46063,42391,26,40,9,3454736
"62740 Koskenvarsi   (Alajärvi )",81,42663,41695,20,49,12,3455721
"62750 Saukonkylä   (Alajärvi )",91,34743,30677,34,50,7,3161606
"62760 Menkijärvi   (Alajärvi )",91,35869,30918,33,51,7,3264077
"62800 Vimpeli Keskus   (Vimpeli )",1039,37340,32713,298,619,122,38795761
"62810 Savonjoki   (Vimpeli )",51,33678,32197,16,34,1,1717574
"62830 Luoma-Aho   (Alajärvi )",123,50870,39466,21,82,20,6256983
"62840 Lakaniemi-Pokela   (Vimpeli )",23,..,..,..,..,..,..
"62860 Sahi   (Vimpeli )",83,41683,36287,24,42,17,3459648
"62870 Vinni   (Vimpeli )",21,..,..,..,..,..,..
"62880 Sääksvesi-Vinni   (Vimpeli )",126,37931,29570,36,68,22,4779245
"62900 Alajärvi Keskus   (Alajärvi )",2045,36451,30891,643,1198,204,74542366
"62920 Levijoki   (Alajärvi )",37,38198,31866,10,22,5,1413340
"62940 Hoisko   (Alajärvi )",224,40928,38468,64,135,25,9167919
"62950 Paalijärvi   (Alajärvi )",177,41148,38321,55,95,27,7283113
"62990 Möksy   (Alajärvi )",60,37104,31540,25,29,6,2226211
"63100 Kuortane Keskus   (Kuortane )",769,34734,28111,225,455,89,26710240
"63120 Leppälänkylä   (Kuortane )",146,37449,32983,45,86,15,5467573
"63130 Mäyry   (Kuortane )",297,43164,38190,73,181,43,12819790
"63150 Ruona   (Kuortane )",183,36976,31048,57,110,16,6766597
"63160 Salmi   (Kuortane )",60,37730,33717,20,34,6,2263802
"63210 Niinimaa   (Alavus )",47,35370,30614,15,27,5,1662393
"63230 Lentilä   (Kuortane )",131,38830,34206,34,84,13,5086737
"63250 Rantala   (Kuortane )",43,38435,40569,11,27,5,1652704
"63300 Alavus Keskus   (Alavus )",2298,35930,28604,674,1368,256,82568265
"63320 Kattelus   (Alavus )",26,..,..,..,..,..,..
"63330 Pahajoki   (Alavus )",72,36584,31942,21,43,8,2634080
"63340 Sapsalampi   (Alavus )",89,38540,33143,24,50,15,3430085
