"Postal code area","Households, total, 2017 (TE)","Average size of households, 2017 (TE)","Occupancy rate, 2017 (TE)","Young single persons, 2017 (TE)","Young couples without children, 2017 (TE)","Households with children, 2017 (TE)","Households with small children, 2017 (TE)","Households with children under school age, 2017 (TE)","Households with school-age children, 2017 (TE)","Households with teenagers, 2017 (TE)","Adult households, 2017 (TE)","Pensioner households, 2017 (TE)","Households living in owner-occupied dwellings, 2017 (TE)","Households living in rented dwellings, 2017 (TE)","Households living in other dwellings, 2017 (TE)"
"48130 Katariina   (Kotka )",344,2.0,41.3,49,14,68,15,26,25,33,182,95,222,105,17
"48200 Hovinsaari   (Kotka )",1151,1.5,36.3,239,31,118,31,53,46,43,704,330,374,761,16
"48210 Toukolan Sairaala-Alue   (Kotka )",147,1.9,37.1,15,6,24,8,11,9,9,82,41,66,81,0
"48220 Metsola   (Kotka )",580,2.0,39.9,39,19,126,28,52,62,54,310,145,367,199,14
"48230 Korela-Jylppy   (Kotka )",706,2.0,35.6,14,26,136,23,47,71,67,351,219,400,294,12
"48300 Ruonala   (Kotka )",541,2.3,43.4,4,9,141,30,60,69,62,210,192,498,37,6
"48310 Mussalo   (Kotka )",1888,2.4,42.8,70,77,611,132,262,295,268,854,428,1446,424,18
"48350 Karhuvuori   (Kotka )",2057,1.7,35.2,321,51,375,104,209,166,131,1072,615,784,1229,44
"48400 Sutela   (Kotka )",1964,2.1,43.5,100,51,451,96,209,203,185,802,716,1657,280,27
"48410 Kaukola   (Kotka )",714,2.3,46.0,22,22,197,33,71,100,101,282,241,669,37,8
"48600 Karhula   (Kotka )",4139,1.7,40.6,416,109,555,116,250,249,232,1848,1747,2374,1698,67
"48700 Kyminlinna   (Kotka )",1325,1.9,38.7,143,43,252,77,119,112,104,639,437,893,417,15
"48710 Koivula   (Kotka )",525,2.5,39.6,11,14,166,28,61,75,86,207,152,494,28,3
"48720 Kymi   (Kotka )",767,2.3,42.9,16,10,220,42,108,110,103,292,261,730,24,13
"48750 Nikeli   (Kotka )",84,2.1,49.9,5,0,19,6,8,5,12,34,31,75,8,1
"48770 Ristinkallio   (Kotka )",927,2.0,44.5,43,24,178,44,86,74,76,398,352,713,205,9
"48800 Otsola-Mäntykangas   (Kotka )",932,2.4,42.3,26,31,287,73,134,150,90,353,296,873,46,13
"48810 Rantahaka   (Kotka )",316,2.4,43.0,8,4,101,24,49,46,44,110,109,280,27,9
"48900 Sunila   (Kotka )",739,1.8,38.6,88,21,133,22,54,62,59,394,212,419,305,15
"48910 Suulisniemi   (Kotka )",694,2.0,41.0,45,9,140,26,62,65,64,322,232,525,157,12
"48930 Tiutinen   (Kotka )",147,2.2,49.9,1,2,37,6,13,23,15,59,51,134,6,7
"49200 Heinlahti   (Pyhtää )",312,2.5,49.5,4,1,111,31,64,60,31,92,111,299,9,4
"49210 Huutjärvi   (Pyhtää )",467,2.1,47.2,22,10,112,24,50,52,52,173,185,397,66,4
"49220 Siltakylä   (Pyhtää )",790,2.2,48.2,18,13,199,37,81,94,89,302,296,699,75,16
"49240 Purolanlahti   (Pyhtää )",168,2.1,50.1,3,1,30,7,18,14,9,63,75,156,5,7
"49270 Pyhtää kk   (Pyhtää )",433,2.0,44.7,22,15,77,20,41,37,26,199,159,334,85,14
"49290 Vastila   (Pyhtää )",188,2.2,48.0,3,5,33,7,14,14,15,79,77,171,10,7
"49300 Tavastila   (Kotka )",299,2.3,41.4,5,7,84,17,37,41,39,112,106,286,6,7
"49340 Juurikorpi   (Kotka )",57,2.2,41.1,3,1,14,2,4,7,6,23,20,55,2,0
"49400 Hamina Keskus   (Hamina )",5266,1.9,44.4,384,132,895,161,363,408,402,2167,2223,3772,1381,113
"49410 Poitsila   (Hamina )",959,1.9,41.4,82,37,198,37,90,95,73,464,299,639,310,10
"49420 Uusi-Summa   (Hamina )",953,2.1,44.1,58,29,233,60,121,106,74,422,299,769,169,15
"49460 Hillo   (Hamina )",679,1.7,43.9,83,14,96,22,43,40,38,346,243,397,268,14
"49480 Vanha-Summa   (Hamina )",204,2.3,49.1,6,6,51,3,12,28,29,87,66,194,4,6
"49490 Neuvoton   (Hamina )",641,2.2,44.5,24,10,157,33,69,74,81,261,225,532,96,13
"49510 Husula   (Hamina )",624,1.8,43.2,45,15,109,19,56,59,34,268,247,439,178,7
"49520 Reitkalli   (Hamina )",121,2.2,48.9,1,2,20,4,6,6,14,50,51,114,3,4
"49540 Metsäkylä   (Hamina )",204,2.3,47.7,3,3,52,6,19,29,24,60,95,187,12,5
"49570 Kannusjärvi   (Hamina )",188,2.2,51.2,4,4,44,6,13,17,29,67,81,178,8,2
"49610 Sivatti   (Hamina )",43,2.3,46.8,1,2,10,3,5,6,1,15,20,42,1,0
"49630 Vehkajoki   (Hamina )",40,1.8,60.0,0,0,5,0,1,1,3,18,17,33,5,2
"49640 Paijärvi   (Hamina )",81,2.1,48.8,1,1,16,7,9,8,6,28,39,78,2,1
"49660 Pyhältö   (Hamina )",265,2.2,50.4,5,3,53,7,18,24,29,90,124,249,10,6
"49700 Miehikkälä Kirkonkylä   (Miehikkälä )",439,1.9,45.8,15,1,68,13,29,32,40,140,232,289,142,8
"49720 Hurttala   (Miehikkälä )",28,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"49730 Muurikkala   (Miehikkälä )",143,2.0,50.5,4,3,30,3,8,17,16,48,68,121,21,1
"49750 Kalliokoski   (Miehikkälä )",73,1.9,54.5,1,3,10,3,5,6,4,26,37,68,1,4
"49760 Suur-Miehikkälä   (Miehikkälä )",101,2.1,48.7,3,1,21,2,7,7,10,36,48,87,11,3
"49770 Salo-Miehikkälä   (Miehikkälä )",110,2.1,50.8,3,0,17,5,5,7,7,39,55,102,4,4
"49780 Onkamaa   (Hamina )",49,1.9,60.8,2,2,3,0,0,2,1,26,20,46,1,2
"49840 Mäntlahti   (Hamina )",82,1.7,58.0,3,0,4,0,1,3,0,30,49,76,4,2
"49860 Klamila   (Virolahti )",344,2.0,51.7,5,9,54,9,20,31,23,140,152,292,41,11
"49900 Virolahti Keskus   (Virolahti )",947,1.9,48.0,39,10,162,28,67,72,78,388,401,692,239,16
"49930 Vaalimaa   (Virolahti )",72,2.2,55.4,0,0,14,2,4,12,9,23,36,65,7,0
"49960 Ala-Pihlaja   (Virolahti )",100,2.0,54.2,3,3,11,1,3,3,7,43,46,95,4,1
"49980 Ravijoki   (Virolahti )",115,2.2,51.1,2,2,20,7,12,9,9,45,52,101,11,3
"50100 Mikkeli Keskus   (Mikkeli )",6128,1.5,39.2,1368,371,556,123,251,220,205,3387,2197,3125,2877,126
"50120 Siekkilä   (Mikkeli )",891,1.7,41.0,152,54,136,18,50,65,50,457,303,561,320,10
"50130 Nuijamies   (Mikkeli )",1609,1.9,40.4,192,79,258,60,127,109,110,771,582,987,591,31
"50150 Karkialampi   (Mikkeli )",635,2.2,39.1,62,16,186,49,87,75,73,336,115,304,330,1
"50160 Kattilansilta   (Mikkeli )",1482,1.6,40.9,221,60,191,55,100,68,63,770,524,773,694,15
"50170 Peitsari   (Mikkeli )",2887,2.0,39.9,251,106,674,178,335,311,247,1307,910,1866,999,22
"50180 Visulahti   (Mikkeli )",291,2.8,41.8,5,8,119,28,48,56,62,103,71,268,23,0
"50190 Tuppurala   (Mikkeli )",2583,1.8,40.1,296,116,428,119,209,191,170,1284,876,1382,1177,24
"50200 Kovala   (Mikkeli )",244,2.6,45.0,4,5,72,21,40,41,33,86,86,237,2,5
"50300 Rämälä   (Mikkeli )",135,2.4,48.3,2,2,39,13,18,22,13,51,47,134,1,0
"50350 Norola   (Mikkeli )",132,2.5,47.7,0,2,40,8,16,18,21,52,40,126,5,1
"50500 Tuukkala-Kaituenmäki   (Mikkeli )",735,2.0,42.3,52,24,154,45,83,68,50,376,206,483,245,7
"50520 Moision Sairaala-alue   (Mikkeli )",82,1.5,46.6,25,3,9,2,4,5,3,52,22,45,36,1
"50600 Karikko   (Mikkeli )",2000,2.4,42.7,106,76,635,137,284,306,267,789,589,1645,330,25
"50670 Otava   (Mikkeli )",854,2.2,41.1,39,19,225,60,124,107,89,351,282,658,181,15
"50700 Syysjärvi   (Mikkeli )",247,2.4,50.6,6,11,62,14,28,28,32,117,70,206,30,11
"50770 Korpikoski   (Mikkeli )",114,2.2,52.0,6,1,26,9,12,10,10,46,43,107,4,3
"50800 Annilanselkä   (Mikkeli )",241,2.3,56.3,3,3,53,8,26,27,19,84,107,234,5,2
"50970 Ihastjärvi   (Mikkeli )",1101,2.2,38.1,173,61,346,74,148,168,155,561,196,637,455,9
"51130 Vanhamäki   (Mikkeli )",77,2.0,56.0,1,0,10,0,4,6,6,32,35,70,4,3
"51200 Kangasniemi Keskus   (Kangasniemi )",2098,1.8,46.4,128,31,292,61,134,148,113,764,1050,1502,553,43
"51260 Tahkomäki   (Kangasniemi )",65,2.5,44.9,2,2,18,4,9,8,12,18,30,62,2,1
"51270 Kutemajärvi   (Kangasniemi )",105,2.0,58.1,4,0,17,3,6,4,10,40,49,98,4,3
"51310 Levä   (Kangasniemi )",72,1.9,60.6,0,0,9,2,4,6,4,23,42,69,2,1
"51335 Kaihlamäki   (Kangasniemi )",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"51340 Hännilä-Särkiharju   (Kangasniemi )",133,2.2,49.1,1,0,26,2,9,16,12,38,69,130,0,3
"51360 Koivula-Synsiö   (Kangasniemi )",90,2.0,54.3,3,0,12,5,7,5,7,36,43,84,3,3
"51380 Synsiö   (Kangasniemi )",24,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"51420 Harjumaa-Pajulankylä   (Mikkeli )",104,2.2,49.9,1,1,22,4,5,8,14,39,51,97,6,1
"51430 Läsäkoski   (Kangasniemi )",43,2.0,53.7,0,0,3,1,1,2,1,17,23,43,0,0
"51440 Vuojalahti   (Kangasniemi )",114,2.1,51.9,3,1,16,4,5,9,8,49,49,110,2,2
"51450 Pajulankylä   (Mikkeli )",23,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"51460 Luusniemi   (Kangasniemi )",95,2.2,51.3,3,2,14,3,4,9,7,42,39,89,3,3
"51520 Hiirola   (Mikkeli )",197,2.2,44.4,5,3,47,13,25,22,18,73,79,184,10,3
"51540 Kalvitsa   (Mikkeli )",153,2.1,50.3,3,4,25,9,16,11,8,56,77,137,11,5
"51600 Haukivuori Keskus-Piitkäaho   (Mikkeli )",732,1.9,47.0,19,5,118,24,55,57,52,240,376,526,188,18
"51620 Pitkäaho   (Mikkeli )",12,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"51670 Nykälä   (Mikkeli )",69,2.0,63.3,2,0,6,2,2,3,4,27,37,65,2,2
"51720 Rahula   (Mikkeli )",193,2.5,48.2,4,6,57,14,29,31,23,75,62,189,1,3
"51740 Huuhanaho   (Mikkeli )",105,2.1,48.4,4,1,17,3,7,10,8,43,45,98,5,2
"51760 Nuutilanmäki   (Juva )",134,2.2,52.7,2,1,29,5,8,15,17,55,51,124,6,4
"51780 Kuosmala   (Juva )",66,1.9,53.2,0,1,8,0,3,4,3,23,38,59,6,1
"51810 Maivala   (Juva )",71,2.1,50.6,1,0,15,2,7,7,7,23,34,64,3,4
"51820 Hatsola   (Juva )",133,2.1,53.7,3,1,21,5,10,9,11,62,52,123,8,2
"51850 Vuorenmaa   (Juva )",98,2.0,54.9,5,1,15,2,6,8,6,38,47,93,4,1
"51860 Narila   (Juva )",33,2.0,53.4,0,0,6,1,3,2,3,11,16,31,1,1
"51880 Koikkala   (Juva )",111,2.1,53.0,0,1,22,4,6,9,15,34,56,105,3,3
"51890 Risulahti   (Juva )",37,2.2,58.2,2,2,5,1,1,2,4,17,16,36,0,1
"51900 Juva Keskus   (Juva )",2317,1.9,44.5,147,44,363,77,169,155,157,863,1106,1630,631,56
"51930 Paatela   (Juva )",69,2.3,46.3,1,0,15,2,6,9,9,27,28,65,2,2
"51940 Härkälä   (Juva )",59,2.1,55.9,0,0,11,5,6,4,4,23,25,58,0,1
"51980 Lauteala   (Juva )",103,2.2,59.8,2,0,14,3,6,5,11,41,51,96,2,5
"52100 Anttola   (Mikkeli )",732,2.0,49.2,12,11,128,23,52,60,61,235,373,591,127,14
"52110 Majavesi   (Mikkeli )",171,2.3,50.6,3,2,39,16,23,15,11,64,71,168,1,2
"52150 Hauhala   (Mikkeli )",63,2.0,54.3,4,0,6,1,2,2,4,25,33,55,6,2
"52200 Puumala Keskus   (Puumala )",976,1.8,51.1,22,12,103,15,36,58,54,328,546,744,208,24
"52230 Hurissalo   (Puumala )",111,2.0,58.1,0,2,10,1,4,3,5,43,59,108,1,2
"52270 Ryhälä   (Puumala )",21,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"52300 Ristiina Keskus   (Mikkeli )",1428,2.0,45.5,54,25,295,56,113,136,141,517,619,1091,302,35
"52320 Vitsiälä   (Mikkeli )",155,2.2,46.7,6,2,39,12,21,22,12,71,48,142,7,6
"52330 Heimari   (Mikkeli )",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"52340 Hangastenmaa   (Mikkeli )",102,2.0,51.8,3,1,18,3,6,9,7,35,49,97,4,1
"52360 Someenjärvi   (Mikkeli )",49,1.9,56.2,0,1,5,1,1,1,3,14,33,48,0,1
"52420 Pellosniemi   (Mikkeli )",355,1.8,44.4,34,0,43,10,23,21,16,163,153,225,124,6
"52510 Hietanen   (Hirvensalmi )",238,2.1,50.1,0,4,44,12,20,22,21,85,110,220,6,12
"52520 Syväsmäki   (Hirvensalmi )",69,2.3,44.7,2,2,18,4,8,5,8,28,23,64,2,3
"52550 Hirvensalmi Keskus   (Hirvensalmi )",871,1.8,48.7,21,9,106,28,45,38,51,331,442,641,206,24
"52610 Tuukkalanlahti   (Hirvensalmi )",58,2.0,47.5,1,1,6,1,3,3,2,25,28,52,3,3
"52620 Kuitula   (Hirvensalmi )",50,1.9,53.4,0,0,7,3,3,2,4,19,25,44,2,4
"52700 Mäntyharju Keskus   (Mäntyharju )",2605,1.9,45.4,145,31,405,85,172,196,181,952,1258,1887,664,54
"52720 Karankamäki-Koirakivi   (Mäntyharju )",60,1.9,49.3,3,0,7,2,3,4,1,23,31,55,3,2
"52730 Koirakivi   (Mäntyharju )",40,1.9,56.1,0,0,7,2,4,3,3,11,22,37,1,2
"52740 Tuustaipale   (Mäntyharju )",140,1.9,55.7,3,0,19,5,8,9,12,57,65,120,13,7
"52760 Mynttilä   (Mäntyharju )",44,2.0,47.7,1,1,5,2,3,1,2,18,21,43,0,1
"52780 Kuomiokoski   (Mikkeli )",64,1.6,50.9,3,1,3,0,0,0,3,25,36,44,17,3
"52830 Suomenniemi   (Mikkeli )",331,1.8,51.0,8,6,37,5,12,20,22,123,172,279,41,11
"52850 Halmeniemi   (Mäntyharju )",62,2.0,50.6,0,0,6,3,4,3,0,21,35,61,0,1
"52890 Käävänkylä   (Mäntyharju )",48,1.8,59.2,0,0,4,1,3,2,1,20,25,45,2,1
"52920 Voikoski   (Kouvola )",68,2.0,51.2,1,0,6,1,3,6,3,23,39,63,1,4
"52960 Nurmaa   (Mäntyharju )",64,2.1,46.9,2,0,11,3,4,6,7,25,28,59,4,1
"52970 Pankalahti-Ahvenainen   (Mäntyharju )",40,2.2,49.8,0,0,3,2,2,0,1,20,18,38,2,0
"52980 Ahvenainen   (Heinola )",38,2.1,50.9,0,0,6,3,3,2,3,9,23,36,2,0
"53100 Lappeenranta keskus   (Lappeenranta )",6764,1.5,39.1,1188,382,635,148,282,271,239,3390,2751,3572,3019,173
"53130 Keskussairaala-alue-Kimpinen   (Lappeenr",387,1.8,36.3,58,23,76,19,41,19,27,235,77,96,288,3
"53200 Kaukas-Tirilä   (Lappeenranta )",874,1.8,38.5,89,31,152,44,69,62,56,438,287,412,448,14
"53300 Lauritsala-Mälkiä   (Lappeenranta )",3930,2.0,40.6,322,110,895,219,419,404,374,1859,1186,2619,1258,53
"53400 Laihia   (Lappeenranta )",774,2.5,43.3,10,17,258,53,115,125,111,293,225,744,16,14
"53420 Mustola   (Lappeenranta )",249,2.2,44.6,12,15,71,21,36,30,26,105,75,201,46,2
"53500 Parkkarila-Harapainen-Reijola   (Lappee",2196,2.3,40.0,165,89,692,154,322,311,289,969,540,1644,524,28
"53550 Kourulanmäki   (Lappeenranta )",459,2.4,39.6,19,32,168,42,79,84,56,195,99,361,86,12
"53600 Kesämäki   (Lappeenranta )",1465,1.7,37.7,240,83,193,51,85,79,81,766,509,739,698,28
"53650 Mattila-Kuusela   (Lappeenranta )",947,2.1,41.5,58,22,224,54,103,99,98,392,335,712,227,8
"53810 Kuusimäki-Lavola   (Lappeenranta )",2222,1.7,38.8,414,137,322,91,149,130,117,1198,709,1249,946,27
"53830 Rutola   (Lappeenranta )",263,2.8,42.9,3,7,112,27,58,50,43,95,56,255,3,5
"53850 Skinnarila   (Lappeenranta )",5638,2.0,38.6,1227,337,1207,290,616,581,419,3320,1126,2568,3039,31
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",1883,1.6,36.8,434,155,193,63,101,64,56,1238,453,808,1049,26
"53920 Voisalmi   (Lappeenranta )",1822,1.7,39.8,253,76,294,78,145,125,111,950,581,1003,796,23
"53950 Kivisalmi   (Lappeenranta )",1075,1.9,41.3,102,25,226,56,105,90,87,533,319,608,453,14
"54100 Joutseno Keskus   (Lappeenranta )",2568,2.0,44.2,125,53,501,118,242,235,199,1023,1051,1991,536,41
"54110 Lampikangas   (Lappeenranta )",522,2.1,41.9,30,20,128,33,66,63,35,231,163,403,113,6
"54120 Pulp   (Lappeenranta )",832,2.1,40.7,37,18,215,60,105,93,79,384,237,594,233,5
"54190 Konnunsuo   (Lappeenranta )",43,1.9,48.8,3,2,6,2,5,3,1,24,13,31,9,3
"54230 Nuijamaa   (Lappeenranta )",300,2.2,48.7,9,10,49,14,21,25,22,125,132,251,38,11
"54250 Rapattila   (Lappeenranta )",77,2.1,59.4,2,2,14,2,8,6,5,27,37,68,1,8
"54260 Hanhijärvi   (Lappeenranta )",291,2.7,48.0,2,4,103,20,44,66,43,102,87,285,0,6
"54270 Vainikkala   (Lappeenranta )",211,2.1,49.4,1,5,39,3,15,17,21,65,111,189,20,2
"54300 Vilkjärvi   (Lappeenranta )",248,2.5,46.9,7,7,76,15,32,31,42,85,95,231,5,12
"54310 Hytti   (Lappeenranta )",164,2.6,46.1,4,6,59,19,32,29,21,63,44,154,3,7
"54330 Simola   (Lappeenranta )",188,2.2,46.6,4,2,48,11,23,24,21,84,56,172,10,6
"54390 Pulsa   (Lappeenranta )",72,2.0,48.4,1,1,9,3,4,3,4,31,33,72,0,0
"54410 Ylämaa Keskus   (Lappeenranta )",445,2.0,49.0,10,8,65,11,29,34,33,161,222,362,71,12
"54430 Hujakkala   (Lappeenranta )",75,2.2,49.0,1,0,14,1,6,11,7,26,35,68,5,2
"54460 Ylijärvi   (Lappeenranta )",44,2.0,51.2,0,2,9,0,4,4,5,15,20,41,1,2
"54490 Ahomäki   (Miehikkälä )",87,1.8,54.8,2,1,5,3,3,1,3,38,44,83,3,1
"54500 Taavetti-Somerharju   (Luumäki )",1493,1.8,48.1,64,27,205,46,89,100,97,550,743,1057,407,29
"54510 Uro   (Luumäki )",174,2.3,53.7,5,0,48,10,21,23,24,69,59,160,8,6
"54530 Luumäki   (Luumäki )",568,2.1,50.3,15,13,118,24,47,62,49,239,215,460,96,12
"54550 Suo-Anttila   (Luumäki )",37,2.1,51.8,0,0,5,0,1,4,3,9,24,34,1,2
"54580 Somerharju   (Luumäki )",18,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"54590 Kaitjärvi   (Luumäki )",59,2.1,50.4,1,1,11,2,5,6,5,21,28,59,0,0
"54710 Lemi Keskus   (Lemi )",681,1.9,47.0,33,6,126,33,61,57,45,238,321,509,150,22
"54720 Laksiainen   (Lemi )",67,2.3,49.1,3,0,18,5,10,6,7,22,28,61,1,5
"54750 Välijoki   (Savitaipale )",128,2.1,50.3,0,1,21,1,9,11,8,49,59,118,4,6
"54770 Heituinlahti   (Savitaipale )",248,2.1,51.8,1,2,36,7,13,12,21,92,122,231,9,8
"54800 Savitaipale Keskus   (Savitaipale )",1307,1.9,46.4,44,18,181,29,77,91,86,471,662,996,283,28
"54820 Kotimäki   (Lemi )",110,2.3,44.8,4,1,27,6,16,11,11,38,47,106,1,3
"54850 Kuukanniemi   (Lemi )",432,2.6,42.3,7,9,142,33,72,64,68,174,118,398,30,4
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",785,2.2,45.0,30,23,215,43,95,105,96,346,230,673,106,6
"54920 Taipalsaari   (Taipalsaari )",671,2.3,46.8,14,12,173,33,67,80,88,245,258,560,96,15
"54930 Levänen   (Taipalsaari )",133,2.3,45.3,1,2,23,4,10,15,12,57,55,122,6,5
"54940 Solkei   (Taipalsaari )",60,1.9,53.6,1,0,9,2,2,5,4,22,32,56,1,3
"54950 Pettilä   (Savitaipale )",55,1.7,51.0,0,0,8,2,2,2,4,15,32,53,1,1
"54960 Vehkataipale   (Taipalsaari )",248,2.4,48.3,3,4,60,17,32,37,21,91,98,235,3,10
"55100 Imatra Keskus   (Imatra )",5411,1.8,42.8,500,135,900,176,392,396,375,2373,2148,3826,1502,83
"55120 Mansikkala-Tuulikallio   (Imatra )",1904,1.6,41.8,253,47,272,59,111,123,111,875,766,1020,850,34
"55300 Rauha-Tiuruniemi   (Lappeenranta )",487,2.0,46.3,23,12,94,17,40,49,37,197,197,412,58,17
"55320 Rauha   (Lappeenranta )",283,2.1,41.7,22,11,60,11,24,34,25,150,73,185,91,7
"55330 Tiuruniemi   (Lappeenranta )",33,1.8,46.3,0,0,5,1,1,1,3,17,11,11,22,0
"55400 Tainionkoski-Mustalampi   (Imatra )",636,2.1,43.4,32,11,141,22,57,72,67,284,216,542,90,4
"55420 Karhumäki-Karhukallio   (Imatra )",961,2.2,42.9,29,19,208,59,112,84,71,359,400,881,67,13
"55510 Sotkulampi-Linnasuo   (Imatra )",839,1.6,40.3,102,22,113,32,58,38,42,396,333,413,416,10
"55610 Rajapatsas-Teppanala   (Imatra )",1498,1.9,41.1,120,36,286,57,124,131,122,666,548,1011,451,36
"55700 Vintteri-Virasoja   (Imatra )",673,2.1,41.4,48,15,155,37,72,71,59,315,207,614,48,11
"55800 Vuoksenniska-Saarlampi   (Imatra )",2278,1.7,43.7,190,29,330,83,160,138,123,972,982,1458,782,38
"55910 Rautio-Kurkvuori   (Imatra )",795,2.0,44.4,30,14,141,29,72,69,51,342,314,668,107,20
"56100 Ruokolahti Keskus   (Ruokolahti )",1118,1.8,44.4,45,13,168,24,64,92,76,365,588,778,313,27
"56120 Salosaari   (Ruokolahti )",357,2.3,46.8,6,10,98,23,44,49,38,141,120,330,25,2
"56140 Äitsaari   (Ruokolahti )",114,2.0,53.3,1,0,16,0,2,9,10,43,57,109,4,1
"56210 Virmutjoki   (Ruokolahti )",192,2.2,46.6,7,3,40,10,15,22,22,82,72,183,4,5
"56310 Syyspohja   (Ruokolahti )",96,2.0,54.8,4,0,12,0,4,8,6,34,53,90,2,4
"56330 Utula   (Ruokolahti )",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"56350 Kyläniemi   (Taipalsaari )",15,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",63,2.2,49.2,1,1,13,2,2,1,11,20,31,60,1,2
"56440 Pohja-Lankila   (Ruokolahti )",106,2.0,50.4,1,0,15,1,6,9,10,37,54,97,7,2
"56510 Puntala   (Ruokolahti )",191,2.2,43.9,7,4,42,12,17,22,18,77,73,163,27,1
"56550 Niska-Pietilä   (Rautjärvi )",56,2.3,47.6,2,1,11,5,6,7,2,21,24,52,2,2
"56610 Rautjärvi   (Rautjärvi )",312,1.8,45.1,7,5,40,5,14,21,24,138,134,257,48,7
"56640 Purnujärvi   (Rautjärvi )",48,2.1,44.3,1,0,6,0,4,2,2,18,24,45,2,1
"56710 Miettilä   (Rautjärvi )",71,1.8,58.6,2,0,5,1,2,4,1,29,37,61,9,1
"56730 Laikko   (Rautjärvi )",161,1.9,53.1,2,1,17,5,9,5,7,66,81,154,4,3
"56800 Simpele   (Rautjärvi )",1309,1.8,46.8,54,19,162,29,62,90,74,497,653,992,293,24
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",2657,1.5,39.4,435,126,200,46,81,65,92,1291,1169,1305,1284,68
"57120 Savonlinna   (Savonlinna )",14,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"57130 Savonlinna Keskus   (Savonlinna )",1282,1.4,43.1,227,50,73,19,31,25,27,597,615,658,585,39
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",1271,1.6,39.8,229,47,126,26,42,46,63,583,566,690,556,25
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",1322,1.8,41.9,179,46,242,47,99,104,96,645,441,897,395,30
"57210 Nojanmaa   (Savonlinna )",1285,2.0,40.6,112,56,313,56,118,152,140,582,392,927,329,29
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",770,1.8,39.1,72,13,127,29,52,65,62,352,294,435,320,15
"57230 Inkerinkylä   (Savonlinna )",1679,1.9,43.7,134,28,286,63,120,130,121,817,579,1070,579,30
"57310 Rinkilä   (Savonlinna )",317,2.2,48.0,5,6,72,12,31,41,27,114,135,290,20,7
"57510 Laitaatsilta   (Savonlinna )",213,2.3,43.8,5,5,58,10,19,35,27,72,83,187,24,2
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",802,2.3,43.6,57,18,234,49,108,108,107,332,239,606,182,14
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",1298,2.1,43.1,78,32,325,84,142,161,130,562,414,994,289,15
"57810 Aholahti   (Savonlinna )",147,2.2,45.3,2,3,31,11,16,15,9,70,50,120,19,8
"58130 Oravi   (Savonlinna )",62,2.1,43.9,4,0,12,1,7,10,6,21,29,54,6,2
"58140 Ahvensalmi   (Savonlinna )",38,2.1,53.7,1,0,6,0,1,3,3,18,15,36,1,1
"58150 Makkola   (Savonlinna )",96,2.3,49.2,2,3,23,4,8,9,12,32,41,91,1,4
"58160 Karvila   (Enonkoski )",75,2.1,48.2,3,1,11,4,7,2,3,33,35,71,0,4
"58170 Simanala   (Enonkoski )",105,2.4,48.3,4,1,28,5,13,13,13,36,42,99,5,1
"58175 Enonkoski Keskus   (Enonkoski )",447,1.8,48.6,14,8,57,10,26,29,25,145,250,313,122,12
"58180 Ihamaniemi   (Enonkoski )",73,2.0,50.9,1,1,8,4,6,3,3,26,41,69,2,2
"58200 Kerimäki Keskus   (Savonlinna )",1691,1.9,46.2,65,19,285,55,127,142,113,567,852,1248,412,31
"58220 Louhi   (Savonlinna )",189,2.1,43.7,7,3,33,5,18,16,15,91,65,168,16,5
"58260 Kumpuranta   (Savonlinna )",85,2.1,51.8,3,2,14,3,6,6,6,29,42,79,5,1
"58300 Savonranta Keskus   (Savonlinna )",364,1.8,45.1,9,3,41,7,16,12,24,126,201,259,98,7
"58320 Raikuu   (Savonlinna )",94,1.9,59.4,4,1,9,1,3,5,2,47,39,90,0,4
"58350 Villala   (Kitee )",117,1.8,51.0,0,2,12,3,3,4,9,51,55,105,9,3
"58360 Säimen   (Savonlinna )",87,2.1,47.1,2,1,13,2,6,4,4,30,47,81,5,1
"58390 Rönkönvaara   (Savonlinna )",34,1.5,65.2,1,0,2,0,0,0,2,12,20,30,0,4
"58410 Haapakallio   (Savonlinna )",246,2.5,44.9,6,3,85,15,38,40,33,91,70,243,3,0
"58420 Silvola   (Savonlinna )",133,2.5,44.7,2,4,42,9,25,19,13,51,42,126,6,1
"58430 Kulennoinen   (Savonlinna )",195,2.5,45.5,1,3,58,15,30,31,21,72,66,188,3,4
