"Postal code area","Households, total, 2017 (TE)","Average size of households, 2017 (TE)","Occupancy rate, 2017 (TE)","Young single persons, 2017 (TE)","Young couples without children, 2017 (TE)","Households with children, 2017 (TE)","Households with small children, 2017 (TE)","Households with children under school age, 2017 (TE)","Households with school-age children, 2017 (TE)","Households with teenagers, 2017 (TE)","Adult households, 2017 (TE)","Pensioner households, 2017 (TE)","Households living in owner-occupied dwellings, 2017 (TE)","Households living in rented dwellings, 2017 (TE)","Households living in other dwellings, 2017 (TE)"
"58450 Punkaharju   (Savonlinna )",185,2.2,46.6,8,4,43,11,17,19,19,70,74,151,29,5
"58500 Punkasalmi   (Savonlinna )",859,1.8,44.9,38,10,110,18,47,57,46,324,429,547,295,17
"58520 Hiukkajoki   (Savonlinna )",146,2.1,50.9,3,1,22,7,13,13,9,46,79,133,7,6
"58550 Putikko   (Savonlinna )",203,2.0,44.9,7,4,33,8,15,17,14,90,81,180,14,9
"58570 Ruhvana   (Savonlinna )",32,2.3,50.4,0,0,5,0,1,3,5,9,18,31,1,0
"58580 Vuoriniemi   (Savonlinna )",49,1.9,55.8,0,0,6,2,3,1,3,22,21,48,0,1
"58610 Telakanava   (Sulkava )",58,2.4,47.0,0,0,11,2,4,3,8,22,29,52,1,5
"58620 Lohilahti   (Sulkava )",132,1.8,53.4,2,1,12,1,5,8,7,49,73,105,22,5
"58650 Kiviapaja   (Savonlinna )",52,2.1,51.3,1,0,7,1,1,3,5,23,24,43,4,5
"58680 Piojärvi   (Savonlinna )",24,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",48,2.0,57.3,1,1,10,2,3,4,5,19,19,43,4,1
"58700 Sulkava Keskus   (Sulkava )",1080,1.9,49.2,30,26,145,27,59,59,70,386,557,826,222,32
"58720 Kaartilankoski   (Sulkava )",125,2.3,53.0,3,2,19,2,4,7,15,47,63,116,8,1
"58770 Pihlajalahti   (Savonlinna )",109,1.9,55.2,1,3,14,4,5,6,7,32,64,101,6,2
"58810 Kallislahti   (Savonlinna )",136,2.3,45.8,5,4,37,10,21,13,15,42,58,128,4,4
"58830 Parkumäki   (Rantasalmi )",125,2.3,47.8,2,1,30,9,14,10,16,43,53,116,2,7
"58850 Hiltula   (Rantasalmi )",50,2.1,55.7,1,0,10,1,6,4,2,20,21,40,6,4
"58900 Rantasalmi Keskus   (Rantasalmi )",1221,1.8,47.7,1,21,180,35,72,82,83,472,582,886,308,27
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",88,2.1,46.7,1,0,19,7,12,6,7,33,36,70,16,2
"58920 Kolkontaipale   (Rantasalmi )",153,2.1,50.9,6,3,30,2,10,11,18,63,64,136,10,7
"58940 Tuusmäki   (Rantasalmi )",97,2.4,49.9,2,1,21,4,12,7,10,37,39,91,4,2
"59100 Parikkala Keskus   (Parikkala )",1203,1.7,48.2,50,12,141,34,68,70,50,426,638,849,328,26
"59130 Koitsanlahti   (Parikkala )",89,2.0,54.5,2,1,14,3,9,5,7,28,47,85,4,0
"59210 Melkoniemi   (Parikkala )",67,2.1,49.3,2,0,10,2,4,4,5,24,33,61,3,3
"59310 Särkisalmi   (Parikkala )",435,2.0,48.1,13,9,71,14,28,31,33,165,204,362,64,9
"59320 Haapaoja   (Parikkala )",42,2.0,56.5,0,0,3,0,0,1,2,9,30,41,1,0
"59410 Kirjavala   (Parikkala )",201,2.0,50.1,4,2,25,7,13,12,7,72,107,186,6,9
"59510 Maironiemi   (Parikkala )",219,1.7,47.1,8,3,20,9,12,7,7,95,104,120,92,7
"59520 Saari   (Parikkala )",60,2.0,51.2,0,0,9,5,7,2,2,20,31,52,6,2
"59530 Mikkolanniemi   (Parikkala )",41,1.8,56.5,0,0,2,0,0,2,2,12,28,41,0,0
"59610 Tarnala   (Parikkala )",85,1.9,54.0,3,0,6,0,2,2,4,41,38,76,6,3
"59710 Kummunkylä   (Parikkala )",49,2.2,46.4,1,0,9,1,4,4,3,23,19,48,1,0
"59720 Niukkala   (Parikkala )",89,1.8,44.5,2,2,9,2,3,4,6,31,49,65,19,5
"59730 Uukuniemi   (Parikkala )",59,1.9,47.5,3,0,6,1,4,5,4,16,39,51,3,5
"59800 Kesälahti Keskus   (Kitee )",807,1.8,47.1,7,6,110,25,48,52,49,305,395,596,181,30
"59810 Suurikylä   (Kitee )",46,1.6,65.3,0,0,2,0,1,1,1,20,25,45,0,1
"59820 Purujärvi-Rajavaara   (Kitee )",73,2.0,51.3,1,1,9,0,2,6,5,35,30,72,0,1
"60100 Seinäjoki Keskus   (Seinäjoki )",6566,1.5,42.3,1499,386,562,146,262,204,203,3669,2344,3050,3401,115
"60120 Pohja   (Seinäjoki )",1467,1.8,40.8,238,96,242,62,128,98,85,855,374,756,694,17
"60150 Kasperi   (Seinäjoki )",2379,1.9,41.8,350,128,521,134,265,248,205,1180,683,1326,1041,12
"60200 Törnävä   (Seinäjoki )",5090,2.2,40.0,777,367,1606,454,867,700,585,2678,817,3444,1590,56
"60220 Huhtala   (Seinäjoki )",1082,1.6,43.6,184,63,128,42,67,39,46,594,362,584,480,18
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",16,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"60320 Alakylä-Jouppi   (Seinäjoki )",3360,2.1,41.0,516,225,872,209,421,404,373,1723,772,2107,1216,37
"60420 Impivaara   (Seinäjoki )",423,2.9,43.4,8,10,190,42,86,98,95,148,87,402,14,7
"60450 Munakka   (Ilmajoki )",172,2.5,47.3,6,3,55,12,27,26,19,63,56,164,2,6
"60510 Hyllykallio   (Seinäjoki )",3819,2.3,40.7,381,299,1277,410,732,550,426,1838,713,2966,808,45
"60550 Nurmo Keskus   (Seinäjoki )",1769,2.4,42.5,97,52,547,152,265,262,250,673,554,1492,250,27
"60560 Halkosaari   (Seinäjoki )",248,2.9,37.9,11,17,107,37,66,56,34,107,34,213,32,3
"60640 Kurjenneva   (Seinäjoki )",242,2.8,42.2,1,7,98,22,48,62,36,92,56,239,1,2
"60720 Tuomikylä   (Ilmajoki )",789,2.8,42.0,28,44,357,96,207,182,125,281,152,708,75,6
"60760 Pohjanluoma   (Ilmajoki )",381,2.6,43.5,7,9,130,30,64,64,55,139,116,367,1,13
"60800 Ilmajoki Keskus   (Ilmajoki )",2668,2.2,44.0,193,86,656,164,314,328,273,1021,1004,1976,635,57
"61100 Peräseinäjoki Keskus   (Seinäjoki )",981,2.0,44.5,50,21,182,45,102,97,69,360,442,708,259,14
"61110 Vuolle   (Seinäjoki )",80,2.4,42.8,2,2,20,6,13,14,7,28,33,78,1,1
"61120 Louko   (Seinäjoki )",250,2.7,44.0,3,7,94,19,43,50,38,90,67,242,3,5
"61140 Pasto   (Seinäjoki )",52,2.4,36.1,1,1,13,3,6,10,5,22,17,50,2,0
"61150 Sydänmaa   (Alavus )",28,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"61160 Koura   (Seinäjoki )",247,2.3,41.7,8,2,60,18,30,31,23,92,95,229,12,6
"61170 Sääskiniemi   (Alavus )",124,2.2,47.0,2,4,26,4,12,12,8,50,49,114,7,3
"61180 Haapaluoma   (Seinäjoki )",100,2.1,45.7,2,0,19,4,9,12,9,45,37,95,3,2
"61220 Myllysalo   (Kurikka )",98,2.3,46.3,6,2,24,5,12,11,16,41,35,90,5,3
"61230 Luopa   (Kurikka )",290,2.4,42.6,7,4,79,19,33,45,36,101,116,269,8,13
"61250 Jalasto   (Kurikka )",125,2.4,45.7,5,1,35,8,13,16,18,48,43,119,0,6
"61270 Luopajärvi   (Kurikka )",243,2.5,44.5,15,7,74,14,34,31,33,104,69,224,17,2
"61280 Jokipii   (Kurikka )",230,2.2,46.8,11,5,47,6,19,18,28,94,90,213,6,11
"61290 Taivalmaa   (Kurikka )",55,2.0,46.1,2,2,6,1,4,5,2,29,21,45,4,6
"61300 Kurikka Keskus   (Kurikka )",3181,2.0,44.0,214,82,650,157,303,308,274,1215,1331,2358,769,54
"61310 Panttila   (Kurikka )",327,2.2,46.1,19,5,83,21,40,36,36,140,106,278,41,8
"61330 Koskenkorva   (Ilmajoki )",912,2.3,44.0,49,28,213,62,101,111,86,384,321,764,135,13
"61340 Nopankylä   (Ilmajoki )",111,2.3,46.4,2,4,25,10,16,13,7,45,42,102,3,6
"61350 Huissi   (Ilmajoki )",164,2.3,47.3,7,4,38,8,16,17,20,71,57,153,3,8
"61360 Mieto   (Kurikka )",430,2.3,45.3,15,10,104,24,45,48,45,187,144,405,18,7
"61370 Lohiluoma   (Kurikka )",142,2.4,45.0,1,3,34,10,16,16,14,47,62,136,2,4
"61380 Polvenkylä   (Kurikka )",65,2.7,34.7,3,2,21,8,10,14,9,24,22,62,1,2
"61400 Ylistaro Keskus   (Seinäjoki )",996,2.0,46.7,48,13,190,45,87,85,84,353,455,719,260,17
"61410 Ylistaro Asemanseutu   (Seinäjoki )",343,2.3,45.1,7,19,89,21,39,44,40,134,124,309,27,7
"61430 Isorehto   (Seinäjoki )",163,2.5,46.0,5,3,47,10,16,24,26,61,56,159,2,2
"61440 Untamala   (Seinäjoki )",84,2.2,50.8,2,1,15,6,6,10,5,29,41,73,1,10
"61450 Kylänpää   (Seinäjoki )",266,2.2,47.5,4,8,52,8,23,30,28,97,119,242,18,6
"61460 Hanhikoski   (Seinäjoki )",101,2.3,50.4,2,1,24,10,16,12,5,39,38,97,2,2
"61470 Kitinoja   (Seinäjoki )",175,2.6,47.5,5,3,64,20,38,29,26,66,45,152,17,6
"61500 Isokyrö Keskus   (Isokyrö )",1276,2.1,45.2,75,29,269,58,124,140,120,485,529,963,273,40
"61520 Lehmäjoki   (Isokyrö )",112,2.0,51.2,4,0,18,3,11,9,7,46,49,106,2,4
"61550 Orismala   (Isokyrö )",297,2.2,48.4,5,3,61,19,31,34,22,115,123,273,12,12
"61560 Orisberg   (Isokyrö )",25,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"61600 Jalasjärvi Keskus   (Kurikka )",1987,1.9,45.5,132,44,367,81,176,187,149,741,886,1405,548,34
"61630 Hirvijärvi   (Kurikka )",130,2.2,49.4,0,5,29,12,16,17,9,56,47,116,7,7
"61640 Ala-Valli   (Kurikka )",97,2.0,52.2,4,2,13,7,8,6,7,47,38,85,8,4
"61650 Kalakoski   (Seinäjoki )",166,2.1,46.0,7,2,24,8,14,14,12,79,64,157,5,4
"61680 Mantila   (Kurikka )",105,2.3,50.7,5,1,24,7,10,11,14,35,47,101,3,1
"61710 Pentinmäki   (Kurikka )",117,2.4,49.2,3,2,30,11,18,13,12,49,38,112,0,5
"61720 Koskue   (Kurikka )",247,2.2,47.9,6,2,50,13,22,17,24,93,106,232,6,9
"61730 Yli-Valli   (Kurikka )",113,2.1,47.5,2,0,15,4,6,6,9,44,56,109,2,2
"61760 Ilvesjoki   (Kurikka )",138,2.5,43.2,3,3,34,8,12,18,15,46,61,128,4,6
"61800 Kauhajoki Keskus   (Kauhajoki )",4075,2.0,46.9,230,127,857,213,408,400,356,1764,1467,2889,1124,62
"61810 Luomankylä   (Kauhajoki )",122,2.4,45.1,1,3,31,7,17,15,16,41,51,120,1,1
"61820 Kainasto   (Kauhajoki )",253,2.4,42.7,0,4,62,15,31,24,34,95,99,236,10,7
"61840 Norinkylä   (Teuva )",145,2.0,51.6,4,5,20,1,7,9,13,61,65,127,13,5
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",980,2.1,46.4,31,25,236,56,112,117,96,396,355,773,184,23
"61860 Harja   (Kauhajoki )",86,2.5,43.0,0,6,23,5,9,12,13,27,38,85,1,0
"61880 Ikkeläjärvi   (Kauhajoki )",80,2.4,41.0,1,1,19,3,8,10,10,29,33,72,6,2
"61910 Nummijärvi   (Kauhajoki )",127,2.2,45.0,1,0,21,4,6,11,13,41,66,114,10,3
"61920 Nummikoski   (Kauhajoki )",31,2.1,49.2,1,1,7,2,3,2,4,15,10,28,1,2
"61940 Hyyppä   (Kauhajoki )",123,2.5,41.1,0,2,35,9,15,12,18,35,54,120,1,2
"61950 Juonikylä   (Kauhajoki )",84,1.9,50.8,0,1,10,3,6,4,4,35,39,70,13,1
"61960 Kyrönlatva   (Kauhajoki )",69,1.9,53.9,0,0,6,3,4,3,4,23,40,65,1,3
"61980 Päntäne   (Kauhajoki )",426,2.1,45.1,15,10,77,20,40,32,37,179,174,374,45,7
"62100 Lapua Keskus   (Lapua )",4880,2.2,43.8,316,182,1281,338,657,618,516,1940,1678,3573,1219,88
"62130 Hellanmaa   (Lapua )",213,2.6,45.7,1,3,62,16,28,27,36,61,94,199,10,4
"62150 Rintakangas   (Kauhava )",52,2.5,47.6,3,2,12,4,6,9,5,25,15,48,0,4
"62160 Karhunkylä   (Lapua )",235,2.6,46.8,6,5,72,16,31,39,38,72,95,222,8,5
"62165 Tiisteenjoki   (Lapua )",146,2.4,46.9,3,1,35,9,19,15,20,42,71,138,6,2
"62170 Lakaluoma   (Lapua )",122,2.3,41.9,2,1,27,11,17,8,11,40,57,118,0,4
"62175 Ylikylä-Mäenpää   (Lapua )",63,2.1,51.5,0,0,9,1,4,7,4,22,34,59,0,4
"62185 Mäki-Paavola   (Lapua )",55,2.5,47.0,3,1,15,3,4,8,9,20,21,49,2,4
"62190 Ruha   (Lapua )",236,2.4,47.6,9,7,65,16,26,36,36,107,66,224,10,2
"62200 Kauhava Keskus   (Kauhava )",2722,2.1,45.7,214,70,587,155,287,301,245,1119,1026,1963,701,58
"62220 Pernaa   (Kauhava )",195,2.2,49.6,6,5,45,10,18,20,20,78,72,186,9,0
"62230 Jylhä   (Kauhava )",161,2.4,46.6,4,1,38,5,15,20,17,55,69,155,1,5
"62240 Huhmarkoski   (Kauhava )",246,2.1,51.3,3,1,39,6,12,19,22,80,129,236,5,5
"62260 Hirvijoki   (Kauhava )",78,2.4,46.6,3,3,19,5,9,7,9,26,35,77,0,1
"62280 Mustamaa   (Lapua )",51,2.5,45.4,0,0,14,6,10,6,3,17,21,47,1,3
"62290 Hirvikylä   (Lapua )",111,2.3,45.0,2,1,19,4,12,8,7,46,47,102,7,2
"62295 Kauhajärvi   (Lapua )",196,2.2,47.5,2,1,35,7,15,23,15,67,98,178,11,7
"62300 Härmä   (Kauhava )",1115,2.1,46.0,54,27,250,55,115,136,111,400,468,826,268,21
"62310 Voltti   (Kauhava )",490,2.3,48.5,12,15,107,15,43,51,50,163,224,437,34,19
"62340 Kuoppa-Vakkuri   (Kauhava )",49,2.0,46.1,3,3,9,4,4,1,5,19,21,43,5,1
"62350 Ekola   (Kauhava )",49,2.5,49.1,2,1,10,4,7,6,5,17,22,43,5,1
"62370 Kangasto   (Kauhava )",74,2.4,35.1,6,0,31,7,16,17,10,29,14,40,33,1
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",1143,2.2,45.7,47,26,243,54,110,119,130,437,466,913,206,24
"62380 Kosolankylä   (Kauhava )",100,2.1,46.4,0,4,17,3,8,12,8,37,47,95,1,4
"62395 Petterinmäki   (Vöyri )",63,2.0,46.0,0,2,10,1,4,2,5,23,31,50,11,2
"62410 Rintala   (Kauhava )",127,2.5,45.7,1,1,30,7,11,18,17,37,62,115,2,10
"62420 Kortesjärvi Keskus   (Kauhava )",476,2.1,46.8,21,13,84,20,39,43,37,169,227,354,109,13
"62430 Peltotupa   (Kauhava )",55,2.5,44.8,2,1,13,5,7,5,7,19,23,53,2,0
"62435 Pirttinen   (Kauhava )",53,2.2,43.2,0,1,7,2,4,4,4,24,22,50,0,3
"62440 Perkiömäki   (Kauhava )",50,2.1,53.4,1,2,5,1,2,1,3,20,25,43,3,4
"62470 Purmojärvi   (Kauhava )",183,2.3,45.0,4,2,41,12,22,18,19,61,83,166,11,6
"62500 Evijärvi Keskus   (Evijärvi )",667,2.2,45.4,32,14,152,42,80,78,59,242,280,519,129,19
"62510 Kuoppa-aho   (Evijärvi )",143,2.3,48.2,5,6,29,7,15,14,12,61,53,118,24,1
"62520 Kautiainen   (Evijärvi )",64,2.2,52.2,3,1,12,1,2,5,8,21,32,62,0,2
"62540 Vasikka-aho   (Evijärvi )",131,2.2,49.9,5,1,24,4,12,12,9,61,49,115,12,4
"62570 Särkilä   (Evijärvi )",86,2.4,45.1,4,0,26,3,10,11,15,31,30,76,8,2
"62600 Lappajärvi Keskus   (Lappajärvi )",847,2.1,45.5,37,15,169,53,89,75,65,298,386,605,214,28
"62610 Tarvola   (Lappajärvi )",65,1.9,60.0,0,1,6,3,5,1,1,24,35,64,0,1
"62620 Ala-Seppä   (Lappajärvi )",83,2.3,48.2,0,0,18,5,7,5,11,23,45,80,0,3
"62630 Karvala   (Lappajärvi )",151,2.0,55.7,1,1,17,5,8,10,5,51,84,145,1,5
"62640 Savonkylä   (Lappajärvi )",49,2.5,47.2,1,0,8,3,4,5,3,15,26,46,0,3
"62660 Itäkylä   (Lappajärvi )",236,2.3,46.1,7,2,42,8,17,20,23,77,122,222,9,5
"62710 Kurejoki   (Alajärvi )",262,2.7,40.6,6,3,72,18,33,44,43,81,114,217,29,16
"62720 Sissala   (Alajärvi )",104,3.1,37.7,0,3,33,11,18,17,19,37,39,103,0,1
"62730 Haukkala   (Alajärvi )",77,3.0,39.9,0,1,26,11,14,12,11,25,27,72,1,4
"62740 Koskenvarsi   (Alajärvi )",84,2.5,48.1,3,0,23,4,8,16,13,28,33,81,3,0
"62750 Saukonkylä   (Alajärvi )",90,2.3,45.7,2,0,15,5,6,10,7,31,44,77,5,8
"62760 Menkijärvi   (Alajärvi )",90,2.4,45.5,2,0,19,3,8,9,12,25,46,84,3,3
"62800 Vimpeli Keskus   (Vimpeli )",1027,2.2,45.2,44,21,214,44,90,112,102,392,434,790,210,27
"62810 Savonjoki   (Vimpeli )",50,2.4,42.7,0,2,15,5,8,6,4,15,20,47,1,2
"62830 Luoma-Aho   (Alajärvi )",125,2.7,42.0,5,4,40,12,24,20,15,43,44,109,15,1
"62840 Lakaniemi-Pokela   (Vimpeli )",24,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"62860 Sahi   (Vimpeli )",82,2.3,47.4,5,0,17,2,8,8,10,26,39,75,1,6
"62870 Vinni   (Vimpeli )",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"62880 Sääksvesi-Vinni   (Vimpeli )",124,2.1,50.0,2,0,17,2,6,12,8,47,61,118,4,2
"62900 Alajärvi Keskus   (Alajärvi )",2035,2.3,43.0,114,41,438,117,223,232,202,739,869,1500,478,57
"62920 Levijoki   (Alajärvi )",37,2.2,51.4,1,1,9,2,3,3,5,10,19,36,1,0
"62940 Hoisko   (Alajärvi )",224,2.4,47.4,6,3,59,11,29,29,28,72,96,201,8,15
"62950 Paalijärvi   (Alajärvi )",175,2.5,45.4,6,4,49,15,24,25,23,60,71,157,14,4
"62990 Möksy   (Alajärvi )",60,2.4,43.3,0,0,9,3,4,7,3,20,33,54,0,6
"63100 Kuortane Keskus   (Kuortane )",760,1.9,48.6,36,9,140,26,65,63,66,240,383,518,235,7
"63120 Leppälänkylä   (Kuortane )",141,2.4,43.9,1,1,39,7,12,26,18,38,67,129,7,5
"63130 Mäyry   (Kuortane )",299,2.4,49.0,12,5,73,17,25,43,31,102,125,272,18,9
"63150 Ruona   (Kuortane )",175,2.3,48.7,6,1,37,7,17,25,17,71,71,158,10,7
"63160 Salmi   (Kuortane )",56,2.4,47.8,1,2,13,2,4,4,9,17,28,54,1,1
"63210 Niinimaa   (Alavus )",48,2.2,44.4,4,0,6,4,6,4,1,17,25,46,0,2
"63230 Lentilä   (Kuortane )",134,2.3,47.6,3,2,28,11,14,10,12,51,56,118,11,5
"63250 Rantala   (Kuortane )",45,2.5,43.6,1,1,11,3,6,4,3,23,12,42,0,3
"63300 Alavus Keskus   (Alavus )",2289,2.1,43.6,143,60,428,115,208,232,167,879,986,1653,602,34
"63320 Kattelus   (Alavus )",28,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"63330 Pahajoki   (Alavus )",70,2.3,46.2,3,1,13,5,5,5,5,25,33,66,1,3
"63340 Sapsalampi   (Alavus )",90,2.3,46.0,3,0,15,3,4,7,11,31,44,86,1,3
"63350 Sulkavankylä   (Alavus )",78,2.7,40.1,6,1,25,6,10,8,14,25,30,71,4,3
"63355 Seinäjärvi   (Alavus )",47,2.5,46.8,2,1,11,2,4,7,6,20,18,39,1,7
"63360 Kuivaskylä   (Alavus )",106,2.4,41.9,2,2,20,5,10,8,12,39,47,98,1,7
"63370 Taipalus   (Alavus )",194,2.7,39.2,6,1,60,14,24,31,29,61,80,178,12,4
"63400 Alavus Asemanseutu   (Alavus )",593,2.1,44.9,33,7,132,26,56,62,61,245,220,446,126,21
"63410 Rantatöysä   (Alavus )",206,2.1,43.4,10,8,43,10,18,18,22,82,85,163,40,3
"63430 Kätkänjoki   (Alavus )",66,2.2,48.4,2,0,12,1,7,8,4,25,31,61,1,4
"63450 Löyä   (Kuortane )",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"63500 Lehtimäki Keskus   (Alajärvi )",451,2.0,45.3,30,7,78,23,37,36,34,173,203,333,100,18
"63510 Lehtimäki Kirkonkylä   (Alajärvi )",132,2.0,52.5,2,0,15,3,6,8,5,40,77,121,8,3
"63530 Länsikylä   (Alajärvi )",68,2.2,47.8,0,2,12,1,3,9,5,27,30,62,1,5
"63540 Hernesmaa   (Alajärvi )",92,2.2,47.5,1,0,16,4,6,8,10,31,45,88,1,3
"63600 Töysä Keskus   (Alavus )",601,2.0,45.0,38,11,107,31,48,53,53,236,258,426,162,13
"63610 Tuuri   (Alavus )",481,2.3,41.2,44,12,134,44,79,72,52,208,141,325,149,7
"63640 Ritola   (Alavus )",137,2.4,46.1,2,2,36,9,15,18,19,45,60,127,9,1
"63660 Ähtärinranta   (Ähtäri )",81,2.2,47.0,1,0,16,2,5,11,10,27,41,75,4,2
"63680 Hakojärvi   (Alavus )",130,2.5,41.9,5,3,38,7,16,19,21,49,44,118,9,3
"63700 Ähtäri Keskus   (Ähtäri )",2130,2.0,45.1,173,37,377,95,171,176,169,847,918,1554,540,36
"63770 Peränne   (Ähtäri )",85,2.4,49.8,1,3,26,7,12,16,10,26,35,77,2,6
"63780 Alastaipale   (Ähtäri )",81,1.9,52.1,0,4,11,0,2,4,7,31,40,74,4,3
"63800 Soini Keskus   (Soini )",754,2.2,42.4,2,17,157,41,84,66,73,266,339,583,146,25
"63830 Keisala   (Soini )",30,2.5,33.9,0,0,5,1,2,3,3,10,15,29,1,0
"63880 Kukonkylä   (Soini )",82,2.0,50.2,0,0,14,2,8,4,6,26,45,73,5,4
"63890 Hautakylä   (Soini )",45,2.6,44.6,0,1,11,1,4,6,6,17,19,42,2,1
"63900 Myllymäki-Vehunkylä   (Ähtäri )",236,2.2,42.8,4,2,49,12,23,31,22,95,95,214,13,9
"63910 Inhan Tehtaat   (Ähtäri )",96,2.0,49.2,4,2,17,2,7,7,8,43,36,79,15,2
"63920 Inha   (Ähtäri )",158,2.1,51.4,4,5,28,5,14,13,14,66,64,139,15,4
"63950 Vehunkylä   (Ähtäri )",28,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"64100 Kristiinankaupunki Keskus   (Kristiinankaupunki",1472,2.0,49.0,68,27,246,57,107,119,102,542,694,1078,359,35
"64140 Tiukka   (Kristiinankaupunki )",230,2.3,48.0,7,3,52,15,27,20,25,77,103,203,22,5
"64200 Närpiö Keskus   (Närpiö )",1417,2.1,42.0,106,43,310,98,176,140,93,523,591,868,506,43
"64210 Kalax   (Närpiö )",180,2.4,49.7,8,1,56,18,28,31,22,57,70,173,5,2
"64220 Yttermark   (Närpiö )",398,2.3,47.4,27,13,87,29,48,43,34,170,145,358,27,13
"64230 Närpiön Asemanseutu   (Närpiö )",404,2.4,47.4,18,9,117,29,62,58,44,132,158,350,43,11
"64240 Böle   (Närpiö )",106,2.4,46.7,3,5,26,9,14,14,11,37,44,99,5,2
"64250 Pjelax   (Närpiö )",161,2.3,51.6,4,6,36,12,22,17,13,59,67,137,18,6
"64260 Kaskinen   (Närpiö )",689,1.9,50.3,29,3,103,35,50,43,47,243,347,550,123,16
"64300 Lapväärtti   (Kristiinankaupunki )",809,2.1,51.2,49,11,143,44,73,68,54,300,373,656,125,28
"64320 Dagsmark   (Kristiinankaupunki )",201,2.2,50.9,4,4,31,8,13,12,16,66,106,184,12,5
"64350 Karijoki Keskus   (Karijoki )",547,1.9,47.8,31,12,79,31,42,32,30,229,243,452,84,11
"64370 Myrkky   (Karijoki )",147,1.9,52.6,2,2,16,0,1,12,10,52,79,129,12,6
"64440 Metsälä-Kallträsk   (Kristiinankaupunki )",93,2.2,49.6,2,1,12,3,7,5,5,31,52,86,5,2
"64450 Kallträsk   (Kristiinankaupunki )",29,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"64460 Härkmeri   (Kristiinankaupunki )",156,2.2,51.0,5,3,22,6,9,12,9,59,76,140,9,7
"64480 Skaftung   (Kristiinankaupunki )",121,2.0,51.8,7,3,15,4,10,3,5,39,69,104,12,5
"64490 Siipyy   (Kristiinankaupunki )",94,1.7,56.4,3,1,8,3,4,3,3,31,57,79,12,3
"64510 Nämpnäs   (Närpiö )",183,2.3,48.0,6,6,49,10,25,22,17,66,68,172,8,3
"64530 Norrnäs   (Närpiö )",134,2.1,54.3,3,2,26,11,13,8,11,36,72,126,6,2
"64550 Rangsby   (Närpiö )",124,2.2,51.3,9,6,22,7,13,9,8,48,55,105,16,3
"64610 Övermark   (Närpiö )",485,2.2,48.2,18,19,106,22,48,48,41,168,215,430,35,20
"64700 Teuva Keskus   (Teuva )",1577,2.1,47.7,79,24,295,62,130,151,145,552,744,1248,295,34
"64720 Perälä   (Teuva )",274,2.2,46.1,10,3,48,15,26,24,26,115,114,260,7,7
"64740 Horo   (Teuva )",120,2.1,49.0,2,2,17,2,5,8,12,30,75,105,9,6
"64760 Peltola   (Teuva )",156,2.1,51.0,5,4,23,5,7,10,13,63,70,143,8,5
"64770 Äystö   (Teuva )",202,2.5,42.8,9,6,59,23,35,23,26,69,74,191,10,1
"64810 Vanhakylä   (Isojoki )",123,1.9,51.6,6,1,19,3,10,9,6,35,70,101,13,9
"64820 Kärjenkoski   (Isojoki )",89,2.0,51.1,3,1,12,2,4,3,8,34,43,83,4,2
"64830 Villamo   (Isojoki )",84,2.1,50.2,1,0,14,1,6,7,7,25,45,81,0,3
"64840 Heikkilänjoki   (Isojoki )",25,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"64850 Möykky   (Isojoki )",56,2.0,52.7,4,1,11,0,1,7,9,25,20,52,3,1
"64900 Isojoki Keskus   (Isojoki )",564,1.9,46.9,31,15,91,23,39,38,41,220,255,394,159,11
"64930 Kodesjärvi   (Isojoki )",81,2.2,45.0,1,0,21,2,6,11,15,26,35,76,2,3
"65100 Vaasa Keskus   (Vaasa )",11601,1.5,38.0,3300,1000,1023,314,566,384,342,7326,3272,4387,6993,221
"65130 Hietalahti   (Vaasa )",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"65170 Vaskiluoto   (Vaasa )",158,2.1,36.7,20,7,39,9,18,23,12,88,32,71,85,2
"65200 Palosaari   (Vaasa )",3522,1.6,37.4,1046,283,329,98,167,121,109,2321,879,1319,2134,69
"65230 Vetokannas   (Vaasa )",2406,2.3,39.4,216,90,751,171,351,385,312,1059,608,1608,750,48
"65280 Gerby   (Vaasa )",2862,2.5,41.9,171,123,1077,299,562,512,386,1214,583,2349,476,37
"65300 Asevelikylä   (Vaasa )",1891,2.7,39.9,89,87,791,203,399,404,308,718,390,1616,239,36
"65320 Huutoniemi   (Vaasa )",2917,2.1,39.6,329,119,730,197,356,318,282,1399,796,1994,868,55
