"Postal code area","Households, total, 2013 (TE)","Average size of households, 2013 (TE)","Occupancy rate, 2013 (TE)","Young single persons, 2013 (TE)","Young couples without children, 2013 (TE)","Households with children, 2013 (TE)","Households with small children, 2013 (TE)","Households with children under school age, 2013 (TE)","Households with school-age children, 2013 (TE)","Households with teenagers, 2013 (TE)","Adult households, 2013 (TE)","Pensioner households, 2013 (TE)","Households living in owner-occupied dwellings, 2013 (TE)","Households living in rented dwellings, 2013 (TE)","Households living in other dwellings, 2013 (TE)"
"55100 Imatra Keskus  (Imatra)",5436,1.9,41.6,546,186,947,207,404,425,413,2559,1941,3834,1480,122
"55120 Mansikkala-Tuulikallio  (Imatra)",1925,1.7,40.8,244,55,288,60,112,128,119,930,711,1050,812,63
"55300 Rauha-Tiuruniemi  (Lappeenranta)",497,2.0,45.0,32,8,107,23,49,42,45,209,184,422,58,17
"55320 Rauha  (Lappeenranta)",265,2.0,41.0,16,6,61,11,29,29,26,145,60,177,75,13
"55330 Tiuruniemi  (Lappeenranta)",35,2.0,38.4,3,0,8,1,2,3,5,19,8,12,20,3
"55400 Tainionkoski-Mustalampi  (Imatra)",650,2.2,40.8,33,17,155,29,59,79,69,290,208,548,92,10
"55420 Karhumäki-Karhukallio  (Imatra)",966,2.2,41.8,18,28,221,60,101,82,94,383,366,881,69,16
"55510 Sotkulampi-Linnasuo  (Imatra)",836,1.6,39.1,100,27,117,43,63,44,33,418,304,411,404,21
"55610 Rajapatsas-Teppanala  (Imatra)",1554,1.9,39.9,136,51,295,66,138,138,118,743,519,1024,495,35
"55700 Vintteri-Virasoja  (Imatra)",678,2.2,39.5,37,33,164,45,85,77,65,330,189,625,41,12
"55800 Vuoksenniska-Saarlampi  (Imatra)",2323,1.8,42.8,158,33,337,70,157,147,121,1046,946,1498,766,59
"55910 Rautio-Kurkvuori  (Imatra)",797,2.1,42.0,37,11,167,41,68,66,76,348,282,689,89,19
"56100 Ruokolahti Keskus  (Ruokolahti)",1120,1.9,42.6,40,17,179,39,78,87,76,400,543,781,303,36
"56120 Salosaari  (Ruokolahti)",361,2.4,44.9,7,8,113,27,52,45,49,145,104,324,28,9
"56140 Äitsaari  (Ruokolahti)",119,2.1,48.8,2,0,18,1,4,13,5,45,58,114,4,1
"56210 Virmutjoki  (Ruokolahti)",199,2.2,45.1,4,5,42,7,16,21,20,89,70,189,4,6
"56310 Syyspohja  (Ruokolahti)",104,2.1,51.8,1,0,10,2,5,6,3,38,59,99,1,4
"56330 Utula  (Ruokolahti)",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"56350 Kyläniemi  (Taipalsaari)",14,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"56410 Kaiturinpää  (Ruokolahti)",69,2.3,45.9,0,1,14,1,1,10,8,26,32,66,1,2
"56440 Pohja-Lankila  (Ruokolahti)",107,2.1,47.1,1,1,16,4,8,11,7,48,44,97,7,3
"56510 Puntala  (Ruokolahti)",194,2.3,41.5,6,12,48,7,23,21,20,80,68,166,27,1
"56550 Niska-Pietilä  (Rautjärvi)",62,2.4,42.9,2,2,13,4,8,8,4,25,24,58,3,1
"56610 Rautjärvi  (Rautjärvi)",328,1.9,42.7,8,9,43,4,12,22,29,153,133,270,48,10
"56640 Purnujärvi  (Rautjärvi)",51,2.1,44.1,1,2,9,4,4,1,4,18,24,49,2,0
"56710 Miettilä  (Rautjärvi)",75,1.8,56.8,2,1,6,2,3,1,2,31,38,63,8,4
"56730 Laikko  (Rautjärvi)",157,2.0,49.4,4,2,21,6,8,7,11,68,71,153,2,2
"56800 Simpele  (Rautjärvi)",1367,1.9,44.5,46,18,205,38,74,93,113,556,610,1031,307,29
"57100 Heikinpohja-Piispanmäki  (Savonlinna)",2566,1.5,39.6,378,130,193,42,73,59,89,1240,1136,1348,1144,74
"57120 Savonlinna  (Savonlinna)",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"57130 Savonlinna Keskus  (Savonlinna)",1336,1.5,42.8,233,44,80,15,28,26,28,644,616,731,556,49
"57170 Sortteerinlahti-Talvisalo  (Savonlinna)",1249,1.6,38.9,205,40,144,31,52,58,58,593,517,704,524,21
"57200 Miekonniemi-Venäjänniemi  (Savonlinna)",1345,1.9,39.7,179,51,277,55,115,120,110,685,387,907,409,29
"57210 Nojanmaa  (Savonlinna)",1277,2.1,38.7,94,61,343,74,149,167,149,588,349,918,313,46
"57220 Haka-alue-Viuhonmäki  (Savonlinna)",874,1.8,37.9,71,25,138,38,70,64,50,416,323,445,411,18
"57230 Inkerinkylä  (Savonlinna)",1766,1.9,41.7,140,52,359,70,143,148,161,903,508,1095,625,46
"57310 Rinkilä  (Savonlinna)",324,2.3,45.5,6,5,74,21,34,43,25,131,123,297,17,10
"57510 Laitaatsilta  (Savonlinna)",216,2.4,40.5,5,5,63,13,27,29,27,78,75,197,15,4
"57600 Poukkusilta-Pihlajaniemi  (Savonlinna)",839,2.4,41.3,55,34,277,67,126,137,103,383,183,625,197,17
"57710 Kellarpelto-Rantakoivikko  (Savonlinna)",1320,2.2,41.0,68,56,371,83,175,168,150,614,338,1011,298,11
"57810 Aholahti  (Savonlinna)",155,2.1,44.8,6,3,29,4,11,14,14,74,56,120,21,14
"58130 Oravi  (Savonlinna)",63,2.3,41.0,1,0,13,7,10,5,4,15,35,50,9,4
"58140 Ahvensalmi  (Savonlinna)",41,2.0,52.9,1,0,6,1,1,3,3,17,19,40,0,1
"58150 Makkola  (Savonlinna)",96,2.3,48.0,1,3,24,6,12,9,9,37,35,91,0,5
"58160 Karvila  (Enonkoski)",83,2.2,46.0,5,1,11,3,4,4,6,40,36,78,1,4
"58170 Simanala  (Enonkoski)",110,2.5,44.7,2,5,33,12,19,16,13,38,41,105,4,1
"58175 Enonkoski Keskus  (Enonkoski)",464,1.9,45.9,7,7,76,24,35,32,33,173,220,315,128,21
"58180 Ihamaniemi  (Enonkoski)",74,2.1,47.9,0,2,11,3,6,4,5,26,39,70,3,1
"58200 Kerimäki Keskus  (Savonlinna)",1694,2.0,44.3,72,21,298,62,139,140,120,634,770,1249,382,63
"58220 Louhi  (Savonlinna)",189,2.2,41.1,6,2,43,10,18,17,24,85,61,171,14,4
"58260 Kumpuranta  (Savonlinna)",84,2.2,50.3,2,2,16,2,7,6,7,38,31,75,4,5
"58300 Savonranta Keskus  (Savonlinna)",391,1.8,43.5,9,5,51,13,19,23,26,151,194,275,104,12
"58320 Raikuu  (Savonlinna)",93,1.9,58.0,2,0,14,1,3,4,9,47,33,86,3,4
"58350 Villala  (Kitee)",118,1.9,49.7,2,3,11,1,3,8,5,53,54,106,9,3
"58360 Säimen  (Savonlinna)",95,2.2,43.3,1,1,12,1,3,6,6,36,49,86,6,3
"58390 Rönkönvaara  (Savonlinna)",35,2.0,50.7,0,0,2,0,0,1,2,13,20,30,2,3
"58410 Haapakallio  (Savonlinna)",241,2.6,42.3,5,4,85,22,44,38,37,96,60,236,4,1
"58420 Silvola  (Savonlinna)",137,2.4,44.6,2,4,41,18,28,16,12,53,43,127,5,5
"58430 Kulennoinen  (Savonlinna)",202,2.5,44.6,1,9,55,16,28,27,20,79,68,191,4,7
"58450 Punkaharju  (Savonlinna)",182,2.3,44.3,3,6,53,8,19,20,24,63,69,146,30,6
"58500 Punkasalmi  (Savonlinna)",872,1.8,42.9,43,14,137,29,63,67,53,341,396,546,299,27
"58520 Hiukkajoki  (Savonlinna)",152,2.0,49.9,0,2,22,6,9,7,11,60,71,141,4,7
"58550 Putikko  (Savonlinna)",209,2.1,43.9,2,1,38,7,15,19,18,99,72,190,9,10
"58570 Ruhvana  (Savonlinna)",34,2.4,46.7,0,0,6,1,2,4,4,9,20,33,1,0
"58580 Vuoriniemi  (Savonlinna)",51,2.4,45.5,0,0,7,1,2,4,3,22,22,48,3,0
"58610 Telakanava  (Sulkava)",61,2.5,46.4,2,1,13,1,2,7,8,22,31,53,2,6
"58620 Lohilahti  (Sulkava)",151,1.9,50.3,4,0,18,5,7,9,8,56,82,116,25,10
"58650 Kiviapaja  (Savonlinna)",55,2.1,52.2,2,0,9,1,4,4,4,22,25,46,3,6
"58680 Piojärvi  (Savonlinna)",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"58690 Ala-Särkilahti-Piojärvi  (Savonlinna)",50,1.9,62.5,0,2,6,1,2,5,1,27,17,46,3,1
"58700 Sulkava Keskus  (Sulkava)",1128,1.9,46.8,35,11,171,34,60,82,82,434,538,849,245,34
"58720 Kaartilankoski  (Sulkava)",128,2.4,49.1,1,2,25,3,8,14,15,50,58,121,5,2
"58770 Pihlajalahti  (Savonlinna)",113,2.1,53.2,3,2,17,2,6,8,6,44,54,105,6,2
"58810 Kallislahti  (Savonlinna)",150,2.2,48.8,5,3,36,7,15,16,15,55,60,140,5,5
"58830 Parkumäki  (Rantasalmi)",129,2.4,45.9,2,2,29,8,14,18,15,43,58,118,4,7
"58850 Hiltula  (Rantasalmi)",49,2.2,51.8,1,1,8,3,5,2,3,24,18,40,6,3
"58900 Rantasalmi Keskus  (Rantasalmi)",1301,1.9,44.7,55,24,216,51,85,99,101,507,588,915,332,54
"58910 Rantasalmi Asemanseutu  (Rantasalmi)",88,2.2,45.8,3,0,21,2,9,11,6,41,27,67,18,3
"58920 Kolkontaipale  (Rantasalmi)",149,2.2,47.7,1,2,30,7,9,17,15,64,57,136,10,3
"58940 Tuusmäki  (Rantasalmi)",100,2.5,47.7,5,0,23,6,10,10,10,43,35,92,5,3
"59100 Parikkala Keskus  (Parikkala)",1265,1.8,45.1,41,15,174,46,75,64,80,475,623,900,327,38
"59130 Koitsanlahti  (Parikkala)",89,2.0,53.3,1,1,16,6,7,7,6,30,45,88,1,0
"59210 Melkoniemi  (Parikkala)",73,2.1,48.3,2,0,12,1,3,6,7,30,31,67,3,3
"59310 Särkisalmi  (Parikkala)",467,2.1,43.8,12,6,90,21,43,37,44,188,199,364,87,16
"59320 Haapaoja  (Parikkala)",47,2.0,52.1,0,0,6,1,2,2,3,12,29,43,3,1
"59410 Kirjavala  (Parikkala)",209,2.1,48.1,3,3,26,7,13,9,9,74,110,197,4,8
"59510 Maironiemi  (Parikkala)",233,1.7,44.5,10,2,25,9,12,5,10,110,99,123,94,16
"59520 Saari  (Parikkala)",64,2.0,52.3,0,0,5,2,2,2,3,24,35,56,7,1
"59530 Mikkolanniemi  (Parikkala)",45,2.0,50.8,0,0,3,0,1,2,1,19,24,45,0,0
"59610 Tarnala  (Parikkala)",91,2.2,46.4,0,0,16,3,3,6,13,36,39,80,8,3
"59710 Kummunkylä  (Parikkala)",49,2.4,41.4,1,0,14,3,4,6,8,18,19,48,1,0
"59720 Niukkala  (Parikkala)",87,1.8,44.6,2,0,14,2,6,6,9,30,43,66,15,6
"59730 Uukuniemi  (Parikkala)",62,1.9,46.0,0,0,6,2,3,4,0,22,37,52,4,6
"59800 Kesälahti Keskus  (Kitee)",854,1.9,44.5,31,13,130,26,49,60,73,333,393,597,210,47
"59810 Suurikylä  (Kitee)",47,1.9,56.6,2,0,7,1,2,3,4,18,23,46,0,1
"59820 Purujärvi-Rajavaara  (Kitee)",78,2.1,48.2,3,2,11,1,3,8,4,45,22,78,0,0
"60100 Seinäjoki Keskus  (Seinäjoki)",6098,1.5,42.2,1285,378,517,134,224,183,202,3414,2175,2971,2978,149
"60120 Pohja  (Seinäjoki)",1344,1.9,40.7,184,86,236,75,126,85,82,789,321,776,545,23
"60150 Kasperi  (Seinäjoki)",2220,2.1,40.6,272,147,537,175,297,249,183,1120,567,1339,845,36
"60200 Törnävä  (Seinäjoki)",4604,2.3,39.5,698,383,1452,462,776,643,513,2513,651,3140,1377,87
"60220 Huhtala  (Seinäjoki)",1100,1.7,42.1,169,83,139,38,64,50,58,641,323,617,467,16
"60280 Eskoon Keskuslaitosalue  (Seinäjoki)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"60320 Alakylä-Jouppi  (Seinäjoki)",3095,2.3,40.3,365,225,930,283,478,419,356,1563,613,2089,955,51
"60420 Impivaara  (Seinäjoki)",414,3.0,41.2,12,9,193,50,94,103,93,143,79,386,19,9
"60450 Munakka  (Ilmajoki)",171,2.5,44.0,7,7,57,13,31,29,27,62,55,160,1,10
"60510 Hyllykallio  (Seinäjoki)",3417,2.3,40.4,384,272,1153,382,622,473,428,1674,594,2694,653,70
"60550 Nurmo Keskus  (Seinäjoki)",1767,2.5,41.2,93,60,611,169,306,297,260,674,488,1518,216,33
"60560 Halkosaari  (Seinäjoki)",246,2.9,37.3,16,22,114,40,71,48,39,110,23,214,28,4
"60640 Kurjenneva  (Seinäjoki)",233,2.8,40.9,3,11,104,30,58,44,41,90,42,227,1,5
"60720 Tuomikylä  (Ilmajoki)",708,2.8,41.6,29,37,318,114,191,151,90,267,124,636,65,7
"60760 Pohjanluoma  (Ilmajoki)",374,2.7,41.2,9,9,135,40,72,65,52,142,99,354,2,18
"60800 Ilmajoki Keskus  (Ilmajoki)",2601,2.2,42.9,192,81,639,167,323,290,264,1047,931,1920,603,78
"61100 Peräseinäjoki Keskus  (Seinäjoki)",1008,2.0,43.9,54,23,186,49,89,86,85,430,397,723,264,21
"61110 Vuolle  (Seinäjoki)",85,2.2,45.6,3,0,20,7,16,3,6,34,31,83,1,1
"61120 Louko  (Seinäjoki)",253,2.8,42.1,3,7,104,27,56,51,40,87,64,244,3,6
"61140 Pasto  (Seinäjoki)",52,2.6,34.5,3,0,13,4,6,5,6,22,17,51,1,0
"61150 Sydänmaa  (Alavus)",29,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"61160 Koura  (Seinäjoki)",249,2.4,39.8,4,6,66,18,35,33,28,92,95,224,20,5
"61170 Sääskiniemi  (Alavus)",127,2.3,42.4,4,3,32,7,11,14,17,45,53,115,6,6
"61180 Haapaluoma  (Seinäjoki)",104,2.3,42.3,2,1,27,8,12,8,14,43,36,97,5,2
"61220 Myllysalo  (Kurikka)",101,2.5,41.8,4,0,30,10,12,17,13,40,32,95,4,2
"61230 Luopa  (Kurikka)",303,2.5,41.5,8,9,81,22,42,44,34,115,111,275,7,21
"61250 Jalasto  (Jalasjärvi)",122,2.4,44.7,4,0,35,11,20,19,10,47,40,115,1,6
"61270 Luopajärvi  (Jalasjärvi)",244,2.6,42.6,13,6,77,20,37,38,34,95,75,218,16,10
"61280 Jokipii  (Jalasjärvi)",233,2.4,41.6,9,10,53,11,24,28,28,101,82,215,9,9
"61290 Taivalmaa  (Jalasjärvi)",54,2.1,44.1,1,2,10,4,5,1,4,25,20,47,5,2
"61300 Kurikka Keskus  (Kurikka)",3211,2.1,42.7,221,89,704,186,338,316,269,1334,1189,2378,756,77
"61310 Panttila  (Kurikka)",329,2.4,42.1,12,18,90,16,36,47,45,151,90,276,41,12
"61330 Koskenkorva  (Ilmajoki)",931,2.3,43.0,53,21,227,47,98,102,112,399,307,765,149,17
"61340 Nopankylä  (Ilmajoki)",119,2.4,44.1,3,3,27,6,15,16,12,51,42,107,7,5
"61350 Huissi  (Ilmajoki)",168,2.4,44.1,6,7,43,12,21,20,17,72,55,159,1,8
"61360 Mieto  (Kurikka)",436,2.5,42.0,14,11,131,31,53,60,62,175,134,407,16,13
"61370 Lohiluoma  (Kurikka)",149,2.5,43.4,2,4,31,6,12,18,15,63,56,140,3,6
"61380 Polvenkylä  (Kurikka)",67,2.6,37.6,4,2,17,6,14,13,4,30,20,65,0,2
"61400 Ylistaro Keskus  (Seinäjoki)",998,2.0,45.3,53,27,203,53,86,91,84,378,418,705,257,36
"61410 Ylistaro Asemanseutu  (Seinäjoki)",357,2.4,42.2,11,9,105,28,52,48,42,140,117,316,30,11
"61430 Isorehto  (Seinäjoki)",166,2.4,45.7,8,2,52,12,18,28,21,65,51,158,3,5
"61440 Untamala  (Seinäjoki)",84,2.4,46.2,1,2,18,2,10,8,7,29,39,77,0,7
"61450 Kylänpää  (Seinäjoki)",275,2.2,45.9,10,3,53,14,26,26,27,107,116,249,18,8
"61460 Hanhikoski  (Seinäjoki)",106,2.3,48.2,2,4,23,10,15,13,9,40,44,102,2,2
"61470 Kitinoja  (Seinäjoki)",164,2.5,46.9,8,1,53,15,32,34,10,75,38,144,12,8
"61500 Isokyrö Keskus  (Isokyrö)",1310,2.1,44.2,77,31,295,81,150,136,127,524,498,977,283,50
"61520 Lehmäjoki  (Isokyrö)",117,2.1,49.0,5,0,16,6,10,7,7,57,46,110,3,4
"61550 Orismala  (Isokyrö)",305,2.3,46.4,6,5,70,20,34,32,33,121,116,278,13,14
"61560 Orisberg  (Isokyrö)",23,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"61600 Jalasjärvi Keskus  (Jalasjärvi)",1978,2.0,43.8,121,48,384,111,204,175,151,793,808,1390,519,69
"61630 Hirvijärvi  (Jalasjärvi)",134,2.3,47.3,7,2,28,9,17,11,13,59,50,122,4,8
"61640 Ala-Valli  (Jalasjärvi)",98,2.1,47.1,3,4,12,3,5,7,4,50,37,89,7,2
"61650 Kalakoski  (Seinäjoki)",169,2.3,41.1,4,3,31,10,15,14,17,77,61,156,8,5
"61680 Mantila  (Jalasjärvi)",114,2.3,48.4,4,2,30,6,13,17,13,36,49,109,4,1
"61710 Pentinmäki  (Jalasjärvi)",119,2.5,46.3,1,5,34,12,18,14,14,48,40,112,0,7
"61720 Koskue  (Jalasjärvi)",256,2.3,43.9,14,1,51,12,18,20,30,101,106,239,9,8
"61730 Yli-Valli  (Jalasjärvi)",121,2.1,47.9,1,1,19,2,6,10,12,57,47,116,2,3
"61760 Ilvesjoki  (Jalasjärvi)",143,2.6,40.5,2,0,40,8,15,16,21,33,72,134,3,6
"61800 Kauhajoki Keskus  (Kauhajoki)",4083,2.0,45.4,401,164,906,220,432,378,373,1905,1283,2911,1065,107
"61810 Luomankylä  (Kauhajoki)",121,2.5,42.4,2,2,34,8,17,13,18,44,44,118,1,2
"61820 Kainasto  (Kauhajoki)",266,2.3,42.2,7,8,70,20,30,31,32,108,88,249,11,6
"61840 Norinkylä  (Teuva)",155,2.2,46.2,5,3,26,6,11,15,14,67,63,132,18,5
"61850 Kauhajoki Asemanseutu  (Kauhajoki)",1010,2.2,43.5,44,35,259,70,125,107,109,433,327,796,187,27
"61860 Harja  (Kauhajoki)",86,2.6,40.9,3,5,29,8,16,12,13,26,33,84,1,1
"61880 Ikkeläjärvi  (Kauhajoki)",86,2.3,42.1,4,0,21,3,10,7,10,31,36,79,5,2
"61910 Nummijärvi  (Kauhajoki)",132,2.3,41.6,1,0,20,3,7,14,12,57,56,119,7,6
"61920 Nummikoski  (Kauhajoki)",32,2.5,39.3,0,1,7,1,3,5,5,12,15,30,1,1
"61940 Hyyppä  (Kauhajoki)",130,2.4,40.5,1,4,39,8,14,18,19,31,61,125,2,3
"61950 Juonikylä  (Kauhajoki)",87,2.0,48.5,3,2,10,5,6,3,6,38,39,73,11,3
"61960 Kyrönlatva  (Kauhajoki)",69,2.1,48.1,0,0,9,1,3,5,6,26,35,65,1,3
"61980 Päntäne  (Kauhajoki)",444,2.1,42.9,22,11,89,22,36,35,44,190,170,398,40,6
"62100 Lapua Keskus  (Lapua)",4813,2.2,42.6,361,177,1302,403,700,600,497,1987,1545,3569,1130,114
"62130 Hellanmaa  (Lapua)",221,2.7,44.8,3,4,66,15,27,36,35,67,94,208,6,7
"62150 Rintakangas  (Kauhava)",56,2.8,42.9,1,1,16,4,8,6,7,20,20,51,2,3
"62160 Karhunkylä  (Lapua)",236,2.6,46.4,7,5,66,15,33,47,27,87,89,223,7,6
"62165 Tiisteenjoki  (Lapua)",148,2.5,45.3,0,4,40,15,21,27,16,49,62,137,6,5
"62170 Lakaluoma  (Lapua)",124,2.3,41.8,3,3,25,7,8,10,16,51,51,119,0,5
"62175 Ylikylä-Mäenpää  (Lapua)",65,2.3,47.0,1,0,9,2,4,5,4,27,32,62,0,3
"62185 Mäki-Paavola  (Lapua)",59,2.6,45.5,1,0,14,1,4,10,8,19,28,55,4,0
"62190 Ruha  (Lapua)",246,2.6,44.1,7,9,78,20,38,37,36,108,63,230,10,6
"62200 Kauhava Keskus  (Kauhava)",2721,2.1,44.1,195,82,628,171,312,297,257,1195,910,1948,698,75
"62220 Pernaa  (Kauhava)",203,2.5,44.7,4,5,60,12,29,29,29,69,75,190,10,3
"62230 Jylhä  (Kauhava)",168,2.5,44.4,3,4,43,9,21,22,23,59,68,159,4,5
"62240 Huhmarkoski  (Kauhava)",266,2.1,49.1,6,4,40,4,18,22,22,104,125,250,6,10
"62260 Hirvijoki  (Kauhava)",79,2.6,41.8,0,1,21,5,7,13,13,18,42,79,0,0
"62280 Mustamaa  (Lapua)",52,2.4,47.5,1,2,11,6,8,2,4,22,20,51,0,1
"62290 Hirvikylä  (Lapua)",119,2.6,38.7,0,1,29,15,19,11,8,40,54,112,7,0
"62295 Kauhajärvi  (Lapua)",203,2.3,44.6,1,0,37,13,17,22,16,86,82,186,11,6
"62300 Härmä  (Kauhava)",1132,2.2,44.0,72,23,269,79,146,129,95,455,415,817,280,35
"62310 Voltti  (Kauhava)",507,2.4,44.9,14,9,129,37,62,61,61,170,216,460,32,15
"62340 Kuoppa-Vakkuri  (Kauhava)",49,2.1,44.3,1,3,9,2,2,4,6,19,21,45,2,2
"62350 Ekola  (Kauhava)",48,2.6,48.3,4,1,10,3,4,6,5,20,19,44,4,0
"62370 Kangasto  (Kauhava)",68,2.6,36.0,5,1,27,9,18,14,6,27,14,38,28,2
"62375 Ylihärmä Keskus-Vesiluoma  (Kauhava)",1168,2.2,44.2,58,32,275,63,117,134,133,465,433,917,222,29
"62380 Kosolankylä  (Kauhava)",109,2.1,45.3,2,1,18,4,12,10,8,43,49,100,2,7
"62395 Petterinmäki  (Vöyri)",66,2.0,42.0,2,4,12,1,5,7,4,26,28,52,13,1
"62410 Rintala  (Kauhava)",131,2.7,42.0,4,1,36,6,15,18,18,39,58,114,6,11
"62420 Kortesjärvi Keskus  (Kauhava)",488,2.1,45.7,41,9,88,22,36,39,46,197,205,346,121,21
"62430 Peltotupa  (Kauhava)",52,2.7,42.5,0,2,14,6,7,6,7,16,22,52,0,0
"62435 Pirttinen  (Kauhava)",55,2.2,45.0,1,1,10,3,3,4,5,25,20,50,1,4
"62440 Perkiömäki  (Kauhava)",51,2.3,48.9,2,0,6,1,1,2,5,23,22,44,2,5
"62470 Purmojärvi  (Kauhava)",189,2.4,43.5,6,2,47,14,20,23,26,65,79,171,10,8
"62500 Evijärvi Keskus  (Evijärvi)",684,2.3,44.0,34,14,148,50,81,65,51,265,282,536,120,28
"62510 Kuoppa-aho  (Evijärvi)",148,2.5,42.9,6,2,47,15,22,11,20,49,53,115,29,4
"62520 Kautiainen  (Evijärvi)",70,2.2,46.1,3,0,14,2,5,8,8,23,34,62,5,3
"62540 Vasikka-aho  (Evijärvi)",136,2.3,47.3,5,1,27,7,16,12,11,61,48,120,9,7
"62570 Särkilä  (Evijärvi)",84,2.6,40.7,4,1,29,6,9,19,18,28,29,74,8,2
"62600 Lappajärvi Keskus  (Lappajärvi)",853,2.2,44.3,43,21,159,51,84,56,67,340,359,601,223,29
"62610 Tarvola  (Lappajärvi)",62,2.1,54.6,0,1,3,0,1,1,2,24,35,58,0,4
"62620 Ala-Seppä  (Lappajärvi)",88,2.4,45.6,0,0,16,3,5,12,8,29,45,83,1,4
"62630 Karvala  (Lappajärvi)",169,2.1,52.9,6,1,22,5,9,7,10,58,90,155,4,10
"62640 Savonkylä  (Lappajärvi)",52,2.6,45.0,0,2,12,2,3,4,7,16,26,48,0,4
"62660 Itäkylä  (Lappajärvi)",249,2.5,41.5,4,4,47,13,18,28,25,86,121,235,9,5
"62710 Kurejoki  (Alajärvi)",269,2.8,37.6,10,5,79,25,41,47,40,90,108,216,37,16
"62720 Sissala  (Alajärvi)",101,3.1,37.1,1,2,30,8,12,18,18,41,34,99,0,2
"62730 Haukkala  (Alajärvi)",75,3.1,38.2,0,2,26,9,12,9,14,25,26,70,1,4
"62740 Koskenvarsi  (Alajärvi)",85,2.6,45.7,3,3,23,5,14,17,10,34,29,83,1,1
"62750 Saukonkylä  (Alajärvi)",92,2.2,47.2,3,1,15,3,7,10,7,36,41,83,3,6
"62760 Menkijärvi  (Alajärvi)",96,2.6,40.1,1,1,26,9,13,11,14,27,43,91,1,4
"62800 Vimpeli Keskus  (Vimpeli)",1042,2.3,43.1,52,23,235,66,111,130,111,430,392,796,207,39
"62810 Savonjoki  (Vimpeli)",50,2.5,41.7,0,2,13,3,6,7,2,21,16,48,0,2
"62830 Luoma-Aho  (Alajärvi)",125,2.7,41.7,4,2,40,12,23,21,15,47,40,114,10,1
"62840 Lakaniemi-Pokela  (Vimpeli)",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"62860 Sahi  (Vimpeli)",82,2.6,41.1,2,2,20,7,11,11,10,26,36,76,3,3
"62870 Vinni  (Vimpeli)",25,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"62880 Sääksvesi-Vinni  (Vimpeli)",130,2.3,45.4,1,0,24,5,14,13,10,49,60,123,5,2
"62900 Alajärvi Keskus  (Alajärvi)",2041,2.3,41.6,95,46,480,132,249,223,229,807,769,1473,486,82
"62920 Levijoki  (Alajärvi)",37,2.6,45.2,0,1,8,2,4,4,4,11,19,36,0,1
"62940 Hoisko  (Alajärvi)",220,2.6,44.1,2,4,61,23,35,32,23,81,80,205,3,12
"62950 Paalijärvi  (Alajärvi)",180,2.7,41.3,5,4,60,13,23,32,28,59,67,162,12,6
"62990 Möksy  (Alajärvi)",61,2.4,41.5,1,0,10,2,6,5,5,24,29,56,0,5
"63100 Kuortane Keskus  (Kuortane)",773,2.0,46.3,39,12,143,38,65,71,55,263,370,515,235,23
"63120 Leppälänkylä  (Kuortane)",147,2.5,42.5,3,3,40,5,22,22,18,49,60,133,9,5
"63130 Mäyry  (Kuortane)",296,2.5,47.1,8,5,81,14,39,36,39,104,112,269,19,8
"63150 Ruona  (Kuortane)",189,2.4,46.0,4,2,45,15,27,19,14,80,68,167,12,10
"63160 Salmi  (Kuortane)",61,2.5,46.8,1,0,14,3,5,8,7,20,27,58,1,2
"63210 Niinimaa  (Alavus)",52,2.2,44.0,3,1,7,4,5,1,3,19,27,50,0,2
"63230 Lentilä  (Kuortane)",130,2.4,46.4,6,2,33,8,14,14,15,46,51,117,9,4
"63250 Rantala  (Kuortane)",44,2.4,44.3,1,2,9,1,3,3,4,19,17,42,0,2
"63300 Alavus Keskus  (Alavus)",2259,2.1,42.3,149,58,478,131,240,230,194,895,891,1646,546,67
"63320 Kattelus  (Alavus)",27,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"63330 Pahajoki  (Alavus)",73,2.3,45.1,4,1,12,4,6,6,2,31,30,69,0,4
"63340 Sapsalampi  (Alavus)",95,2.2,44.5,2,1,15,4,5,9,7,38,43,91,1,3
"63350 Sulkavankylä  (Alavus)",78,3.1,35.7,1,2,24,6,11,13,15,24,34,71,3,4
"63355 Seinäjärvi  (Alavus)",52,2.7,42.3,1,0,13,3,6,6,9,19,21,48,1,3
"63360 Kuivaskylä  (Alavus)",111,2.6,38.3,2,1,27,6,11,10,18,40,46,100,2,9
"63370 Taipalus  (Alavus)",200,2.8,38.0,1,9,65,12,26,35,29,63,77,184,9,7
"63400 Alavus Asemanseutu  (Alavus)",606,2.2,43.1,29,13,144,32,63,76,59,273,190,457,129,20
"63410 Rantatöysä  (Alavus)",212,2.3,40.7,3,4,52,13,22,19,28,92,71,169,36,7
"63430 Kätkänjoki  (Alavus)",67,2.6,42.0,0,0,15,6,7,9,8,27,26,62,2,3
"63450 Löyä  (Kuortane)",27,..,..,..,..,..,..,..,..,..,..,..,..,..,..
