"Postal code area","Households, total, 2015 (TE)","Average size of households, 2015 (TE)","Occupancy rate, 2015 (TE)","Young single persons, 2015 (TE)","Young couples without children, 2015 (TE)","Households with children, 2015 (TE)","Households with small children, 2015 (TE)","Households with children under school age, 2015 (TE)","Households with school-age children, 2015 (TE)","Households with teenagers, 2015 (TE)","Adult households, 2015 (TE)","Pensioner households, 2015 (TE)","Households living in owner-occupied dwellings, 2015 (TE)","Households living in rented dwellings, 2015 (TE)","Households living in other dwellings, 2015 (TE)"
"04200 Kerava Keskus   (Kerava )",6192,1.8,37.9,697,289,1053,268,524,451,382,3046,2108,3597,2510,85
"04220 Ahjo-Kaskela   (Kerava )",2194,2.3,36.0,206,102,718,162,340,321,290,1176,306,1123,1050,21
"04230 Pihkaniitty   (Kerava )",3277,2.3,38.8,228,131,991,240,507,484,340,1445,852,2441,800,36
"04240 Talma   (Sipoo )",467,2.6,45.6,6,5,153,25,54,76,74,194,123,435,22,10
"04250 Alikerava   (Kerava )",2464,1.9,34.1,361,185,540,173,296,225,180,1391,540,1059,1379,26
"04260 Savio   (Kerava )",2932,2.1,36.0,256,108,744,191,368,333,283,1526,673,1890,1009,33
"04300 Hyrylä   (Tuusula )",4623,2.2,39.4,292,105,1317,274,587,642,524,1984,1336,2971,1581,71
"04310 Tuusula Keskus   (Tuusula )",1038,2.4,43.7,58,33,339,77,150,149,150,433,274,805,211,22
"04320 Riihikallio   (Tuusula )",2183,2.2,38.3,138,62,612,163,314,267,220,1010,569,1519,632,32
"04330 Lahela   (Tuusula )",811,2.8,41.6,23,21,381,77,162,203,160,304,128,742,59,10
"04340 Mattila   (Tuusula )",981,2.3,39.5,74,38,293,63,126,133,135,472,220,811,159,11
"04350 Nahkela   (Tuusula )",194,2.7,49.2,1,1,70,10,27,30,30,68,59,191,1,2
"04360 Ruotsinkylä-Kiilinmäki   (Tuusula )",474,2.6,44.1,12,4,153,17,53,82,81,193,137,419,40,15
"04370 Rusutjärvi   (Tuusula )",298,2.7,46.6,2,4,98,22,43,53,42,119,88,282,7,9
"04380 Tuomala   (Tuusula )",221,2.6,50.8,3,0,76,14,31,34,37,76,74,205,9,7
"04390 Jäniksenlinna   (Tuusula )",183,2.6,46.7,4,4,60,12,26,32,33,70,54,175,3,5
"04400 Loutti   (Järvenpää )",5331,1.8,39.9,740,289,883,224,447,348,317,2827,1637,3329,1870,132
"04410 Järvenpää Keskus   (Järvenpää )",4923,2.0,36.7,469,244,1205,320,617,485,454,2386,1346,2926,1933,64
"04420 Kyrölä   (Järvenpää )",1593,2.4,37.0,69,82,499,142,249,217,169,758,344,1380,195,18
"04430 Kinnari-Mikonkorpi   (Järvenpää )",3841,2.3,38.8,237,172,1170,292,569,541,429,1843,848,2920,869,52
"04440 Jamppa   (Järvenpää )",2387,1.9,37.5,327,92,522,149,270,206,173,1371,500,1077,1271,39
"04460 Nummenkylä   (Tuusula )",775,2.5,36.8,63,42,307,74,147,147,105,374,96,542,231,2
"04480 Haarajoki   (Mäntsälä )",806,3.0,39.3,25,19,382,87,171,210,177,276,154,720,71,15
"04500 Kellokoski   (Tuusula )",2371,2.5,40.1,105,53,845,165,398,429,343,1010,531,1863,465,43
"04530 Ohkola   (Mäntsälä )",342,2.7,44.6,9,6,120,28,65,64,48,132,92,334,4,4
"04600 Mäntsälä Keskus   (Mäntsälä )",4374,2.1,40.3,287,157,1078,259,495,499,466,1882,1427,2964,1291,119
"04620 Kaunismäki   (Mäntsälä )",672,2.9,38.8,31,19,323,94,184,174,112,267,85,589,73,10
"04630 Sääksjärvi   (Mäntsälä )",340,2.6,44.9,9,4,104,21,45,47,55,143,96,329,4,7
"04660 Numminen   (Mäntsälä )",646,2.7,44.4,13,9,230,63,113,111,107,252,172,604,26,16
"04680 Hirvihaara   (Mäntsälä )",251,2.6,45.3,6,4,82,21,44,39,31,99,72,236,8,7
"04740 Sälinkää   (Mäntsälä )",481,2.5,45.1,16,5,145,37,69,74,56,170,173,456,16,9
"04770 Sahakylä   (Mäntsälä )",86,2.5,44.3,1,1,27,7,13,13,9,37,23,77,4,5
"04820 Kaukalampi   (Mäntsälä )",118,2.6,46.7,1,3,37,7,22,21,13,50,32,116,0,2
"04840 Hautjärvi   (Mäntsälä )",112,2.4,42.0,3,3,26,7,11,10,14,52,36,91,14,7
"04920 Saarentaus   (Mäntsälä )",145,2.4,45.6,0,5,41,8,18,19,16,66,40,124,16,5
"04940 Levanto   (Mäntsälä )",120,2.5,45.9,5,6,30,7,16,18,12,52,39,108,7,5
"05100 Röykkä   (Nurmijärvi )",890,2.6,41.2,16,18,324,83,160,161,130,373,201,771,98,21
"05200 Rajamäki   (Nurmijärvi )",2743,2.5,38.5,144,58,918,223,441,473,382,1146,695,2093,598,52
"05250 Kiljava   (Nurmijärvi )",78,2.5,41.7,1,0,23,7,12,10,7,37,19,56,22,0
"05400 Jokela   (Tuusula )",2682,2.4,38.8,138,74,875,181,390,433,385,1147,675,2090,561,31
"05430 Nuppulinna   (Tuusula )",406,2.6,43.6,3,9,130,29,62,62,55,165,114,386,7,13
"05440 Hyvinkää   (Hyvinkää )",125,3.2,42.1,0,10,75,28,56,25,16,37,14,123,1,1
"05450 Nukari   (Nurmijärvi )",403,2.7,44.8,10,8,144,34,64,70,66,161,100,384,7,12
"05460 Hakalanmäki-Hakala   (Hyvinkää )",1555,2.1,39.4,116,68,397,123,207,172,133,787,375,1091,454,10
"05470 Palopuro   (Hyvinkää )",130,2.5,40.8,2,4,35,6,14,19,17,50,47,127,2,1
"05510 Päivärinta   (Hyvinkää )",222,2.1,42.0,18,7,45,8,12,25,21,122,56,141,78,3
"05620 Noppo   (Hyvinkää )",489,2.7,40.0,11,18,188,47,86,81,76,196,108,448,31,10
"05720 Kytäjä   (Hyvinkää )",213,2.6,50.2,5,3,72,18,44,35,20,85,57,186,19,8
"05800 Hyvinkää Keskus   (Hyvinkää )",5594,1.7,39.4,767,296,693,178,312,288,269,2854,2061,3300,2163,131
"05810 Martti   (Hyvinkää )",2118,2.6,37.5,190,99,941,176,405,473,389,923,260,1259,849,10
"05820 Mustamännistö   (Hyvinkää )",2271,2.3,37.7,162,78,688,151,310,322,288,1012,586,1598,625,48
"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )",3567,2.0,39.3,376,176,748,166,346,339,294,1758,1070,2586,937,44
"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )",1715,2.2,38.4,121,59,481,103,225,219,190,841,402,1235,459,21
"05850 Hyvinkää, sairaala-alue   (Hyvinkää )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"05860 Talvisilta   (Hyvinkää )",675,2.1,38.3,53,31,159,34,82,72,62,317,199,458,209,8
"05880 Paavola-Vaivero   (Hyvinkää )",1804,1.9,38.1,173,63,346,95,174,136,138,892,568,903,874,27
"05900 Vieremä   (Hyvinkää )",2159,1.8,40.1,211,99,314,85,164,135,114,1035,820,1332,802,25
"05950 Ridasjärvi   (Hyvinkää )",168,2.3,44.6,6,2,46,7,16,25,19,77,47,134,25,9
"06100 Porvoo Keskus   (Porvoo )",9375,1.9,39.9,982,411,1943,440,876,861,801,4337,3142,5641,3513,221
"06150 Kevätkumpu   (Porvoo )",2872,2.0,39.5,244,110,637,179,355,280,221,1391,852,1599,1231,42
"06200 Porvoo itäinen   (Porvoo )",1072,2.4,48.2,31,15,307,74,146,129,138,424,351,999,54,19
"06400 Gammelbacka   (Porvoo )",3338,2.1,38.2,352,145,918,228,451,422,370,1627,805,1796,1476,66
"06450 Eestinmäki-Ernestas   (Porvoo )",941,2.2,40.6,82,50,251,77,123,105,89,473,218,697,228,16
"06500 Saksala-Suomenkylä   (Porvoo )",867,2.5,45.6,16,19,264,55,111,120,112,356,260,816,25,26
"06530 Kerkkoo   (Porvoo )",319,2.6,42.4,12,8,103,24,52,58,40,151,71,305,9,5
"06650 Hamari   (Porvoo )",620,2.4,41.0,40,19,186,48,91,82,80,259,180,480,125,15
"06750 Tolkkinen   (Porvoo )",667,2.7,40.1,12,18,264,69,133,136,107,241,165,575,79,13
"06830 Kulloonkylä   (Porvoo )",424,2.6,45.2,7,9,153,32,71,73,66,163,113,403,15,6
"06850 Kulloo   (Porvoo )",10,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"06880 Kärrby   (Sipoo )",153,2.3,50.2,6,2,35,8,17,15,14,67,54,131,11,11
"06950 Emäsalo   (Porvoo )",184,2.1,53.0,1,1,39,7,14,18,18,68,79,167,8,9
"07110 Hinthaara   (Porvoo )",553,2.8,40.6,11,18,216,59,111,117,86,200,143,512,31,10
"07130 Anttila   (Porvoo )",257,2.6,44.4,1,2,72,16,36,33,33,100,87,251,4,2
"07150 Laukkoski   (Pornainen )",374,2.7,42.8,13,6,125,28,57,65,61,141,114,360,9,5
"07170 Keski-Pornainen   (Pornainen )",947,2.7,40.5,37,20,346,73,136,179,180,362,249,822,114,11
"07190 Halkia   (Pornainen )",528,2.7,43.8,15,9,189,42,97,98,81,223,121,508,16,4
"07220 Kaarenkylä   (Porvoo )",134,2.3,51.1,4,6,31,12,22,17,6,62,43,129,4,1
"07230 Monninkylä   (Askola )",666,2.4,41.5,29,18,209,54,103,99,97,267,194,564,89,13
"07280 Ilola   (Porvoo )",359,2.6,42.7,10,6,117,29,57,60,47,156,89,332,17,10
"07310 Sannainen   (Porvoo )",148,2.8,42.8,1,3,59,19,32,28,22,58,34,141,4,3
"07320 Jakari-Sannäs   (Porvoo )",187,2.4,47.5,3,2,56,12,26,32,18,76,61,181,3,3
"07350 Gäddrag   (Porvoo )",37,2.4,45.3,0,0,7,1,3,5,3,18,12,34,0,3
"07360 Tirmo   (Porvoo )",23,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"07370 Pellinki   (Porvoo )",65,2.1,52.1,1,0,8,1,3,7,2,25,34,60,2,3
"07390 Suurpellinki   (Porvoo )",49,2.6,42.1,0,0,15,6,10,6,5,20,14,47,0,2
"07410 Kråkö   (Porvoo )",146,2.2,52.6,3,1,29,5,11,14,14,57,61,139,3,4
"07450 Voolahti   (Porvoo )",174,2.4,47.1,5,6,44,10,21,26,16,68,65,159,11,4
"07500 Askola Kirkonkylä   (Askola )",462,2.5,40.4,27,18,150,42,79,74,65,181,133,363,88,11
"07510 Vakkola   (Askola )",283,2.4,41.3,11,5,78,27,46,33,30,132,73,251,24,8
"07530 Onkimaa   (Askola )",139,2.2,44.0,5,1,34,7,17,11,13,53,55,133,1,5
"07550 Torpinkylä   (Pukkila )",119,2.6,43.3,3,2,35,8,13,15,19,45,41,108,9,2
"07560 Pukkila Keskus   (Pukkila )",624,2.2,44.3,17,12,154,37,70,69,69,256,217,497,108,19
"07565 Kantele   (Pukkila )",115,2.3,48.1,0,1,28,7,13,12,14,47,43,109,3,3
"07580 Tiilää   (Askola )",35,1.9,61.3,3,1,7,1,3,4,2,20,8,33,2,0
"07590 Huuvari-Tiilää   (Askola )",255,2.5,47.5,9,7,68,20,32,38,28,111,78,243,9,3
"07600 Myrskylä Keskus   (Myrskylä )",779,2.2,45.3,32,12,175,41,89,90,64,297,318,638,124,17
"07680 Juornaankylä   (Askola )",231,2.4,41.5,5,1,54,15,30,29,22,97,81,212,15,4
"07690 Kankkila   (Myrskylä )",61,2.1,54.5,0,2,9,2,2,3,5,29,24,57,2,2
"07700 Koskenkylän saha-alue   (Loviisa )",540,2.3,41.3,34,26,163,40,86,80,60,248,131,391,144,5
"07720 Malmgård   (Loviisa )",38,2.1,43.4,0,1,8,2,4,1,5,13,17,34,3,1
"07740 Gammelby   (Loviisa )",181,2.3,50.4,6,6,37,15,25,21,10,91,53,162,11,8
"07750 Isnäs   (Loviisa )",256,2.1,44.0,8,6,56,15,26,25,21,110,90,202,47,7
"07780 Härkäpää   (Loviisa )",94,1.9,50.8,5,1,11,2,5,7,5,38,45,82,8,4
"07800 Lapinjärvi Keskus   (Lapinjärvi )",461,1.9,44.9,32,9,88,24,40,42,34,180,196,257,183,21
"07810 Ingermaninkylä   (Lapinjärvi )",131,2.1,45.4,7,4,32,7,13,12,14,55,44,115,13,3
"07820 Porlammi   (Lapinjärvi )",259,1.9,48.8,9,3,45,9,20,17,23,99,117,214,37,8
"07830 Pukaro   (Lapinjärvi )",130,2.2,46.7,4,4,32,3,9,16,20,53,45,115,11,4
"07840 Lindkoski   (Lapinjärvi )",90,2.3,53.7,2,0,23,5,9,11,11,36,33,86,1,3
"07850 Heikinkylä   (Lapinjärvi )",131,2.4,48.0,3,3,29,3,10,20,10,49,58,124,5,2
"07870 Skinnarby   (Loviisa )",200,2.3,45.4,9,7,42,10,18,27,16,91,71,191,4,5
"07880 Liljendal Keskus   (Loviisa )",472,2.2,44.2,26,13,104,28,49,45,47,188,182,380,84,8
"07890 Mickelspiltom   (Loviisa )",88,2.3,47.3,3,2,21,6,7,9,8,29,39,79,7,2
"07900 Loviisa Keskus   (Loviisa )",2267,1.8,45.0,190,42,364,80,161,167,171,953,955,1453,740,74
"07910 Valko   (Loviisa )",582,1.9,43.9,44,15,97,18,44,50,40,269,218,440,130,12
"07920 Etelä-Harju   (Loviisa )",686,2.0,47.1,30,4,144,28,70,61,68,259,283,535,132,19
"07930 Pernaja Kirkonkylä   (Loviisa )",290,2.2,49.2,10,8,66,15,30,38,28,125,101,220,62,8
"07940 Määrlahti   (Loviisa )",563,1.7,44.5,57,14,86,19,44,27,32,295,186,255,297,11
"07945 Kuggom   (Loviisa )",213,2.3,48.2,9,4,50,12,23,26,25,95,72,193,16,4
"07955 Tesjoki   (Loviisa )",544,2.2,45.8,18,8,136,37,68,61,56,222,190,436,98,10
"07960 Ahvenkoski   (Loviisa )",63,1.9,48.1,2,2,10,4,5,4,4,28,25,60,1,2
"07970 Ruotsinpyhtää Keskus   (Loviisa )",297,1.9,45.7,9,6,42,7,19,17,23,134,122,196,92,9
"07980 Kuninkaankylä   (Loviisa )",162,1.8,50.8,11,3,27,3,13,15,10,68,69,138,20,4
"07990 Ruotsinkylä-Koskisto   (Loviisa )",130,2.4,49.2,3,0,31,6,10,14,15,43,57,118,8,4
"08100 Lohja Keskus   (Lohja )",4481,1.8,41.2,460,163,643,140,270,289,281,2007,1848,2735,1658,88
"08150 Keskilohja   (Lohja )",2216,2.4,40.0,114,62,711,154,322,323,320,940,574,1662,523,31
"08200 Ojamo   (Lohja )",2018,1.9,36.7,165,65,464,119,230,195,168,926,629,979,1009,30
"08350 Routio   (Lohja )",1227,1.9,42.5,131,41,245,54,113,115,88,636,348,792,426,9
"08360 Kisakallio   (Lohja )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"08450 Hormajärvi   (Lohja )",122,2.2,51.3,4,4,28,9,14,10,13,53,42,94,26,2
"08480 Karstu   (Lohja )",110,2.5,47.7,1,3,33,8,15,15,14,44,34,105,2,3
"08500 Ventelä-Millola   (Lohja )",2765,2.3,41.0,141,85,820,193,403,403,321,1237,721,2195,517,53
"08680 Muijala   (Lohja )",697,2.6,42.2,44,26,274,40,111,147,116,300,126,583,100,14
"08700 Virkkala   (Lohja )",3378,2.2,41.4,205,78,860,174,388,450,373,1459,1072,2505,817,56
"08800 Kirkniemi   (Lohja )",654,2.5,44.1,14,16,215,48,98,103,104,276,166,568,64,22
"09120 Karjalohja   (Lohja )",567,2.1,47.1,15,3,121,27,53,67,64,218,233,458,87,22
"09220 Sammatti   (Lohja )",712,2.3,44.8,36,15,213,57,113,104,81,283,224,593,95,24
"09430 Saukkola   (Lohja )",739,2.3,44.8,33,12,205,46,96,90,82,313,226,614,96,29
"09520 Millola   (Lohja )",58,2.0,53.4,0,0,8,2,3,3,3,30,21,55,1,2
"09630 Koisjärvi   (Lohja )",200,2.5,43.9,5,4,54,16,31,27,17,86,63,185,6,9
"09810 Nummi-Oinola   (Lohja )",466,2.1,44.3,20,4,98,27,55,38,38,192,178,383,74,9
"09930 Leppäkorpi   (Lohja )",138,2.2,47.9,4,0,31,4,11,13,15,45,62,129,8,1
"10120 Tähtelä   (Inkoo )",262,2.4,51.4,5,3,73,14,37,38,29,99,94,245,6,11
"10140 Päivölä   (Inkoo )",125,2.4,49.3,1,3,36,9,17,16,15,54,36,120,2,3
"10160 Degerby   (Inkoo )",350,2.6,50.2,7,5,116,24,43,72,48,135,101,333,5,12
"10210 Inkoo Keskus   (Inkoo )",1282,2.1,46.6,51,24,305,64,138,153,130,496,487,976,280,26
"10230 Inkoo Asemanseutu   (Inkoo )",155,2.5,45.9,3,1,52,13,20,25,23,57,49,134,15,6
"10250 Fagervik   (Inkoo )",69,1.9,53.1,5,2,10,2,5,4,4,29,30,57,7,5
"10270 Barösund   (Inkoo )",62,2.3,47.8,3,0,12,4,7,6,3,25,26,54,4,4
"10300 Karjaa Keskus   (Raasepori )",3589,2.0,43.4,296,120,787,168,354,357,338,1580,1253,2533,956,100
"10320 Bäljars   (Raasepori )",656,2.0,42.0,57,17,148,35,69,68,63,313,196,436,205,15
"10330 Pinjainen   (Raasepori )",291,2.2,39.0,20,16,67,11,29,34,30,143,83,195,89,7
"10350 Meltolan sairaala-alue   (Raasepori )",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"10360 Mustio   (Raasepori )",596,2.3,44.9,29,12,155,38,77,76,54,267,176,504,76,16
"10380 Kaunislahti   (Raasepori )",47,2.4,42.8,0,1,14,0,6,7,6,22,11,45,1,1
"10410 Åminnefors   (Raasepori )",195,1.9,39.2,16,1,27,3,10,12,12,99,69,137,48,10
"10420 Pohjankuru   (Raasepori )",872,2.0,40.2,37,14,184,46,86,92,72,355,338,610,228,34
"10440 Bollsta   (Raasepori )",170,2.0,43.5,7,6,31,5,10,14,16,71,69,145,17,8
"10470 Fiskari   (Raasepori )",257,2.1,39.3,8,6,69,15,31,36,27,109,80,142,101,14
"10480 Antskog   (Raasepori )",47,2.3,36.6,1,1,10,2,5,5,3,20,17,42,5,0
"10520 Tenhola Kirkonkylä   (Raasepori )",765,2.2,46.8,30,13,191,47,89,89,82,285,296,642,112,11
"10570 Bromarv   (Raasepori )",248,1.9,50.2,4,7,35,7,13,20,18,83,132,191,49,8
"10600 Tammisaari Keskus   (Raasepori )",2751,1.8,46.7,297,77,397,85,174,173,166,1159,1211,1730,906,115
"10620 Tammisaari   (Raasepori )",829,2.3,43.7,44,33,224,56,108,105,100,327,283,684,136,9
"10640 Dragsvik   (Raasepori )",383,2.5,42.0,20,14,126,30,62,58,43,187,73,332,36,15
"10650 Flyet   (Raasepori )",1340,2.0,43.2,105,38,317,71,160,152,119,544,482,888,415,37
"10660 Trollböle   (Raasepori )",420,2.1,44.9,34,6,96,24,44,44,33,209,116,305,107,8
"10680 Skogby   (Raasepori )",90,2.3,38.5,1,3,25,9,13,7,11,39,27,72,16,2
"10710 Snappertuna   (Raasepori )",166,2.1,49.7,4,10,33,9,17,16,10,71,62,144,15,7
"10820 Lappohja   (Hanko )",317,1.9,45.2,16,4,42,6,18,19,19,148,129,240,66,11
"10900 Hanko Keskus   (Hanko )",2365,1.8,42.8,189,52,379,83,182,164,155,1076,920,1424,849,92
"10940 Hangonkylä   (Hanko )",952,2.2,46.2,12,14,217,43,88,100,102,354,386,848,79,25
"10960 Hanko Pohjoinen   (Hanko )",891,2.1,44.7,38,12,190,25,79,102,84,355,349,712,140,39
"11100 Riihimäki Keskus   (Riihimäki )",4113,1.6,39.0,705,215,483,128,241,178,175,2184,1452,2405,1613,95
"11120 Pohjois-Riihimäki   (Riihimäki )",3344,2.1,39.4,259,117,800,206,388,372,309,1578,973,2395,897,52
"11130 Peltosaari-Patastenmäki   (Riihimäki )",4427,2.1,38.4,400,171,1148,299,583,552,428,2174,1119,2946,1390,91
"11310 Taka-Kasarmi   (Riihimäki )",313,2.5,36.4,23,9,108,27,59,58,40,140,65,239,68,6
"11710 Herajoki   (Riihimäki )",1387,2.3,39.3,75,43,419,89,193,217,169,621,355,953,408,26
"11910 Lasi-Kumela   (Janakkala )",1167,2.1,39.9,132,48,282,76,137,147,107,575,318,767,379,21
"12100 Oitti   (Hausjärvi )",1255,2.1,42.6,51,16,303,77,146,137,131,502,460,947,271,37
"12130 Mommila   (Hausjärvi )",155,2.2,44.4,6,2,35,11,15,14,16,66,55,145,4,6
"12170 Hietoinen   (Hausjärvi )",93,2.2,58.2,2,2,17,9,11,8,5,34,44,88,3,2
"12210 Hausjärvi kk   (Hausjärvi )",98,2.4,46.2,2,1,27,7,16,17,7,40,31,92,6,0
"12240 Hikiä   (Hausjärvi )",700,2.5,41.0,27,13,221,49,105,117,93,315,169,600,85,15
"12310 Ryttylä   (Hausjärvi )",822,2.3,39.6,22,22,218,58,113,109,83,388,222,650,162,10
"12350 Turkhauta   (Hausjärvi )",196,2.2,48.8,5,4,45,11,19,16,20,88,65,186,4,6
"12380 Leppäkoski   (Janakkala )",232,2.3,42.0,10,3,63,14,30,36,26,98,74,197,26,9
"12400 Tervakoski   (Janakkala )",2180,2.2,40.9,128,47,545,107,235,277,249,917,731,1772,360,48
"12450 Vähikkälä   (Janakkala )",116,2.4,44.6,2,5,28,8,15,16,9,45,43,108,2,6
"12520 Kormu   (Loppi )",171,2.8,39.6,2,8,61,29,34,27,23,64,48,160,9,2
"12540 Launonen   (Loppi )",600,2.6,39.9,15,5,208,48,98,109,98,245,150,550,41,9
"12600 Läyliäinen   (Loppi )",810,2.3,44.6,34,17,218,47,111,112,86,354,243,714,70,26
"12630 Sajaniemi   (Loppi )",127,2.2,47.9,3,2,27,8,18,11,11,47,54,124,1,2
"12640 Joentaka   (Loppi )",130,2.5,47.9,5,0,32,6,11,19,13,59,40,125,3,2
"12700 Loppi kk   (Loppi )",1146,2.0,44.3,56,18,243,48,92,134,109,389,519,802,319,25
"12750 Pilpala   (Loppi )",247,2.2,48.3,7,1,57,19,27,25,21,92,99,226,7,14
"12820 Räyskälä   (Loppi )",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"12920 Topeno   (Loppi )",162,2.2,46.6,2,3,33,7,11,18,14,73,58,155,3,4
"12950 Vojakkala-Eerolankulma   (Loppi )",91,2.0,46.6,0,2,16,0,4,8,10,37,39,84,3,4
"13100 Hämeenlinna Keskus   (Hämeenlinna )",6353,1.7,41.2,1077,358,730,181,334,279,303,3258,2378,3722,2485,146
"13110 Kantola   (Hämeenlinna )",112,1.8,35.9,9,4,24,8,14,12,7,73,15,51,59,2
"13130 Kauriala   (Hämeenlinna )",3753,1.7,39.1,624,181,506,110,226,216,191,1968,1285,2010,1666,77
"13200 Keinusaari   (Hämeenlinna )",925,1.5,38.2,174,60,67,30,44,22,12,514,344,423,487,15
"13210 Hätilä   (Hämeenlinna )",4296,1.9,40.0,424,150,882,220,396,371,353,1984,1442,2741,1475,80
"13220 Sairio   (Hämeenlinna )",827,2.1,40.0,48,31,174,43,82,82,64,369,287,663,143,21
"13250 Katuma   (Hämeenlinna )",637,1.6,37.8,89,30,72,30,47,22,14,410,156,231,394,12
"13270 Ruununmylly   (Hämeenlinna )",605,2.7,42.5,24,27,253,71,139,116,82,234,119,551,38,16
"13300 Käikälä   (Hämeenlinna )",1101,2.6,38.4,42,62,437,131,236,221,134,449,220,1003,82,16
"13330 Harviala   (Janakkala )",285,2.7,43.1,7,13,111,27,63,59,41,97,77,261,13,11
"13430 Hattelmala   (Hämeenlinna )",458,2.6,42.4,19,10,158,34,71,84,70,172,131,415,30,13
"13500 Jukola   (Hattula )",5361,2.2,40.1,418,269,1504,380,712,676,593,2512,1363,3545,1753,63
"13530 Hämeenlinna sairaala-alue   (Hämeenlinna )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"13600 Ojoinen   (Hämeenlinna )",1953,1.9,37.3,251,93,412,118,212,157,148,975,573,1132,787,34
"13700 Parolannummi   (Hattula )",195,2.3,44.2,16,2,53,10,25,31,20,87,57,158,29,8
"13720 Parola   (Hattula )",2039,2.2,41.6,122,74,507,148,265,210,214,858,688,1556,445,38
"13800 Katinala   (Hattula )",616,2.1,43.9,42,18,150,24,61,68,67,260,211,507,100,9
"13880 Rahkoila   (Hattula )",489,2.6,43.0,16,12,179,38,83,93,72,185,125,456,29,4
"13900 Pekola   (Hattula )",339,2.7,43.9,2,5,120,36,66,70,37,119,101,316,12,11
"14140 Jokimaa   (Janakkala )",94,2.3,46.5,2,2,21,2,10,9,8,32,41,86,4,4
"14200 Turenki   (Janakkala )",4339,2.0,42.8,323,139,981,235,448,426,413,1910,1468,3208,1036,95
"14240 Väli-Janakkala   (Janakkala )",376,2.4,45.9,9,10,96,18,33,50,46,163,119,336,24,16
"14300 Renko kk   (Hämeenlinna )",1001,2.1,44.9,29,26,222,47,96,106,101,397,386,844,135,22
"14330 Kaloinen   (Hämeenlinna )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"14370 Lukana   (Hämeenlinna )",46,2.1,44.5,2,3,7,3,3,1,4,25,14,41,4,1
"14430 Vuohiniemi   (Hattula )",38,1.9,45.9,0,0,4,1,2,1,2,19,15,37,0,1
"14450 Rimmilä   (Hämeenlinna )",53,1.9,45.9,0,1,7,1,1,2,4,23,24,48,2,3
"14500 Iittala   (Hämeenlinna )",1515,2.2,43.5,67,37,363,100,189,175,119,618,550,1215,272,28
"14530 Leteensuo   (Hattula )",104,2.2,48.9,5,4,22,4,8,8,13,57,27,100,0,4
"14610 Lepaa   (Hattula )",197,2.2,44.6,25,8,49,16,27,22,13,100,49,138,56,3
"14620 Tyrväntö   (Hattula )",77,2.1,46.3,0,2,16,4,9,8,5,35,27,65,8,4
"14680 Alvettula   (Hämeenlinna )",258,2.3,47.7,11,4,56,12,27,31,23,91,113,236,12,10
"14690 Torvoila   (Hämeenlinna )",89,2.1,45.5,1,0,16,3,6,6,8,26,49,77,3,9
"14700 Hauho kk   (Hämeenlinna )",1000,1.9,46.7,33,14,175,40,80,75,76,360,473,717,245,38
"14770 Eteläinen   (Hämeenlinna )",377,2.5,42.9,11,8,123,34,63,69,46,154,102,332,29,16
"14810 Pohjoinen   (Hämeenlinna )",129,2.3,46.5,4,2,30,5,8,15,20,53,48,105,21,3
"14820 Syrjäntaka   (Hämeenlinna )",398,2.1,45.3,13,9,82,21,45,45,32,178,138,314,78,6
"14840 Sairiala   (Hämeenlinna )",109,1.9,56.5,4,0,20,6,11,9,12,39,50,89,16,4
"14870 Juttila   (Hämeenlinna )",114,2.1,47.8,3,1,20,6,9,4,13,40,55,101,12,1
"14930 Sappee   (Hämeenlinna )",58,1.9,50.7,0,0,6,1,4,3,2,20,33,55,0,3
"14960 Puutikkala   (Pälkäne )",47,1.8,47.8,1,0,4,0,1,2,3,13,30,41,3,3
"14980 Kuohijoki   (Pälkäne )",21,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"15100 Lahti Asemanseutu   (Lahti )",3845,1.6,35.9,682,275,556,155,278,203,177,2148,1144,1434,2362,49
"15110 Keski-Lahti   (Lahti )",3297,1.5,40.3,795,176,274,52,105,90,115,2028,1000,1052,2172,73
"15140 Kartano-Paavola   (Lahti )",9704,1.5,38.0,1606,663,908,256,495,302,318,5147,3656,4006,5588,110
"15150 Möysä   (Lahti )",2636,1.6,38.0,531,128,357,76,155,147,140,1417,869,1389,1196,51
"15160 Kolava   (Lahti )",647,3.2,40.4,18,28,412,108,240,253,100,188,50,570,60,17
"15170 Tenava-Tonttila   (Lahti )",2123,1.8,38.1,274,99,371,104,189,161,127,1068,687,1381,716,26
"15200 Kiveriö   (Lahti )",2025,1.7,34.9,349,121,348,102,183,128,130,1147,536,916,1077,32
"15210 Kivistönmäki   (Lahti )",2576,1.6,35.9,364,123,314,101,153,121,114,1412,855,1348,1181,47
"15230 Kytölä   (Lahti )",1166,2.4,42.4,44,45,351,119,187,143,122,490,328,1054,97,15
