"Postal code area","Aged 18 or over, total, 2014 (HR)","Average income of inhabitants, 2014 (HR)","Median income of inhabitants, 2014 (HR)","Inhabintants belonging to the lowest income category, 2014 (HR)","Inhabitants belonging to the middle income category, 2014 (HR)","Inhabintants belonging to the highest income category, 2014 (HR)","Accumulated purchasing power of inhabitants, 2014 (HR)"
"53950 Kivisalmi   (Lappeenranta )",1752,22184,19606,384,1093,275,38866962
"54100 Joutseno Keskus   (Lappeenranta )",4422,22058,19779,855,2838,729,97541597
"54110 Lampikangas   (Lappeenranta )",899,22738,21818,151,574,174,20441165
"54120 Pulp   (Lappeenranta )",1422,21835,20718,277,898,247,31049278
"54190 Konnunsuo   (Lappeenranta )",63,20037,17647,17,42,4,1262339
"54230 Nuijamaa   (Lappeenranta )",580,21494,18928,152,331,97,12466507
"54250 Rapattila   (Lappeenranta )",145,19462,16452,42,82,21,2821944
"54260 Hanhijärvi   (Lappeenranta )",574,24417,23689,113,311,150,14015412
"54270 Vainikkala   (Lappeenranta )",389,20490,19014,92,245,52,7970611
"54300 Vilkjärvi   (Lappeenranta )",466,22263,21240,112,264,90,10374642
"54310 Hytti   (Lappeenranta )",320,24131,22692,63,184,73,7722017
"54330 Simola   (Lappeenranta )",345,21088,20077,81,209,55,7275413
"54390 Pulsa   (Lappeenranta )",141,18310,16260,43,82,16,2581763
"54410 Ylämaa Keskus   (Lappeenranta )",811,20620,18108,185,501,125,16722751
"54430 Hujakkala   (Lappeenranta )",134,21873,15815,49,67,18,2930968
"54460 Ylijärvi   (Lappeenranta )",70,19666,16374,19,40,11,1376645
"54490 Ahomäki   (Miehikkälä )",167,18957,16625,56,89,22,3165815
"54500 Taavetti-Somerharju   (Luumäki )",2396,20458,18056,546,1539,311,49017666
"54510 Uro   (Luumäki )",344,21342,18538,86,194,64,7341565
"54530 Luumäki   (Luumäki )",997,24444,21991,225,534,238,24371052
"54550 Suo-Anttila   (Luumäki )",71,18514,15875,24,39,8,1314480
"54580 Somerharju   (Luumäki )",28,..,..,..,..,..,..
"54590 Kaitjärvi   (Luumäki )",109,20482,18199,26,69,14,2232520
"54710 Lemi Keskus   (Lemi )",1131,20697,17859,276,695,160,23408665
"54720 Laksiainen   (Lemi )",127,20492,17690,43,66,18,2602522
"54750 Välijoki   (Savitaipale )",245,19410,15537,84,129,32,4755414
"54770 Heituinlahti   (Savitaipale )",472,19718,17335,148,258,66,9307059
"54800 Savitaipale Keskus   (Savitaipale )",2256,20754,17846,542,1377,337,46819904
"54820 Kotimäki   (Lemi )",205,21340,20801,57,111,37,4374754
"54850 Kuukanniemi   (Lemi )",850,22675,22252,156,523,171,19273864
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",1408,24469,23335,213,854,341,34452810
"54920 Taipalsaari   (Taipalsaari )",1176,23665,21554,200,713,263,27830304
"54930 Levänen   (Taipalsaari )",252,20395,17679,81,135,36,5139478
"54940 Solkei   (Taipalsaari )",101,20264,17298,27,60,14,2046654
"54950 Pettilä   (Savitaipale )",93,18897,16617,24,58,11,1757466
"54960 Vehkataipale   (Taipalsaari )",464,24739,21776,92,239,133,11478979
"55100 Imatra Keskus   (Imatra )",8651,22206,20071,1612,5518,1521,192106896
"55120 Mansikkala-Tuulikallio   (Imatra )",2764,21104,18433,598,1740,426,58332362
"55300 Rauha-Tiuruniemi   (Lappeenranta )",801,22769,21272,124,538,139,18237820
"55320 Rauha   (Lappeenranta )",435,24182,22401,69,270,96,10518992
"55330 Tiuruniemi   (Lappeenranta )",55,22417,18139,16,23,16,1232935
"55400 Tainionkoski-Mustalampi   (Imatra )",1131,23519,21931,212,672,247,26599592
"55420 Karhumäki-Karhukallio   (Imatra )",1743,22969,21507,287,1114,342,40034936
"55510 Sotkulampi-Linnasuo   (Imatra )",1157,18299,16605,295,765,97,21171868
"55610 Rajapatsas-Teppanala   (Imatra )",2429,19897,18647,494,1671,264,48329683
"55700 Vintteri-Virasoja   (Imatra )",1177,23052,22070,188,751,238,27132001
"55800 Vuoksenniska-Saarlampi   (Imatra )",3705,20950,18486,783,2374,548,77620692
"55910 Rautio-Kurkvuori   (Imatra )",1376,21673,20171,292,840,244,29821473
"56100 Ruokolahti Keskus   (Ruokolahti )",1821,22225,19234,302,1214,305,40472502
"56120 Salosaari   (Ruokolahti )",667,24675,23307,97,394,176,16458040
"56140 Äitsaari   (Ruokolahti )",220,21614,17479,59,109,52,4755083
"56210 Virmutjoki   (Ruokolahti )",341,21777,20886,76,208,57,7426034
"56310 Syyspohja   (Ruokolahti )",186,22389,17751,49,98,39,4164345
"56330 Utula   (Ruokolahti )",31,18223,15119,10,18,3,564913
"56350 Kyläniemi   (Taipalsaari )",18,..,..,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",124,21987,20940,27,69,28,2726363
"56440 Pohja-Lankila   (Ruokolahti )",194,22527,19376,49,105,40,4370236
"56510 Puntala   (Ruokolahti )",350,22174,20921,67,214,69,7760782
"56550 Niska-Pietilä   (Rautjärvi )",121,21131,19268,34,69,18,2556800
"56610 Rautjärvi   (Rautjärvi )",550,20382,18635,135,330,85,11210141
"56640 Purnujärvi   (Rautjärvi )",89,19134,16923,27,49,13,1702959
"56710 Miettilä   (Rautjärvi )",124,20760,17053,30,77,17,2574195
"56730 Laikko   (Rautjärvi )",278,20062,18509,78,154,46,5577201
"56800 Simpele   (Rautjärvi )",2138,20961,18553,443,1343,352,44814511
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",3550,19206,16603,878,2319,353,68181503
"57120 Savonlinna   (Savonlinna )",22,..,..,..,..,..,..
"57130 Savonlinna Keskus   (Savonlinna )",1835,20917,17691,405,1207,223,38382139
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",1848,18559,16637,420,1278,150,34296680
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",2202,20423,18838,518,1420,264,44972490
"57210 Nojanmaa   (Savonlinna )",2125,21173,19921,403,1456,266,44993203
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",1339,17606,15790,349,912,78,23575009
"57230 Inkerinkylä   (Savonlinna )",2849,19316,17475,703,1867,279,55031016
"57310 Rinkilä   (Savonlinna )",583,22329,19413,110,389,84,13017795
"57510 Laitaatsilta   (Savonlinna )",401,24086,21910,63,260,78,9658671
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",1511,22970,21427,282,921,308,34708282
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",2363,22288,20676,391,1589,383,52666741
"57810 Aholahti   (Savonlinna )",275,21030,19157,67,170,38,5783198
"58130 Oravi   (Savonlinna )",107,20708,18069,23,70,14,2215749
"58140 Ahvensalmi   (Savonlinna )",69,22256,16495,20,39,10,1535645
"58150 Makkola   (Savonlinna )",179,20939,19127,49,105,25,3747997
"58160 Karvila   (Enonkoski )",160,18300,15904,51,96,13,2928006
"58170 Simanala   (Enonkoski )",205,19534,18062,58,121,26,4004521
"58175 Enonkoski Keskus   (Enonkoski )",794,19212,16583,193,512,89,15254199
"58180 Ihamaniemi   (Enonkoski )",133,19960,16822,44,72,17,2654717
"58200 Kerimäki Keskus   (Savonlinna )",2819,20176,17688,643,1875,301,56876595
"58220 Louhi   (Savonlinna )",351,19418,17567,93,222,36,6815831
"58260 Kumpuranta   (Savonlinna )",164,18376,16130,52,94,18,3013611
"58300 Savonranta Keskus   (Savonlinna )",628,18081,15084,193,382,53,11354709
"58320 Raikuu   (Savonlinna )",162,20141,19182,33,108,21,3262820
"58350 Villala   (Kitee )",196,17989,14630,69,104,23,3525782
"58360 Säimen   (Savonlinna )",198,16577,14444,74,109,15,3282269
"58390 Rönkönvaara   (Savonlinna )",60,17088,15238,20,35,5,1025276
"58410 Haapakallio   (Savonlinna )",464,22017,21135,84,301,79,10215887
"58420 Silvola   (Savonlinna )",254,20229,19955,61,163,30,5138167
"58430 Kulennoinen   (Savonlinna )",386,20616,19833,92,240,54,7957867
"58450 Punkaharju   (Savonlinna )",353,22538,21592,66,223,64,7955739
"58500 Punkasalmi   (Savonlinna )",1394,21018,18593,265,966,163,29299225
"58520 Hiukkajoki   (Savonlinna )",269,21279,18899,70,153,46,5723922
"58550 Putikko   (Savonlinna )",366,19312,17714,96,226,44,7068029
"58570 Ruhvana   (Savonlinna )",64,19210,16011,19,36,9,1229415
"58580 Vuoriniemi   (Savonlinna )",97,19617,15783,34,52,11,1902860
"58610 Telakanava   (Sulkava )",132,18341,14546,51,63,18,2420961
"58620 Lohilahti   (Sulkava )",255,18737,14088,91,139,25,4777871
"58650 Kiviapaja   (Savonlinna )",98,18714,14323,43,41,14,1833935
"58680 Piojärvi   (Savonlinna )",36,18390,14076,15,16,5,662042
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",78,23393,19788,17,48,13,1824628
"58700 Sulkava Keskus   (Sulkava )",1889,18790,16679,533,1174,182,35493913
"58720 Kaartilankoski   (Sulkava )",263,17689,15471,97,137,29,4652230
"58770 Pihlajalahti   (Savonlinna )",210,20325,16542,64,119,27,4268270
"58810 Kallislahti   (Savonlinna )",251,21602,19654,48,171,32,5422218
"58830 Parkumäki   (Rantasalmi )",256,18921,16642,80,137,39,4843783
"58850 Hiltula   (Rantasalmi )",89,20753,18705,24,52,13,1847020
"58900 Rantasalmi Keskus   (Rantasalmi )",2142,19806,17109,549,1343,250,42424830
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",162,18842,16471,42,104,16,3052420
"58920 Kolkontaipale   (Rantasalmi )",269,20273,18110,79,149,41,5453504
"58940 Tuusmäki   (Rantasalmi )",210,20923,16490,56,123,31,4393847
"59100 Parikkala Keskus   (Parikkala )",2011,20312,17567,454,1300,257,40846856
"59130 Koitsanlahti   (Parikkala )",153,21677,18343,42,81,30,3316580
"59210 Melkoniemi   (Parikkala )",135,20019,17135,49,70,16,2702560
"59310 Särkisalmi   (Parikkala )",789,21693,19099,164,503,122,17115416
"59320 Haapaoja   (Parikkala )",84,18622,17305,23,51,10,1564219
"59410 Kirjavala   (Parikkala )",381,18257,15650,129,210,42,6955940
"59510 Maironiemi   (Parikkala )",392,18339,14882,133,222,37,7188933
"59520 Saari   (Parikkala )",115,21736,17803,35,61,19,2499621
"59530 Mikkolanniemi   (Parikkala )",82,20307,18963,22,49,11,1665191
"59610 Tarnala   (Parikkala )",167,19167,15509,57,89,21,3200828
"59710 Kummunkylä   (Parikkala )",89,18438,15695,33,44,12,1641008
"59720 Niukkala   (Parikkala )",123,19126,16718,29,80,14,2352504
"59730 Uukuniemi   (Parikkala )",98,19274,17410,28,60,10,1888877
"59800 Kesälahti Keskus   (Kitee )",1368,22830,16669,356,885,127,31231664
"59810 Suurikylä   (Kitee )",80,19338,15728,24,44,12,1547051
"59820 Purujärvi-Rajavaara   (Kitee )",131,21014,18427,32,78,21,2752823
"60100 Seinäjoki Keskus   (Seinäjoki )",8728,20959,17714,2069,5586,1073,182932506
"60120 Pohja   (Seinäjoki )",2100,21796,19984,353,1444,303,45771776
"60150 Kasperi   (Seinäjoki )",3637,20770,19490,689,2519,429,75539378
"60200 Törnävä   (Seinäjoki )",8020,24338,22833,1300,5011,1709,195188885
"60220 Huhtala   (Seinäjoki )",1691,21734,19861,327,1138,226,36752328
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",9,..,..,..,..,..,..
"60320 Alakylä-Jouppi   (Seinäjoki )",5316,24203,22115,919,3270,1127,128660979
"60420 Impivaara   (Seinäjoki )",823,26492,24235,125,479,219,21803281
"60450 Munakka   (Ilmajoki )",322,23677,23653,53,201,68,7624111
"60510 Hyllykallio   (Seinäjoki )",5987,24979,23723,814,3792,1381,149551485
"60550 Nurmo Keskus   (Seinäjoki )",3223,23942,22325,498,2093,632,77164128
"60560 Halkosaari   (Seinäjoki )",474,23823,24362,78,301,95,11292276
"60640 Kurjenneva   (Seinäjoki )",458,23868,22514,66,293,99,10931423
"60720 Tuomikylä   (Ilmajoki )",1348,25638,24563,181,833,334,34559956
"60760 Pohjanluoma   (Ilmajoki )",742,23395,23537,132,453,157,17358770
"60800 Ilmajoki Keskus   (Ilmajoki )",4594,22430,20301,880,2912,802,103044801
"61100 Peräseinäjoki Keskus   (Seinäjoki )",1673,20165,18570,352,1128,193,33735695
"61110 Vuolle   (Seinäjoki )",145,21279,19896,27,104,14,3085476
"61120 Louko   (Seinäjoki )",499,23542,22597,85,322,92,11747597
"61140 Pasto   (Seinäjoki )",103,19737,18664,32,55,16,2032939
"61150 Sydänmaa   (Alavus )",53,18207,17219,14,35,4,964966
"61160 Koura   (Seinäjoki )",454,21170,19575,107,285,62,9611117
"61170 Sääskiniemi   (Alavus )",238,18689,17101,82,132,24,4448069
"61180 Haapaluoma   (Seinäjoki )",181,21276,20020,51,97,33,3850962
"61220 Myllysalo   (Kurikka )",189,22763,19872,47,111,31,4302115
"61230 Luopa   (Kurikka )",574,22478,19621,148,341,85,12902364
"61250 Jalasto   (Kurikka )",230,22778,20203,45,147,38,5238924
"61270 Luopajärvi   (Kurikka )",469,22230,20623,95,301,73,10425870
"61280 Jokipii   (Kurikka )",459,19941,18476,107,298,54,9153059
"61290 Taivalmaa   (Kurikka )",97,17985,15187,36,53,8,1744504
"61300 Kurikka Keskus   (Kurikka )",5498,21503,18744,1159,3582,757,118223752
"61310 Panttila   (Kurikka )",610,22772,19081,139,384,87,13891103
"61330 Koskenkorva   (Ilmajoki )",1666,21435,19398,386,1038,242,35709966
"61340 Nopankylä   (Ilmajoki )",214,22075,19338,48,132,34,4724146
"61350 Huissi   (Ilmajoki )",327,21613,17921,91,186,50,7067510
"61360 Mieto   (Kurikka )",859,21043,19430,216,516,127,18076213
"61370 Lohiluoma   (Kurikka )",292,21479,18483,75,173,44,6272004
"61380 Polvenkylä   (Kurikka )",132,21991,19792,37,75,20,2902789
"61400 Ylistaro Keskus   (Seinäjoki )",1697,21251,18341,396,1052,249,36063426
"61410 Ylistaro Asemanseutu   (Seinäjoki )",654,21673,19871,147,412,95,14174363
"61430 Isorehto   (Seinäjoki )",299,22053,20615,70,179,50,6593820
"61440 Untamala   (Seinäjoki )",155,23809,21208,32,92,31,3690442
"61450 Kylänpää   (Seinäjoki )",498,19483,17274,148,292,58,9702723
"61460 Hanhikoski   (Seinäjoki )",178,21653,19983,49,104,25,3854242
"61470 Kitinoja   (Seinäjoki )",304,23492,23327,51,198,55,7141614
"61500 Isokyrö Keskus   (Isokyrö )",2217,22134,19057,476,1349,392,49070855
"61520 Lehmäjoki   (Isokyrö )",196,21138,17301,51,115,30,4143040
"61550 Orismala   (Isokyrö )",542,22006,20186,131,322,89,11927322
"61560 Orisberg   (Isokyrö )",43,27901,21883,7,27,9,1199723
"61600 Jalasjärvi Keskus   (Kurikka )",3251,20694,17880,701,2176,374,67277147
"61630 Hirvijärvi   (Kurikka )",252,21768,18980,70,141,41,5485595
"61640 Ala-Valli   (Kurikka )",182,19774,17564,50,110,22,3598789
"61650 Kalakoski   (Seinäjoki )",311,20130,18500,89,180,42,6260479
"61680 Mantila   (Kurikka )",202,21028,19263,48,123,31,4247597
"61710 Pentinmäki   (Kurikka )",230,20360,18061,79,112,39,4682703
"61720 Koskue   (Kurikka )",475,19958,16884,147,275,53,9480283
"61730 Yli-Valli   (Kurikka )",217,17391,15435,72,134,11,3773933
"61760 Ilvesjoki   (Kurikka )",294,19250,15354,101,162,31,5659445
"61800 Kauhajoki Keskus   (Kauhajoki )",6794,20763,18541,1544,4393,857,141066783
"61810 Luomankylä   (Kauhajoki )",236,19395,18493,53,163,20,4577208
"61820 Kainasto   (Kauhajoki )",479,19511,17567,146,279,54,9345978
"61840 Norinkylä   (Teuva )",255,18423,16432,78,150,27,4697934
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",1760,20936,18474,395,1140,225,36846483
"61860 Harja   (Kauhajoki )",174,21682,21647,32,118,24,3772585
"61880 Ikkeläjärvi   (Kauhajoki )",153,18723,14774,57,77,19,2864555
"61910 Nummijärvi   (Kauhajoki )",249,20260,16702,77,133,39,5044652
"61920 Nummikoski   (Kauhajoki )",63,16526,13552,27,31,5,1041145
"61940 Hyyppä   (Kauhajoki )",244,19277,16266,73,140,31,4703481
"61950 Juonikylä   (Kauhajoki )",138,18989,16425,38,82,18,2620487
"61960 Kyrönlatva   (Kauhajoki )",129,16873,13918,52,65,12,2176613
"61980 Päntäne   (Kauhajoki )",748,19817,16758,214,441,93,14823008
"62100 Lapua Keskus   (Lapua )",8433,22040,20094,1535,5549,1349,185861558
"62130 Hellanmaa   (Lapua )",444,20133,19185,125,261,58,8939146
"62150 Rintakangas   (Kauhava )",115,34634,22531,22,74,19,3982891
"62160 Karhunkylä   (Lapua )",468,21494,19517,117,276,75,10059223
"62165 Tiisteenjoki   (Lapua )",277,21883,19784,60,168,49,6061680
"62170 Lakaluoma   (Lapua )",241,19536,17172,64,147,30,4708126
"62175 Ylikylä-Mäenpää   (Lapua )",128,17928,15945,37,82,9,2294766
"62185 Mäki-Paavola   (Lapua )",120,20138,16980,37,65,18,2416545
"62190 Ruha   (Lapua )",470,22247,22148,93,296,81,10456066
"62200 Kauhava Keskus   (Kauhava )",4629,21249,19526,888,3077,664,98360008
"62220 Pernaa   (Kauhava )",383,21231,19927,95,228,60,8131639
"62230 Jylhä   (Kauhava )",317,20704,17971,94,172,51,6563294
"62240 Huhmarkoski   (Kauhava )",480,18909,15637,179,246,55,9076465
"62260 Hirvijoki   (Kauhava )",160,20878,16783,47,89,24,3340555
"62280 Mustamaa   (Lapua )",107,20761,17355,39,49,19,2221422
"62290 Hirvikylä   (Lapua )",234,19178,17052,65,147,22,4487565
"62295 Kauhajärvi   (Lapua )",369,18775,16083,119,218,32,6927802
"62300 Härmä   (Kauhava )",1927,21716,19508,405,1265,257,41845978
"62310 Voltti   (Kauhava )",939,21071,18844,224,580,135,19785982
"62340 Kuoppa-Vakkuri   (Kauhava )",89,19225,16498,27,52,10,1711046
"62350 Ekola   (Kauhava )",95,25683,19123,26,52,17,2439928
"62370 Kangasto   (Kauhava )",182,19643,17658,24,142,16,3575086
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",2094,22001,19481,417,1401,276,46071137
"62380 Kosolankylä   (Kauhava )",180,22460,18235,50,97,33,4042722
"62395 Petterinmäki   (Vöyri )",117,17548,15837,41,66,10,2053058
"62410 Rintala   (Kauhava )",267,21096,18565,77,150,40,5632646
"62420 Kortesjärvi Keskus   (Kauhava )",868,20378,17783,193,558,117,17688242
"62430 Peltotupa   (Kauhava )",113,19351,17869,28,74,11,2186648
"62435 Pirttinen   (Kauhava )",103,22320,18442,22,68,13,2298951
"62440 Perkiömäki   (Kauhava )",100,19271,19001,30,60,10,1927073
"62470 Purmojärvi   (Kauhava )",342,20507,17076,106,188,48,7013289
"62500 Evijärvi Keskus   (Evijärvi )",1257,21345,18485,299,776,182,26830283
"62510 Kuoppa-aho   (Evijärvi )",287,21417,20618,59,181,47,6146581
"62520 Kautiainen   (Evijärvi )",129,24886,17880,41,65,23,3210301
"62540 Vasikka-aho   (Evijärvi )",256,20588,16957,62,152,42,5270421
"62570 Särkilä   (Evijärvi )",170,20871,18448,41,105,24,3548007
"62600 Lappajärvi Keskus   (Lappajärvi )",1539,20188,18162,369,980,190,31069724
"62610 Tarvola   (Lappajärvi )",130,19745,17984,37,77,16,2566834
"62620 Ala-Seppä   (Lappajärvi )",165,18858,16363,54,93,18,3111499
"62630 Karvala   (Lappajärvi )",296,19133,15850,100,159,37,5663287
"62640 Savonkylä   (Lappajärvi )",109,18502,14934,37,56,16,2016697
"62660 Itäkylä   (Lappajärvi )",506,21617,17732,143,303,60,10938173
"62710 Kurejoki   (Alajärvi )",583,17979,16397,212,302,69,10482030
"62720 Sissala   (Alajärvi )",240,19738,19392,68,144,28,4737078
"62730 Haukkala   (Alajärvi )",176,21407,17155,49,105,22,3767571
"62740 Koskenvarsi   (Alajärvi )",161,22793,21294,35,95,31,3669709
"62750 Saukonkylä   (Alajärvi )",170,18366,16485,51,103,16,3122156
"62760 Menkijärvi   (Alajärvi )",186,18040,15651,67,100,19,3355469
"62800 Vimpeli Keskus   (Vimpeli )",1910,21083,18820,386,1271,253,40268391
"62810 Savonjoki   (Vimpeli )",94,17959,17235,30,57,7,1688155
"62830 Luoma-Aho   (Alajärvi )",247,25153,22239,47,153,47,6212863
"62840 Lakaniemi-Pokela   (Vimpeli )",45,19177,17306,11,29,5,862985
"62860 Sahi   (Vimpeli )",168,20477,17247,53,85,30,3440056
"62870 Vinni   (Vimpeli )",54,17870,16181,20,30,4,965001
"62880 Sääksvesi-Vinni   (Vimpeli )",239,19772,17526,72,134,33,4725594
"62900 Alajärvi Keskus   (Alajärvi )",3707,20442,18080,873,2369,465,75778684
"62920 Levijoki   (Alajärvi )",63,20358,16414,18,34,11,1282558
"62940 Hoisko   (Alajärvi )",441,20704,19051,116,275,50,9130308
"62950 Paalijärvi   (Alajärvi )",342,20667,17527,90,202,50,7068176
"62990 Möksy   (Alajärvi )",127,17860,13851,53,61,13,2268166
"63100 Kuortane Keskus   (Kuortane )",1264,21044,18337,256,848,160,26599712
"63120 Leppälänkylä   (Kuortane )",276,19793,17004,86,158,32,5462756
"63130 Mäyry   (Kuortane )",566,21832,20280,137,335,94,12356843
"63150 Ruona   (Kuortane )",353,19712,18107,107,194,52,6958172
"63160 Salmi   (Kuortane )",116,19820,14738,43,54,19,2299106
"63210 Niinimaa   (Alavus )",93,18351,17394,24,62,7,1706608
"63230 Lentilä   (Kuortane )",256,18953,16817,68,160,28,4851990
"63250 Rantala   (Kuortane )",83,19871,19779,21,53,9,1649306
"63300 Alavus Keskus   (Alavus )",3876,21094,18442,844,2543,489,81759723
"63320 Kattelus   (Alavus )",50,16547,14005,20,26,4,827334
"63330 Pahajoki   (Alavus )",141,19197,16881,38,88,15,2706807
"63340 Sapsalampi   (Alavus )",173,20022,18472,49,103,21,3463789
"63350 Sulkavankylä   (Alavus )",172,21499,17334,43,104,25,3697799
"63355 Seinäjärvi   (Alavus )",103,18224,15728,39,51,13,1877021
"63360 Kuivaskylä   (Alavus )",223,18338,15724,84,112,27,4089310
"63370 Taipalus   (Alavus )",417,19622,17908,124,242,51,8182543
"63400 Alavus Asemanseutu   (Alavus )",1048,19303,18064,233,730,85,20229762
"63410 Rantatöysä   (Alavus )",377,19603,17401,100,236,41,7390209
"63430 Kätkänjoki   (Alavus )",128,17998,13875,53,60,15,2303688
"63450 Löyä   (Kuortane )",57,19170,15419,23,30,4,1092676
"63500 Lehtimäki Keskus   (Alajärvi )",799,18931,16543,222,488,89,15126240
"63510 Lehtimäki Kirkonkylä   (Alajärvi )",257,18699,16211,84,145,28,4805739
"63530 Länsikylä   (Alajärvi )",144,18647,16053,54,74,16,2685116
"63540 Hernesmaa   (Alajärvi )",177,18647,17098,58,104,15,3300582
"63600 Töysä Keskus   (Alavus )",1079,18624,16820,285,700,94,20095520
"63610 Tuuri   (Alavus )",809,21714,19150,172,534,103,17566819
"63640 Ritola   (Alavus )",271,19777,17958,92,149,30,5359625
"63660 Ähtärinranta   (Ähtäri )",150,18869,15608,47,88,15,2830316
"63680 Hakojärvi   (Alavus )",247,19254,18406,72,150,25,4755680
"63700 Ähtäri Keskus   (Ähtäri )",3675,20202,18544,832,2440,403,74243620
"63770 Peränne   (Ähtäri )",171,20005,18726,51,95,25,3420876
"63780 Alastaipale   (Ähtäri )",139,20722,18185,47,77,15,2880289
"63800 Soini Keskus   (Soini )",1424,19382,17214,377,884,163,27599759
"63830 Keisala   (Soini )",67,16375,13624,30,33,4,1097149
"63880 Kukonkylä   (Soini )",154,17787,16137,54,89,11,2739199
"63890 Hautakylä   (Soini )",96,18868,14165,43,38,15,1811366
"63900 Myllymäki-Vehunkylä   (Ähtäri )",425,19938,18044,104,272,49,8473642
"63910 Inhan Tehtaat   (Ähtäri )",186,18828,17985,54,120,12,3502012
"63920 Inha   (Ähtäri )",288,22196,18954,65,176,47,6392518
"63950 Vehunkylä   (Ähtäri )",50,16597,15044,14,32,4,829867
"64100 Kristiinankaupunki Keskus   (Kristiinankaupunki",2548,21473,19586,509,1665,374,54712736
"64140 Tiukka   (Kristiinankaupunki )",439,20946,18519,118,259,62,9195334
"64200 Närpiö Keskus   (Närpiö )",2356,21445,18465,477,1595,284,50525533
"64210 Kalax   (Närpiö )",340,25868,21984,56,213,71,8795280
"64220 Yttermark   (Närpiö )",794,21366,20037,169,519,106,16964283
"64230 Närpiön Asemanseutu   (Närpiö )",753,24460,21701,119,482,152,18418265
"64240 Böle   (Närpiö )",200,21580,19177,39,129,32,4316024
"64250 Pjelax   (Närpiö )",304,23606,20177,74,173,57,7176278
"64260 Kaskinen   (Närpiö )",1194,22243,19976,220,788,186,26557613
"64300 Lapväärtti   (Kristiinankaupunki )",1501,20176,17831,394,913,194,30283475
"64320 Dagsmark   (Kristiinankaupunki )",410,18583,16495,125,242,43,7619065
"64350 Karijoki Keskus   (Karijoki )",991,19056,16778,286,609,96,18884586
"64370 Myrkky   (Karijoki )",258,19900,17167,62,170,26,5134298
"64440 Metsälä-Kallträsk   (Kristiinankaupunki )",193,19314,14588,74,91,28,3727609
"64450 Kallträsk   (Kristiinankaupunki )",50,21329,17093,20,25,5,1066433
"64460 Härkmeri   (Kristiinankaupunki )",306,18556,15433,109,163,34,5678115
"64480 Skaftung   (Kristiinankaupunki )",236,19566,16507,72,132,32,4617541
"64490 Siipyy   (Kristiinankaupunki )",160,17879,15741,45,101,14,2860658
"64510 Nämpnäs   (Närpiö )",324,21451,19743,73,205,46,6950193
"64530 Norrnäs   (Närpiö )",245,20620,19491,59,148,38,5051780
"64550 Rangsby   (Närpiö )",228,19951,17943,65,138,25,4548864
"64610 Övermark   (Närpiö )",995,19904,17159,255,624,116,19804868
"64700 Teuva Keskus   (Teuva )",2808,20097,17874,633,1870,305,56432584
"64720 Perälä   (Teuva )",518,20539,18409,136,320,62,10639031
"64740 Horo   (Teuva )",237,19195,14523,82,129,26,4549124
"64760 Peltola   (Teuva )",313,18756,16936,96,186,31,5870622
"64770 Äystö   (Teuva )",397,19907,17543,117,235,45,7902968
"64810 Vanhakylä   (Isojoki )",210,20791,15146,72,114,24,4366072
"64820 Kärjenkoski   (Isojoki )",168,19491,17232,48,102,18,3274415
"64830 Villamo   (Isojoki )",162,16924,15125,61,89,12,2741624
"64840 Heikkilänjoki   (Isojoki )",45,17023,15579,11,31,3,766040
"64850 Möykky   (Isojoki )",111,22227,17191,33,61,17,2467223
"64900 Isojoki Keskus   (Isojoki )",1010,19646,16853,255,639,116,19842616
"64930 Kodesjärvi   (Isojoki )",151,19326,16401,44,86,21,2918256
"65100 Vaasa Keskus   (Vaasa )",15809,21521,18088,3813,9649,2347,340221710
"65130 Hietalahti   (Vaasa )",1,..,..,..,..,..,..
"65170 Vaskiluoto   (Vaasa )",287,28193,22891,43,167,77,8091309
"65200 Palosaari   (Vaasa )",5286,19466,16448,1589,3018,679,102894953
"65230 Vetokannas   (Vaasa )",4337,25935,22507,774,2475,1088,112480144
"65280 Gerby   (Vaasa )",5018,30528,25517,702,2710,1606,153190723
"65300 Asevelikylä   (Vaasa )",3369,28277,25713,400,1817,1152,95266063
"65320 Huutoniemi   (Vaasa )",5018,26423,21746,836,3132,1050,132588859
"65350 Suvilahti   (Vaasa )",3212,23724,20426,571,2110,531,76200290
"65370 Ristinummi   (Vaasa )",3643,20796,19047,724,2441,478,75760526
"65380 Vanha Vaasa   (Vaasa )",2561,23261,22235,465,1555,541,59571050
"65410 Sundom   (Vaasa )",1772,26714,23961,297,971,504,47337456
"65450 Sulva   (Mustasaari )",1470,27291,22983,238,864,368,40117783
"65460 Tölby-Rimal   (Mustasaari )",230,26369,25060,31,129,70,6064766
"65470 Rimal   (Mustasaari )",39,22731,22684,6,24,9,886513
