"Postal code area","Households, total, 2014 (TR)","Average income of households, 2014 (TR)","Median income of households, 2014 (TR)","Households belonging to the lowest income category, 2014 (TR)","Households belonging to the middle income category, 2014 (TR)","Households belonging to the highest income category, 2014 (TR)","Accumulated purchasing power of households, 2014 (TR)"
"51600 Haukivuori Keskus-Piitkäaho   (Mikkeli )",752,31499,25312,301,368,83,23687536
"51620 Pitkäaho   (Mikkeli )",12,..,..,..,..,..,..
"51670 Nykälä   (Mikkeli )",76,32148,25835,30,37,9,2443211
"51720 Rahula   (Mikkeli )",190,46786,45328,29,116,45,8889263
"51740 Huuhanaho   (Mikkeli )",105,40951,36015,25,56,24,4299894
"51760 Nuutilanmäki   (Juva )",134,41162,35473,37,71,26,5515730
"51780 Kuosmala   (Juva )",71,36101,32948,22,39,10,2563140
"51810 Maivala   (Juva )",70,38033,30854,24,34,12,2662307
"51820 Hatsola   (Juva )",134,38633,32051,42,68,24,5176839
"51850 Vuorenmaa   (Juva )",105,34980,29252,37,54,14,3672892
"51860 Narila   (Juva )",35,42844,35304,8,18,9,1499528
"51880 Koikkala   (Juva )",118,38505,31812,38,59,21,4543545
"51890 Risulahti   (Juva )",34,43667,38334,6,24,4,1484664
"51900 Juva Keskus   (Juva )",2364,31937,26128,813,1289,262,75499199
"51930 Paatela   (Juva )",74,42171,37150,13,47,14,3120681
"51940 Härkälä   (Juva )",57,39317,29687,18,28,11,2241059
"51980 Lauteala   (Juva )",109,41538,31279,35,57,17,4527611
"52100 Anttola   (Mikkeli )",757,36007,30558,224,436,97,27257503
"52110 Majavesi   (Mikkeli )",178,41535,38052,36,98,44,7393165
"52150 Hauhala   (Mikkeli )",63,44345,37410,16,34,13,2793750
"52200 Puumala Keskus   (Puumala )",987,34467,29020,296,553,138,34019421
"52230 Hurissalo   (Puumala )",118,40354,29842,38,56,24,4761742
"52270 Ryhälä   (Puumala )",19,..,..,..,..,..,..
"52300 Ristiina Keskus   (Mikkeli )",1414,37716,31836,356,844,214,53329902
"52320 Vitsiälä   (Mikkeli )",155,43215,39989,31,88,36,6698392
"52330 Heimari   (Mikkeli )",26,..,..,..,..,..,..
"52340 Hangastenmaa   (Mikkeli )",105,36337,29750,31,55,19,3815359
"52360 Someenjärvi   (Mikkeli )",54,34092,23521,21,25,8,1840949
"52420 Pellosniemi   (Mikkeli )",361,31687,25092,137,183,41,11438967
"52510 Hietanen   (Hirvensalmi )",246,34189,29299,75,139,32,8410487
"52520 Syväsmäki   (Hirvensalmi )",63,39377,31956,17,37,9,2480739
"52550 Hirvensalmi Keskus   (Hirvensalmi )",911,32271,26615,325,460,126,29399096
"52610 Tuukkalanlahti   (Hirvensalmi )",60,30320,22104,27,28,5,1819207
"52620 Kuitula   (Hirvensalmi )",47,45196,29049,19,20,8,2124196
"52700 Mäntyharju Keskus   (Mäntyharju )",2692,33330,26911,862,1525,305,89725472
"52720 Karankamäki-Koirakivi   (Mäntyharju )",58,33761,25411,16,36,6,1958118
"52730 Koirakivi   (Mäntyharju )",42,33899,25656,16,19,7,1423753
"52740 Tuustaipale   (Mäntyharju )",144,35949,28077,54,71,19,5176605
"52760 Mynttilä   (Mäntyharju )",45,38048,37469,15,24,6,1712161
"52780 Kuomiokoski   (Mikkeli )",71,32686,24978,27,37,7,2320689
"52830 Suomenniemi   (Mikkeli )",347,32197,25915,130,175,42,11172441
"52850 Halmeniemi   (Mäntyharju )",65,35967,28083,25,32,8,2337828
"52890 Käävänkylä   (Mäntyharju )",50,36329,28282,18,22,10,1816452
"52920 Voikoski   (Kouvola )",74,35747,28101,24,40,10,2645300
"52960 Nurmaa   (Mäntyharju )",59,33375,33682,20,32,7,1969135
"52970 Pankalahti-Ahvenainen   (Mäntyharju )",43,33760,29263,14,27,2,1451677
"52980 Ahvenainen   (Mäntyharju )",36,32300,23865,15,16,5,1162786
"53100 Lappeenranta keskus   (Lappeenranta )",6514,30600,23832,1949,3672,893,199330031
"53130 Keskussairaala-alue-Kimpinen   (Lappeenr",393,37401,29848,87,229,77,14698693
"53200 Kaukas-Tirilä   (Lappeenranta )",844,31866,27227,244,492,108,26895077
"53300 Lauritsala-Mälkiä   (Lappeenranta )",3879,35477,30180,1013,2310,556,137614962
"53400 Laihia   (Lappeenranta )",765,45037,41610,104,506,155,34452951
"53420 Mustola   (Lappeenranta )",249,40204,37686,34,173,42,10010861
"53500 Parkkarila-Harapainen-Reijola   (Lappee",2218,40433,37499,448,1388,382,89680614
"53550 Kourulanmäki   (Lappeenranta )",411,44187,41897,70,253,88,18160724
"53600 Kesämäki   (Lappeenranta )",1404,31627,25689,408,794,202,44404431
"53650 Mattila-Kuusela   (Lappeenranta )",940,37888,33489,218,584,138,35614901
"53810 Kuusimäki-Lavola   (Lappeenranta )",2169,29449,24810,746,1220,203,63874090
"53830 Rutola   (Lappeenranta )",249,47803,48324,31,163,55,11902959
"53850 Skinnarila   (Lappeenranta )",5388,32041,25484,2227,2487,674,172634275
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",1728,32210,26715,509,910,309,55658479
"53920 Voisalmi   (Lappeenranta )",1820,33081,26136,590,991,239,60207050
"53950 Kivisalmi   (Lappeenranta )",1095,35677,28244,345,597,153,39066261
"54100 Joutseno Keskus   (Lappeenranta )",2627,36395,31231,669,1536,422,95610975
"54110 Lampikangas   (Lappeenranta )",529,38824,35515,96,338,95,20538042
"54120 Pulp   (Lappeenranta )",835,37337,34216,212,507,116,31176189
"54190 Konnunsuo   (Lappeenranta )",36,35486,27751,11,22,3,1277497
"54230 Nuijamaa   (Lappeenranta )",309,39968,33866,81,172,56,12349977
"54250 Rapattila   (Lappeenranta )",77,36778,31466,24,40,13,2831889
"54260 Hanhijärvi   (Lappeenranta )",296,47531,47348,52,175,69,14069268
"54270 Vainikkala   (Lappeenranta )",216,36996,33054,58,127,31,7991110
"54300 Vilkjärvi   (Lappeenranta )",245,42550,41291,47,160,38,10424755
"54310 Hytti   (Lappeenranta )",162,47966,45971,29,101,32,7770539
"54330 Simola   (Lappeenranta )",187,38597,34223,46,111,30,7217653
"54390 Pulsa   (Lappeenranta )",75,34219,28142,26,38,11,2566454
"54410 Ylämaa Keskus   (Lappeenranta )",458,35309,30724,136,250,72,16171717
"54430 Hujakkala   (Lappeenranta )",76,38692,29826,24,41,11,2940611
"54460 Ylijärvi   (Lappeenranta )",47,29335,29129,17,25,5,1378742
"54490 Ahomäki   (Miehikkälä )",92,34474,28021,26,52,14,3171585
"54500 Taavetti-Somerharju   (Luumäki )",1529,31594,26455,513,834,182,48307663
"54510 Uro   (Luumäki )",177,40446,37736,55,85,37,7158977
"54530 Luumäki   (Luumäki )",566,43076,36657,129,301,136,24381200
"54550 Suo-Anttila   (Luumäki )",38,34852,34346,11,24,3,1324376
"54580 Somerharju   (Luumäki )",15,..,..,..,..,..,..
"54590 Kaitjärvi   (Luumäki )",62,36124,33078,17,35,10,2239718
"54710 Lemi Keskus   (Lemi )",683,33908,28765,226,369,88,23159172
"54720 Laksiainen   (Lemi )",69,38112,34154,23,37,9,2629757
"54750 Välijoki   (Savitaipale )",131,36601,30303,53,56,22,4794675
"54770 Heituinlahti   (Savitaipale )",254,36785,30450,80,135,39,9343465
"54800 Savitaipale Keskus   (Savitaipale )",1327,33992,27521,413,741,173,45107220
"54820 Kotimäki   (Lemi )",111,39758,35986,24,73,14,4413180
"54850 Kuukanniemi   (Lemi )",444,43681,40741,74,293,77,19394307
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",793,43536,40600,116,494,183,34524186
"54920 Taipalsaari   (Taipalsaari )",644,42368,37722,138,375,131,27284893
"54930 Levänen   (Taipalsaari )",132,39139,36953,43,70,19,5166395
"54940 Solkei   (Taipalsaari )",58,35337,33662,14,34,10,2049533
"54950 Pettilä   (Savitaipale )",59,29791,26028,18,36,5,1757684
"54960 Vehkataipale   (Taipalsaari )",243,47434,41435,39,140,64,11526352
"55100 Imatra Keskus   (Imatra )",5462,35225,29604,1354,3217,891,192396800
"55120 Mansikkala-Tuulikallio   (Imatra )",1901,30518,23072,698,955,248,58014482
"55300 Rauha-Tiuruniemi   (Lappeenranta )",498,36800,32023,89,340,69,18326627
"55320 Rauha   (Lappeenranta )",268,39183,34174,56,161,51,10500940
"55330 Tiuruniemi   (Lappeenranta )",35,35297,19008,14,15,6,1235385
"55400 Tainionkoski-Mustalampi   (Imatra )",642,41601,36899,124,389,129,26707733
"55420 Karhumäki-Karhukallio   (Imatra )",976,41030,38045,141,651,184,40045113
"55510 Sotkulampi-Linnasuo   (Imatra )",829,25084,20597,364,414,51,20795046
"55610 Rajapatsas-Teppanala   (Imatra )",1539,31268,27537,450,956,133,48120970
"55700 Vintteri-Virasoja   (Imatra )",676,40203,37794,80,455,141,27177517
"55800 Vuoksenniska-Saarlampi   (Imatra )",2313,32024,25296,745,1243,325,74071968
"55910 Rautio-Kurkvuori   (Imatra )",801,37372,34282,165,509,127,29935117
"56100 Ruokolahti Keskus   (Ruokolahti )",1107,35519,29431,328,597,182,39319017
"56120 Salosaari   (Ruokolahti )",361,45721,42709,43,220,98,16505130
"56140 Äitsaari   (Ruokolahti )",116,41201,37803,26,64,26,4779297
"56210 Virmutjoki   (Ruokolahti )",195,38383,34486,46,114,35,7484753
"56310 Syyspohja   (Ruokolahti )",100,41731,32921,21,51,28,4173092
"56330 Utula   (Ruokolahti )",21,..,..,..,..,..,..
"56350 Kyläniemi   (Taipalsaari )",14,..,..,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",66,41521,38629,12,40,14,2740387
"56440 Pohja-Lankila   (Ruokolahti )",105,40742,34563,30,49,26,4277892
"56510 Puntala   (Ruokolahti )",194,40138,35524,31,131,32,7786829
"56550 Niska-Pietilä   (Rautjärvi )",64,40109,37174,10,43,11,2566971
"56610 Rautjärvi   (Rautjärvi )",328,34205,30227,99,179,50,11219179
"56640 Purnujärvi   (Rautjärvi )",48,35563,32191,14,26,8,1707006
"56710 Miettilä   (Rautjärvi )",75,34379,29144,24,38,13,2578451
"56730 Laikko   (Rautjärvi )",156,35969,31641,43,86,27,5611114
"56800 Simpele   (Rautjärvi )",1344,33039,28682,415,734,195,44404917
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",2565,26591,21481,1044,1294,227,68205940
"57120 Savonlinna   (Savonlinna )",12,..,..,..,..,..,..
"57130 Savonlinna Keskus   (Savonlinna )",1296,29271,22933,425,719,152,37934786
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",1255,26374,22415,486,668,101,33099108
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",1326,33028,28342,395,784,147,43795007
"57210 Nojanmaa   (Savonlinna )",1285,35093,29973,362,778,145,45094872
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",862,26688,21727,383,438,41,23005012
"57230 Inkerinkylä   (Savonlinna )",1757,31283,27084,602,1005,150,54963925
"57310 Rinkilä   (Savonlinna )",325,40075,35284,76,201,48,13024250
"57510 Laitaatsilta   (Savonlinna )",217,44869,40034,32,152,33,9736529
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",827,41762,38651,184,484,159,34537559
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",1322,39321,36315,289,840,193,51982576
"57810 Aholahti   (Savonlinna )",152,38134,33710,43,83,26,5796313
"58130 Oravi   (Savonlinna )",63,35413,30758,19,37,7,2231030
"58140 Ahvensalmi   (Savonlinna )",39,39502,28307,14,18,7,1540577
"58150 Makkola   (Savonlinna )",98,38608,33950,24,60,14,3783549
"58160 Karvila   (Enonkoski )",81,36188,29951,29,45,7,2931202
"58170 Simanala   (Enonkoski )",107,37557,36865,29,67,11,4018569
"58175 Enonkoski Keskus   (Enonkoski )",459,32201,27914,149,262,48,14780325
"58180 Ihamaniemi   (Enonkoski )",72,37036,30192,21,45,6,2666566
"58200 Kerimäki Keskus   (Savonlinna )",1702,33149,27570,574,954,174,56419318
"58220 Louhi   (Savonlinna )",195,35048,30757,53,123,19,6834338
"58260 Kumpuranta   (Savonlinna )",86,35164,29826,25,51,10,3024109
"58300 Savonranta Keskus   (Savonlinna )",383,29279,23929,168,187,28,11213922
"58320 Raikuu   (Savonlinna )",94,34813,30166,22,58,14,3272459
"58350 Villala   (Kitee )",119,29667,25915,52,59,8,3530428
"58360 Säimen   (Savonlinna )",94,32862,28917,33,54,7,3089001
"58390 Rönkönvaara   (Savonlinna )",34,30267,27330,13,18,3,1029089
"58410 Haapakallio   (Savonlinna )",243,42200,42604,33,184,26,10254526
"58420 Silvola   (Savonlinna )",138,37497,35718,35,87,16,5174539
"58430 Kulennoinen   (Savonlinna )",201,39742,37433,42,130,29,7988122
"58450 Punkaharju   (Savonlinna )",197,40521,38792,35,122,40,7982643
"58500 Punkasalmi   (Savonlinna )",865,33132,27976,257,511,97,28659185
"58520 Hiukkajoki   (Savonlinna )",151,38030,32561,41,81,29,5742562
"58550 Putikko   (Savonlinna )",205,33918,30433,61,117,27,6953128
"58570 Ruhvana   (Savonlinna )",32,38419,34701,9,18,5,1229415
"58580 Vuoriniemi   (Savonlinna )",50,38178,26018,17,26,7,1908897
"58610 Telakanava   (Sulkava )",61,39740,31805,22,27,12,2424167
"58620 Lohilahti   (Sulkava )",156,30678,23060,67,77,12,4785699
"58650 Kiviapaja   (Savonlinna )",56,32844,25252,21,31,4,1839263
"58680 Piojärvi   (Savonlinna )",21,..,..,..,..,..,..
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",46,39760,36042,7,32,7,1828970
"58700 Sulkava Keskus   (Sulkava )",1117,31359,26509,400,618,99,35027885
"58720 Kaartilankoski   (Sulkava )",132,35306,30278,45,76,11,4660402
"58770 Pihlajalahti   (Savonlinna )",112,38175,30805,35,57,20,4275551
"58810 Kallislahti   (Savonlinna )",141,38765,33739,31,93,17,5465860
"58830 Parkumäki   (Rantasalmi )",129,37677,34319,40,75,14,4860350
"58850 Hiltula   (Rantasalmi )",48,38568,38522,17,22,9,1851284
"58900 Rantasalmi Keskus   (Rantasalmi )",1288,32019,26286,445,706,137,41241109
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",90,34096,32258,23,57,10,3068646
"58920 Kolkontaipale   (Rantasalmi )",147,37167,33898,45,82,20,5463581
"58940 Tuusmäki   (Rantasalmi )",99,44505,36683,25,57,17,4406006
"59100 Parikkala Keskus   (Parikkala )",1251,32350,26593,415,690,146,40469454
"59130 Koitsanlahti   (Parikkala )",91,36495,28408,27,51,13,3321007
"59210 Melkoniemi   (Parikkala )",74,36571,29525,26,34,14,2706285
"59310 Särkisalmi   (Parikkala )",456,37795,31393,126,259,71,17234432
"59320 Haapaoja   (Parikkala )",45,34778,31347,11,28,6,1565017
"59410 Kirjavala   (Parikkala )",205,34019,28107,67,115,23,6973900
"59510 Maironiemi   (Parikkala )",233,28960,23250,106,104,23,6747572
"59520 Saari   (Parikkala )",64,39157,29950,26,23,15,2506074
"59530 Mikkolanniemi   (Parikkala )",45,37540,33615,12,24,9,1689297
"59610 Tarnala   (Parikkala )",89,36010,27777,37,41,11,3204878
"59710 Kummunkylä   (Parikkala )",47,35272,27841,17,26,4,1657786
"59720 Niukkala   (Parikkala )",85,27745,20728,39,40,6,2358350
"59730 Uukuniemi   (Parikkala )",61,31341,25043,24,30,7,1911792
"59800 Kesälahti Keskus   (Kitee )",837,36680,26012,318,447,72,30700973
"59810 Suurikylä   (Kitee )",47,32916,25685,16,23,8,1547051
"59820 Purujärvi-Rajavaara   (Kitee )",74,37283,33055,21,37,16,2758926
"60100 Seinäjoki Keskus   (Seinäjoki )",6197,29519,22274,2258,3238,701,182930102
"60120 Pohja   (Seinäjoki )",1340,34168,27624,376,791,173,45784500
"60150 Kasperi   (Seinäjoki )",2283,33082,28359,657,1394,232,75526120
"60200 Törnävä   (Seinäjoki )",4750,40979,35326,972,2950,828,194650526
"60220 Huhtala   (Seinäjoki )",1102,32260,27006,266,697,139,35550298
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",.,.,.,.,.,.,.
"60320 Alakylä-Jouppi   (Seinäjoki )",3093,41719,35554,618,1907,568,129036067
"60420 Impivaara   (Seinäjoki )",419,52400,48352,55,272,92,21955584
"60450 Munakka   (Ilmajoki )",172,44751,45542,26,106,40,7697211
"60510 Hyllykallio   (Seinäjoki )",3494,43057,39578,494,2347,653,150439448
"60550 Nurmo Keskus   (Seinäjoki )",1774,43719,40371,310,1163,301,77557615
"60560 Halkosaari   (Seinäjoki )",250,45440,44748,36,175,39,11360006
"60640 Kurjenneva   (Seinäjoki )",239,46145,46053,26,176,37,11028753
"60720 Tuomikylä   (Ilmajoki )",726,47856,46000,91,488,147,34743716
"60760 Pohjanluoma   (Ilmajoki )",378,46157,46995,67,229,82,17447219
"60800 Ilmajoki Keskus   (Ilmajoki )",2647,38655,32181,703,1536,408,102320528
"61100 Peräseinäjoki Keskus   (Seinäjoki )",1018,32894,27638,342,565,111,33485951
"61110 Vuolle   (Seinäjoki )",83,37324,32083,14,60,9,3097891
"61120 Louko   (Seinäjoki )",256,46497,45179,38,177,41,11903173
"61140 Pasto   (Seinäjoki )",52,39596,36689,14,33,5,2059010
"61150 Sydänmaa   (Alavus )",30,32298,26801,12,17,1,968927
"61160 Koura   (Seinäjoki )",248,38863,34915,69,140,39,9637929
"61170 Sääskiniemi   (Alavus )",125,35918,34626,43,68,14,4489707
"61180 Haapaluoma   (Seinäjoki )",100,38921,31966,28,58,14,3892078
"61220 Myllysalo   (Kurikka )",102,42006,34378,31,55,16,4284654
"61230 Luopa   (Kurikka )",301,43264,36955,90,164,47,13022353
"61250 Jalasto   (Kurikka )",126,41746,33887,32,71,23,5259970
"61270 Luopajärvi   (Kurikka )",245,42710,38938,66,141,38,10463984
"61280 Jokipii   (Kurikka )",238,38565,34783,58,151,29,9178531
"61290 Taivalmaa   (Kurikka )",55,31900,27439,23,26,6,1754506
"61300 Kurikka Keskus   (Kurikka )",3199,36574,30485,947,1831,421,117001394
"61310 Panttila   (Kurikka )",330,42252,33632,91,189,50,13943009
"61330 Koskenkorva   (Ilmajoki )",927,38795,34910,249,554,124,35963322
"61340 Nopankylä   (Ilmajoki )",115,41175,36596,32,60,23,4735102
"61350 Huissi   (Ilmajoki )",168,42218,36566,42,98,28,7092675
"61360 Mieto   (Kurikka )",442,41117,37561,121,251,70,18173862
"61370 Lohiluoma   (Kurikka )",147,42776,35338,29,92,26,6288118
"61380 Polvenkylä   (Kurikka )",68,42869,38543,19,39,10,2915120
"61400 Ylistaro Keskus   (Seinäjoki )",1008,35062,27108,342,534,132,35342943
"61410 Ylistaro Asemanseutu   (Seinäjoki )",355,40157,34408,94,204,57,14255704
"61430 Isorehto   (Seinäjoki )",166,39928,32781,35,106,25,6628002
"61440 Untamala   (Seinäjoki )",83,44582,40101,11,56,16,3700323
"61450 Kylänpää   (Seinäjoki )",270,36128,31084,90,158,22,9754492
"61460 Hanhikoski   (Seinäjoki )",101,38268,38012,27,59,15,3865034
"61470 Kitinoja   (Seinäjoki )",162,44429,43752,34,102,26,7197476
"61500 Isokyrö Keskus   (Isokyrö )",1295,37521,31154,386,707,202,48589375
"61520 Lehmäjoki   (Isokyrö )",116,36090,28021,41,59,16,4186406
"61550 Orismala   (Isokyrö )",303,39496,33272,88,159,56,11967372
"61560 Orisberg   (Isokyrö )",23,..,..,..,..,..,..
"61600 Jalasjärvi Keskus   (Kurikka )",1964,33918,26628,654,1120,190,66614521
"61630 Hirvijärvi   (Kurikka )",134,41056,34857,37,69,28,5501439
"61640 Ala-Valli   (Kurikka )",100,36006,30240,26,60,14,3600647
"61650 Kalakoski   (Seinäjoki )",169,37168,32630,47,96,26,6281387
"61680 Mantila   (Kurikka )",113,37961,33991,26,67,20,4289575
"61710 Pentinmäki   (Kurikka )",119,39577,34505,38,63,18,4709719
"61720 Koskue   (Kurikka )",255,37392,30734,72,152,31,9535032
"61730 Yli-Valli   (Kurikka )",120,31637,27724,50,64,6,3796449
"61760 Ilvesjoki   (Kurikka )",143,40072,32441,53,77,13,5730269
"61800 Kauhajoki Keskus   (Kauhajoki )",4075,34369,28411,1327,2295,453,140054288
"61810 Luomankylä   (Kauhajoki )",124,37164,36482,29,80,15,4608303
"61820 Kainasto   (Kauhajoki )",268,35077,29489,99,147,22,9400655
"61840 Norinkylä   (Teuva )",149,31688,25699,54,81,14,4721440
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",1008,36265,30608,343,543,122,36555442
"61860 Harja   (Kauhajoki )",89,42798,41781,15,58,16,3809005
"61880 Ikkeläjärvi   (Kauhajoki )",85,34109,28068,32,45,8,2899279
"61910 Nummijärvi   (Kauhajoki )",133,38082,29482,47,66,20,5064895
"61920 Nummikoski   (Kauhajoki )",31,33622,31913,12,18,1,1042286
"61940 Hyyppä   (Kauhajoki )",132,35873,31875,47,76,9,4735234
"61950 Juonikylä   (Kauhajoki )",84,31345,25903,34,40,10,2632981
"61960 Kyrönlatva   (Kauhajoki )",70,31232,26643,29,36,5,2186246
"61980 Päntäne   (Kauhajoki )",437,34070,27451,163,225,49,14888628
"62100 Lapua Keskus   (Lapua )",4848,37974,32459,1226,2959,663,184096015
"62130 Hellanmaa   (Lapua )",220,40880,39760,55,142,23,8993663
"62150 Rintakangas   (Kauhava )",56,71274,39503,7,40,9,3991334
"62160 Karhunkylä   (Lapua )",241,41965,35963,53,158,30,10113675
"62165 Tiisteenjoki   (Lapua )",149,40581,34538,37,89,23,6046571
"62170 Lakaluoma   (Lapua )",124,38126,33103,28,78,18,4727578
"62175 Ylikylä-Mäenpää   (Lapua )",65,35360,30747,23,38,4,2298391
"62185 Mäki-Paavola   (Lapua )",55,44346,36250,14,32,9,2439044
"62190 Ruha   (Lapua )",241,43602,44714,45,158,38,10508174
"62200 Kauhava Keskus   (Kauhava )",2722,35606,30043,814,1569,339,96920309
"62220 Pernaa   (Kauhava )",200,40847,37365,46,125,29,8169401
"62230 Jylhä   (Kauhava )",167,39585,36142,45,100,22,6610691
"62240 Huhmarkoski   (Kauhava )",263,34581,27850,95,138,30,9094717
"62260 Hirvijoki   (Kauhava )",79,42516,37299,24,44,11,3358726
"62280 Mustamaa   (Lapua )",52,42774,39539,15,26,11,2224222
"62290 Hirvikylä   (Lapua )",115,39195,38035,34,70,11,4507370
"62295 Kauhajärvi   (Lapua )",203,34233,29469,67,118,18,6949391
"62300 Härmä   (Kauhava )",1130,36929,30742,328,663,139,41729796
"62310 Voltti   (Kauhava )",507,39129,32499,129,312,66,19838454
"62340 Kuoppa-Vakkuri   (Kauhava )",49,35039,28573,16,30,3,1716910
"62350 Ekola   (Kauhava )",48,51029,35627,11,28,9,2449411
"62370 Kangasto   (Kauhava )",76,35451,34319,20,49,7,2694287
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",1185,38530,31897,303,748,134,45658085
"62380 Kosolankylä   (Kauhava )",106,38519,30218,30,56,20,4083023
"62395 Petterinmäki   (Vöyri )",65,31831,28109,21,39,5,2069029
"62410 Rintala   (Kauhava )",129,44154,39558,32,75,22,5695838
"62420 Kortesjärvi Keskus   (Kauhava )",487,35332,28445,140,286,61,17206792
"62430 Peltotupa   (Kauhava )",53,41518,35665,9,38,6,2200439
"62435 Pirttinen   (Kauhava )",54,42786,33099,10,35,9,2310466
"62440 Perkiömäki   (Kauhava )",50,38868,34871,12,30,8,1943410
"62470 Purmojärvi   (Kauhava )",185,38107,29931,56,103,26,7049859
"62500 Evijärvi Keskus   (Evijärvi )",670,39277,31796,183,387,100,26315264
"62510 Kuoppa-aho   (Evijärvi )",148,41690,37609,27,100,21,6170059
"62520 Kautiainen   (Evijärvi )",72,44950,32019,24,36,12,3236413
"62540 Vasikka-aho   (Evijärvi )",137,38772,31446,41,74,22,5311794
"62570 Särkilä   (Evijärvi )",86,41624,41452,27,50,9,3579649
"62600 Lappajärvi Keskus   (Lappajärvi )",843,36148,31575,242,483,118,30472480
"62610 Tarvola   (Lappajärvi )",64,40248,38501,14,38,12,2575847
"62620 Ala-Seppä   (Lappajärvi )",84,37126,30972,28,48,8,3118597
"62630 Karvala   (Lappajärvi )",163,34777,28257,62,83,18,5668590
"62640 Savonkylä   (Lappajärvi )",51,39881,37438,18,28,5,2033933
"62660 Itäkylä   (Lappajärvi )",246,44533,37803,67,147,32,10955083
"62710 Kurejoki   (Alajärvi )",264,38585,33084,92,144,28,10186532
"62720 Sissala   (Alajärvi )",107,44385,43987,29,64,14,4749229
"62730 Haukkala   (Alajärvi )",78,48933,42201,21,47,10,3816763
"62740 Koskenvarsi   (Alajärvi )",84,43789,44630,15,53,16,3678268
"62750 Saukonkylä   (Alajärvi )",93,33757,28552,28,56,9,3139447
"62760 Menkijärvi   (Alajärvi )",95,35442,28080,35,54,6,3366988
"62800 Vimpeli Keskus   (Vimpeli )",1030,38512,32921,261,632,137,39666848
"62810 Savonjoki   (Vimpeli )",50,33897,32732,14,33,3,1694849
"62830 Luoma-Aho   (Alajärvi )",123,50882,43498,24,79,20,6258477
"62840 Lakaniemi-Pokela   (Vimpeli )",22,..,..,..,..,..,..
"62860 Sahi   (Vimpeli )",81,42772,36243,22,50,9,3464503
"62870 Vinni   (Vimpeli )",25,..,..,..,..,..,..
"62880 Sääksvesi-Vinni   (Vimpeli )",128,36991,31957,43,64,21,4734835
"62900 Alajärvi Keskus   (Alajärvi )",2053,36519,30759,663,1150,240,74974413
"62920 Levijoki   (Alajärvi )",33,38300,33351,11,18,4,1263889
"62940 Hoisko   (Alajärvi )",222,41264,39171,60,138,24,9160577
"62950 Paalijärvi   (Alajärvi )",175,40742,36542,54,99,22,7129929
"62990 Möksy   (Alajärvi )",62,36749,30534,21,35,6,2278446
"63100 Kuortane Keskus   (Kuortane )",763,34057,28113,242,441,80,25985658
"63120 Leppälänkylä   (Kuortane )",147,37438,30796,50,86,11,5503336
"63130 Mäyry   (Kuortane )",294,42252,38146,68,183,43,12422202
"63150 Ruona   (Kuortane )",188,37221,33146,57,107,24,6997526
"63160 Salmi   (Kuortane )",60,38541,31002,22,31,7,2312480
"63210 Niinimaa   (Alavus )",48,35669,30842,13,30,5,1712115
"63230 Lentilä   (Kuortane )",129,37689,35186,36,81,12,4861872
"63250 Rantala   (Kuortane )",44,37809,34574,12,25,7,1663613
"63300 Alavus Keskus   (Alavus )",2257,35552,28423,667,1339,251,80241710
"63320 Kattelus   (Alavus )",27,..,..,..,..,..,..
"63330 Pahajoki   (Alavus )",73,37129,34679,22,42,9,2710404
"63340 Sapsalampi   (Alavus )",93,37366,33489,22,59,12,3475045
"63350 Sulkavankylä   (Alavus )",79,47506,42569,24,42,13,3752965
"63355 Seinäjärvi   (Alavus )",49,39325,32918,19,26,4,1926941
"63360 Kuivaskylä   (Alavus )",110,37487,32837,40,59,11,4123534
"63370 Taipalus   (Alavus )",197,41887,37390,54,121,22,8251802
"63400 Alavus Asemanseutu   (Alavus )",600,33880,30476,167,386,47,20328092
"63410 Rantatöysä   (Alavus )",210,35668,28586,69,123,18,7490277
"63430 Kätkänjoki   (Alavus )",66,35371,27142,26,34,6,2334464
"63450 Löyä   (Kuortane )",28,..,..,..,..,..,..
"63500 Lehtimäki Keskus   (Alajärvi )",469,31749,26987,182,238,49,14890108
"63510 Lehtimäki Kirkonkylä   (Alajärvi )",135,34717,29562,50,71,14,4686764
"63530 Länsikylä   (Alajärvi )",74,36389,29828,28,39,7,2692773
"63540 Hernesmaa   (Alajärvi )",96,34735,31317,27,61,8,3334522
"63600 Töysä Keskus   (Alavus )",622,31170,26534,231,353,38,19387799
"63610 Tuuri   (Alavus )",487,36298,30577,135,301,51,17676953
"63640 Ritola   (Alavus )",143,37800,34955,47,81,15,5405358
"63660 Ähtärinranta   (Ähtäri )",82,34584,27366,30,44,8,2835885
