"Postal code area","Aged 18 or over, total, 2012 (HR)","Average income of inhabitants, 2012 (HR)","Median income of inhabitants, 2012 (HR)","Inhabintants belonging to the lowest income category, 2012 (HR)","Inhabitants belonging to the middle income category, 2012 (HR)","Inhabintants belonging to the highest income category, 2012 (HR)","Accumulated purchasing power of inhabitants, 2012 (HR)"
"37570 Koivuniemi  (Lempäälä)",292,25572,24260,57,149,86,7466894
"37600 Valkeakoski Keskus  (Valkeakoski)",9454,21448,19692,1612,6256,1586,202769272
"37630 Vääräkoivu  (Valkeakoski)",5558,22947,21541,941,3375,1242,127540904
"37700 Sääksmäki  (Valkeakoski)",398,21402,19556,84,249,65,8517927
"37720 Ritvala  (Valkeakoski)",156,23083,20150,33,84,39,3600882
"37740 Haukila  (Valkeakoski)",235,20779,19083,56,145,34,4883096
"37770 Tarttila  (Valkeakoski)",393,20073,18500,104,233,56,7888784
"37800 Toijala keskus  (Akaa)",7412,21982,20023,1396,4705,1311,162928127
"37830 Viiala Keskus  (Akaa)",4368,21562,19968,800,2859,709,94182818
"37850 Metsäkansa  (Valkeakoski)",294,22746,21132,59,171,64,6687427
"37860 Kärjenniemi  (Valkeakoski)",556,24893,23905,73,335,148,13840320
"37900 Kylmäkoski Asemanseutu  (Akaa)",255,19890,17750,54,170,31,5071863
"37910 Kylmäkoski Keskus  (Akaa)",1058,21777,20087,215,654,189,23040212
"37960 Sotkia  (Akaa)",219,20550,18382,48,143,28,4500355
"38100 Karkku  (Sastamala)",684,21631,19853,153,403,128,14795437
"38120 Kutala  (Sastamala)",187,23041,19276,42,108,37,4308721
"38130 Ellivuori  (Sastamala)",16,..,..,..,..,..,..
"38140 Kärppälä  (Sastamala)",297,22717,20373,74,151,72,6746951
"38200 Vammala Keskus  (Sastamala)",5260,21058,18215,1007,3467,786,110763900
"38210 Vammala Asemanseutu  (Sastamala)",3592,20467,18473,796,2346,450,73518375
"38220 Stormi  (Sastamala)",663,20865,18626,176,402,85,13833724
"38250 Roismala  (Sastamala)",1024,22704,21426,183,661,180,23248568
"38270 Sammaljoki  (Sastamala)",298,20273,15845,98,152,48,6041266
"38280 Illo  (Sastamala)",360,20861,18012,96,202,62,7509917
"38300 Kiikka  (Sastamala)",1532,21088,18823,341,968,223,32307047
"38360 Kiikoinen  (Sastamala)",989,20724,17507,282,549,158,20496440
"38370 Tervahauta  (Sastamala)",1,..,..,..,..,..,..
"38420 Häijää  (Sastamala)",786,22988,21566,148,467,171,18068618
"38460 Mouhijärvi Keskus  (Sastamala)",1399,21037,19376,311,845,243,29430361
"38470 Hyynilä  (Sastamala)",225,18711,16745,67,133,25,4209938
"38490 Haukijärvi  (Hämeenkyrö)",63,19868,17435,24,27,12,1251685
"38510 Suodenniemi  (Sastamala)",1034,20557,17977,281,586,167,21256432
"38600 Lavia Keskus  (Lavia)",1294,19636,16718,356,765,173,25408817
"38650 Yli-Putto  (Lavia)",131,18540,14631,47,70,14,2428676
"38670 Kalliala-Haunia  (Lavia)",159,19818,15385,50,84,25,3150990
"38680 Tuunajärvi  (Pomarkku)",84,20285,15847,27,45,12,1703902
"38700 Kankaanpää Keskus  (Kankaanpää)",4930,20816,18737,1134,3034,762,102622621
"38710 Myllymäki  (Kankaanpää)",1825,18073,16012,509,1144,172,32983135
"38720 Vihteljärvi  (Kankaanpää)",403,19465,15810,139,197,67,7844409
"38740 Hapuoja  (Kankaanpää)",344,20273,18000,80,211,53,6973857
"38750 Veneskoski  (Kankaanpää)",227,19474,17642,69,123,35,4420577
"38760 Venesjärvi  (Kankaanpää)",291,20230,18418,78,171,42,5886791
"38770 Lohikko  (Kankaanpää)",396,20019,17409,78,257,61,7927622
"38800 Jämijärvi Keskus  (Jämijärvi)",1408,19228,16498,428,811,169,27073625
"38840 Niinisalo  (Kankaanpää)",747,19527,18836,186,466,95,14586768
"38860 Suurimaa  (Jämijärvi)",161,20447,17318,43,96,22,3291986
"38910 Ala-Honkajoki  (Kankaanpää)",450,19310,17407,147,244,59,8689511
"38920 Vatajankoski  (Honkajoki)",207,18690,16097,61,121,25,3868883
"38950 Honkajoki Keskus  (Honkajoki)",1138,19681,16182,325,665,148,22397454
"38970 Lauhala  (Honkajoki)",232,18105,13829,96,103,33,4200463
"39100 Hämeenkyrö Keskus  (Hämeenkyrö)",2693,21377,19390,552,1674,467,57567803
"39110 Simuna  (Hämeenkyrö)",167,23783,20844,35,90,42,3971766
"39130 Sasi  (Hämeenkyrö)",548,23435,22369,123,291,134,12842443
"39150 Pinsiö  (Hämeenkyrö)",592,24567,23823,98,335,159,14543940
"39160 Julkujärvi  (Ylöjärvi)",2079,25103,24841,258,1268,553,52189574
"39170 Jumesniemi  (Hämeenkyrö)",134,23550,22488,37,62,35,3155683
"39180 Herttuala  (Hämeenkyrö)",70,23642,22161,15,38,17,1654960
"39195 Kaipio  (Hämeenkyrö)",135,21657,17455,41,74,20,2923679
"39200 Kyröskoski  (Hämeenkyrö)",3849,21608,19857,728,2467,654,83169736
"39230 Osara  (Hämeenkyrö)",169,23097,18107,38,102,29,3903379
"39290 Vesajärvi  (Hämeenkyrö)",149,21479,18630,36,85,28,3200417
"39310 Viljakkala Keskus  (Ylöjärvi)",781,20828,18449,176,486,119,16266602
"39340 Karhe  (Ylöjärvi)",224,23028,20558,48,127,49,5158348
"39360 Komi  (Ylöjärvi)",184,26844,20761,40,97,47,4939267
"39380 Lavajärvi  (Hämeenkyrö)",125,22229,20339,24,75,26,2778607
"39410 Luhalahti  (Ikaalinen)",288,25999,17474,77,158,53,7487690
"39430 Röyhiö  (Ikaalinen)",138,18973,16869,36,83,19,2618206
"39450 Sisättö  (Ikaalinen)",112,20703,15806,31,62,19,2318702
"39500 Ikaalinen Keskus  (Ikaalinen)",3939,20223,18209,920,2480,539,79657196
"39530 Kilvakkala  (Ikaalinen)",811,19693,17858,203,491,117,15970706
"39580 Riitiala  (Ikaalinen)",336,19389,17687,91,203,42,6514815
"39590 Tevaniemi  (Ikaalinen)",195,20337,16700,56,107,32,3965665
"39610 Kovelahti  (Ikaalinen)",171,20814,19036,45,96,30,3559256
"39620 Kovesjoki  (Parkano)",176,19168,16505,59,94,23,3373483
"39660 Lapinneva  (Parkano)",229,19077,15785,57,145,27,4368589
"39700 Parkano Keskus  (Parkano)",4664,19898,17692,1038,3078,548,92803611
"39750 Vatajanjärvi  (Parkano)",317,19396,16892,94,186,37,6148503
"39770 Aureskoski  (Parkano)",70,19153,15424,23,39,8,1340714
"39780 Alaskylä  (Parkano)",177,20922,20845,39,111,27,3703110
"39810 Linnankylä  (Kihniö)",295,18873,15890,95,171,29,5567446
"39820 Kihniö Keskus  (Kihniö)",1437,18319,15761,420,903,114,26324714
"39880 Kihniö Asemanseutu  (Kihniö)",96,15324,13530,42,49,5,1471098
"39920 Suomijärvi  (Karvia)",144,20880,15683,43,81,20,3006781
"39930 Karvia Keskus  (Karvia)",980,18124,15708,284,616,80,17761329
"39940 Kantti  (Karvia)",219,17380,14095,74,120,25,3806172
"39960 Sarvela  (Karvia)",376,19223,17014,107,237,32,7227676
"39965 Karviankylä  (Karvia)",150,18493,15841,49,85,16,2773964
"39980 Sara  (Karvia)",165,16876,14853,59,94,12,2784617
"39990 Alkkia  (Karvia)",87,18282,14938,29,54,4,1590550
"40100 Jyväskylä Keskus  (Jyväskylä)",12260,19526,16241,3671,6974,1615,239394866
"40200 Mannila-Taulumäki  (Jyväskylä)",2940,22516,19552,669,1707,564,66196362
"40250 Ritoniemi-Lohikoski  (Jyväskylä)",4760,23623,21534,811,2928,1021,112445380
"40270 Pappilanrinne-Pappilanvuori  (Jyväskylä)",8008,23729,22208,1212,5046,1750,190025686
"40320 Seppälän Teollisuusalue  (Jyväskylä)",3832,20099,18372,855,2489,488,77018480
"40340 Huhtasuo  (Jyväskylä)",5157,17697,16439,1276,3550,331,91264250
"40400 Halssila  (Jyväskylä)",3231,21878,21048,541,2137,553,70686438
"40420 Jyskä  (Jyväskylä)",3719,22515,21733,631,2388,700,83732633
"40500 Keljo-Ristonmaa  (Jyväskylä)",2751,20383,18470,808,1486,457,56074002
"40520 Kuokkala-Ristikivi  (Jyväskylä)",12542,21312,19264,3157,7091,2294,267295825
"40530 Keljonkangas  (Jyväskylä)",3738,24340,23141,593,2176,969,90981082
"40600 Mattilanpelto  (Jyväskylä)",1977,21562,18107,472,1121,384,42628185
"40620 Keskussairaala-alue-Kukkumäki  (Jyväskylä)",350,18651,19207,78,253,19,6528010
"40630 Kypärämäki  (Jyväskylä)",3010,22502,19823,629,1740,641,67730850
"40640 Keltinmäki  (Jyväskylä)",5435,19223,17604,1512,3165,758,104474579
"40660 Länsi-Palokka  (Jyväskylä)",485,22623,21916,84,303,98,10972170
"40700 Mäki-Matti  (Jyväskylä)",3871,18405,15747,1276,2143,452,71245338
"40720 Nisula  (Jyväskylä)",2440,20632,17404,611,1436,393,50341502
"40740 Kortepohja  (Jyväskylä)",5848,17971,15793,2095,3006,747,105094116
"40800 Vaajakoski  (Jyväskylä)",6247,22281,20613,1041,4074,1132,139189576
"40820 Vuoritsalo  (Jyväskylä)",742,20538,19237,129,517,96,15239193
"40900 Säynätsalo  (Jyväskylä)",2657,22610,20855,440,1690,527,60073580
"40930 Kinkomaa  (Muurame)",893,24323,22807,127,573,193,21720685
"40950 Muurame Keskus  (Muurame)",5743,25339,22579,944,3388,1411,145519843
"41120 Puuppola  (Jyväskylä)",1286,25020,24001,190,749,347,32175129
"41140 Kuikka  (Jyväskylä)",427,22567,21448,77,254,96,9636150
"41160 Tikkakoski  (Jyväskylä)",3485,22406,21481,594,2208,683,78085468
"41180 Vehniä  (Laukaa)",572,21144,20525,125,352,95,12094283
"41210 Jokihaara  (Uurainen)",274,23184,22576,44,176,54,6352290
"41220 Höytiä  (Uurainen)",245,20058,17332,75,133,37,4914218
"41230 Uurainen Keskus  (Uurainen)",1292,20316,18417,310,799,183,26248848
"41240 Kyynämöinen  (Uurainen)",212,19776,16148,65,118,29,4192520
"41260 Hoikankylä  (Saarijärvi)",124,18725,17879,34,76,14,2321952
"41270 Lannevesi  (Saarijärvi)",433,20944,17584,122,251,60,9068853
"41290 Kangashäkki  (Uurainen)",510,22732,22141,108,284,118,11593514
"41310 Leppävesi  (Laukaa)",2059,23792,23255,269,1354,436,48987914
"41325 Laukkavirta  (Laukaa)",227,22766,19484,49,134,44,5167838
"41330 Vihtavuori  (Laukaa)",1846,22221,21335,346,1150,350,41019823
"41340 Laukaa Keskus  (Laukaa)",4035,22344,20182,666,2665,704,90158596
"41350 Laukaa Asemanseutu  (Laukaa)",517,21404,19871,108,332,77,11066051
"41360 Valkola  (Laukaa)",376,20744,19308,108,217,51,7799638
"41370 Kuusa  (Laukaa)",805,22802,21132,185,449,171,18355985
"41390 Äijälä  (Laukaa)",330,21615,21234,74,190,66,7132804
"41400 Lievestuore  (Laukaa)",2710,20403,19003,556,1813,341,55291327
"41410 Kankainen  (Toivakka)",157,20601,17520,46,85,26,3234313
"41440 Ruuhimäki  (Toivakka)",174,21009,19403,38,105,31,3655519
"41450 Leppälahti  (Jyväskylä)",525,21718,20114,107,306,112,11402060
"41490 Niemisjärvi  (Hankasalmi)",641,19759,17214,178,382,81,12665330
"41500 Hankasalmi Asemanseutu  (Hankasalmi)",1250,18738,16516,304,819,127,23422628
"41520 Hankasalmi Keskus  (Hankasalmi)",1666,19228,16287,453,1019,194,32034366
"41530 Veneranta  (Hankasalmi)",141,18927,15283,41,85,15,2668659
"41540 Ristimäki  (Hankasalmi)",229,18522,15436,76,123,30,4241631
"41550 Hannula  (Hankasalmi)",150,18723,16253,48,83,19,2808408
"41560 Säkinmäki  (Hankasalmi)",166,18168,13394,58,96,12,3015903
"41580 Sauvamäki  (Hankasalmi)",236,17289,14389,81,133,22,4080200
"41630 Oravasaari  (Jyväskylä)",290,20624,18802,75,171,44,5981057
"41660 Toivakka Keskus  (Toivakka)",1507,20587,18537,363,946,198,31024921
"41710 Rutalahti-Kivisuo  (Joutsa)",236,21450,17922,52,153,31,5062092
"41730 Kivisuo  (Joutsa)",29,..,..,..,..,..,..
"41750 Havumäki  (Joutsa)",88,18115,13790,33,46,9,1594142
"41770 Leivonmäki  (Joutsa)",606,18087,14961,182,363,61,10960785
"41800 Korpilahti Keskus  (Jyväskylä)",2889,21068,18855,685,1715,489,60865381
"41820 Saakoski  (Jyväskylä)",243,22534,21237,54,134,55,5475665
"41840 Moksi  (Jyväskylä)",85,20181,19202,27,48,10,1715410
"41860 Rannila  (Jyväskylä)",173,24877,23277,26,102,45,4303783
"41870 Putkilahti  (Jyväskylä)",165,19396,15101,60,82,23,3200316
"41880 Oittila  (Jyväskylä)",117,19273,16226,37,65,15,2254995
"41900 Petäjävesi Keskus  (Petäjävesi)",2149,20039,18161,503,1325,321,43063710
"41920 Kintaus  (Petäjävesi)",407,22778,20778,77,244,86,9270488
"41925 Ylä-Kintaus  (Petäjävesi)",124,17418,15517,42,72,10,2159781
"41930 Kuohu  (Jyväskylä)",613,22437,21425,121,376,116,13754068
"41940 Vesanka  (Jyväskylä)",1000,22753,21706,182,618,200,22753186
"41970 Huttula  (Keuruu)",45,24488,16218,12,25,8,1101942
"41980 Kuivasmäki  (Petäjävesi)",153,18937,14961,59,70,24,2897414
"42100 Jämsä Keskus  (Jämsä)",8729,21457,18982,1834,5312,1583,187299971
"42140 Juokslahti  (Jämsä)",232,22386,20199,47,134,51,5193586
"42220 Kaipola  (Jämsä)",910,21020,19653,200,560,150,19128049
"42300 Jämsänkoski Keskus  (Jämsä)",4724,20354,18824,953,3051,720,96152820
"42330 Haavisto  (Jämsä)",325,23761,23610,66,169,90,7722221
"42440 Koskenpää  (Jämsä)",585,20080,16205,165,341,79,11746802
"42520 Asunta  (Keuruu)",139,20975,15896,36,81,22,2915513
"42560 Pohjoisjärvi  (Keuruu)",33,21283,15888,14,13,6,702325
"42600 Multia Keskus-Väätäiskylä  (Multia)",1259,19257,15630,384,732,143,24244865
"42660 Sahrajärvi  (Multia)",109,16473,13203,44,56,9,1795574
"42700 Keuruu Keskus  (Keuruu)",6813,20349,18145,1346,4615,852,138636745
"42720 Valkealahti  (Keuruu)",59,24153,26765,10,36,13,1425022
"42800 Haapamäki  (Keuruu)",1033,19520,17049,242,697,94,20164575
"42820 Riiho  (Keuruu)",67,24256,18485,15,38,14,1625141
"42830 Ylä-Kolkki  (Mänttä-Vilppula)",50,19248,16405,17,25,8,962402
"42840 Kolkki  (Mänttä-Vilppula)",123,20970,16852,40,66,17,2579338
"42850 Pohjaslahti  (Mänttä-Vilppula)",128,19315,15692,37,71,20,2472271
"42870 Kotala  (Virrat)",378,18761,16853,102,236,40,7091485
"42910 Pihlajavesi  (Keuruu)",258,18965,16188,78,144,36,4892995
"42930 Katajamäki  (Keuruu)",98,18780,15690,33,55,10,1840410
"43100 Saarijärvi Keskus  (Saarijärvi)",5345,19448,17326,1271,3446,628,103951403
"43130 Tarvaala  (Saarijärvi)",325,20383,20158,82,197,46,6624409
"43170 Häkkilä  (Saarijärvi)",234,16714,13747,92,117,25,3911165
"43220 Mahlu  (Saarijärvi)",396,19930,15925,121,219,56,7892123
"43240 Lehtola  (Saarijärvi)",148,17955,14711,59,68,21,2657332
"43250 Kolkanlahti  (Saarijärvi)",312,18675,16199,82,199,31,5826735
"43270 Kalmari  (Saarijärvi)",447,18721,15992,144,256,47,8368408
"43300 Kannonkoski Keskus  (Kannonkoski)",1088,18717,16014,318,648,122,20364357
"43340 Kannonjärvi  (Kannonkoski)",140,17391,15096,50,78,12,2434700
"43390 Lokakylä  (Kivijärvi)",76,21013,15780,21,43,12,1596971
"43420 Kukko  (Saarijärvi)",61,15915,13344,24,34,3,970822
"43430 Väätäiskylä  (Multia)",40,19183,15353,16,19,5,767326
"43440 Pylkönmäki Keskus  (Saarijärvi)",456,17012,13941,154,269,33,7757624
"43480 Pääjärvi  (Saarijärvi)",122,17153,13198,52,57,13,2092668
"43490 Kangasaho  (Karstula)",148,20906,15983,45,86,17,3094117
"43500 Karstula Keskus  (Karstula)",2458,19413,16998,583,1616,259,47717765
"43520 Kiminki  (Karstula)",220,17126,13555,91,108,21,3767626
"43540 Rantakylä-Pirttilahti  (Karstula)",109,17874,15977,27,74,8,1948309
"43560 Vahanka  (Karstula)",164,22808,14923,49,99,16,3740434
"43610 Aho  (Karstula)",92,18247,16529,30,55,7,1678763
"43640 Humppi  (Karstula)",121,18389,14697,45,62,14,2225124
"43660 Vastinki  (Karstula)",212,19189,15209,74,108,30,4068045
"43700 Kyyjärvi Keskus  (Kyyjärvi)",1044,20014,16899,261,679,104,20894110
"43720 Kumpulainen  (Kyyjärvi)",117,15722,12607,51,54,12,1839443
"43800 Kivijärvi Keskus-Sompala  (Kivijärvi)",916,17445,15246,253,596,67,15979429
"43840 Sompala  (Kivijärvi)",42,16962,14328,16,22,4,712403
"43900 Kinnula Keskus  (Kinnula)",1129,18344,15892,324,686,119,20710483
"43940 Muhola-Saarensalmi  (Kinnula)",202,16404,13551,84,102,16,3313598
"43960 Saarensalmi  (Kinnula)",62,16462,13342,21,38,3,1020630
"44100 Äänekoski Keskus  (Äänekoski)",3521,20310,17756,697,2334,490,71512898
"44120 Mämmensalmi-Mustaniemi  (Äänekoski)",2020,22167,21160,359,1256,405,44776771
"44150 Likolahti-Karhunlähde  (Äänekoski)",2686,20445,19372,617,1652,417,54914233
"44160 Huutomäki  (Äänekoski)",352,22587,21569,71,214,67,7950568
"44170 Hietama  (Äänekoski)",383,22007,21406,85,216,82,8428617
"44190 Parantala  (Äänekoski)",197,22123,20552,36,115,46,4358205
"44200 Suolahti Keskus  (Äänekoski)",3941,19488,17569,810,2749,382,76801110
"44220 Sörkänmäki  (Äänekoski)",352,23021,19097,75,221,56,8103398
"44250 Äänekoivisto  (Äänekoski)",308,22067,21564,61,190,57,6796561
"44260 Vihijärvi  (Äänekoski)",220,21400,20316,48,133,39,4707959
"44280 Sumiainen Keskus  (Äänekoski)",778,19187,16521,199,495,84,14927271
"44300 Konnevesi Keskus  (Konnevesi)",1546,20195,17165,391,966,189,31221443
"44320 Sirkkamäki  (Konnevesi)",114,20590,18015,36,60,18,2347235
"44330 Hytölä  (Konnevesi)",237,19807,16808,74,127,36,4694350
"44350 Istunmäki  (Konnevesi)",337,19261,15885,106,194,37,6490834
"44370 Mäntymäki  (Konnevesi)",165,18375,14276,58,86,21,3031859
"44400 Konginkangas Keskus  (Äänekoski)",603,19029,16813,128,412,63,11474468
"44420 Liimattala  (Äänekoski)",286,21853,20307,60,166,60,6249861
"44440 Räihä  (Äänekoski)",98,17663,16283,26,65,7,1730935
"44460 Kalaniemi  (Äänekoski)",137,20384,16136,40,69,28,2792574
"44480 Niinilahti  (Viitasaari)",143,21018,18614,38,79,26,3005523
"44500 Viitasaari Keskus  (Viitasaari)",3797,19297,17287,818,2595,384,73270425
"44530 Ilmolahti  (Viitasaari)",143,23698,19057,30,91,22,3388749
"44580 Huopanankoski  (Viitasaari)",194,18103,15530,57,118,19,3511935
"44590 Vuorilahti  (Viitasaari)",67,19868,17800,18,40,9,1331186
"44610 Kärnä  (Viitasaari)",161,18269,15450,62,79,20,2941342
"44630 Kumpumäki  (Viitasaari)",192,17028,14501,73,107,12,3269337
"44640 Kymönkoski  (Viitasaari)",330,19196,17235,100,198,32,6334605
"44670 Suovanlahti  (Viitasaari)",133,20207,16557,28,83,22,2687554
"44680 Lahnanen  (Viitasaari)",58,20090,19803,15,33,10,1165228
"44730 Löytänä  (Viitasaari)",91,19481,17145,28,56,7,1772742
"44740 Keitelepohja-Kotvala  (Viitasaari)",175,17700,15067,58,101,16,3097501
"44760 Keihärinkoski  (Viitasaari)",306,17470,15182,90,189,27,5345721
"44770 Valkeisjärvi  (Viitasaari)",16,..,..,..,..,..,..
"44790 Kotvala  (Viitasaari)",44,19688,19468,9,28,7,866265
"44800 Pihtipudas Keskus  (Pihtipudas)",2077,18929,16984,476,1401,200,39315126
"44860 Alvajärvi  (Pihtipudas)",216,19812,17161,64,127,25,4279407
"44880 Muurasjärvi  (Pihtipudas)",511,18630,14887,189,259,63,9520124
"44910 Elämäjärvi  (Pihtipudas)",218,18212,15117,64,133,21,3970242
"44920 Peninki  (Pihtipudas)",169,18668,15868,49,102,18,3154860
"44950 Kärväsjärvi  (Pihtipudas)",164,16881,14686,62,90,12,2768419
"44970 Korppinen  (Pihtipudas)",146,17142,16273,46,88,12,2502660
"45100 Kouvola Keskus  (Kouvola)",8290,21489,18887,1582,5324,1384,178145076
"45120 Kotkankallio-Vahteranmäki  (Kouvola)",3119,24317,22879,477,1878,764,75844888
"45130 Korjala-Kaunisnurmi  (Kouvola)",1552,19726,18033,392,955,205,30615308
"45150 Kankaronmäki-Eskolanmäki  (Kouvola)",4064,20410,18882,950,2481,633,82945757
"45160 Lehtomäki  (Kouvola)",4368,20546,18325,988,2761,619,89745114
"45200 Tornionmäki  (Kouvola)",5268,20209,18533,1179,3342,747,106462512
"45330 Harju  (Kouvola)",255,24738,21226,42,155,58,6308143
"45360 Kukkuramäki  (Kouvola)",2900,23762,23068,431,1801,668,68910294
"45370 Valkeala kk  (Kouvola)",2071,23062,21322,376,1226,469,47760961
"45410 Utti  (Kouvola)",689,22257,21256,130,441,118,15335287
"45460 Savero  (Kouvola)",166,19039,18789,47,99,20,3160541
"45610 Koria  (Kouvola)",3924,22475,21039,734,2477,713,88193835
"45700 Kuusankoski Keskus  (Kouvola)",7703,21244,19286,1365,5164,1174,163641526
"45720 Kotiharju-Ruhjonmäki  (Kouvola)",2231,22770,22116,384,1398,449,50799096
"45740 Maunuksela  (Kouvola)",2565,21409,19920,433,1727,405,54913406
"45750 Kuusankosken Sairaala-alue  (Kouvola)",80,17539,15140,28,47,5,1403150
"45810 Pilkanmaa  (Kouvola)",1209,22421,21621,204,811,194,27107014
"45910 Voikkaa  (Kouvola)",2244,19501,18381,490,1485,269,43759564
"45940 Oravala  (Kouvola)",249,22011,19971,47,162,40,5480781
"46110 Tuohikotti  (Kouvola)",339,19768,17780,103,182,54,6701386
"46140 Vekaranjärvi  (Kouvola)",149,20109,20045,30,99,20,2996187
"46230 Aro  (Kouvola)",403,20800,19398,100,237,66,8382303
"46400 Kaipiainen  (Kouvola)",421,19384,17394,111,260,50,8160602
"46430 Tirva-Inkerilä  (Kouvola)",246,21510,18803,73,121,52,5291512
"46450 Enäjärvi  (Kouvola)",147,21612,20419,39,82,26,3176908
"46530 Kannuskoski  (Luumäki)",143,23390,16901,33,77,33,3344703
"46570 Saaramaa  (Kouvola)",40,18827,12843,19,10,11,753084
"46710 Sippola  (Kouvola)",656,20263,17537,164,398,94,13292218
"46730 Ruotila  (Kouvola)",110,20166,17107,35,59,16,2218263
"46750 Liikkala  (Kouvola)",253,20266,18189,69,141,43,5127237
"46800 Myllykoski  (Kouvola)",3961,21172,19654,835,2437,689,83863579
"46810 Ummeljoki  (Kouvola)",1239,21933,20179,259,750,230,27175585
"46860 Anjalankoski Keskus  (Kouvola)",553,19435,18306,110,386,57,10747312
"46900 Inkeroinen  (Kouvola)",3288,20855,19556,650,2089,549,68572073
"46910 Anjala  (Kouvola)",1653,21900,20469,277,1070,306,36200085
"46930 Huruksela  (Kotka)",202,19915,17806,55,116,31,4022759
"46950 Ahvio  (Kouvola)",58,22020,17946,15,33,10,1277163
"46960 Muhniemi  (Kouvola)",277,22253,20867,67,147,63,6163982
"47110 Löytty  (Kouvola)",85,19284,19110,25,48,12,1639175
"47150 Raussila  (Kouvola)",131,23201,19169,27,74,30,3039325
"47200 Elimäki kk  (Kouvola)",2027,20698,17368,494,1236,297,41955816
"47260 Ratula  (Kouvola)",114,19839,17477,34,64,16,2261682
"47310 Haapa-Kimola  (Iitti)",223,20797,17986,61,122,40,4637704
"47350 Kimonkylä  (Lapinjärvi)",108,21495,19123,31,56,21,2321423
"47400 Kausala  (Iitti)",3902,20982,18762,765,2568,569,81871169
"47440 Sääskjärvi  (Iitti)",116,22390,20065,31,64,21,2597290
"47450 Erottaja  (Iitti)",225,21168,17754,65,115,45,4762742
"47460 Hiisiö  (Iitti)",56,19265,15595,21,25,10,1078845
"47490 Mankala-Hiisiö  (Iitti)",296,20613,16953,80,179,37,6101316
"47520 Iitti kk  (Iitti)",117,26444,23213,18,64,35,3093924
"47540 Löyttilä  (Iitti)",153,23533,21187,29,91,33,3600492
"47610 Kymentaka  (Iitti)",136,20221,17772,38,76,22,2749990
"47650 Kimola  (Kouvola)",166,21628,20372,41,96,29,3590234
"47710 Jaala kk  (Kouvola)",971,20276,17124,263,560,148,19688438
"47760 Huhdasjärvi  (Kouvola)",120,21019,17174,39,58,23,2522272
"47810 Selänpää  (Kouvola)",262,23173,18398,57,162,43,6071236
