"Postal code area","Aged 18 or over, total, 2012 (HR)","Average income of inhabitants, 2012 (HR)","Median income of inhabitants, 2012 (HR)","Inhabintants belonging to the lowest income category, 2012 (HR)","Inhabitants belonging to the middle income category, 2012 (HR)","Inhabintants belonging to the highest income category, 2012 (HR)","Accumulated purchasing power of inhabitants, 2012 (HR)"
"49900 Virolahti Keskus  (Virolahti)",1701,19762,17440,424,1041,236,33615116
"49930 Vaalimaa  (Virolahti)",145,18891,17330,42,89,14,2739221
"49960 Ala-Pihlaja  (Virolahti)",194,18902,15363,63,100,31,3666945
"49980 Ravijoki  (Virolahti)",226,21149,19932,57,127,42,4779589
"50100 Mikkeli Keskus  (Mikkeli)",8151,20755,18127,1773,5248,1130,169172548
"50120 Siekkilä  (Mikkeli)",1355,20224,18769,245,937,173,27403084
"50130 Nuijamies  (Mikkeli)",2523,21719,19529,497,1594,432,54796775
"50150 Karkialampi  (Mikkeli)",1060,21563,20892,189,713,158,22856879
"50160 Kattilansilta  (Mikkeli)",2156,18631,16914,478,1501,177,40168121
"50170 Peitsari  (Mikkeli)",4776,21167,19861,857,3212,707,101092820
"50180 Visulahti  (Mikkeli)",553,25434,24320,85,322,146,14064799
"50190 Tuppurala  (Mikkeli)",4031,21518,18987,770,2676,585,86738570
"50200 Kovala  (Mikkeli)",468,21617,19708,107,281,80,10116976
"50300 Rämälä  (Mikkeli)",275,21111,20073,60,169,46,5805603
"50350 Norola  (Mikkeli)",261,22945,21620,49,172,40,5988760
"50500 Tuukkala-Kaituenmäki  (Mikkeli)",1255,22212,20966,179,873,203,27876384
"50520 Moision Sairaala-alue  (Mikkeli)",134,21689,20411,30,79,25,2906370
"50600 Karikko  (Mikkeli)",3436,23789,22814,475,2226,735,81737912
"50670 Otava  (Mikkeli)",1462,20761,19882,320,959,183,30352506
"50700 Syysjärvi  (Mikkeli)",432,24388,23237,71,264,97,10535667
"50770 Korpikoski  (Mikkeli)",211,20679,19294,47,133,31,4363298
"50800 Annilanselkä  (Mikkeli)",451,25527,21669,91,244,116,11512874
"50970 Ihastjärvi  (Mikkeli)",1711,21628,20532,369,1046,296,37006336
"51130 Vanhamäki  (Mikkeli)",146,16878,14198,62,66,18,2464236
"51200 Kangasniemi Keskus  (Kangasniemi)",3454,19554,16544,909,2155,390,67539110
"51260 Tahkomäki  (Kangasniemi)",132,21378,18370,45,64,23,2821841
"51270 Kutemajärvi  (Kangasniemi)",198,20139,15089,70,93,35,3987520
"51310 Levä  (Kangasniemi)",123,20076,14957,36,71,16,2469409
"51335 Kaihlamäki  (Kangasniemi)",41,20964,20874,10,27,4,859511
"51340 Hännilä-Särkiharju  (Kangasniemi)",249,18503,15757,85,141,23,4607186
"51360 Koivula-Synsiö  (Kangasniemi)",165,21720,17112,48,90,27,3583877
"51380 Synsiö  (Kangasniemi)",43,20672,16490,18,17,8,888900
"51420 Harjumaa-Pajulankylä  (Mikkeli)",195,21130,16845,61,99,35,4120419
"51430 Läsäkoski  (Kangasniemi)",79,19312,18010,22,47,10,1525669
"51440 Vuojalahti  (Kangasniemi)",217,20361,17174,78,107,32,4418340
"51450 Pajulankylä  (Mikkeli)",62,18473,14769,22,33,7,1145302
"51460 Luusniemi  (Kangasniemi)",191,18623,17103,68,100,23,3556908
"51520 Hiirola  (Mikkeli)",346,20216,18941,89,203,54,6994885
"51540 Kalvitsa  (Mikkeli)",299,18803,16342,94,166,39,5622127
"51600 Haukivuori Keskus-Piitkäaho  (Mikkeli)",1250,19573,16284,309,791,150,24466542
"51620 Pitkäaho  (Mikkeli)",52,17952,14141,14,32,6,933521
"51670 Nykälä  (Mikkeli)",138,18159,15692,43,79,16,2505972
"51720 Rahula  (Mikkeli)",375,23042,22407,77,221,77,8640813
"51740 Huuhanaho  (Mikkeli)",174,22984,20676,34,114,26,3999177
"51760 Nuutilanmäki  (Juva)",238,21837,19482,60,138,40,5197233
"51780 Kuosmala  (Juva)",120,21380,16559,30,70,20,2565573
"51810 Maivala  (Juva)",130,20229,17189,39,71,20,2629733
"51820 Hatsola  (Juva)",239,20495,17094,74,126,39,4898343
"51850 Vuorenmaa  (Juva)",205,18208,15345,73,109,23,3732623
"51860 Narila  (Juva)",69,20536,19590,18,40,11,1417018
"51880 Koikkala  (Juva)",218,20726,16864,68,113,37,4518191
"51890 Risulahti  (Juva)",79,21002,15314,27,38,14,1659125
"51900 Juva Keskus  (Juva)",3901,19280,17280,971,2505,425,75210663
"51930 Paatela  (Juva)",139,22680,19979,34,84,21,3152462
"51940 Härkälä  (Juva)",109,18317,15443,41,50,18,1996564
"51980 Lauteala  (Juva)",229,20307,15723,75,119,35,4650207
"52100 Anttola  (Mikkeli)",1291,20377,18050,295,827,169,26306491
"52110 Majavesi  (Mikkeli)",334,22145,20674,73,198,63,7396485
"52150 Hauhala  (Mikkeli)",131,22999,19181,39,69,23,3012847
"52200 Puumala Keskus  (Puumala)",1730,19081,16383,495,1040,195,33010485
"52230 Hurissalo  (Puumala)",219,20659,15647,76,106,37,4524386
"52270 Ryhälä  (Puumala)",39,18569,17228,13,22,4,724194
"52300 Ristiina Keskus  (Mikkeli)",2383,21798,19837,439,1554,390,51943564
"52320 Vitsiälä  (Mikkeli)",284,22827,20752,67,156,61,6482748
"52330 Heimari  (Mikkeli)",38,21643,19809,11,21,6,822438
"52340 Hangastenmaa  (Mikkeli)",182,19273,16306,55,101,26,3507709
"52360 Someenjärvi  (Mikkeli)",98,18589,14618,39,45,14,1821747
"52420 Pellosniemi  (Mikkeli)",613,19037,15862,177,372,64,11669820
"52510 Hietanen  (Hirvensalmi)",416,19657,17813,131,231,54,8177485
"52520 Syväsmäki  (Hirvensalmi)",124,20895,17976,38,69,17,2590999
"52550 Hirvensalmi Keskus  (Hirvensalmi)",1493,19970,16094,408,896,189,29815812
"52610 Tuukkalanlahti  (Hirvensalmi)",99,18645,13846,39,48,12,1845856
"52620 Kuitula  (Hirvensalmi)",71,22405,14395,26,27,18,1590770
"52700 Mäntyharju Keskus  (Mäntyharju)",4332,20771,17702,999,2771,562,89981183
"52720 Karankamäki-Koirakivi  (Mäntyharju)",96,16704,14488,37,51,8,1603566
"52730 Koirakivi  (Mäntyharju)",76,19856,13823,29,34,13,1509091
"52740 Tuustaipale  (Mäntyharju)",253,19039,14477,92,130,31,4816754
"52760 Mynttilä  (Mäntyharju)",88,18798,16883,25,52,11,1654242
"52780 Kuomiokoski  (Mikkeli)",119,19871,16746,28,81,10,2364615
"52830 Suomenniemi  (Mikkeli)",597,19404,15341,189,329,79,11584481
"52850 Halmeniemi  (Mäntyharju)",118,19584,15422,42,56,20,2310946
"52890 Käävänkylä  (Mäntyharju)",81,19014,16421,20,51,10,1540163
"52920 Voikoski  (Mäntyharju)",124,17700,14553,45,66,13,2194767
"52960 Nurmaa  (Mäntyharju)",116,18674,17326,42,56,18,2166129
"52970 Pankalahti-Ahvenainen  (Mäntyharju)",88,18644,15317,29,52,7,1640665
"52980 Ahvenainen  (Mäntyharju)",58,18768,14531,20,30,8,1088524
"53100 Lappeenranta keskus  (Lappeenranta)",8997,21907,18810,1585,5919,1493,197100507
"53130 Keskussairaala-alue-Kimpinen  (Lappeenranta)",560,23145,20589,121,333,106,12961131
"53200 Kaukas-Tirilä  (Lappeenranta)",1252,21393,19931,215,834,203,26783583
"53300 Lauritsala-Mälkiä  (Lappeenranta)",6492,21535,19739,1211,4204,1077,139805482
"53400 Laihia  (Lappeenranta)",1420,24292,22505,235,855,330,34495217
"53420 Mustola  (Lappeenranta)",442,22861,21853,77,272,93,10104368
"53500 Parkkarila-Harapainen-Reijola  (Lappeenranta)",3922,22812,21991,669,2425,828,89469581
"53550 Kourulanmäki  (Lappeenranta)",746,22697,20979,126,465,155,16931833
"53600 Kesämäki  (Lappeenranta)",2167,21166,18913,411,1414,342,45867507
"53650 Mattila-Kuusela  (Lappeenranta)",1657,21628,20004,326,1016,315,35837019
"53810 Kuusimäki-Lavola  (Lappeenranta)",3336,19621,17561,766,2138,432,65454851
"53830 Rutola  (Lappeenranta)",454,23624,22859,75,268,111,10725322
"53850 Skinnarila  (Lappeenranta)",8579,19779,17327,2491,4728,1360,169680166
"53900 Pallo-Tysterniemi-Leiri  (Lappeenranta)",2258,21530,19473,478,1394,386,48614931
"53920 Voisalmi  (Lappeenranta)",2673,22601,19045,525,1712,436,60412408
"53950 Kivisalmi  (Lappeenranta)",1750,23599,19517,352,1092,306,41298017
"54100 Joutseno Keskus  (Lappeenranta)",4462,21627,19356,839,2886,737,96500236
"54110 Lampikangas  (Lappeenranta)",877,22443,21311,132,555,190,19682483
"54120 Pulp  (Lappeenranta)",1406,21629,20451,254,908,244,30409894
"54190 Konnunsuo  (Lappeenranta)",71,17652,15959,23,43,5,1253284
"54230 Nuijamaa  (Lappeenranta)",597,19536,17168,178,331,88,11662928
"54250 Rapattila  (Lappeenranta)",152,19290,15020,48,80,24,2932155
"54260 Hanhijärvi  (Lappeenranta)",573,23970,22972,115,323,135,13734642
"54270 Vainikkala  (Lappeenranta)",381,21172,19614,79,242,60,8066367
"54300 Vilkjärvi  (Lappeenranta)",478,22180,20728,102,295,81,10601850
"54310 Hytti  (Lappeenranta)",312,24029,23146,60,178,74,7497056
"54330 Simola  (Lappeenranta)",353,20843,19636,84,212,57,7357595
"54390 Pulsa  (Lappeenranta)",138,17720,14924,46,76,16,2445350
"54410 Ylämaa Keskus  (Lappeenranta)",829,20247,17582,189,516,124,16784735
"54430 Hujakkala  (Lappeenranta)",135,21298,15637,48,64,23,2875238
"54460 Ylijärvi  (Lappeenranta)",86,18532,15447,26,47,13,1593781
"54490 Ahomäki  (Miehikkälä)",170,18747,14795,71,77,22,3186919
"54500 Taavetti-Somerharju  (Luumäki)",2436,19889,17246,570,1543,323,48449910
"54510 Uro  (Luumäki)",358,20858,17978,100,206,52,7467332
"54530 Luumäki  (Luumäki)",982,23812,21289,219,534,229,23383260
"54550 Suo-Anttila  (Luumäki)",75,17577,14837,29,37,9,1318248
"54580 Somerharju  (Luumäki)",30,17534,13866,13,11,6,526016
"54590 Kaitjärvi  (Luumäki)",114,19860,16983,31,65,18,2264047
"54710 Lemi Keskus  (Lemi)",1144,20446,16957,279,695,170,23390527
"54720 Laksiainen  (Lemi)",124,19100,14809,45,62,17,2368357
"54750 Välijoki  (Savitaipale)",249,18496,15184,90,127,32,4605579
"54770 Heituinlahti  (Savitaipale)",495,18746,16365,159,276,60,9279406
"54800 Savitaipale Keskus  (Savitaipale)",2281,20508,17477,541,1400,340,46779488
"54820 Kotimäki  (Lemi)",213,20541,17497,60,114,39,4375163
"54850 Kuukanniemi  (Lemi)",824,22784,22428,145,491,188,18773617
"54915 Saimaanharju-Kyläniemi  (Taipalsaari)",1384,24046,22771,215,851,318,33279787
"54920 Taipalsaari  (Taipalsaari)",1195,22941,21155,223,716,256,27414855
"54930 Levänen  (Taipalsaari)",255,18515,15171,89,135,31,4721424
"54940 Solkei  (Taipalsaari)",99,24092,17808,26,50,23,2385137
"54950 Pettilä  (Savitaipale)",100,17515,16308,31,63,6,1751490
"54960 Vehkataipale  (Taipalsaari)",458,24123,20733,98,253,107,11048280
"55100 Imatra Keskus  (Imatra)",8494,21796,19672,1564,5446,1484,185137306
"55120 Mansikkala-Tuulikallio  (Imatra)",2817,20003,17256,621,1774,422,56348613
"55300 Rauha-Tiuruniemi  (Lappeenranta)",800,22195,20632,136,522,142,17755722
"55320 Rauha  (Lappeenranta)",435,22853,22123,66,276,93,9941047
"55330 Tiuruniemi  (Lappeenranta)",54,23118,19900,11,29,14,1248368
"55400 Tainionkoski-Mustalampi  (Imatra)",1156,22553,20825,224,691,241,26071575
"55420 Karhumäki-Karhukallio  (Imatra)",1768,22677,21054,260,1160,348,40092987
"55510 Sotkulampi-Linnasuo  (Imatra)",1179,17591,15802,326,756,97,20739828
"55610 Rajapatsas-Teppanala  (Imatra)",2513,19155,17902,532,1728,253,48137391
"55700 Vintteri-Virasoja  (Imatra)",1158,22544,21987,181,747,230,26106064
"55800 Vuoksenniska-Saarlampi  (Imatra)",3746,20474,17878,781,2436,529,76696513
"55910 Rautio-Kurkvuori  (Imatra)",1392,21391,20323,284,865,243,29776448
"56100 Ruokolahti Keskus  (Ruokolahti)",1854,21316,18283,339,1215,300,39520442
"56120 Salosaari  (Ruokolahti)",674,25351,23555,99,384,191,17086395
"56140 Äitsaari  (Ruokolahti)",232,19424,15834,68,123,41,4506368
"56210 Virmutjoki  (Ruokolahti)",353,21296,19627,80,213,60,7517467
"56310 Syyspohja  (Ruokolahti)",202,20541,15830,56,114,32,4149332
"56330 Utula  (Ruokolahti)",31,20874,17280,9,17,5,647103
"56350 Kyläniemi  (Taipalsaari)",20,..,..,..,..,..,..
"56410 Kaiturinpää  (Ruokolahti)",141,21245,19877,31,84,26,2995527
"56440 Pohja-Lankila  (Ruokolahti)",206,21034,16335,63,109,34,4332907
"56510 Puntala  (Ruokolahti)",346,21744,20038,71,211,64,7523382
"56550 Niska-Pietilä  (Rautjärvi)",116,19312,17971,30,70,16,2240249
"56610 Rautjärvi  (Rautjärvi)",545,19867,18202,148,324,73,10827777
"56640 Purnujärvi  (Rautjärvi)",91,16759,14082,37,48,6,1525030
"56710 Miettilä  (Rautjärvi)",129,20956,16584,33,78,18,2703370
"56730 Laikko  (Rautjärvi)",280,19812,17832,80,153,47,5547432
"56800 Simpele  (Rautjärvi)",2250,20354,17982,494,1371,385,45796445
"57100 Heikinpohja-Piispanmäki  (Savonlinna)",3491,18997,16307,822,2298,371,66318318
"57120 Savonlinna  (Savonlinna)",6,..,..,..,..,..,..
"57130 Savonlinna Keskus  (Savonlinna)",1882,20246,17195,442,1186,254,38102248
"57170 Sortteerinlahti-Talvisalo  (Savonlinna)",1845,18462,16234,414,1261,170,34063042
"57200 Miekonniemi-Venäjänniemi  (Savonlinna)",2150,21163,19118,466,1378,306,45500449
"57210 Nojanmaa  (Savonlinna)",2160,20663,19797,415,1454,291,44632819
"57220 Haka-alue-Viuhonmäki  (Savonlinna)",1381,17038,15216,382,916,83,23530165
"57230 Inkerinkylä  (Savonlinna)",2903,19278,17027,724,1881,298,55964556
"57310 Rinkilä  (Savonlinna)",580,22028,19866,125,367,88,12776343
"57510 Laitaatsilta  (Savonlinna)",403,24101,21770,59,263,81,9712665
"57600 Poukkusilta-Pihlajaniemi  (Savonlinna)",1562,22789,21426,314,919,329,35596195
"57710 Kellarpelto-Rantakoivikko  (Savonlinna)",2359,22034,20827,420,1543,396,51978842
"57810 Aholahti  (Savonlinna)",278,20292,18394,67,173,38,5641228
"58130 Oravi  (Savonlinna)",102,19861,16319,32,53,17,2025868
"58140 Ahvensalmi  (Savonlinna)",74,22219,16442,24,41,9,1644240
"58150 Makkola  (Savonlinna)",177,20669,18227,47,107,23,3658473
"58160 Karvila  (Enonkoski)",164,18023,14666,56,94,14,2955700
"58170 Simanala  (Enonkoski)",213,20312,17629,57,128,28,4326527
"58175 Enonkoski Keskus  (Enonkoski)",792,18601,15898,197,513,82,14731723
"58180 Ihamaniemi  (Enonkoski)",131,19569,15368,50,62,19,2563512
"58200 Kerimäki Keskus  (Savonlinna)",2827,19742,17093,662,1864,301,55811105
"58220 Louhi  (Savonlinna)",352,19576,17653,77,236,39,6890610
"58260 Kumpuranta  (Savonlinna)",175,18086,15363,60,98,17,3164977
"58300 Savonranta Keskus  (Savonlinna)",640,17936,14759,189,390,61,11478922
"58320 Raikuu  (Savonlinna)",168,20048,18680,44,102,22,3368103
"58350 Villala  (Kitee)",189,18427,15773,59,108,22,3482711
"58360 Säimen  (Savonlinna)",206,16598,13730,73,117,16,3419101
"58390 Rönkönvaara  (Savonlinna)",73,15232,13045,32,38,3,1111941
"58410 Haapakallio  (Savonlinna)",456,21283,20871,93,287,76,9705063
"58420 Silvola  (Savonlinna)",249,20354,19517,53,172,24,5068059
"58430 Kulennoinen  (Savonlinna)",389,20975,20060,92,238,59,8159187
"58450 Punkaharju  (Savonlinna)",352,21068,20478,69,220,63,7415951
"58500 Punkasalmi  (Savonlinna)",1444,20765,17878,277,1003,164,29984716
"58520 Hiukkajoki  (Savonlinna)",275,19764,17592,80,162,33,5435167
"58550 Putikko  (Savonlinna)",383,18933,17110,101,240,42,7251398
"58570 Ruhvana  (Savonlinna)",67,18875,15671,19,41,7,1264619
"58580 Vuoriniemi  (Savonlinna)",113,20597,15863,35,64,14,2327458
"58610 Telakanava  (Sulkava)",122,18957,16683,40,67,15,2312713
"58620 Lohilahti  (Sulkava)",264,17905,14046,97,143,24,4726805
"58650 Kiviapaja  (Savonlinna)",106,17622,13972,46,45,15,1867964
"58680 Piojärvi  (Savonlinna)",45,16852,13642,19,23,3,758344
"58690 Ala-Särkilahti-Piojärvi  (Savonlinna)",87,21965,17806,22,49,16,1910929
"58700 Sulkava Keskus  (Sulkava)",1917,18858,16197,542,1158,217,36150382
"58720 Kaartilankoski  (Sulkava)",266,18738,14954,108,118,40,4984344
"58770 Pihlajalahti  (Savonlinna)",222,18848,16508,65,135,22,4184209
"58810 Kallislahti  (Savonlinna)",271,21136,18410,61,169,41,5727970
"58830 Parkumäki  (Rantasalmi)",261,18445,15197,88,136,37,4814179
"58850 Hiltula  (Rantasalmi)",94,17736,16149,26,60,8,1667202
"58900 Rantasalmi Keskus  (Rantasalmi)",2209,19001,15895,596,1366,247,41972291
"58910 Rantasalmi Asemanseutu  (Rantasalmi)",160,17491,15062,43,103,14,2798629
"58920 Kolkontaipale  (Rantasalmi)",282,18757,16807,87,162,33,5289569
"58940 Tuusmäki  (Rantasalmi)",209,20000,16223,65,116,28,4179926
"59100 Parikkala Keskus  (Parikkala)",2069,19602,16956,520,1292,257,40556573
"59130 Koitsanlahti  (Parikkala)",164,19809,16798,53,79,32,3248707
"59210 Melkoniemi  (Parikkala)",135,18670,16403,42,76,17,2520450
"59310 Särkisalmi  (Parikkala)",807,21145,18657,173,513,121,17064354
"59320 Haapaoja  (Parikkala)",87,17232,15547,30,47,10,1499190
"59410 Kirjavala  (Parikkala)",390,17833,15042,145,206,39,6954689
"59510 Maironiemi  (Parikkala)",405,17457,14441,131,235,39,7069915
"59520 Saari  (Parikkala)",123,20680,14939,42,59,22,2543597
"59530 Mikkolanniemi  (Parikkala)",87,19226,16614,28,47,12,1672645
"59610 Tarnala  (Parikkala)",166,18982,16928,52,92,22,3151009
"59710 Kummunkylä  (Parikkala)",96,18471,14616,37,45,14,1773253
"59720 Niukkala  (Parikkala)",135,17675,14562,45,76,14,2386161
"59730 Uukuniemi  (Parikkala)",106,19254,15443,33,59,14,2040902
"59800 Kesälahti Keskus  (Kitee)",1435,19097,15957,395,899,141,27403630
"59810 Suurikylä  (Kitee)",83,19616,16049,24,44,15,1628145
"59820 Purujärvi-Rajavaara  (Kitee)",141,19809,18047,42,77,22,2793096
"60100 Seinäjoki Keskus  (Seinäjoki)",8449,20751,17468,1900,5462,1087,175323402
"60120 Pohja  (Seinäjoki)",2112,21538,19728,401,1381,330,45489105
"60150 Kasperi  (Seinäjoki)",3479,20643,19483,626,2415,438,71818053
"60200 Törnävä  (Seinäjoki)",7582,24326,22683,1199,4702,1681,184440831
"60220 Huhtala  (Seinäjoki)",1711,21617,19509,298,1156,257,36987406
"60280 Eskoon Keskuslaitosalue  (Seinäjoki)",2,..,..,..,..,..,..
"60320 Alakylä-Jouppi  (Seinäjoki)",5224,24139,22114,895,3207,1122,126104523
"60420 Impivaara  (Seinäjoki)",793,25948,24034,114,462,217,20576936
"60450 Munakka  (Ilmajoki)",308,23321,23240,45,191,72,7182970
"60510 Hyllykallio  (Seinäjoki)",5829,24714,23398,818,3634,1377,144057408
"60550 Nurmo Keskus  (Seinäjoki)",3227,24001,21736,533,2057,637,77451745
"60560 Halkosaari  (Seinäjoki)",456,25569,24635,63,295,98,11659585
"60640 Kurjenneva  (Seinäjoki)",440,26965,23129,64,274,102,11864667
"60720 Tuomikylä  (Ilmajoki)",1275,25321,23958,178,801,296,32284738
"60760 Pohjanluoma  (Ilmajoki)",738,22166,22746,152,439,147,16358219
"60800 Ilmajoki Keskus  (Ilmajoki)",4560,21539,19492,935,2867,758,98217673
"61100 Peräseinäjoki Keskus  (Seinäjoki)",1689,19936,17727,384,1085,220,33671304
"61110 Vuolle  (Seinäjoki)",157,21581,19363,34,98,25,3388279
"61120 Louko  (Seinäjoki)",502,23449,22665,95,294,113,11771635
"61140 Pasto  (Seinäjoki)",109,18015,15437,38,57,14,1963624
"61150 Sydänmaa  (Alavus)",50,17995,17859,14,32,4,899727
"61160 Koura  (Seinäjoki)",452,20524,17875,116,276,60,9276828
"61170 Sääskiniemi  (Alavus)",247,18586,15967,79,138,30,4590743
"61180 Haapaluoma  (Seinäjoki)",192,19944,18185,52,114,26,3829274
"61220 Myllysalo  (Kurikka)",193,23030,21051,47,105,41,4444840
"61230 Luopa  (Kurikka)",576,21546,18134,149,330,97,12410460
"61250 Jalasto  (Jalasjärvi)",230,21783,18234,57,135,38,5010093
"61270 Luopajärvi  (Jalasjärvi)",486,21694,19931,128,281,77,10543166
"61280 Jokipii  (Jalasjärvi)",466,20189,18381,126,280,60,9408037
"61290 Taivalmaa  (Jalasjärvi)",106,18255,15755,29,67,10,1935032
"61300 Kurikka Keskus  (Kurikka)",5513,20768,18564,1147,3615,751,114496195
"61310 Panttila  (Kurikka)",608,23160,19794,133,385,90,14081200
"61330 Koskenkorva  (Ilmajoki)",1692,20747,18444,417,1029,246,35103939
"61340 Nopankylä  (Ilmajoki)",223,20276,17008,56,129,38,4521593
"61350 Huissi  (Ilmajoki)",337,21161,17975,98,189,50,7131149
"61360 Mieto  (Kurikka)",844,21159,19573,198,507,139,17857914
"61370 Lohiluoma  (Kurikka)",303,20576,16525,81,178,44,6234511
"61380 Polvenkylä  (Kurikka)",131,21943,19084,38,70,23,2874514
"61400 Ylistaro Keskus  (Seinäjoki)",1668,21443,17956,374,1030,264,35766727
"61410 Ylistaro Asemanseutu  (Seinäjoki)",652,22606,20364,128,417,107,14738908
"61430 Isorehto  (Seinäjoki)",297,22544,21298,61,181,55,6695539
"61440 Untamala  (Seinäjoki)",164,21575,19124,35,100,29,3538232
"61450 Kylänpää  (Seinäjoki)",520,18949,16437,157,300,63,9853452
"61460 Hanhikoski  (Seinäjoki)",182,20581,17837,57,99,26,3745699
"61470 Kitinoja  (Seinäjoki)",302,22612,22532,64,179,59,6828932
"61500 Isokyrö Keskus  (Isokyrö)",2226,21140,18775,502,1350,374,47057596
"61520 Lehmäjoki  (Isokyrö)",203,19399,17444,58,120,25,3937986
"61550 Orismala  (Isokyrö)",555,20867,18133,139,332,84,11581037
"61560 Orisberg  (Isokyrö)",45,23213,17399,14,22,9,1044596
"61600 Jalasjärvi Keskus  (Jalasjärvi)",3311,20134,17486,730,2194,387,66664500
"61630 Hirvijärvi  (Jalasjärvi)",261,19951,16682,81,141,39,5207276
"61640 Ala-Valli  (Jalasjärvi)",191,20308,16649,55,110,26,3878841
"61650 Kalakoski  (Seinäjoki)",330,19417,16518,108,182,40,6407596
"61680 Mantila  (Jalasjärvi)",205,20567,17747,47,125,33,4216335
"61710 Pentinmäki  (Jalasjärvi)",233,20029,17755,67,131,35,4666765
"61720 Koskue  (Jalasjärvi)",499,18556,16096,171,274,54,9259375
"61730 Yli-Valli  (Jalasjärvi)",222,17548,15715,75,124,23,3895703
"61760 Ilvesjoki  (Jalasjärvi)",302,18710,13583,118,149,35,5650418
"61800 Kauhajoki Keskus  (Kauhajoki)",6808,20513,18169,1571,4318,919,139651859
"61810 Luomankylä  (Kauhajoki)",234,20112,18138,55,157,22,4706302
"61820 Kainasto  (Kauhajoki)",503,18719,16431,151,290,62,9415666
"61840 Norinkylä  (Teuva)",283,18325,15710,91,156,36,5185991
"61850 Kauhajoki Asemanseutu  (Kauhajoki)",1788,21931,17517,417,1137,234,39212005
"61860 Harja  (Kauhajoki)",160,21293,21465,28,109,23,3406825
"61880 Ikkeläjärvi  (Kauhajoki)",162,19153,14990,57,83,22,3102812
"61910 Nummijärvi  (Kauhajoki)",259,18630,14749,88,132,39,4825219
"61920 Nummikoski  (Kauhajoki)",63,16705,14579,23,35,5,1052419
"61940 Hyyppä  (Kauhajoki)",242,17651,15513,77,144,21,4271645
"61950 Juonikylä  (Kauhajoki)",143,17524,14566,44,87,12,2505918
"61960 Kyrönlatva  (Kauhajoki)",138,17799,14074,55,68,15,2456202
"61980 Päntäne  (Kauhajoki)",775,19192,16108,237,443,95,14873821
"62100 Lapua Keskus  (Lapua)",8294,21629,19832,1501,5440,1353,179391489
"62130 Hellanmaa  (Lapua)",444,20506,19065,108,262,74,9104463
"62150 Rintakangas  (Kauhava)",121,36313,20468,23,75,23,4393873
"62160 Karhunkylä  (Lapua)",469,20801,19333,125,267,77,9755742
"62165 Tiisteenjoki  (Lapua)",277,20915,18546,59,170,48,5793569
"62170 Lakaluoma  (Lapua)",243,18378,16576,76,142,25,4465764
"62175 Ylikylä-Mäenpää  (Lapua)",139,16677,14425,48,83,8,2318045
"62185 Mäki-Paavola  (Lapua)",128,19641,16885,40,69,19,2514003
"62190 Ruha  (Lapua)",477,22611,21563,95,303,79,10785451
"62200 Kauhava Keskus  (Kauhava)",4599,20843,19015,901,3047,651,95857373
"62220 Pernaa  (Kauhava)",382,20634,19518,95,223,64,7882325
"62230 Jylhä  (Kauhava)",333,20422,18763,91,192,50,6800413
"62240 Huhmarkoski  (Kauhava)",503,18767,16185,184,247,72,9439845
"62260 Hirvijoki  (Kauhava)",173,20045,15719,53,94,26,3467747
"62280 Mustamaa  (Lapua)",111,19360,16226,39,56,16,2148956
"62290 Hirvikylä  (Lapua)",249,18567,15712,77,141,31,4623090
"62295 Kauhajärvi  (Lapua)",389,17974,15366,124,235,30,6991785
"62300 Härmä  (Kauhava)",1964,20984,18346,451,1239,274,41212961
"62310 Voltti  (Kauhava)",976,21199,18103,250,583,143,20690263
"62340 Kuoppa-Vakkuri  (Kauhava)",90,18724,17025,25,54,11,1685168
"62350 Ekola  (Kauhava)",103,22680,18322,24,59,20,2336065
"62370 Kangasto  (Kauhava)",187,19309,17448,24,144,19,3610745
"62375 Ylihärmä Keskus-Vesiluoma  (Kauhava)",2085,21839,19098,399,1406,280,45534112
"62380 Kosolankylä  (Kauhava)",193,20624,16857,57,110,26,3980474
"62395 Petterinmäki  (Vöyri)",115,18578,16227,35,68,12,2136478
"62410 Rintala  (Kauhava)",274,20725,18951,78,157,39,5678736
"62420 Kortesjärvi Keskus  (Kauhava)",898,19658,16979,203,587,108,17652898
"62430 Peltotupa  (Kauhava)",115,19850,17699,34,60,21,2282694
"62435 Pirttinen  (Kauhava)",104,22815,18611,26,60,18,2372790
"62440 Perkiömäki  (Kauhava)",101,21244,20566,23,60,18,2145605
"62470 Purmojärvi  (Kauhava)",361,19780,16399,107,207,47,7140566
"62500 Evijärvi Keskus  (Evijärvi)",1295,20300,17312,320,795,180,26287998
"62510 Kuoppa-aho  (Evijärvi)",288,20880,20449,59,193,36,6013407
"62520 Kautiainen  (Evijärvi)",120,21903,15892,37,64,19,2628322
"62540 Vasikka-aho  (Evijärvi)",254,19713,17518,58,160,36,5007053
"62570 Särkilä  (Evijärvi)",167,19893,17596,46,104,17,3322166
"62600 Lappajärvi Keskus  (Lappajärvi)",1571,19397,16804,405,974,192,30473342
"62610 Tarvola  (Lappajärvi)",125,18805,16518,35,73,17,2350574
"62620 Ala-Seppä  (Lappajärvi)",177,18185,15212,52,111,14,3218782
"62630 Karvala  (Lappajärvi)",312,18781,14800,108,174,30,5859776
"62640 Savonkylä  (Lappajärvi)",119,17500,14214,51,56,12,2082467
"62660 Itäkylä  (Lappajärvi)",534,20679,16801,151,321,62,11042844
"62710 Kurejoki  (Alajärvi)",593,17775,15958,203,330,60,10540599
