"Postal code area","Inhabitants, 2016 (PT)","Employed, 2016 (PT)","Unemployed, 2016 (PT)","Children aged 0 to 14, 2016 (PT)","Students, 2016 (PT)","Pensioners, 2016 (PT)","Others, 2016 (PT)"
"66360 Kesti   (Kurikka )",387,142,18,46,18,158,5
"66370 Närvijoki   (Kurikka )",277,96,19,25,10,121,6
"66400 Laihia Keskus   (Laihia )",6136,2575,285,1311,353,1497,115
"66420 Ruto   (Laihia )",350,153,18,68,18,87,6
"66430 Vedenoja   (Vaasa )",176,77,12,34,8,42,3
"66440 Tervajoki   (Isokyrö )",1958,822,114,376,117,495,34
"66450 Jakkula   (Laihia )",864,372,37,180,47,210,18
"66460 Haapala   (Laihia )",353,143,15,62,19,107,7
"66470 Jukaja-Jokisalo   (Laihia )",328,129,15,54,25,99,6
"66500 Vähäkyrö Keskus   (Vaasa )",2272,888,119,421,138,656,50
"66510 Merikaarto   (Vaasa )",1273,556,49,285,90,263,30
"66520 Veikkaala   (Mustasaari )",566,245,20,94,32,165,10
"66530 Koivulahti   (Mustasaari )",1838,828,60,402,109,400,39
"66540 Petsmo   (Mustasaari )",587,257,33,125,18,141,13
"66550 Västerhankmo   (Mustasaari )",310,160,12,44,10,75,9
"66560 Österhankmo   (Mustasaari )",241,109,7,44,16,57,8
"66580 Kuni   (Mustasaari )",390,179,17,76,27,83,8
"66590 Vassor   (Mustasaari )",178,96,3,35,8,33,3
"66600 Vöyri Keskus   (Vöyri )",2799,1164,92,498,172,799,74
"66640 Maksamaa   (Vöyri )",1067,485,44,198,30,277,33
"66660 Bertby   (Vöyri )",145,75,3,27,10,29,1
"66680 Kaurajärvi   (Vöyri )",98,47,2,15,3,30,1
"66710 Kaitsor   (Vöyri )",255,119,9,51,13,55,8
"66730 Oxkangar   (Vöyri )",67,22,3,14,2,26,0
"66800 Oravainen Keskus   (Vöyri )",997,390,39,177,72,282,37
"66810 Kimo   (Vöyri )",311,126,13,45,20,88,19
"66820 Komossa   (Vöyri )",226,95,5,38,15,72,1
"66830 Oravaisten Tehdas   (Vöyri )",499,224,26,85,36,103,25
"66840 Pensala   (Uusikaarlepyy )",339,170,5,51,16,91,6
"66850 Jepua   (Uusikaarlepyy )",961,430,27,166,44,260,34
"66900 Uusikaarlepyy Keskus   (Uusikaarlepyy )",4002,1743,115,711,244,1069,120
"66910 Soklot   (Uusikaarlepyy )",480,234,11,127,30,69,9
"66930 Kovjoki   (Uusikaarlepyy )",236,113,5,49,10,53,6
"66950 Munsala   (Uusikaarlepyy )",950,423,22,181,41,255,28
"66970 Hirvlax   (Uusikaarlepyy )",468,194,13,78,11,161,11
"66980 Monå   (Uusikaarlepyy )",128,47,6,22,2,43,8
"66999 Kaukaluoto   (Mustasaari )",67,26,4,11,3,21,2
"67100 Kokkola Keskus   (Kokkola )",10179,3910,753,1134,950,3085,347
"67200 Kiviniitty-Tullimäki   (Kokkola )",4433,1857,235,672,381,1155,133
"67300 Halkokari   (Kokkola )",3956,1697,179,731,258,1005,86
"67400 Rytimäki   (Kokkola )",4771,2115,182,1236,342,782,114
"67410 Vitsari   (Kokkola )",800,324,40,159,45,207,25
"67500 Sokoja   (Kokkola )",1130,488,33,243,84,257,25
"67600 Linnusperä-Kaustari   (Kokkola )",2986,1272,99,757,242,552,64
"67700 Kirkonmäki-Isokylä   (Kokkola )",5120,2112,216,1367,364,947,114
"67800 Koivuhaka   (Kokkola )",3723,1210,310,660,254,1111,178
"67900 Ykspihjala   (Kokkola )",1390,549,82,281,86,352,40
"68100 Himanka Keskus   (Kalajoki )",2519,960,129,393,151,836,50
"68150 Hillilä   (Kalajoki )",304,119,16,40,18,100,11
"68210 Marinkainen   (Kokkola )",911,370,43,165,53,262,18
"68220 Karhi   (Kokkola )",128,62,6,25,5,28,2
"68230 Lohtaja Keskus   (Kokkola )",1151,456,57,206,61,338,33
"68240 Ala-Viirre   (Kokkola )",346,139,19,61,21,101,5
"68300 Kälviä Keskus   (Kokkola )",3880,1535,188,860,252,960,85
"68320 Ruotsalo   (Kokkola )",789,340,38,195,37,156,23
"68370 Ullava Keskus   (Kokkola )",394,132,21,82,26,126,7
"68380 Yli-Ullava   (Kokkola )",344,142,16,57,19,99,11
"68390 Rahkonen   (Kokkola )",149,61,7,31,7,40,3
"68410 Alaveteli   (Kruunupyy )",1633,727,46,320,103,398,39
"68500 Kruunupyy Keskus   (Kruunupyy )",2888,1239,79,509,213,781,67
"68530 Lepplax   (Pedersören kunta )",639,264,9,234,39,69,24
"68550 Öja   (Kokkola )",722,327,27,92,43,217,16
"68555 Bosund   (Luoto )",1047,447,13,341,71,154,21
"68560 Eugmo   (Luoto )",992,396,17,340,70,133,36
"68570 Luoto   (Luoto )",2265,957,49,641,149,402,67
"68580 Furuholmen   (Luoto )",829,391,19,182,68,144,25
"68600 Pietarsaari Keskus   (Pietarsaari )",11608,4731,536,1916,736,3246,443
"68620 Skutnäs-Västermalm   (Pietarsaari )",4897,2119,221,811,377,1224,145
"68630 Kyrkostrand   (Pietarsaari )",2547,1161,95,523,150,567,51
"68660 Östermalm-Björnholmen   (Pietarsaari )",2167,712,120,289,122,809,115
"68690 Sundby   (Pedersören kunta )",354,163,14,60,18,93,6
"68700 Teerijärvi   (Kruunupyy )",1801,796,55,266,132,521,31
"68750 Småbönders   (Kruunupyy )",264,105,5,41,14,90,9
"68800 Kolppi   (Pedersören kunta )",1179,575,25,259,91,209,20
"68810 Ytteresse   (Pedersören kunta )",1586,696,25,508,133,185,39
"68820 Ähtävä   (Pedersören kunta )",1140,502,25,234,90,264,25
"68830 Bäckby   (Pedersören kunta )",139,70,5,23,7,31,3
"68840 Nederlappfors   (Pedersören kunta )",329,142,8,53,25,96,5
"68870 Edsevö   (Pedersören kunta )",530,212,17,111,33,146,11
"68910 Pännäinen   (Pedersören kunta )",1302,557,42,286,87,299,31
"68920 Forsby   (Pedersören kunta )",464,209,9,108,24,105,9
"68930 Purmo   (Pedersören kunta )",675,314,11,126,42,170,12
"68940 Lillby   (Pedersören kunta )",496,212,18,99,24,132,11
"68970 Överpurmo   (Pedersören kunta )",225,97,11,30,11,74,2
"68999 Rita   (Kokkola )",72,30,1,9,4,26,2
"69100 Kannus Keskus   (Kannus )",5039,1971,268,940,378,1340,142
"69150 Eskola   (Kannus )",438,164,33,62,25,139,15
"69170 Yli-Kannus   (Kannus )",289,113,11,74,17,65,9
"69300 Toholampi Keskus   (Toholampi )",2142,747,94,445,134,653,69
"69310 Laitala   (Toholampi )",352,125,16,88,31,82,10
"69330 Määttälä   (Toholampi )",138,46,4,21,12,51,4
"69340 Purontaka   (Toholampi )",157,62,4,35,16,38,2
"69410 Sykäräinen   (Toholampi )",450,182,17,79,21,137,14
"69420 Syri   (Lestijärvi )",56,24,2,6,7,15,2
"69440 Lestijärvi Keskus   (Lestijärvi )",482,167,22,69,23,183,18
"69450 Yli-Lesti   (Lestijärvi )",232,74,14,39,20,75,10
"69510 Halsua Keskus-Marjusaari   (Halsua )",831,319,23,103,65,305,16
"69550 Kanala   (Halsua )",93,30,5,11,7,37,3
"69570 Karvonen   (Halsua )",292,101,15,50,26,96,4
"69600 Kaustinen Keskus   (Kaustinen )",4039,1774,156,767,244,985,113
"69660 Köyhäjoki   (Kaustinen )",235,89,8,46,18,71,3
"69700 Veteli Keskus   (Veteli )",1397,547,57,230,79,447,37
"69730 Tunkkari   (Veteli )",520,232,20,109,32,114,13
"69750 Sillanpää   (Veteli )",173,77,4,20,13,56,3
"69820 Räyrinki   (Veteli )",649,260,25,82,35,235,12
"69830 Pulkkinen   (Veteli )",262,94,8,40,14,103,3
"69850 Patana   (Veteli )",214,88,11,36,11,63,5
"69910 Kivikangas   (Perho )",51,17,2,4,0,27,1
"69920 Oksakoski-Kivikangas   (Perho )",533,184,24,129,33,144,19
"69950 Perho Keskus-Salamajärvi   (Perho )",1295,425,61,301,89,381,38
"69970 Salamajärvi   (Perho )",33,7,3,4,2,16,1
"69980 Möttönen   (Perho )",996,319,41,319,89,206,22
"70100 Kuopio Keskus   (Kuopio )",11973,4922,740,720,1338,3987,266
"70110 Etu-Niirala   (Kuopio )",3755,1659,245,149,582,1034,86
"70150 Neulamäki   (Kuopio )",5186,2230,463,512,884,912,185
"70200 Puijonlaakso   (Kuopio )",6679,2685,315,675,902,1947,155
"70210 Kuopion Keskussairaala-alue   (Kuopio )",59,10,3,1,1,44,0
"70240 Niuvaniemen Sairaala-alue   (Kuopio )",96,43,2,9,5,37,0
"70260 Julkula   (Kuopio )",2465,1125,103,482,147,571,37
"70280 Länsi-Puijo   (Kuopio )",2210,882,167,343,186,539,93
"70300 Linnanpelto   (Kuopio )",1223,573,75,186,109,256,24
"70340 Inkilänmäki   (Kuopio )",3679,1469,285,519,291,998,117
"70400 Kettulanlahti   (Kuopio )",1015,465,82,146,81,220,21
"70420 Päiväranta   (Kuopio )",2404,972,149,450,194,573,66
"70460 Saarijärvi   (Kuopio )",3950,1501,333,515,327,1148,126
"70500 Männistö   (Kuopio )",6903,2507,556,639,674,2292,235
"70600 Niirala-Huuhanmäki   (Kuopio )",3294,1568,164,366,540,597,59
"70620 Haapaniemi   (Kuopio )",2270,925,144,275,213,655,58
"70700 Särkiniemi   (Kuopio )",3938,1633,282,633,452,818,120
"70780 Jynkkä   (Kuopio )",4826,2046,337,784,414,1119,126
"70800 Pitkälahti   (Kuopio )",3355,1512,246,678,277,565,77
"70820 Litmanen   (Kuopio )",13410,5888,1060,3139,1182,1684,457
"70840 Jynkänmäki   (Kuopio )",6514,3244,284,1781,456,633,116
"70870 Hiltulanlahti   (Kuopio )",2603,1195,125,609,166,470,38
"70900 Toivala   (Siilinjärvi )",2968,1416,118,713,252,413,56
"70910 Vuorela   (Siilinjärvi )",3073,1333,135,540,196,818,51
"70940 Jännevirta   (Kuopio )",567,260,17,110,49,122,9
"71130 Kortejoki   (Kuopio )",557,197,25,85,39,198,13
"71150 Vartiala   (Kuopio )",635,255,30,109,56,165,20
"71160 Riistavesi   (Kuopio )",1505,594,82,251,89,468,21
"71170 Laukka-aho   (Tuusniemi )",108,37,4,25,3,38,1
"71200 Tuusniemi Keskus   (Tuusniemi )",1527,451,99,149,59,716,53
"71210 Tuusjärvi   (Tuusniemi )",227,88,15,27,16,77,4
"71240 Paakkila   (Tuusniemi )",230,83,12,31,18,78,8
"71260 Juurikkamäki   (Tuusniemi )",169,45,10,23,17,67,7
"71280 Kosula   (Tuusniemi )",228,74,21,15,5,102,11
"71310 Vehmersalmi Keskus   (Kuopio )",1212,408,70,148,66,499,21
"71330 Räsälä   (Kuopio )",354,140,17,60,17,110,10
"71360 Litmaniemi   (Kuopio )",168,63,13,21,7,63,1
"71380 Mustinlahti   (Kuopio )",142,43,7,7,2,81,2
"71460 Paukarlahti   (Leppävirta )",477,205,30,106,33,97,6
"71470 Oravikoski   (Leppävirta )",428,177,24,72,26,114,15
"71480 Kurkimäki   (Kuopio )",1119,530,39,285,104,138,23
"71490 Airaksela   (Kuopio )",271,121,10,57,16,66,1
"71520 Kaislastenlahti   (Kuopio )",327,166,11,72,20,48,10
"71570 Syvänniemi   (Kuopio )",1317,626,59,296,110,200,26
"71610 Salonkulma   (Kuopio )",5,..,..,..,..,..,..
"71640 Talluskylä   (Tervo )",212,82,17,10,8,90,5
"71650 Hirvilahti-Salonkulma   (Kuopio )",454,209,30,63,23,122,7
"71660 Leinolanlahti   (Kuopio )",108,46,1,10,5,42,4
"71670 Kurolanlahti   (Kuopio )",94,27,9,10,3,44,1
"71680 Pulkonkoski-Saarinen   (Kuopio )",217,100,13,30,10,58,6
"71690 Varpasmaa   (Kuopio )",15,..,..,..,..,..,..
"71720 Käärmelahti   (Kuopio )",630,287,29,167,47,87,13
"71730 Kinnulanlahti   (Kuopio )",593,275,31,97,29,146,15
"71740 Tavinsalmi   (Kuopio )",88,38,6,10,3,29,2
"71745 Haatala   (Kuopio )",43,20,0,9,3,11,0
"71750 Maaninka Keskus   (Kuopio )",1101,357,45,154,59,458,28
"71760 Ahkionlahti-Vianta   (Kuopio )",268,106,17,34,15,90,6
"71775 Tuovilanlahti-Haatala   (Kuopio )",422,160,24,69,29,126,14
"71800 Siilinjärvi Keskus   (Siilinjärvi )",10579,4289,491,2025,752,2779,243
"71820 Pöljä   (Siilinjärvi )",836,343,45,200,67,164,17
"71840 Kuuslahti   (Siilinjärvi )",550,237,22,121,38,120,12
"71850 Leppäkaarre   (Siilinjärvi )",2074,897,131,393,141,462,50
"71870 Harjamäki   (Siilinjärvi )",464,195,22,143,45,47,12
"71890 Hamula   (Siilinjärvi )",947,405,37,223,74,189,19
"71910 Alapitkä   (Lapinlahti )",813,362,52,122,50,201,26
"71920 Pajujärvi   (Lapinlahti )",404,160,31,84,27,93,9
"71950 Lammasaho   (Kuopio )",110,56,7,10,8,27,2
"71960 Lukkarila   (Lapinlahti )",232,73,17,33,19,84,6
"72100 Karttula Keskus   (Kuopio )",1650,554,116,226,85,620,49
"72140 Itä-Karttula-Riuttasenpää   (Kuopio )",42,12,3,14,5,7,1
"72210 Tervo Keskus-Eliaksela   (Tervo )",1154,394,57,126,61,486,30
"72220 Eliaksela   (Tervo )",58,23,1,6,2,24,2
"72300 Vesanto Keskus   (Vesanto )",1278,377,65,155,44,612,25
"72310 Niinivesi   (Vesanto )",250,91,9,22,18,107,3
"72330 Tiitilänkylä   (Vesanto )",116,38,7,10,8,50,3
"72350 Pienola   (Vesanto )",280,103,19,31,19,107,1
"72360 Närhilä   (Vesanto )",97,33,5,3,3,52,1
"72380 Horontaipale   (Vesanto )",115,52,7,13,8,32,3
"72400 Pielavesi Keskus-Jylänki   (Pielavesi )",2755,826,118,399,143,1164,105
"72430 Kumpula   (Pielavesi )",253,89,16,50,9,81,8
"72490 Saarinen   (Kuopio )",14,..,..,..,..,..,..
"72510 Jokijärvi   (Pielavesi )",96,33,12,7,3,38,3
"72530 Säviäntaipale   (Pielavesi )",217,89,5,25,7,87,4
"72550 Säviä   (Pielavesi )",308,93,9,49,17,128,12
"72570 Vuorikylä   (Pielavesi )",112,41,5,18,5,41,2
"72600 Keitele Keskus   (Keitele )",1981,699,91,233,112,791,55
"72630 Kuusela-Rajala   (Keitele )",100,44,4,18,6,25,3
"72710 Vaaraslahti   (Pielavesi )",445,165,20,70,30,151,9
"72740 Laukkala   (Pielavesi )",133,45,4,15,1,65,3
"72810 Jylhänkylä   (Pielavesi )",144,42,8,26,6,59,3
"72840 Saarela   (Pielavesi )",98,28,6,16,0,43,5
"72930 Tossavanlahti   (Keitele )",107,36,8,6,5,51,1
"72950 Porttila   (Keitele )",83,30,4,6,4,38,1
"72980 Petäjäkylä   (Keitele )",75,27,2,5,5,36,0
"73100 Lapinlahti Keskus   (Lapinlahti )",4982,1820,304,794,342,1595,127
"73110 Mäntylahti-Karvasalmi   (Lapinlahti )",277,91,23,49,16,88,10
"73120 Nerkoo-Horsmanmäki   (Lapinlahti )",547,235,26,119,34,118,15
"73200 Varpaisjärvi Keskus   (Lapinlahti )",1766,599,125,226,85,688,43
"73230 Syvärinpää   (Lapinlahti )",328,138,17,49,12,107,5
"73250 Korpijärvi   (Lapinlahti )",191,66,10,22,6,85,2
"73300 Nilsiä Keskus   (Kuopio )",3090,947,157,398,154,1341,93
"73310 Tahkovuori   (Kuopio )",105,51,11,14,8,16,5
"73320 Reittiö   (Kuopio )",1247,516,78,175,68,380,30
"73350 Haluna   (Kuopio )",443,178,22,93,19,118,13
"73360 Pajulahti   (Kuopio )",616,249,26,138,33,155,15
"73410 Pieksänkoski   (Kuopio )",240,91,14,21,14,94,6
"73460 Muuruvesi   (Kuopio )",730,236,59,101,37,277,20
"73470 Västinniemi   (Kuopio )",314,144,22,40,15,88,5
"73500 Juankoski Keskus   (Kuopio )",2776,914,211,310,136,1140,65
"73600 Kaavi Keskus   (Kaavi )",2147,655,114,287,122,908,61
"73620 Kortteinen-Rasilampi   (Kaavi )",245,88,18,26,10,98,5
"73640 Sivakkavaara   (Kaavi )",101,23,9,6,5,54,4
"73645 Niinivaara-Onnivaara   (Kaavi )",88,22,7,10,1,42,6
"73670 Luikonlahti   (Kaavi )",495,133,47,72,31,192,20
"73710 Viitaniemi   (Kuopio )",157,55,14,4,9,71,4
"73730 Losomäki   (Kuopio )",72,20,4,3,2,43,0
"73770 Säyneinen-Ala-Siikajärvi   (Kuopio )",517,168,30,65,28,213,13
"73810 Palonurmi-Aholansaari   (Kuopio )",305,115,13,48,14,109,6
"73830 Keski-Siikajärvi   (Kuopio )",246,82,8,43,12,101,0
"73850 Ala-Luosta-Riitasalo   (Rautavaara )",98,41,7,11,2,33,4
"73860 Pykälikkö   (Rautavaara )",0,0,0,0,0,0,0
"73900 Rautavaara Keskus   (Rautavaara )",1334,367,94,124,49,654,46
"73970 Riitasalo   (Rautavaara )",14,..,..,..,..,..,..
"73990 Kangaslahti   (Rautavaara )",149,41,12,18,9,64,5
"74100 Iisalmi Keskus, Eteläinen   (Iisalmi )",3815,1300,284,339,269,1532,91
"74120 Iisalmi Keskus Pohjoinen   (Iisalmi )",6394,2513,415,883,417,2034,132
"74130 Kihmula   (Iisalmi )",4853,1895,388,837,396,1194,143
"74140 Ritoniemi   (Iisalmi )",1194,521,64,231,65,292,21
"74150 Laidunmäki   (Iisalmi )",1024,430,60,176,54,279,25
"74160 Koljonvirta   (Iisalmi )",1084,459,61,240,59,247,18
"74170 Soinlahti   (Iisalmi )",924,394,45,192,75,201,17
"74200 Vieremä Keskus   (Vieremä )",2338,917,131,342,128,767,53
"74230 Salahmi   (Vieremä )",424,184,21,81,27,99,12
"74240 Marttisenjärvi   (Vieremä )",151,57,5,20,13,51,5
"74250 Nissilä   (Vieremä )",101,27,9,3,4,58,0
"74270 Kauppilanmäki   (Vieremä )",462,207,22,72,24,127,10
"74300 Sonkajärvi Keskus   (Sonkajärvi )",2738,959,186,383,138,1007,65
"74340 Sukeva-Kainuunmäki   (Sonkajärvi )",731,225,63,92,32,299,20
"74345 Kalliosuo   (Sonkajärvi )",79,20,11,10,5,29,4
"74360 Sonkakoski   (Sonkajärvi )",165,66,11,24,9,51,4
"74380 Jyrkkä   (Sonkajärvi )",85,20,12,8,1,41,3
"74390 Laakajärvi   (Sotkamo )",66,28,1,4,2,28,3
"74420 Hernejärvi   (Sonkajärvi )",302,123,21,50,11,88,9
"74470 Paloinen   (Lapinlahti )",168,58,17,28,8,53,4
"74490 Koirakoski   (Sonkajärvi )",123,34,4,10,4,70,1
"74510 Peltosalmi-Sourunsalo   (Iisalmi )",778,304,62,154,37,195,26
"74520 Kirmanranta   (Iisalmi )",536,234,28,105,22,138,9
"74540 Kotikylä   (Iisalmi )",165,70,7,30,7,46,5
"74550 Pörsänmäki   (Iisalmi )",224,90,12,34,17,64,7
"74590 Kurenpolvi   (Vieremä )",317,134,12,55,11,98,7
"74595 Runni   (Iisalmi )",647,227,44,126,35,205,10
"74610 Honkaranta   (Kiuruvesi )",188,76,15,31,14,51,1
"74630 Heinäkylä   (Kiuruvesi )",221,85,16,27,17,70,6
"74640 Sulkavanjärvi   (Kiuruvesi )",165,67,10,24,10,50,4
"74670 Rapakkojoki   (Kiuruvesi )",122,54,3,25,3,34,3
"74680 Myllyniemi   (Kiuruvesi )",425,147,21,77,31,139,10
"74700 Kiuruvesi Keskus   (Kiuruvesi )",6174,2134,399,861,366,2271,143
"74720 Niemiskylä   (Kiuruvesi )",222,78,18,52,11,60,3
"74740 Aittojärvi   (Kiuruvesi )",313,122,21,47,15,98,10
"74770 Kalliokylä   (Kiuruvesi )",71,24,2,14,0,29,2
"74840 Koppeloharju   (Kiuruvesi )",288,105,22,56,16,83,6
"74940 Remeskylä-Tihilänkangas   (Kiuruvesi )",137,57,8,21,6,39,6
"74980 Tihilänkangas   (Kiuruvesi )",36,15,5,6,1,9,0
"75500 Nurmes Keskus   (Nurmes )",4205,1368,341,531,249,1595,121
"75530 Porokylä   (Nurmes )",2816,926,183,347,124,1176,60
"75650 Savikylä   (Nurmes )",440,159,48,59,10,155,9
"75680 Ylä-Luosta   (Rautavaara )",113,35,10,10,8,43,7
"75700 Valtimo Keskus   (Valtimo )",1374,425,81,161,49,617,41
"75710 Karhunpää   (Valtimo )",284,116,17,46,13,86,6
"75740 Pajukoski   (Valtimo )",115,42,10,8,9,37,9
"75770 Puukari   (Valtimo )",188,74,15,25,6,62,6
"75790 Rumo   (Valtimo )",89,26,12,14,8,27,2
"75840 Ylä-Valtimo   (Valtimo )",164,47,15,21,6,69,6
"75890 Saramo-Petäiskylä-Mujejärvi   (Nurmes )",74,27,7,8,1,30,1
"75930 Petäiskylä   (Nurmes )",51,16,3,6,1,23,2
"75940 Mujejärvi   (Nurmes )",9,..,..,..,..,..,..
"75970 Kohtavaara   (Nurmes )",99,51,6,12,6,24,0
"75990 Höljäkkä   (Nurmes )",118,35,11,12,6,53,1
"76100 Pieksämäki Keskus   (Pieksämäki )",5638,1874,332,601,322,2321,188
"76120 Kontiopuisto   (Pieksämäki )",1998,733,113,255,144,700,53
"76130 Pappilanmäki   (Pieksämäki )",981,381,40,172,61,309,18
"76150 Länsirinne   (Pieksämäki )",3131,1124,210,333,210,1165,89
"76280 Partaharju   (Pieksämäki )",149,73,9,24,10,28,5
"76620 Pyhitty   (Pieksämäki )",147,59,5,39,8,35,1
"76780 Lamminmäki   (Pieksämäki )",98,44,4,12,6,30,2
"76850 Naarajärvi   (Pieksämäki )",2894,1151,120,444,170,930,79
"76940 Nenonpelto   (Pieksämäki )",213,82,7,28,12,78,6
"77110 Paltanen   (Pieksämäki )",82,37,5,10,1,27,2
"77120 Venetmäki   (Pieksämäki )",166,72,5,13,5,69,2
"77140 Huumala   (Pieksämäki )",86,31,2,1,3,47,2
"77220 Neuvola   (Pieksämäki )",161,58,8,20,10,63,2
"77240 Halkokumpu   (Pieksämäki )",138,58,8,14,3,54,1
"77320 Hurskaala   (Pieksämäki )",69,23,2,11,2,31,0
"77330 Virtasalmi Keskus   (Pieksämäki )",622,202,38,69,17,275,21
"77350 Montola   (Pieksämäki )",242,73,17,32,20,92,8
"77380 Kantala   (Mikkeli )",141,57,9,19,4,48,4
"77430 Siikamäki   (Pieksämäki )",380,134,21,62,16,133,14
"77460 Maavesi   (Joroinen )",351,143,26,38,19,115,10
"77480 Savuniemi   (Joroinen )",37,21,0,0,1,14,1
"77520 Haapakoski-Partaharju   (Pieksämäki )",184,70,14,23,14,60,3
"77570 Jäppilä Keskus   (Pieksämäki )",745,270,47,88,32,294,14
"77580 Tihusniemi   (Pieksämäki )",151,68,7,14,7,52,3
"77600 Suonenjoki Keskus   (Suonenjoki )",6567,2351,311,932,373,2404,196
"77630 Lempyy   (Suonenjoki )",212,94,14,35,8,56,5
"77690 Suontee   (Suonenjoki )",107,40,7,9,2,47,2
"77700 Rautalampi Keskus   (Rautalampi )",2527,827,120,350,159,987,84
"77770 Myhinpää   (Rautalampi )",119,30,8,7,4,67,3
"77800 Iisvesi   (Suonenjoki )",534,183,37,75,23,191,25
"77910 Vaajasalmi   (Rautalampi )",93,37,6,12,3,34,1
"77930 Kerkonjoensuu   (Rautalampi )",415,137,21,64,19,157,17
"77960 Pakarila   (Rautalampi )",5,..,..,..,..,..,..
"78200 Varkaus Keskus   (Leppävirta )",4457,1170,414,320,287,2041,225
"78210 Kuoppakangas   (Varkaus )",1591,520,98,244,136,515,78
"78250 Päiviönsaari   (Varkaus )",1032,400,83,109,56,359,25
"78300 Kommila   (Varkaus )",2210,692,222,235,127,838,96
"78310 Puurtila   (Leppävirta )",1146,507,65,202,83,254,35
"78400 Luttila   (Varkaus )",1263,554,98,186,75,318,32
"78480 Timola   (Leppävirta )",546,245,28,115,34,114,10
"78500 Pitkälänniemi-Könönpelto   (Varkaus )",2472,938,171,437,174,690,62
"78610 Kurola   (Varkaus )",245,94,15,33,15,83,5
"78710 Akonlahti   (Varkaus )",685,264,47,122,34,199,19
"78850 Käpykangas   (Joroinen )",3027,1149,193,436,183,971,95
"78870 Kaura-Aho   (Varkaus )",2358,895,174,331,159,712,87
"78880 Kuvansi   (Joroinen )",1220,512,80,207,87,307,27
"78900 Ruokokoski   (Varkaus )",221,89,19,26,14,63,10
"79100 Leppävirta Keskus   (Leppävirta )",5478,1925,326,690,314,2088,135
"79130 Sorsakoski   (Leppävirta )",1003,328,70,136,66,368,35
"79140 Kotalahti   (Leppävirta )",350,148,19,54,18,102,9
"79150 Konnuslahti-Valkeamäki   (Leppävirta )",389,172,8,58,23,123,5
"79160 Saamaiskylä   (Leppävirta )",68,28,6,6,1,23,4
"79180 Tuppurinmäki   (Leppävirta )",37,12,4,2,3,15,1
"79190 Valkeamäki   (Leppävirta )",36,9,5,4,3,14,1
"79230 Moninmäki   (Leppävirta )",58,18,7,4,4,24,1
"79255 Kurjala-Moninmäki   (Leppävirta )",146,49,4,39,8,41,5
"79265 Puponmäki   (Leppävirta )",112,40,6,21,5,37,3
"79330 Näädänmaa   (Leppävirta )",91,34,7,5,4,38,3
"79350 Itä-Soisalo   (Leppävirta )",76,30,5,1,2,34,4
"79410 Niinimäki   (Leppävirta )",141,62,8,16,5,47,3
"79480 Kangaslampi Keskus   (Varkaus )",580,195,34,50,28,261,12
"79520 Viljolahti   (Varkaus )",145,40,9,9,5,76,6
"79600 Joroinen Keskus   (Joroinen )",2534,866,143,343,120,983,79
"79620 Huutokoski   (Joroinen )",201,80,7,26,6,76,6
"79630 Kolma   (Joroinen )",229,89,11,46,10,69,4
"79660 Kerisalo   (Joroinen )",172,65,14,28,11,45,9
"79680 Lahnalahti   (Joroinen )",146,58,6,22,10,44,6
"79690 Kaitainen   (Joroinen )",191,71,13,26,9,66,6
"79700 Heinävesi Keskus   (Heinävesi )",2328,725,150,271,87,1023,72
"79810 Karvion kanava   (Heinävesi )",223,88,20,25,7,79,4
"79820 Varistaipale   (Heinävesi )",101,37,4,7,4,47,2
"79830 Palokki   (Heinävesi )",77,22,3,6,3,39,4
"79850 Uusi-Valamo   (Heinävesi )",0,0,0,0,0,0,0
"79860 Suuraho - Uusi-Valamo   (Heinävesi )",163,45,8,16,8,75,11
"79885 Etelä-Petruma   (Heinävesi )",79,26,8,15,2,25,3
"79895 Sarvikumpu   (Heinävesi )",109,26,9,9,5,54,6
"79910 Kerma   (Heinävesi )",258,79,19,36,12,102,10
"79940 Vihtari-Poikiinaho   (Heinävesi )",159,50,6,11,5,82,5
"80100 Joensuu Keskus, Pohjoinen   (Joensuu )",9417,3481,772,617,1563,2771,213
"80110 Joensuu Keskus Eteläinen   (Joensuu )",4538,1767,321,212,724,1416,98
"80130 Kanervala   (Kontiolahti )",2454,1012,163,428,369,425,57
"80140 Noljakka   (Joensuu )",8643,3319,902,1674,1070,1348,330
"80160 Rantakylä-Latola   (Joensuu )",10346,3665,1101,1516,1071,2636,357
"80170 Utra   (Joensuu )",3789,1551,445,666,327,671,129
"80200 Niinivaara   (Joensuu )",4317,1619,317,379,620,1285,97
"80210 Sairaala-alue   (Joensuu )",8,..,..,..,..,..,..
"80220 Penttilä   (Joensuu )",3387,1414,292,413,576,587,105
"80230 Hukanhauta   (Joensuu )",5479,2364,342,974,464,1222,113
"80260 Kettuvaara   (Joensuu )",4734,1993,416,754,441,1027,103
"80330 Reijola   (Joensuu )",2314,1043,136,468,162,461,44
"80400 Ylämylly   (Liperi )",5424,2397,317,1259,429,920,102
"80510 Onttola-Kunnasniemi   (Kontiolahti )",1243,546,83,286,75,227,26
"80710 Lehmo   (Kontiolahti )",5531,2626,271,1296,430,801,107
"80770 Kontiolahti as   (Kontiolahti )",772,283,57,249,46,117,20
"80780 Kontioniemi   (Kontiolahti )",381,163,24,103,36,47,8
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",58,24,8,10,3,11,2
