"Postal code area","Aged 18 or over, total, 2016 (HR)","Average income of inhabitants, 2016 (HR)","Median income of inhabitants, 2016 (HR)","Inhabintants belonging to the lowest income category, 2016 (HR)","Inhabitants belonging to the middle income category, 2016 (HR)","Inhabintants belonging to the highest income category, 2016 (HR)","Accumulated purchasing power of inhabitants, 2016 (HR)"
"63230 Lentilä   (Kuortane )",253,20063,18138,65,163,25,5075998
"63250 Rantala   (Kuortane )",87,18936,18707,25,55,7,1647420
"63300 Alavus Keskus   (Alavus )",3887,21584,18863,848,2550,489,83896695
"63320 Kattelus   (Alavus )",50,15997,14710,22,26,2,799841
"63330 Pahajoki   (Alavus )",134,19633,18867,35,88,11,2630848
"63340 Sapsalampi   (Alavus )",169,20205,19227,54,95,20,3414729
"63350 Sulkavankylä   (Alavus )",165,20665,16886,49,92,24,3409709
"63355 Seinäjärvi   (Alavus )",98,17395,15115,43,43,12,1704666
"63360 Kuivaskylä   (Alavus )",219,18447,15770,86,107,26,4039890
"63370 Taipalus   (Alavus )",418,20015,17433,128,239,51,8366211
"63400 Alavus Asemanseutu   (Alavus )",1037,19938,18231,239,716,82,20676002
"63410 Rantatöysä   (Alavus )",359,20077,17576,96,223,40,7207661
"63430 Kätkänjoki   (Alavus )",122,18993,15624,48,60,14,2317117
"63450 Löyä   (Kuortane )",53,25698,18366,17,29,7,1362017
"63500 Lehtimäki Keskus   (Alajärvi )",763,18911,16104,240,446,77,14429372
"63510 Lehtimäki Kirkonkylä   (Alajärvi )",253,19931,16404,82,139,32,5042645
"63530 Länsikylä   (Alajärvi )",135,19104,16350,48,72,15,2578996
"63540 Hernesmaa   (Alajärvi )",174,19153,17696,54,103,17,3332639
"63600 Töysä Keskus   (Alavus )",1041,18587,16826,275,692,74,19349425
"63610 Tuuri   (Alavus )",802,21540,19987,174,540,88,17275341
"63640 Ritola   (Alavus )",265,19504,17119,85,150,30,5168622
"63660 Ähtärinranta   (Ähtäri )",150,20215,18259,47,87,16,3032270
"63680 Hakojärvi   (Alavus )",248,19240,18061,74,150,24,4771488
"63700 Ähtäri Keskus   (Ähtäri )",3580,20558,18722,787,2426,367,73597600
"63770 Peränne   (Ähtäri )",158,21055,20245,41,97,20,3326637
"63780 Alastaipale   (Ähtäri )",129,19493,17311,46,69,14,2514544
"63800 Soini Keskus   (Soini )",1376,19686,17444,374,849,153,27087277
"63830 Keisala   (Soini )",64,15341,13011,32,31,1,981833
"63880 Kukonkylä   (Soini )",150,18257,15468,56,84,10,2738554
"63890 Hautakylä   (Soini )",94,18779,15122,34,49,11,1765208
"63900 Myllymäki-Vehunkylä   (Ähtäri )",430,20614,19588,97,289,44,8864007
"63910 Inhan Tehtaat   (Ähtäri )",175,19401,17950,50,113,12,3395171
"63920 Inha   (Ähtäri )",283,23187,19601,59,173,51,6562026
"63950 Vehunkylä   (Ähtäri )",48,17006,15502,14,29,5,816276
"64100 Kristiinankaupunki Keskus   (Kristiinankaupunki",2524,21666,19946,479,1694,351,54683939
"64140 Tiukka   (Kristiinankaupunki )",432,21067,19355,114,260,58,9100895
"64200 Närpiö Keskus   (Närpiö )",2417,21566,18436,497,1650,270,52124217
"64210 Kalax   (Närpiö )",325,24941,22370,47,217,61,8105868
"64220 Yttermark   (Närpiö )",781,21705,20766,173,512,96,16951656
"64230 Närpiön Asemanseutu   (Närpiö )",769,24373,21586,128,503,138,18742664
"64240 Böle   (Närpiö )",208,21840,19387,45,133,30,4542729
"64250 Pjelax   (Närpiö )",297,23237,19478,78,171,48,6901420
"64260 Kaskinen   (Närpiö )",1169,22191,20127,197,792,180,25941774
"64300 Lapväärtti   (Kristiinankaupunki )",1457,21241,18567,346,915,196,30947425
"64320 Dagsmark   (Kristiinankaupunki )",402,19429,16743,117,237,48,7810291
"64350 Karijoki Keskus   (Karijoki )",939,20420,18046,243,588,108,19174363
"64370 Myrkky   (Karijoki )",247,20569,18104,61,159,27,5080454
"64440 Metsälä-Kallträsk   (Kristiinankaupunki )",185,20502,15377,67,94,24,3792950
"64450 Kallträsk   (Kristiinankaupunki )",50,21343,16695,18,23,9,1067166
"64460 Härkmeri   (Kristiinankaupunki )",299,19181,16389,114,154,31,5735167
"64480 Skaftung   (Kristiinankaupunki )",220,20839,17661,63,127,30,4584586
"64490 Siipyy   (Kristiinankaupunki )",154,18040,15734,44,98,12,2778228
"64510 Nämpnäs   (Närpiö )",335,22485,20042,76,214,45,7532532
"64530 Norrnäs   (Närpiö )",240,20924,19504,57,148,35,5021779
"64550 Rangsby   (Närpiö )",223,20166,19305,60,136,27,4496919
"64610 Övermark   (Närpiö )",959,20440,17606,236,616,107,19601930
"64700 Teuva Keskus   (Teuva )",2759,20223,17878,654,1808,297,55795676
"64720 Perälä   (Teuva )",493,20994,18700,127,307,59,10350178
"64740 Horo   (Teuva )",214,19975,15221,73,117,24,4274593
"64760 Peltola   (Teuva )",292,19426,17970,87,172,33,5672329
"64770 Äystö   (Teuva )",381,21630,18802,99,232,50,8241086
"64810 Vanhakylä   (Isojoki )",204,22463,18039,57,122,25,4582421
"64820 Kärjenkoski   (Isojoki )",166,20293,16493,50,96,20,3368607
"64830 Villamo   (Isojoki )",153,18462,15449,57,81,15,2824712
"64840 Heikkilänjoki   (Isojoki )",43,18684,17569,14,25,4,803433
"64850 Möykky   (Isojoki )",104,21921,18624,29,57,18,2279745
"64900 Isojoki Keskus   (Isojoki )",953,20334,17082,260,582,111,19378715
"64930 Kodesjärvi   (Isojoki )",145,18603,16009,45,86,14,2697387
"65100 Vaasa Keskus   (Vaasa )",16296,21319,18157,4108,9885,2303,347418084
"65130 Hietalahti   (Vaasa )",0,0,0,0,0,0,0
"65170 Vaskiluoto   (Vaasa )",270,31186,23597,43,147,80,8420255
"65200 Palosaari   (Vaasa )",5281,19280,16345,1730,2927,624,101819429
"65230 Vetokannas   (Vaasa )",4326,25110,22697,768,2506,1052,108626625
"65280 Gerby   (Vaasa )",5214,27728,25517,745,2837,1632,144572028
"65300 Asevelikylä   (Vaasa )",3514,28536,26306,440,1890,1184,100274342
"65320 Huutoniemi   (Vaasa )",5007,23834,21841,901,3054,1052,119338682
"65350 Suvilahti   (Vaasa )",3127,22860,20940,541,2094,492,71482084
"65370 Ristinummi   (Vaasa )",3634,20527,18986,783,2409,442,74595415
"65380 Vanha Vaasa   (Vaasa )",2521,23149,21924,490,1530,501,58358582
"65410 Sundom   (Vaasa )",1799,29191,25011,282,974,543,52515225
"65450 Sulva   (Mustasaari )",1469,25765,24009,225,873,371,37849150
"65460 Tölby-Rimal   (Mustasaari )",239,26615,24885,32,133,74,6361046
"65470 Rimal   (Mustasaari )",44,23548,24737,6,31,7,1036099
"65480 Vikby   (Mustasaari )",196,24919,23149,33,111,52,4884081
"65520 Helsingby   (Mustasaari )",1104,24504,23521,174,666,264,27051867
"65610 Mustasaari Keskus   (Mustasaari )",4539,25638,23309,637,2818,1084,116371740
"65630 Karperö   (Mustasaari )",940,26340,25061,132,552,256,24759287
"65650 Koskö   (Mustasaari )",217,25138,23513,29,128,60,5454961
"65710 Singsby   (Mustasaari )",449,26007,23910,70,251,128,11677359
"65730 Jungsund   (Mustasaari )",337,24062,22169,72,196,69,8108788
"65760 Iskmo   (Mustasaari )",235,26639,23180,43,137,55,6260091
"65800 Raippaluoto   (Mustasaari )",664,23886,23063,123,397,144,15859995
"65870 Björköby   (Mustasaari )",311,21148,17803,87,173,51,6576962
"65920 Norra Vallgrund-Söderudden   (Mustasaari )",254,23276,21496,51,165,38,5912195
"65930 Södra Vallgrund   (Mustasaari )",303,22217,20986,65,188,50,6731724
"65970 Söderudden   (Mustasaari )",173,19303,16745,58,91,24,3339334
"66100 Maalahti   (Maalahti )",1585,23242,21198,291,1014,280,36838707
"66140 Övermalax   (Maalahti )",1274,21600,20124,257,850,167,27519029
"66160 Långåminne   (Maalahti )",244,20276,18566,62,152,30,4947231
"66200 Korsnäs Keskus   (Korsnäs )",690,22059,19457,135,447,108,15220509
"66210 Moikipää   (Korsnäs )",459,24216,19866,111,278,70,11114938
"66220 Bergö   (Maalahti )",402,21525,19455,113,226,63,8653031
"66230 Korsbäck   (Korsnäs )",74,18763,17996,24,45,5,1388493
"66240 Petolahti   (Maalahti )",868,21095,18943,199,554,115,18310702
"66260 Svarvar   (Maalahti )",89,19795,19169,24,56,9,1761754
"66270 Pirttikylä-Sorvari   (Närpiö )",745,20817,17964,176,467,102,15508581
"66280 Taklax   (Korsnäs )",291,19308,17924,88,173,30,5618533
"66290 Harrström   (Korsnäs )",278,20600,18019,73,173,32,5726748
"66295 Töjby   (Närpiö )",318,20177,17880,91,192,35,6416378
"66300 Jurva Keskus   (Kurikka )",1742,20513,18597,387,1128,227,35734403
"66320 Niemenkylä   (Kurikka )",273,19821,17482,80,157,36,5411064
"66330 Hakko   (Kurikka )",228,19068,17269,73,127,28,4347458
"66340 Sarvijoki   (Kurikka )",287,20515,18324,79,170,38,5887733
"66350 Tainus   (Kurikka )",121,19413,15741,37,72,12,2349021
"66360 Kesti   (Kurikka )",334,21251,17537,99,193,42,7097875
"66370 Närvijoki   (Kurikka )",245,19370,16708,67,151,27,4745531
"66400 Laihia Keskus   (Laihia )",4626,24140,22516,734,2888,1004,111673475
"66420 Ruto   (Laihia )",273,23597,21274,57,153,63,6442039
"66430 Vedenoja   (Vaasa )",137,23991,22343,27,80,30,3286759
"66440 Tervajoki   (Isokyrö )",1521,23879,20456,328,928,265,36319464
"66450 Jakkula   (Laihia )",652,22893,21969,129,410,113,14926559
"66460 Haapala   (Laihia )",280,22362,20281,70,156,54,6261346
"66470 Jukaja-Jokisalo   (Laihia )",257,22216,20080,56,159,42,5709521
"66500 Vähäkyrö Keskus   (Vaasa )",1764,23289,20997,358,1069,337,41082674
"66510 Merikaarto   (Vaasa )",936,24499,22975,137,603,196,22931130
"66520 Veikkaala   (Mustasaari )",455,23146,21386,97,274,84,10531433
"66530 Koivulahti   (Mustasaari )",1367,23637,22476,225,854,288,32311112
"66540 Petsmo   (Mustasaari )",451,23150,22079,79,289,83,10440586
"66550 Västerhankmo   (Mustasaari )",260,22668,21385,51,167,42,5893643
"66560 Österhankmo   (Mustasaari )",185,22223,21051,48,104,33,4111186
"66580 Kuni   (Mustasaari )",297,22538,22748,57,183,57,6693825
"66590 Vassor   (Mustasaari )",140,24330,22514,29,83,28,3406193
"66600 Vöyri Keskus   (Vöyri )",2202,22639,20762,420,1423,359,49852070
"66640 Maksamaa   (Vöyri )",851,23050,20847,184,534,133,19615860
"66660 Bertby   (Vöyri )",109,23891,21854,11,77,21,2604088
"66680 Kaurajärvi   (Vöyri )",82,21495,16066,30,37,15,1762616
"66710 Kaitsor   (Vöyri )",194,25055,22315,37,126,31,4860638
"66730 Oxkangar   (Vöyri )",52,18893,17001,18,30,4,982461
"66800 Oravainen Keskus   (Vöyri )",772,23501,20772,155,499,118,18142883
"66810 Kimo   (Vöyri )",257,22237,18931,70,143,44,5714824
"66820 Komossa   (Vöyri )",181,22158,16378,60,91,30,4010642
"66830 Oravaisten Tehdas   (Vöyri )",391,21897,21752,89,240,62,8561828
"66840 Pensala   (Uusikaarlepyy )",278,24203,20350,58,163,57,6728571
"66850 Jepua   (Uusikaarlepyy )",768,24457,19788,179,461,128,18783267
"66900 Uusikaarlepyy Keskus   (Uusikaarlepyy )",3158,22630,20408,609,2036,513,71465083
"66910 Soklot   (Uusikaarlepyy )",333,30560,24851,41,202,90,10176434
"66930 Kovjoki   (Uusikaarlepyy )",180,23873,22009,38,111,31,4297172
"66950 Munsala   (Uusikaarlepyy )",739,24195,19840,169,439,131,17879793
"66970 Hirvlax   (Uusikaarlepyy )",382,23879,19752,91,217,74,9121906
"66980 Monå   (Uusikaarlepyy )",104,23448,19057,24,59,21,2438581
"66999 Kaukaluoto   (Mustasaari )",54,19257,18491,15,34,5,1039899
"67100 Kokkola Keskus   (Kokkola )",8803,20757,18365,2073,5579,1151,182724417
"67200 Kiviniitty-Tullimäki   (Kokkola )",3638,21687,19748,753,2339,546,78897194
"67300 Halkokari   (Kokkola )",3094,24764,22463,486,1987,621,76619848
"67400 Rytimäki   (Kokkola )",3338,24439,23621,531,2054,753,81577029
"67410 Vitsari   (Kokkola )",610,22720,21333,116,390,104,13859142
"67500 Sokoja   (Kokkola )",833,23286,21596,178,498,157,19397289
"67600 Linnusperä-Kaustari   (Kokkola )",2067,24179,22888,381,1249,437,49978933
"67700 Kirkonmäki-Isokylä   (Kokkola )",3544,24376,22752,569,2220,755,86388283
"67800 Koivuhaka   (Kokkola )",2951,19550,17779,678,1976,297,57693215
"67900 Ykspihjala   (Kokkola )",1062,21392,21039,212,700,150,22718224
"68100 Himanka Keskus   (Kalajoki )",2038,20546,18729,490,1312,236,41872712
"68150 Hillilä   (Kalajoki )",252,20603,17551,80,136,36,5191971
"68210 Marinkainen   (Kokkola )",723,21395,19420,160,460,103,15468421
"68220 Karhi   (Kokkola )",100,20699,19345,25,62,13,2069915
"68230 Lohtaja Keskus   (Kokkola )",910,21637,19387,195,574,141,19690021
"68240 Ala-Viirre   (Kokkola )",270,20883,18008,77,152,41,5638371
"68300 Kälviä Keskus   (Kokkola )",2861,22205,20940,563,1825,473,63528169
"68320 Ruotsalo   (Kokkola )",570,23364,22310,110,347,113,13317275
"68370 Ullava Keskus   (Kokkola )",299,20125,18232,72,192,35,6017238
"68380 Yli-Ullava   (Kokkola )",277,21224,18917,76,156,45,5879144
"68390 Rahkonen   (Kokkola )",115,22426,18231,33,65,17,2578970
"68410 Alaveteli   (Kruunupyy )",1252,23199,21183,259,759,234,29044733
"68500 Kruunupyy Keskus   (Kruunupyy )",2264,21857,20147,511,1399,354,49484866
"68530 Lepplax   (Pedersören kunta )",375,25742,23012,73,218,84,9653084
"68550 Öja   (Kokkola )",605,22839,21962,112,389,104,13817682
"68555 Bosund   (Luoto )",651,23787,22163,92,444,115,15485260
"68560 Eugmo   (Luoto )",592,24132,22051,109,371,112,14286199
"68570 Luoto   (Luoto )",1525,24212,22239,238,984,303,36922990
"68580 Furuholmen   (Luoto )",607,24908,22671,109,359,139,15119269
"68600 Pietarsaari Keskus   (Pietarsaari )",9303,22694,20404,1759,6052,1492,211118867
"68620 Skutnäs-Västermalm   (Pietarsaari )",3892,23212,21145,759,2503,630,90340044
"68630 Kyrkostrand   (Pietarsaari )",1935,23892,22908,299,1272,364,46230497
"68660 Östermalm-Björnholmen   (Pietarsaari )",1818,20806,18844,363,1242,213,37825473
"68690 Sundby   (Pedersören kunta )",286,22002,20763,60,188,38,6292662
"68700 Teerijärvi   (Kruunupyy )",1455,24714,20435,288,945,222,35959475
"68750 Småbönders   (Kruunupyy )",213,20713,16654,66,124,23,4411833
"68800 Kolppi   (Pedersören kunta )",864,23194,21835,165,537,162,20039858
"68810 Ytteresse   (Pedersören kunta )",973,23105,22102,176,648,149,22481101
"68820 Ähtävä   (Pedersören kunta )",851,22948,20953,172,548,131,19528603
"68830 Bäckby   (Pedersören kunta )",111,21476,21472,19,78,14,2383801
"68840 Nederlappfors   (Pedersören kunta )",264,20570,17724,73,152,39,5430484
"68870 Edsevö   (Pedersören kunta )",398,21685,20163,60,282,56,8630733
"68910 Pännäinen   (Pedersören kunta )",963,22987,21190,184,620,159,22136910
"68920 Forsby   (Pedersören kunta )",342,23418,22313,59,225,58,8008990
"68930 Purmo   (Pedersören kunta )",526,21907,21652,126,314,86,11523091
"68940 Lillby   (Pedersören kunta )",380,21403,19410,86,234,60,8133003
"68970 Överpurmo   (Pedersören kunta )",190,19916,17522,58,110,22,3783949
"68999 Rita   (Kokkola )",60,23943,18370,23,26,11,1436582
"69100 Kannus Keskus   (Kannus )",3883,21796,20053,775,2547,561,84634555
"69150 Eskola   (Kannus )",363,20243,18087,89,232,42,7348364
"69170 Yli-Kannus   (Kannus )",203,22228,20579,54,114,35,4512380
"69300 Toholampi Keskus   (Toholampi )",1612,21306,19733,328,1051,233,34345630
"69310 Laitala   (Toholampi )",249,21430,20995,62,143,44,5336078
"69330 Määttälä   (Toholampi )",112,20602,19170,25,70,17,2307393
"69340 Purontaka   (Toholampi )",110,21109,20677,27,67,16,2322019
"69410 Sykäräinen   (Toholampi )",359,20634,17667,105,202,52,7407505
"69420 Syri   (Lestijärvi )",46,19205,17316,12,28,6,883413
"69440 Lestijärvi Keskus   (Lestijärvi )",399,21190,18544,103,240,56,8454854
"69450 Yli-Lesti   (Lestijärvi )",180,19092,16544,54,109,17,3436572
"69510 Halsua Keskus-Marjusaari   (Halsua )",690,20600,18447,180,431,79,14213994
"69550 Kanala   (Halsua )",77,17813,13876,33,35,9,1371564
"69570 Karvonen   (Halsua )",232,18968,17053,70,144,18,4400504
"69600 Kaustinen Keskus   (Kaustinen )",3137,21967,20576,635,2045,457,68909514
"69660 Köyhäjoki   (Kaustinen )",177,21026,17850,45,105,27,3721625
"69700 Veteli Keskus   (Veteli )",1126,21112,19335,234,763,129,23772558
"69730 Tunkkari   (Veteli )",391,22069,22095,76,257,58,8628899
"69750 Sillanpää   (Veteli )",147,19968,16703,42,89,16,2935289
"69820 Räyrinki   (Veteli )",552,21546,17959,155,328,69,11893303
"69830 Pulkkinen   (Veteli )",212,19518,17415,50,145,17,4137915
"69850 Patana   (Veteli )",170,22294,20137,40,106,24,3789930
"69910 Kivikangas   (Perho )",47,17869,13730,20,24,3,839822
"69920 Oksakoski-Kivikangas   (Perho )",378,20925,18046,93,234,51,7909762
"69950 Perho Keskus-Salamajärvi   (Perho )",944,20423,18810,204,640,100,19279412
"69970 Salamajärvi   (Perho )",28,..,..,..,..,..,..
"69980 Möttönen   (Perho )",615,20568,18395,154,375,86,12649276
"70100 Kuopio Keskus   (Kuopio )",11007,23582,19290,2374,6774,1859,259570585
"70110 Etu-Niirala   (Kuopio )",3547,19696,17007,1037,2105,405,69861905
"70150 Neulamäki   (Kuopio )",4547,19095,17537,1393,2667,487,86825282
"70200 Puijonlaakso   (Kuopio )",5866,20708,18921,1417,3690,759,121474414
"70210 Kuopion Keskussairaala-alue   (Kuopio )",58,19274,19058,3,52,3,1117918
"70240 Niuvaniemen Sairaala-alue   (Kuopio )",86,21600,21866,22,53,11,1857557
"70260 Julkula   (Kuopio )",1912,25450,24179,210,1285,417,48660404
"70280 Länsi-Puijo   (Kuopio )",1798,22075,20157,356,1144,298,39690206
"70300 Linnanpelto   (Kuopio )",1011,24581,21977,157,630,224,24851311
"70340 Inkilänmäki   (Kuopio )",3067,21921,19863,625,1971,471,67231395
"70400 Kettulanlahti   (Kuopio )",836,24704,22856,155,486,195,20652134
"70420 Päiväranta   (Kuopio )",1863,23427,21770,320,1198,345,43643990
"70460 Saarijärvi   (Kuopio )",3331,19553,18370,717,2337,277,65131190
"70500 Männistö   (Kuopio )",6116,19725,17701,1394,4086,636,120638077
"70600 Niirala-Huuhanmäki   (Kuopio )",2855,21784,18055,834,1565,456,62194577
"70620 Haapaniemi   (Kuopio )",1928,22502,19099,398,1196,334,43384324
"70700 Särkiniemi   (Kuopio )",3155,21093,19667,740,1947,468,66548234
"70780 Jynkkä   (Kuopio )",3862,22700,21079,719,2471,672,87665999
"70800 Pitkälahti   (Kuopio )",2535,26311,23973,405,1525,605,66699247
"70820 Litmanen   (Kuopio )",9706,23841,22461,1683,6121,1902,231398534
"70840 Jynkänmäki   (Kuopio )",4506,31601,26468,564,2406,1536,142395139
"70870 Hiltulanlahti   (Kuopio )",1883,25346,24307,300,1125,458,47727091
"70900 Toivala   (Siilinjärvi )",2101,26838,25716,284,1201,616,56386011
"70910 Vuorela   (Siilinjärvi )",2434,24382,22896,328,1624,482,59344782
"70940 Jännevirta   (Kuopio )",432,26486,24882,63,248,121,11441895
"71130 Kortejoki   (Kuopio )",446,23718,20837,85,287,74,10578148
"71150 Vartiala   (Kuopio )",489,22987,20604,107,287,95,11240429
"71160 Riistavesi   (Kuopio )",1204,22631,21134,230,754,220,27247358
"71170 Laukka-aho   (Tuusniemi )",82,18969,18376,26,49,7,1555465
"71200 Tuusniemi Keskus   (Tuusniemi )",1347,19185,16710,362,867,118,25842779
"71210 Tuusjärvi   (Tuusniemi )",192,20394,18318,49,119,24,3915653
"71240 Paakkila   (Tuusniemi )",192,22381,18108,52,111,29,4297063
"71260 Juurikkamäki   (Tuusniemi )",139,18204,15945,49,76,14,2530391
"71280 Kosula   (Tuusniemi )",208,18571,16589,67,124,17,3862791
"71310 Vehmersalmi Keskus   (Kuopio )",1032,20927,17692,258,615,159,21597019
"71330 Räsälä   (Kuopio )",284,22164,20854,67,171,46,6294697
"71360 Litmaniemi   (Kuopio )",144,21154,18388,42,84,18,3046119
"71380 Mustinlahti   (Kuopio )",134,19468,17243,45,73,16,2608771
"71460 Paukarlahti   (Leppävirta )",352,24298,24328,62,208,82,8552925
"71470 Oravikoski   (Leppävirta )",339,22950,21198,69,197,73,7779956
"71480 Kurkimäki   (Kuopio )",756,37877,25347,110,440,206,28635170
"71490 Airaksela   (Kuopio )",205,23273,22354,35,130,40,4770899
"71520 Kaislastenlahti   (Kuopio )",241,25670,25340,34,132,75,6186353
"71570 Syvänniemi   (Kuopio )",947,24922,24483,156,568,223,23601426
"71610 Salonkulma   (Kuopio )",5,..,..,..,..,..,..
"71640 Talluskylä   (Tervo )",197,18268,16561,75,105,17,3598704
"71650 Hirvilahti-Salonkulma   (Kuopio )",376,23186,22604,85,203,88,8717976
"71660 Leinolanlahti   (Kuopio )",96,20162,18838,31,55,10,1935544
"71670 Kurolanlahti   (Kuopio )",83,20822,16951,19,52,12,1728206
"71680 Pulkonkoski-Saarinen   (Kuopio )",180,20669,18025,54,99,27,3720495
"71690 Varpasmaa   (Kuopio )",12,..,..,..,..,..,..
"71720 Käärmelahti   (Kuopio )",429,25944,25026,61,264,104,11130046
"71730 Kinnulanlahti   (Kuopio )",478,22263,20308,113,280,85,10641889
"71740 Tavinsalmi   (Kuopio )",77,24115,23565,18,48,11,1856821
"71745 Haatala   (Kuopio )",32,26678,22966,8,16,8,853701
"71750 Maaninka Keskus   (Kuopio )",913,20799,18329,174,618,121,18989411
"71760 Ahkionlahti-Vianta   (Kuopio )",223,21993,20128,53,135,35,4904397
"71775 Tuovilanlahti-Haatala   (Kuopio )",335,19975,16525,113,176,46,6691603
"71800 Siilinjärvi Keskus   (Siilinjärvi )",8134,23100,21459,1401,5229,1504,187894965
"71820 Pöljä   (Siilinjärvi )",596,22839,21831,109,382,105,13612275
"71840 Kuuslahti   (Siilinjärvi )",410,23207,22832,82,260,68,9514823
"71850 Leppäkaarre   (Siilinjärvi )",1598,22996,22090,247,1080,271,36746882
"71870 Harjamäki   (Siilinjärvi )",300,26548,24368,53,166,81,7964432
"71890 Hamula   (Siilinjärvi )",671,24016,23135,111,402,158,16114737
"71910 Alapitkä   (Lapinlahti )",657,22091,20818,164,371,122,14513563
"71920 Pajujärvi   (Lapinlahti )",303,22498,20845,74,177,52,6816865
"71950 Lammasaho   (Kuopio )",96,20576,18660,27,54,15,1975294
"71960 Lukkarila   (Lapinlahti )",189,20379,16883,63,96,30,3851545
"72100 Karttula Keskus   (Kuopio )",1370,20452,18143,333,866,171,28019209
"72140 Itä-Karttula-Riuttasenpää   (Kuopio )",25,..,..,..,..,..,..
"72210 Tervo Keskus-Eliaksela   (Tervo )",995,20277,16974,254,639,102,20175231
"72220 Eliaksela   (Tervo )",51,20370,15759,19,25,7,1038882
"72300 Vesanto Keskus   (Vesanto )",1100,18884,16611,279,739,82,20772423
"72310 Niinivesi   (Vesanto )",221,18131,15981,67,140,14,4006848
"72330 Tiitilänkylä   (Vesanto )",102,19196,15669,31,57,14,1958030
