"Postal code area","Workplaces, 2014 (TP)","Primary production, 2014 (TP)","Processing, 2014 (TP)","Services, 2014 (TP)","A Agriculture, forestry and fishing, 2014 (TP)","B Mining and quarrying, 2014 (TP)","C Manufacturing, 2014 (TP)","D Electricity, gas, steam and air conditioning supply, 2014 (TP)","E Water supply; sewerage, waste management and remediation activities, 2014 (TP)","F Construction, 2014 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2014 (TP)","H Transportation and storage, 2014 (TP)","I Accommodation and food service activities, 2014 (TP)","J Information and communication, 2014 (TP)","K Financial and insurance activities, 2014 (TP)","L Real estate activities, 2014 (TP)","M Professional, scientific and technical activities, 2014 (TP)","N Administrative and support service activities, 2014 (TP)","O Public administration and defence; compulsory social security, 2014 (TP)","P Education, 2014 (TP)","Q Human health and social work activities, 2014 (TP)","R Arts, entertainment and recreation, 2014 (TP)","S Other service activities, 2014 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2014 (TP)","U Activities of extraterritorial organisations and bodies, 2014 (TP)","X Industry unknown, 2014 (TP)"
"44400 Konginkangas Keskus   (Äänekoski )",101,7,14,80,7,0,8,0,0,6,6,1,15,0,0,0,0,1,5,11,28,2,11,0,0,0
"44420 Liimattala   (Äänekoski )",34,12,16,6,12,0,1,0,0,15,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"44440 Räihä   (Äänekoski )",11,2,0,9,2,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"44460 Kalaniemi   (Äänekoski )",21,5,2,14,5,0,0,0,0,2,1,3,0,0,0,0,2,0,0,0,8,0,0,0,0,0
"44480 Niinilahti   (Viitasaari )",16,9,4,3,9,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"44500 Viitasaari Keskus   (Viitasaari )",1792,86,372,1334,86,0,276,3,12,81,284,123,36,8,32,14,58,38,87,128,437,29,60,0,0,0
"44530 Ilmolahti   (Viitasaari )",20,5,12,3,5,0,11,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44580 Huopanankoski   (Viitasaari )",12,6,3,3,6,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"44590 Vuorilahti   (Viitasaari )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"44610 Kärnä   (Viitasaari )",31,25,1,5,25,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0
"44630 Kumpumäki   (Viitasaari )",21,8,9,4,8,4,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44640 Kymönkoski   (Viitasaari )",50,16,22,12,16,0,17,0,0,5,6,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"44670 Suovanlahti   (Viitasaari )",32,26,2,4,26,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"44680 Lahnanen   (Viitasaari )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"44730 Löytänä   (Viitasaari )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"44740 Keitelepohja-Kotvala   (Viitasaari )",22,12,0,10,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,0,0
"44760 Keihärinkoski   (Viitasaari )",19,11,6,2,11,1,2,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"44770 Valkeisjärvi   (Viitasaari )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"44790 Kotvala   (Viitasaari )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"44800 Pihtipudas Keskus   (Pihtipudas )",1074,90,146,838,90,0,107,6,5,28,128,39,44,18,16,4,58,23,50,82,301,7,67,1,0,0
"44860 Alvajärvi   (Pihtipudas )",44,32,1,11,32,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"44880 Muurasjärvi   (Pihtipudas )",100,52,8,40,52,0,2,0,0,6,5,6,0,0,1,0,5,6,0,7,8,1,1,0,0,0
"44910 Elämäjärvi   (Pihtipudas )",39,18,10,11,18,2,1,0,1,6,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"44920 Peninki   (Pihtipudas )",33,20,10,3,20,5,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44950 Kärväsjärvi   (Pihtipudas )",12,4,3,5,4,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"44970 Korppinen   (Pihtipudas )",17,13,1,3,13,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"45100 Kouvola Keskus   (Kouvola )",8359,59,725,7575,59,7,46,66,60,546,648,532,289,140,218,173,730,447,1682,697,1336,341,342,0,0,0
"45120 Kotkankallio-Vahteranmäki   (Kouvola )",319,2,84,233,2,0,33,0,0,51,27,94,4,11,1,2,7,5,0,0,51,22,9,0,0,0
"45130 Korjala-Kaunisnurmi   (Kouvola )",2520,1,785,1734,1,0,451,0,0,334,979,98,76,184,7,20,158,55,22,2,87,13,33,0,0,0
"45150 Kankaronmäki-Eskolanmäki   (Kouvola )",428,2,35,391,2,0,1,0,1,33,56,25,8,6,0,0,10,58,0,86,118,2,22,0,0,0
"45160 Lehtomäki   (Kouvola )",356,7,41,308,7,0,4,0,9,28,24,31,12,1,0,10,34,8,0,1,124,43,20,0,0,0
"45200 Tornionmäki   (Kouvola )",2064,1,646,1417,1,22,329,0,15,280,178,490,40,17,0,10,58,129,12,237,167,33,46,0,0,0
"45330 Harju   (Kouvola )",31,3,2,26,3,0,0,0,0,2,9,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"45360 Kukkuramäki   (Kouvola )",496,9,125,362,9,0,72,1,0,52,109,45,7,0,0,1,3,4,6,41,137,1,8,0,0,0
"45370 Valkeala kk   (Kouvola )",822,42,71,709,42,0,17,0,0,54,49,36,11,3,0,0,11,6,89,65,389,5,45,0,0,0
"45410 Utti   (Kouvola )",528,13,59,456,13,3,26,1,12,17,26,12,16,0,0,12,10,1,351,9,13,0,6,0,0,0
"45460 Savero   (Kouvola )",30,8,14,8,8,0,0,0,0,14,2,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0
"45610 Koria   (Kouvola )",1016,71,474,471,71,0,411,0,2,61,45,127,32,0,10,4,24,1,6,38,143,7,34,0,0,0
"45700 Kuusankoski Keskus   (Kouvola )",3180,1,918,2261,1,0,797,2,3,116,217,84,289,9,38,9,130,334,140,248,592,30,141,0,0,0
"45720 Kotiharju-Ruhjonmäki   (Kouvola )",1277,23,375,879,23,0,234,0,11,130,536,70,55,8,2,2,13,52,0,40,73,14,14,0,0,0
"45740 Maunuksela   (Iitti )",1115,18,271,826,18,0,57,0,0,214,99,78,17,1,0,0,12,31,23,28,529,1,7,0,0,0
"45750 Kuusankosken Sairaala-alue   (Kouvola )",675,0,0,675,0,0,0,0,0,0,0,0,20,8,0,0,0,107,0,0,540,0,0,0,0,0
"45810 Pilkanmaa   (Kouvola )",83,7,16,60,7,0,3,0,0,13,5,9,8,1,0,0,2,10,0,8,12,2,3,0,0,0
"45910 Voikkaa   (Kouvola )",536,6,241,289,6,1,186,0,12,42,77,11,14,1,0,0,14,44,0,43,64,4,17,0,0,0
"45940 Oravala   (Kouvola )",20,8,9,3,8,0,3,0,0,6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"46110 Tuohikotti   (Kouvola )",51,20,6,25,20,0,1,0,0,5,6,7,8,0,0,0,3,0,0,0,0,0,1,0,0,0
"46140 Vekaranjärvi   (Kouvola )",653,4,0,649,4,0,0,0,0,0,0,0,40,0,0,29,0,0,573,6,0,0,1,0,0,0
"46230 Aro   (Kouvola )",76,50,17,9,50,4,11,0,0,2,3,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0
"46400 Kaipiainen   (Kouvola )",185,27,138,20,27,0,113,0,0,25,9,3,3,0,0,0,0,0,0,3,1,0,1,0,0,0
"46430 Tirva-Inkerilä   (Kouvola )",33,18,2,13,18,0,0,0,0,2,7,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0
"46450 Enäjärvi   (Kouvola )",42,16,19,7,16,16,0,0,0,3,0,2,0,0,0,0,1,1,0,0,0,0,3,0,0,0
"46530 Kannuskoski   (Luumäki )",26,12,2,12,12,0,0,0,2,0,3,0,5,0,0,0,0,1,0,2,0,0,1,0,0,0
"46570 Saaramaa   (Kouvola )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"46710 Sippola   (Kouvola )",215,31,37,147,31,9,23,0,0,5,11,9,2,0,0,0,0,0,0,9,103,1,12,0,0,0
"46730 Ruotila   (Kouvola )",29,14,7,8,14,0,4,0,0,3,2,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0
"46750 Liikkala   (Kouvola )",28,9,4,15,9,0,4,0,0,0,3,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"46800 Myllykoski   (Kouvola )",891,28,173,690,28,0,104,0,40,29,102,53,29,1,15,3,22,8,47,108,219,44,39,0,0,0
"46810 Ummeljoki   (Kouvola )",131,45,51,35,45,4,21,0,0,26,1,12,0,0,0,1,0,1,0,7,8,0,5,0,0,0
"46860 Anjalankoski Keskus   (Kouvola )",526,16,158,352,16,0,72,0,66,20,20,3,14,0,0,0,0,30,0,0,275,1,9,0,0,0
"46900 Inkeroinen   (Kouvola )",756,11,308,437,11,21,250,1,0,36,130,39,9,7,13,3,3,20,6,93,81,9,24,0,0,0
"46910 Anjala   (Kouvola )",279,22,80,177,22,0,34,0,5,41,18,9,9,0,0,5,4,0,0,36,56,3,37,0,0,0
"46930 Huruksela   (Kotka )",34,10,4,20,10,0,2,0,0,2,2,0,4,0,0,0,3,0,0,0,11,0,0,0,0,0
"46950 Ahvio   (Kouvola )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"46960 Muhniemi   (Kouvola )",44,31,10,3,31,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"47110 Löytty   (Kouvola )",10,8,0,2,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"47150 Raussila   (Kouvola )",48,19,4,25,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"47200 Elimäki kk   (Kouvola )",661,96,185,380,96,0,17,20,0,148,39,27,25,1,14,0,7,2,10,59,168,4,24,0,0,0
"47260 Ratula   (Kouvola )",22,15,2,5,15,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"47310 Haapa-Kimola   (Iitti )",54,29,13,12,29,0,3,0,0,10,0,3,1,0,0,0,1,0,0,6,1,0,0,0,0,0
"47350 Kimonkylä   (Lapinjärvi )",21,15,1,5,15,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"47400 Kausala   (Iitti )",1716,43,723,950,43,0,559,9,2,153,114,135,70,9,10,6,20,56,42,83,354,10,41,0,0,0
"47440 Sääskjärvi   (Iitti )",21,10,4,7,10,0,3,0,0,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"47450 Erottaja   (Iitti )",52,24,12,16,24,0,12,0,0,0,1,0,0,0,0,0,1,1,0,13,0,0,0,0,0,0
"47460 Hiisiö   (Iitti )",18,1,1,16,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"47490 Mankala-Hiisiö   (Iitti )",78,20,20,38,20,0,1,0,0,19,1,1,0,0,0,0,0,1,0,0,33,0,2,0,0,0
"47520 Iitti kk   (Iitti )",13,4,1,8,4,0,0,0,0,1,1,0,0,0,0,1,1,2,0,2,1,0,0,0,0,0
"47540 Löyttilä   (Iitti )",32,28,4,0,28,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47610 Kymentaka   (Iitti )",24,13,1,10,13,0,1,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"47650 Kimola   (Kouvola )",34,18,9,7,18,0,2,0,1,6,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"47710 Jaala kk   (Kouvola )",228,39,51,138,39,0,4,0,1,46,16,23,1,3,0,1,7,3,1,11,56,1,15,0,0,0
"47760 Huhdasjärvi   (Kouvola )",12,8,4,0,8,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47810 Selänpää   (Kouvola )",81,27,21,33,27,0,0,0,0,21,0,6,0,0,0,0,4,1,0,4,18,0,0,0,0,0
"47830 Hasula   (Kouvola )",33,8,0,25,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0
"47850 Verla   (Kouvola )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"47900 Vuohijärvi   (Kouvola )",141,1,119,21,1,0,119,0,0,0,5,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"47910 Hillosensalmi   (Kouvola )",12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"48100 Kotkansaari   (Kotka )",6559,14,879,5666,14,0,789,22,3,65,567,1004,329,285,142,75,412,585,482,382,910,263,230,0,0,0
"48130 Katariina   (Kotka )",161,0,36,125,0,0,32,0,0,4,2,3,0,0,0,0,1,0,21,78,18,2,0,0,0,0
"48200 Hovinsaari   (Kotka )",813,0,231,582,0,0,158,0,25,48,30,92,16,1,1,0,3,372,25,12,24,0,6,0,0,0
"48210 Toukolan Sairaala-Alue   (Kotka )",1588,2,210,1376,2,0,158,52,0,0,2,5,10,0,0,0,0,130,0,0,1227,2,0,0,0,0
"48220 Metsola   (Kotka )",1047,0,210,837,0,0,65,0,11,134,68,34,128,0,0,1,24,0,82,258,228,0,14,0,0,0
"48230 Korela-Jylppy   (Kotka )",841,0,222,619,0,0,95,0,0,127,188,153,22,52,0,17,6,30,0,36,86,3,26,0,0,0
"48300 Ruonala   (Kotka )",151,0,16,135,0,0,6,0,0,10,21,2,3,1,0,0,0,22,0,21,42,14,9,0,0,0
"48310 Mussalo   (Kotka )",1096,2,93,1001,2,0,43,3,18,29,30,494,29,7,6,0,143,22,100,62,94,6,8,0,0,0
"48350 Karhuvuori   (Kotka )",322,0,9,313,0,0,0,0,0,9,27,6,10,2,0,0,1,2,25,49,188,2,1,0,0,0
"48400 Sutela   (Kotka )",840,10,231,599,10,0,183,0,4,44,312,73,51,9,0,3,19,3,0,21,77,11,20,0,0,0
"48410 Kaukola   (Kotka )",151,14,44,93,14,2,6,1,5,30,7,13,4,0,0,0,3,27,0,15,23,0,1,0,0,0
"48600 Karhula   (Kotka )",4732,43,1364,3325,43,0,1016,6,65,277,750,251,101,20,39,35,320,177,134,232,1073,47,146,0,0,0
"48700 Kyminlinna   (Kotka )",116,1,10,105,1,0,0,0,0,10,19,9,2,0,2,0,5,0,0,1,62,3,2,0,0,0
"48710 Koivula   (Kotka )",70,7,17,46,7,0,0,0,9,8,6,4,0,0,0,0,4,1,0,0,21,3,7,0,0,0
"48720 Kymi   (Kotka )",340,7,217,116,7,0,161,0,20,36,25,29,7,1,0,1,8,4,0,17,20,0,4,0,0,0
"48750 Nikeli   (Kotka )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"48770 Ristinkallio   (Kotka )",642,0,262,380,0,0,134,43,0,85,209,81,9,0,0,1,11,18,0,18,26,6,1,0,0,0
"48800 Otsola-Mäntykangas   (Kotka )",139,0,33,106,0,0,14,0,0,19,5,34,3,0,0,0,1,7,0,0,53,1,2,0,0,0
"48810 Rantahaka   (Kotka )",229,11,112,106,11,0,111,0,0,1,42,9,34,0,0,1,5,2,0,0,3,1,9,0,0,0
"48900 Sunila   (Kotka )",397,15,311,71,15,0,282,0,0,29,3,12,3,0,0,0,7,1,2,18,20,1,4,0,0,0
"48910 Suulisniemi   (Kotka )",94,0,8,86,0,0,0,0,0,8,14,9,1,7,0,1,3,1,0,0,44,1,5,0,0,0
"48930 Tiutinen   (Kotka )",25,0,7,18,0,0,4,0,2,1,5,6,0,0,0,0,0,0,0,6,0,1,0,0,0,0
"49200 Heinlahti   (Pyhtää )",74,6,37,31,6,0,11,0,0,26,3,14,1,1,0,0,6,2,0,0,3,0,1,0,0,0
"49210 Huutjärvi   (Pyhtää )",134,0,12,122,0,0,2,0,0,10,1,3,12,0,0,0,0,1,1,53,45,3,3,0,0,0
"49220 Siltakylä   (Pyhtää )",471,17,132,322,17,0,87,0,4,41,45,13,7,2,21,1,37,15,39,0,105,10,27,0,0,0
"49240 Purolanlahti   (Pyhtää )",21,6,5,10,6,2,0,0,0,3,0,0,5,0,0,0,0,1,0,4,0,0,0,0,0,0
"49270 Pyhtää kk   (Pyhtää )",133,10,16,107,10,0,0,0,0,16,11,0,38,0,0,0,6,37,0,6,7,0,2,0,0,0
"49290 Vastila   (Pyhtää )",52,18,3,31,18,0,0,0,0,3,1,20,0,0,0,0,4,1,0,4,0,0,1,0,0,0
"49300 Tavastila   (Kotka )",56,3,30,23,3,0,1,0,0,29,0,0,0,0,0,0,0,2,0,9,12,0,0,0,0,0
"49340 Juurikorpi   (Kotka )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"49400 Hamina Keskus   (Hamina )",3666,62,335,3269,62,0,69,51,35,180,496,140,141,30,59,65,105,166,492,234,1100,66,175,0,0,0
"49410 Poitsila   (Hamina )",248,2,33,213,2,0,0,0,0,33,35,56,16,0,0,0,2,2,0,46,39,10,7,0,0,0
"49420 Uusi-Summa   (Hamina )",388,4,53,331,4,0,25,0,4,24,64,87,2,57,0,3,26,9,33,9,39,0,2,0,0,0
"49460 Hillo   (Hamina )",1115,1,565,549,1,0,451,0,5,109,54,337,23,2,0,7,27,9,50,16,13,1,10,0,0,0
"49480 Vanha-Summa   (Hamina )",81,3,39,39,3,0,0,0,0,39,8,6,3,2,0,0,4,0,0,15,0,0,1,0,0,0
"49490 Neuvoton   (Hamina )",279,5,149,125,5,8,53,0,0,88,46,4,1,0,0,1,11,0,0,9,45,1,7,0,0,0
"49510 Husula   (Hamina )",118,29,9,80,29,0,5,0,0,4,10,1,8,0,0,1,1,0,0,19,29,1,10,0,0,0
"49520 Reitkalli   (Hamina )",54,9,19,26,9,0,0,0,9,10,2,3,9,0,0,0,2,2,0,0,4,3,1,0,0,0
"49540 Metsäkylä   (Hamina )",48,11,21,16,11,0,18,0,0,3,5,1,3,0,0,0,1,0,0,5,1,0,0,0,0,0
"49570 Kannusjärvi   (Hamina )",50,32,3,15,32,0,1,0,0,2,2,4,1,0,0,0,0,0,0,3,5,0,0,0,0,0
"49610 Sivatti   (Hamina )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"49630 Vehkajoki   (Hamina )",87,2,9,76,2,0,9,0,0,0,4,0,1,0,0,0,0,0,0,0,71,0,0,0,0,0
"49640 Paijärvi   (Hamina )",15,6,5,4,6,0,0,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"49660 Pyhältö   (Hamina )",94,51,10,33,51,0,2,0,0,8,8,12,2,0,0,0,0,0,0,5,5,0,1,0,0,0
"49700 Miehikkälä Kirkonkylä   (Miehikkälä )",269,34,12,223,34,2,3,0,0,7,14,1,8,0,6,1,2,0,28,17,130,0,16,0,0,0
"49720 Hurttala   (Miehikkälä )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"49730 Muurikkala   (Miehikkälä )",69,19,11,39,19,0,8,0,0,3,2,28,1,0,0,0,1,0,0,3,2,2,0,0,0,0
"49750 Kalliokoski   (Miehikkälä )",49,11,0,38,11,0,0,0,0,0,0,30,0,0,0,0,0,3,0,0,5,0,0,0,0,0
"49760 Suur-Miehikkälä   (Miehikkälä )",31,7,6,18,7,0,1,0,0,5,1,10,0,0,0,0,1,2,0,4,0,0,0,0,0,0
"49770 Salo-Miehikkälä   (Miehikkälä )",19,15,1,3,15,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49780 Onkamaa   (Hamina )",18,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49840 Mäntlahti   (Hamina )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"49860 Klamila   (Virolahti )",79,24,23,32,24,0,0,0,0,23,7,4,3,0,0,0,1,0,0,7,7,0,3,0,0,0
"49900 Virolahti Keskus   (Virolahti )",588,60,62,466,60,26,10,0,0,26,118,25,16,3,8,2,14,43,40,50,116,6,25,0,0,0
"49930 Vaalimaa   (Virolahti )",461,14,5,442,14,0,0,0,0,5,46,20,25,0,0,0,10,0,341,0,0,0,0,0,0,0
"49960 Ala-Pihlaja   (Virolahti )",25,20,3,2,20,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"49980 Ravijoki   (Virolahti )",88,10,9,69,10,0,3,0,0,6,0,0,3,0,0,0,0,0,0,65,1,0,0,0,0,0
"50100 Mikkeli Keskus   (Mikkeli )",9710,73,1252,8385,73,0,808,162,27,255,1108,261,427,185,227,174,413,337,1099,1167,2202,376,406,3,0,0
"50120 Siekkilä   (Mikkeli )",250,0,37,213,0,0,1,0,16,20,8,16,6,2,0,1,2,43,67,0,47,8,13,0,0,0
"50130 Nuijamies   (Mikkeli )",2715,5,455,2255,5,0,232,14,19,190,386,142,60,294,1,5,128,113,125,107,770,9,115,0,0,0
"50150 Karkialampi   (Mikkeli )",1414,4,553,857,4,0,382,0,23,148,197,76,1,29,1,22,133,2,369,2,21,1,3,0,0,0
"50160 Kattilansilta   (Mikkeli )",93,0,3,90,0,0,0,0,0,3,21,3,6,0,0,2,3,10,0,4,38,0,3,0,0,0
"50170 Peitsari   (Mikkeli )",1115,13,313,789,13,0,174,0,0,139,195,127,18,4,4,8,29,24,3,100,197,26,54,0,0,0
"50180 Visulahti   (Mikkeli )",175,10,20,145,10,0,7,0,0,13,15,1,10,0,2,0,2,0,0,15,93,3,4,0,0,0
"50190 Tuppurala   (Mikkeli )",612,9,15,588,9,6,0,0,0,9,238,22,43,21,4,4,127,0,0,36,82,4,7,0,0,0
"50200 Kovala   (Mikkeli )",64,12,19,33,12,0,2,0,0,17,5,9,0,0,1,0,0,7,0,8,2,1,0,0,0,0
"50300 Rämälä   (Mikkeli )",41,17,5,19,17,0,2,0,1,2,4,2,0,0,0,0,2,0,0,9,1,1,0,0,0,0
"50350 Norola   (Mikkeli )",67,1,12,54,1,0,4,0,0,8,30,2,10,0,0,1,0,0,0,0,10,1,0,0,0,0
"50500 Tuukkala-Kaituenmäki   (Mikkeli )",157,5,3,149,5,0,0,0,0,3,13,17,22,0,0,4,1,2,0,12,78,0,0,0,0,0
"50520 Moision Sairaala-alue   (Mikkeli )",198,0,1,197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0
"50600 Karikko   (Mikkeli )",1011,19,333,659,19,0,228,0,2,103,110,63,32,3,1,4,114,17,68,71,155,9,12,0,0,0
"50670 Otava   (Mikkeli )",402,30,147,224,30,0,105,0,6,36,42,12,7,0,0,1,1,1,6,112,27,3,12,0,0,1
"50700 Syysjärvi   (Mikkeli )",279,14,78,187,14,0,9,0,0,69,0,3,29,0,0,1,0,3,0,6,141,4,0,0,0,0
"50770 Korpikoski   (Mikkeli )",42,9,12,21,9,0,1,0,0,11,3,7,0,0,0,0,0,0,0,0,10,0,1,0,0,0
"50800 Annilanselkä   (Mikkeli )",138,10,23,105,10,0,3,0,5,15,8,13,1,0,0,0,6,2,0,38,26,4,6,1,0,0
"50970 Ihastjärvi   (Mikkeli )",258,23,33,202,23,0,2,0,0,31,9,19,11,0,2,0,4,5,0,6,141,2,3,0,0,0
"51130 Vanhamäki   (Mikkeli )",32,18,5,9,18,0,1,0,0,4,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"51200 Kangasniemi Keskus   (Kangasniemi )",1350,119,306,925,119,0,196,4,12,94,176,66,59,11,21,9,30,39,53,56,326,18,61,0,0,0
"51260 Tahkomäki   (Kangasniemi )",19,8,3,8,8,0,0,0,0,3,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"51270 Kutemajärvi   (Kangasniemi )",37,18,4,15,18,0,0,0,0,4,5,5,0,0,0,0,1,1,0,2,0,1,0,0,0,0
"51310 Levä   (Kangasniemi )",15,5,6,4,5,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
"51335 Kaihlamäki   (Kangasniemi )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"51340 Hännilä-Särkiharju   (Kangasniemi )",39,18,17,4,18,0,6,0,0,11,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
"51360 Koivula-Synsiö   (Kangasniemi )",15,10,1,4,10,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"51380 Synsiö   (Kangasniemi )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"51420 Harjumaa-Pajulankylä   (Mikkeli )",39,20,11,8,20,0,4,0,0,7,0,3,0,0,0,0,1,0,0,0,1,0,3,0,0,0
"51430 Läsäkoski   (Kangasniemi )",20,6,13,1,6,0,7,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51440 Vuojalahti   (Kangasniemi )",71,38,24,9,38,0,4,0,0,20,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
"51450 Pajulankylä   (Mikkeli )",15,7,1,7,7,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51460 Luusniemi   (Kangasniemi )",37,25,7,5,25,0,0,0,0,7,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
"51520 Hiirola   (Mikkeli )",47,15,15,17,15,3,8,0,0,4,1,13,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"51540 Kalvitsa   (Mikkeli )",62,30,2,30,30,0,0,0,0,2,2,6,0,3,0,0,0,17,0,0,1,1,0,0,0,0
"51600 Haukivuori Keskus-Piitkäaho   (Mikkeli )",332,76,57,199,76,0,26,0,1,30,27,27,18,0,6,1,3,5,3,20,77,2,10,0,0,0
"51620 Pitkäaho   (Mikkeli )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"51670 Nykälä   (Mikkeli )",16,12,2,2,12,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51720 Rahula   (Mikkeli )",82,22,31,29,22,0,20,0,0,11,1,3,1,0,2,0,1,2,0,7,7,4,1,0,0,0
"51740 Huuhanaho   (Mikkeli )",24,9,2,13,9,0,0,0,0,2,1,8,0,0,0,1,1,2,0,0,0,0,0,0,0,0
"51760 Nuutilanmäki   (Juva )",105,26,44,35,26,1,36,0,0,7,22,0,0,0,0,0,0,1,0,6,4,2,0,0,0,0
"51780 Kuosmala   (Juva )",16,13,0,3,13,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
