"Postal code area","Workplaces, 2014 (TP)","Primary production, 2014 (TP)","Processing, 2014 (TP)","Services, 2014 (TP)","A Agriculture, forestry and fishing, 2014 (TP)","B Mining and quarrying, 2014 (TP)","C Manufacturing, 2014 (TP)","D Electricity, gas, steam and air conditioning supply, 2014 (TP)","E Water supply; sewerage, waste management and remediation activities, 2014 (TP)","F Construction, 2014 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2014 (TP)","H Transportation and storage, 2014 (TP)","I Accommodation and food service activities, 2014 (TP)","J Information and communication, 2014 (TP)","K Financial and insurance activities, 2014 (TP)","L Real estate activities, 2014 (TP)","M Professional, scientific and technical activities, 2014 (TP)","N Administrative and support service activities, 2014 (TP)","O Public administration and defence; compulsory social security, 2014 (TP)","P Education, 2014 (TP)","Q Human health and social work activities, 2014 (TP)","R Arts, entertainment and recreation, 2014 (TP)","S Other service activities, 2014 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2014 (TP)","U Activities of extraterritorial organisations and bodies, 2014 (TP)","X Industry unknown, 2014 (TP)"
"51810 Maivala   (Juva )",57,41,11,5,41,0,1,4,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51820 Hatsola   (Juva )",49,22,8,19,22,0,2,0,0,6,7,5,0,0,0,0,0,0,0,5,1,0,1,0,0,0
"51850 Vuorenmaa   (Juva )",35,27,0,8,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,4,0,0,0
"51860 Narila   (Juva )",13,6,6,1,6,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51880 Koikkala   (Juva )",44,31,3,10,31,0,1,0,0,2,1,0,1,0,0,0,0,1,0,4,1,0,2,0,0,0
"51890 Risulahti   (Juva )",39,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51900 Juva Keskus   (Juva )",1534,129,335,1070,129,2,211,5,9,108,198,89,94,9,30,4,35,52,70,92,309,18,70,0,0,0
"51930 Paatela   (Juva )",36,12,16,8,12,0,8,0,0,8,0,2,0,0,0,0,1,0,0,5,0,0,0,0,0,0
"51940 Härkälä   (Juva )",17,11,3,3,11,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
"51980 Lauteala   (Juva )",39,22,5,12,22,0,2,0,0,3,7,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"52100 Anttola   (Mikkeli )",281,28,41,212,28,0,15,0,0,26,32,15,44,1,3,2,0,8,0,23,71,4,9,0,0,0
"52110 Majavesi   (Mikkeli )",49,13,6,30,13,0,3,0,0,3,4,1,7,5,0,0,11,0,0,1,0,0,1,0,0,0
"52150 Hauhala   (Mikkeli )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"52200 Puumala Keskus   (Puumala )",524,64,86,374,64,0,24,0,2,60,60,36,42,2,4,3,14,27,22,30,108,4,22,0,0,0
"52230 Hurissalo   (Puumala )",50,32,5,13,32,0,0,0,0,5,6,2,1,0,0,0,0,1,0,0,0,1,2,0,0,0
"52270 Ryhälä   (Puumala )",10,2,0,8,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0
"52300 Ristiina Keskus   (Mikkeli )",578,35,95,448,35,0,33,0,4,58,87,31,41,7,11,1,30,4,7,65,144,6,14,0,0,0
"52320 Vitsiälä   (Mikkeli )",85,7,23,55,7,0,3,0,3,17,1,10,3,0,0,0,1,3,0,1,36,0,0,0,0,0
"52330 Heimari   (Mikkeli )",10,1,0,9,1,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"52340 Hangastenmaa   (Mikkeli )",36,26,3,7,26,0,0,0,0,3,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0
"52360 Someenjärvi   (Mikkeli )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"52420 Pellosniemi   (Mikkeli )",738,19,644,75,19,2,602,0,0,40,13,37,10,1,0,0,3,4,0,3,3,0,1,0,0,0
"52510 Hietanen   (Hirvensalmi )",64,22,14,28,22,0,6,0,0,8,5,6,12,0,0,0,0,0,0,3,0,0,2,0,0,0
"52520 Syväsmäki   (Hirvensalmi )",14,8,3,3,8,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"52550 Hirvensalmi Keskus   (Hirvensalmi )",472,56,149,267,56,15,103,0,0,31,42,8,30,2,5,2,11,16,18,26,85,1,21,0,0,0
"52610 Tuukkalanlahti   (Hirvensalmi )",25,18,3,4,18,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"52620 Kuitula   (Hirvensalmi )",27,6,5,16,6,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0
"52700 Mäntyharju Keskus   (Mäntyharju )",1617,121,525,971,121,0,373,8,3,141,155,80,60,10,20,27,39,32,66,77,337,11,55,2,0,0
"52720 Karankamäki-Koirakivi   (Mäntyharju )",25,5,0,20,5,0,0,0,0,0,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"52730 Koirakivi   (Mäntyharju )",12,5,6,1,5,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52740 Tuustaipale   (Mäntyharju )",76,21,12,43,21,0,5,0,0,7,0,0,0,2,0,0,0,0,0,10,31,0,0,0,0,0
"52760 Mynttilä   (Mäntyharju )",10,2,4,4,2,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
"52780 Kuomiokoski   (Mikkeli )",69,1,66,2,1,0,66,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52830 Suomenniemi   (Mikkeli )",111,30,5,76,30,0,2,0,1,2,13,13,7,0,6,0,1,0,5,0,27,1,3,0,0,0
"52850 Halmeniemi   (Mäntyharju )",10,3,3,4,3,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"52890 Käävänkylä   (Mäntyharju )",14,10,3,1,10,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52920 Voikoski   (Kouvola )",102,5,89,8,5,0,88,0,0,1,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0
"52960 Nurmaa   (Mäntyharju )",13,8,2,3,8,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"52970 Pankalahti-Ahvenainen   (Mäntyharju )",14,11,1,2,11,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"52980 Ahvenainen   (Mäntyharju )",10,8,0,2,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53100 Lappeenranta keskus   (Lappeenranta )",7077,12,497,6568,12,6,83,38,2,368,881,132,559,283,325,160,575,253,741,553,1451,278,377,0,0,0
"53130 Keskussairaala-alue-Kimpinen   (Lappeenr",2337,0,2,2335,0,0,0,0,0,2,1,4,45,31,0,0,137,381,75,0,1651,4,6,0,0,0
"53200 Kaukas-Tirilä   (Lappeenranta )",734,1,400,333,1,0,389,3,0,8,102,43,30,1,0,3,7,4,0,20,38,72,13,0,0,0
"53300 Lauritsala-Mälkiä   (Lappeenranta )",1415,23,346,1046,23,0,178,0,4,164,138,139,40,4,1,1,42,64,0,96,416,15,90,0,0,0
"53400 Laihia   (Lappeenranta )",254,23,135,96,23,0,107,0,0,28,10,39,6,0,0,0,7,4,0,12,0,0,18,0,0,0
"53420 Mustola   (Lappeenranta )",516,2,47,467,2,0,12,0,0,35,124,191,1,8,0,0,8,0,117,8,0,9,1,0,0,0
"53500 Parkkarila-Harapainen-Reijola   (Lappee",2872,6,767,2099,6,0,225,0,5,537,844,464,198,21,3,14,70,369,0,7,43,14,52,0,0,0
"53550 Kourulanmäki   (Lappeenranta )",1503,1,398,1104,1,0,165,0,13,220,615,29,3,5,0,3,21,224,0,51,149,1,3,0,0,0
"53600 Kesämäki   (Lappeenranta )",2288,37,845,1406,37,0,439,56,6,344,627,57,26,9,2,20,102,29,34,215,265,0,20,0,0,0
"53650 Mattila-Kuusela   (Lappeenranta )",598,9,449,140,9,44,360,19,4,22,24,39,8,0,0,0,3,24,0,9,28,4,1,0,0,0
"53810 Kuusimäki-Lavola   (Lappeenranta )",545,4,247,294,4,0,79,0,16,152,36,50,23,3,1,1,23,3,0,10,104,38,2,0,0,0
"53830 Rutola   (Lappeenranta )",78,2,8,68,2,0,0,0,0,8,8,42,0,0,0,0,1,1,0,0,16,0,0,0,0,0
"53850 Skinnarila   (Lappeenranta )",3034,26,278,2730,26,0,83,0,0,195,77,74,77,369,5,16,223,45,57,1250,362,80,95,0,0,0
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",1145,2,129,1014,2,7,95,0,0,27,85,1,60,153,0,34,260,6,248,53,50,32,32,0,0,0
"53920 Voisalmi   (Lappeenranta )",317,1,86,230,1,0,3,46,0,37,45,25,8,4,2,1,5,6,0,44,82,3,5,0,0,0
"53950 Kivisalmi   (Lappeenranta )",75,3,9,63,3,0,4,0,0,5,9,19,5,3,0,3,6,7,0,0,2,1,8,0,0,0
"54100 Joutseno Keskus   (Lappeenranta )",1728,67,782,879,67,2,618,0,0,162,125,154,24,7,15,9,15,31,21,105,302,7,64,0,0,0
"54110 Lampikangas   (Lappeenranta )",252,2,181,69,2,0,146,0,9,26,6,12,0,0,0,1,1,41,0,0,2,0,6,0,0,0
"54120 Pulp   (Lappeenranta )",338,15,237,86,15,0,216,0,2,19,9,22,7,0,1,0,1,2,0,17,22,0,5,0,0,0
"54190 Konnunsuo   (Lappeenranta )",101,3,37,61,3,0,0,0,36,1,0,0,7,0,0,0,1,0,0,0,53,0,0,0,0,0
"54230 Nuijamaa   (Lappeenranta )",592,36,9,547,36,3,4,0,0,2,158,21,0,0,0,0,14,1,337,4,0,5,7,0,0,0
"54250 Rapattila   (Lappeenranta )",25,9,0,16,9,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,4,1,0,0,0,0
"54260 Hanhijärvi   (Lappeenranta )",98,20,51,27,20,15,14,0,0,22,5,3,0,2,0,0,2,8,0,6,1,0,0,0,0,0
"54270 Vainikkala   (Lappeenranta )",210,25,6,179,25,0,0,0,0,6,0,106,5,1,0,0,1,0,64,0,0,0,2,0,0,0
"54300 Vilkjärvi   (Lappeenranta )",92,15,40,37,15,0,10,0,0,30,4,14,0,0,0,0,4,0,0,4,8,1,2,0,0,0
"54310 Hytti   (Lappeenranta )",57,13,4,40,13,0,2,0,0,2,3,33,0,0,0,0,2,0,0,0,2,0,0,0,0,0
"54330 Simola   (Lappeenranta )",57,12,15,30,12,0,4,0,0,11,2,9,1,0,0,0,12,1,0,5,0,0,0,0,0,0
"54390 Pulsa   (Lappeenranta )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"54410 Ylämaa Keskus   (Lappeenranta )",246,40,102,104,40,54,32,0,0,16,10,21,5,0,0,0,5,3,1,0,49,0,10,0,0,0
"54430 Hujakkala   (Lappeenranta )",29,25,3,1,25,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"54460 Ylijärvi   (Lappeenranta )",12,6,2,4,6,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54490 Ahomäki   (Miehikkälä )",23,10,4,9,10,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"54500 Taavetti-Somerharju   (Luumäki )",931,61,195,675,61,5,136,11,1,42,91,67,11,2,12,3,51,47,44,49,174,6,118,0,0,0
"54510 Uro   (Luumäki )",209,115,51,43,115,0,31,0,0,20,15,10,3,0,0,0,0,0,0,5,10,0,0,0,0,0
"54530 Luumäki   (Luumäki )",128,24,26,78,24,0,14,0,0,12,14,13,13,0,0,1,5,1,0,12,17,1,1,0,0,0
"54550 Suo-Anttila   (Luumäki )",18,8,9,1,8,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"54580 Somerharju   (Luumäki )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"54590 Kaitjärvi   (Luumäki )",11,7,2,2,7,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"54710 Lemi Keskus   (Lemi )",347,41,64,242,41,1,47,0,0,16,17,6,26,0,8,1,19,6,17,43,68,8,23,0,0,0
"54720 Laksiainen   (Lemi )",24,21,2,1,21,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54750 Välijoki   (Savitaipale )",55,34,6,15,34,0,0,0,0,6,0,7,0,0,0,0,0,5,0,0,3,0,0,0,0,0
"54770 Heituinlahti   (Savitaipale )",96,40,32,24,40,1,21,0,0,10,2,4,1,0,0,0,0,5,3,4,3,1,1,0,0,0
"54800 Savitaipale Keskus   (Savitaipale )",871,82,125,664,82,0,71,1,5,48,87,93,52,9,15,2,29,15,21,66,233,9,33,0,0,0
"54820 Kotimäki   (Lemi )",10,4,3,3,4,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54850 Kuukanniemi   (Lemi )",99,8,45,46,8,0,15,0,0,30,9,8,2,3,0,1,1,1,0,1,18,0,2,0,0,0
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",279,0,17,262,0,0,1,1,1,14,45,18,7,1,0,1,4,12,0,52,116,3,3,0,0,0
"54920 Taipalsaari   (Taipalsaari )",352,10,64,278,10,5,22,0,0,37,11,42,12,1,0,1,21,10,29,30,87,6,28,0,0,0
"54930 Levänen   (Taipalsaari )",46,30,8,8,30,0,0,0,0,8,1,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0
"54940 Solkei   (Taipalsaari )",21,10,9,2,10,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"54950 Pettilä   (Savitaipale )",14,5,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,2,0,0,0
"54960 Vehkataipale   (Taipalsaari )",39,5,12,22,5,0,4,0,0,8,4,5,1,0,0,0,4,0,0,5,0,1,2,0,0,0
"55100 Imatra Keskus   (Imatra )",2621,49,382,2190,49,0,67,0,31,284,483,126,176,39,123,71,200,225,164,200,259,37,87,0,0,0
"55120 Mansikkala-Tuulikallio   (Imatra )",2261,2,526,1733,2,0,262,36,11,217,399,113,61,16,6,12,73,98,250,307,249,76,73,0,0,0
"55300 Rauha-Tiuruniemi   (Lappeenranta )",248,8,86,154,8,0,77,0,3,6,13,52,19,0,0,0,6,18,0,20,19,0,7,0,0,0
"55320 Rauha   (Lappeenranta )",199,0,4,195,0,0,2,0,0,2,21,2,115,0,0,36,2,15,0,1,0,3,0,0,0,0
"55330 Tiuruniemi   (Lappeenranta )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"55400 Tainionkoski-Mustalampi   (Imatra )",136,4,39,93,4,0,21,6,0,12,2,4,19,0,0,1,2,1,0,35,28,0,1,0,0,0
"55420 Karhumäki-Karhukallio   (Imatra )",347,7,70,270,7,2,23,0,0,45,33,15,138,1,1,5,2,21,0,6,24,6,18,0,0,0
"55510 Sotkulampi-Linnasuo   (Imatra )",142,0,17,125,0,0,0,0,11,6,8,0,5,0,0,2,0,82,0,0,27,0,1,0,0,0
"55610 Rajapatsas-Teppanala   (Imatra )",1236,5,683,548,5,0,659,0,7,17,95,27,21,4,0,3,8,3,228,19,134,1,5,0,0,0
"55700 Vintteri-Virasoja   (Imatra )",171,8,11,152,8,0,0,0,0,11,45,74,0,2,0,0,4,0,0,13,12,0,2,0,0,0
"55800 Vuoksenniska-Saarlampi   (Imatra )",2907,17,1630,1260,17,0,1537,14,3,76,275,114,76,4,6,4,34,44,31,71,555,9,37,0,0,0
"55910 Rautio-Kurkvuori   (Imatra )",300,1,14,285,1,0,9,0,0,5,14,18,2,3,1,0,7,1,89,93,45,0,12,0,0,0
"56100 Ruokolahti Keskus   (Ruokolahti )",529,24,24,481,24,0,6,3,0,15,52,16,23,6,3,4,16,19,30,107,141,21,43,0,0,0
"56120 Salosaari   (Ruokolahti )",66,6,7,53,6,0,0,0,0,7,9,3,3,0,1,0,0,1,0,0,31,0,5,0,0,0
"56140 Äitsaari   (Ruokolahti )",30,24,2,4,24,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"56210 Virmutjoki   (Ruokolahti )",89,5,13,71,5,0,0,0,0,13,1,26,0,0,0,0,2,32,0,9,0,0,1,0,0,0
"56310 Syyspohja   (Ruokolahti )",23,12,2,9,12,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,6,0,0,0,0,0
"56330 Utula   (Ruokolahti )",14,8,1,5,8,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"56350 Kyläniemi   (Taipalsaari )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",22,1,1,20,1,0,0,0,0,1,3,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"56440 Pohja-Lankila   (Ruokolahti )",21,7,0,14,7,0,0,0,0,0,1,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0
"56510 Puntala   (Ruokolahti )",164,28,84,52,28,0,76,0,0,8,0,16,11,0,0,0,1,12,0,10,0,0,2,0,0,0
"56550 Niska-Pietilä   (Rautjärvi )",11,6,1,4,6,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"56610 Rautjärvi   (Rautjärvi )",91,3,17,71,3,5,2,0,0,10,5,7,2,1,0,0,4,1,0,8,42,0,1,0,0,0
"56640 Purnujärvi   (Rautjärvi )",11,7,0,4,7,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"56710 Miettilä   (Rautjärvi )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"56730 Laikko   (Rautjärvi )",32,9,2,21,9,0,0,0,0,2,1,2,0,1,0,0,0,16,0,0,0,0,1,0,0,0
"56800 Simpele   (Rautjärvi )",825,48,379,398,48,0,356,0,2,21,62,17,45,14,8,12,21,11,27,55,92,8,26,0,0,0
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",2145,24,88,2033,24,0,33,12,0,43,463,80,93,56,92,82,207,59,83,343,247,74,154,0,0,0
"57120 Savonlinna   (Savonlinna )",1116,0,0,1116,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,94,1017,0,2,0,0,0
"57130 Savonlinna Keskus   (Savonlinna )",1394,39,24,1331,39,0,6,0,9,9,94,9,205,11,5,15,145,120,427,18,162,74,46,0,0,0
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",596,0,64,532,0,0,57,0,0,7,19,6,11,0,0,0,3,9,0,0,458,0,26,0,0,0
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",1059,2,395,662,2,0,353,0,0,42,155,24,30,12,0,2,34,72,2,252,64,5,10,0,0,0
"57210 Nojanmaa   (Savonlinna )",821,9,344,468,9,0,266,0,10,68,293,18,9,54,3,0,10,10,0,27,35,0,9,0,0,0
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",278,1,39,238,1,0,2,2,0,35,74,29,8,0,1,3,7,0,0,1,113,0,2,0,0,0
"57230 Inkerinkylä   (Savonlinna )",1203,34,646,523,34,0,420,16,38,172,91,164,30,10,0,0,16,32,0,68,89,6,17,0,0,0
"57310 Rinkilä   (Savonlinna )",95,28,13,54,28,0,8,0,0,5,7,11,2,0,0,0,2,0,0,21,1,9,1,0,0,0
"57510 Laitaatsilta   (Savonlinna )",127,0,23,104,0,0,9,0,0,14,59,25,19,0,0,0,0,1,0,0,0,0,0,0,0,0
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",212,12,42,158,12,0,4,0,9,29,13,13,0,0,0,0,2,0,0,43,74,7,6,0,0,0
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",223,3,25,195,3,0,9,0,0,16,28,21,6,1,0,1,12,11,0,16,85,7,7,0,0,0
"57810 Aholahti   (Savonlinna )",64,5,40,19,5,0,24,0,0,16,5,5,1,1,0,0,2,4,1,0,0,0,0,0,0,0
"58130 Oravi   (Savonlinna )",29,13,1,15,13,0,1,0,0,0,4,5,0,0,0,0,0,4,0,0,2,0,0,0,0,0
"58140 Ahvensalmi   (Savonlinna )",11,8,0,3,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"58150 Makkola   (Savonlinna )",27,24,1,2,24,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"58160 Karvila   (Enonkoski )",15,12,1,2,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"58170 Simanala   (Enonkoski )",40,19,8,13,19,0,0,0,0,8,1,4,0,1,1,0,0,1,0,0,5,0,0,0,0,0
"58175 Enonkoski Keskus   (Enonkoski )",285,43,27,215,43,0,5,0,1,21,22,53,1,2,1,0,4,8,16,0,97,2,9,0,0,0
"58180 Ihamaniemi   (Enonkoski )",11,9,1,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"58200 Kerimäki Keskus   (Savonlinna )",757,108,101,548,108,0,37,2,2,60,70,94,56,3,12,5,14,17,3,58,184,7,25,0,0,0
"58220 Louhi   (Savonlinna )",29,15,2,12,15,0,0,0,0,2,0,1,0,0,0,0,2,3,0,4,0,0,2,0,0,0
"58260 Kumpuranta   (Savonlinna )",17,7,4,6,7,0,1,0,0,3,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0
"58300 Savonranta Keskus   (Savonlinna )",185,17,80,88,17,0,56,0,1,23,5,7,10,0,1,2,4,2,4,7,31,1,14,0,0,0
"58320 Raikuu   (Savonlinna )",50,40,8,2,40,0,6,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"58350 Villala   (Kitee )",20,8,2,10,8,0,0,0,0,2,5,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
"58360 Säimen   (Savonlinna )",25,9,3,13,9,0,2,0,0,1,0,2,0,0,0,0,1,0,0,0,10,0,0,0,0,0
"58390 Rönkönvaara   (Savonlinna )",11,4,2,5,4,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"58410 Haapakallio   (Savonlinna )",74,6,22,46,6,2,16,0,0,4,1,7,8,0,0,0,2,2,0,6,20,0,0,0,0,0
"58420 Silvola   (Savonlinna )",43,8,31,4,8,6,22,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"58430 Kulennoinen   (Savonlinna )",84,20,21,43,20,0,3,0,12,6,1,12,8,0,0,0,2,0,0,4,5,0,11,0,0,0
"58450 Punkaharju   (Savonlinna )",264,4,3,257,4,0,3,0,0,0,2,2,39,0,0,3,26,3,0,27,123,31,1,0,0,0
"58500 Punkasalmi   (Savonlinna )",800,29,487,284,29,1,464,0,0,22,54,25,12,11,4,2,6,2,4,41,99,5,19,0,0,0
"58520 Hiukkajoki   (Savonlinna )",48,30,11,7,30,0,10,0,0,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0
"58550 Putikko   (Savonlinna )",96,43,15,38,43,0,4,0,0,11,2,8,0,2,0,0,1,0,0,0,20,3,2,0,0,0
"58570 Ruhvana   (Savonlinna )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"58580 Vuoriniemi   (Savonlinna )",28,7,4,17,7,0,0,0,0,4,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"58610 Telakanava   (Sulkava )",22,18,2,2,18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"58620 Lohilahti   (Sulkava )",59,26,4,29,26,0,0,0,0,4,10,7,1,0,0,0,0,0,4,4,0,0,3,0,0,0
"58650 Kiviapaja   (Savonlinna )",20,16,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"58680 Piojärvi   (Savonlinna )",11,5,1,5,5,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",37,26,1,10,26,0,0,0,0,1,0,6,0,0,0,0,0,1,0,3,0,0,0,0,0,0
"58700 Sulkava Keskus   (Sulkava )",648,65,120,463,65,7,79,2,6,26,68,11,28,3,8,1,10,50,48,53,141,1,41,0,0,0
"58720 Kaartilankoski   (Sulkava )",49,28,6,15,28,0,1,0,3,2,0,4,0,0,0,0,1,0,0,0,10,0,0,0,0,0
"58770 Pihlajalahti   (Savonlinna )",40,14,4,22,14,0,0,0,0,4,0,4,12,0,0,0,0,5,0,0,1,0,0,0,0,0
"58810 Kallislahti   (Savonlinna )",34,11,6,17,11,0,3,0,0,3,3,1,0,0,0,0,2,1,0,5,5,0,0,0,0,0
"58830 Parkumäki   (Rantasalmi )",37,24,3,10,24,0,2,0,0,1,0,1,0,2,0,1,0,0,0,5,1,0,0,0,0,0
"58850 Hiltula   (Rantasalmi )",10,6,4,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58900 Rantasalmi Keskus   (Rantasalmi )",764,93,126,545,93,0,70,1,16,39,73,35,40,5,28,1,8,29,37,52,183,19,35,0,0,0
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",44,6,21,17,6,0,19,0,0,2,0,5,0,0,0,1,1,0,0,7,2,1,0,0,0,0
"58920 Kolkontaipale   (Rantasalmi )",45,34,5,6,34,0,2,0,0,3,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0
"58940 Tuusmäki   (Rantasalmi )",62,48,2,12,48,0,0,0,0,2,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"59100 Parikkala Keskus   (Parikkala )",868,52,141,675,52,0,73,33,1,34,110,53,30,6,21,2,16,28,74,58,225,8,44,0,0,0
"59130 Koitsanlahti   (Parikkala )",28,18,6,4,18,0,4,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"59210 Melkoniemi   (Parikkala )",19,16,0,3,16,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59310 Särkisalmi   (Parikkala )",187,42,64,81,42,0,6,0,4,54,24,11,29,0,1,0,2,6,2,0,1,1,4,0,0,0
"59320 Haapaoja   (Parikkala )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"59410 Kirjavala   (Parikkala )",46,32,4,10,32,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0
"59510 Maironiemi   (Parikkala )",106,21,39,46,21,0,0,0,0,39,11,5,0,0,0,0,0,0,1,9,18,0,2,0,0,0
"59520 Saari   (Parikkala )",21,18,0,3,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59530 Mikkolanniemi   (Parikkala )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"59610 Tarnala   (Parikkala )",32,19,9,4,19,0,8,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"59710 Kummunkylä   (Parikkala )",17,12,2,3,12,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
