"Postal code area","Workplaces, 2012 (TP)","Primary production, 2012 (TP)","Processing, 2012 (TP)","Services, 2012 (TP)","A Agriculture, forestry and fishing, 2012 (TP)","B Mining and quarrying, 2012 (TP)","C Manufacturing, 2012 (TP)","D Electricity, gas, steam and air conditioning supply, 2012 (TP)","E Water supply; sewerage, waste management and remediation activities, 2012 (TP)","F Construction, 2012 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2012 (TP)","H Transportation and storage, 2012 (TP)","I Accommodation and food service activities, 2012 (TP)","J Information and communication, 2012 (TP)","K Financial and insurance activities, 2012 (TP)","L Real estate activities, 2012 (TP)","M Professional, scientific and technical activities, 2012 (TP)","N Administrative and support service activities, 2012 (TP)","O Public administration and defence; compulsory social security, 2012 (TP)","P Education, 2012 (TP)","Q Human health and social work activities, 2012 (TP)","R Arts, entertainment and recreation, 2012 (TP)","S Other service activities, 2012 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2012 (TP)","U Activities of extraterritorial organisations and bodies, 2012 (TP)","X Industry unknown, 2012 (TP)"
"25570 Teijo-Mathildedal  (Salo)",178,8,129,41,8,0,123,0,0,6,4,8,3,0,0,2,3,1,0,5,2,12,1,0,0,0
"25610 Ylönkylä  (Salo)",120,33,34,53,33,0,18,0,1,15,5,5,0,0,0,2,0,0,0,0,39,1,1,0,0,0
"25630 Finby  (Salo)",45,7,11,27,7,0,7,0,0,4,3,2,1,0,0,7,1,0,0,3,7,0,3,0,0,0
"25640 Förby  (Salo)",72,12,50,10,12,5,40,0,0,5,7,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"25650 Strömma  (Kemiönsaari)",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"25660 Mathildedal  (Salo)",23,0,1,22,0,0,1,0,0,0,0,1,5,0,0,0,0,7,0,0,9,0,0,0,0,0
"25700 Kemiö Keskus  (Kemiönsaari)",939,65,79,795,65,30,7,0,0,42,158,24,48,34,26,7,42,57,12,144,229,7,7,0,0,0
"25710 Vreta-Vestlax  (Kemiönsaari)",45,6,14,25,6,0,1,0,0,13,4,9,0,0,0,0,0,2,0,0,0,9,1,0,0,0
"25730 Mjösund  (Kemiönsaari)",54,6,45,3,6,0,43,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"25760 Kiila  (Kemiönsaari)",10,8,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"25810 Mark  (Kemiönsaari)",11,4,4,3,4,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"25820 Vestlax  (Kemiönsaari)",11,3,7,1,3,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25830 Västanfjärd Keskus  (Kemiönsaari)",125,11,21,93,11,0,0,0,1,20,12,1,0,0,1,4,6,2,0,3,58,4,2,0,0,0
"25840 Nivelax  (Kemiönsaari)",81,14,11,56,14,0,3,0,0,8,14,16,1,1,0,0,0,0,0,20,3,0,1,0,0,0
"25860 Björkboda  (Kemiönsaari)",65,5,0,60,5,0,0,0,0,0,0,1,4,0,0,0,0,5,49,0,0,0,1,0,0,0
"25870 Dragsfjärd  (Kemiönsaari)",292,25,105,162,25,0,84,0,0,21,20,21,6,3,1,7,7,5,0,0,60,2,30,0,0,0
"25900 Taalintehdas  (Kemiönsaari)",398,2,124,272,2,0,86,0,0,38,45,39,18,0,4,3,19,24,51,25,29,9,6,0,0,0
"25910 Vänoxa  (Kemiönsaari)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"25930 Kasnäs  (Kemiönsaari)",104,1,53,50,1,0,52,0,0,1,8,0,18,0,0,0,0,0,0,0,0,24,0,0,0,0
"25940 Hiittinen  (Kemiönsaari)",35,0,2,33,0,0,0,0,0,2,3,2,0,0,0,0,0,0,17,0,9,2,0,0,0,0
"25950 Rosala-Kasnäs-Hitis  (Kemiönsaari)",49,1,12,36,1,0,8,0,0,4,5,4,15,0,0,0,0,1,0,11,0,0,0,0,0,0
"25960 Högsåra  (Kemiönsaari)",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"26100 Rauma Keskus  (Rauma)",12775,28,3906,8840,28,0,3176,45,3,682,1554,1025,544,286,176,107,555,797,694,667,1851,286,298,0,0,1
"26200 Merirauma-Kappelinluhta  (Rauma)",205,6,52,147,6,0,10,0,2,40,17,28,9,3,0,2,18,4,0,11,45,1,9,0,0,0
"26410 Kaaro  (Rauma)",101,5,58,38,5,0,35,0,0,23,2,13,0,1,0,0,4,1,0,13,1,0,3,0,0,0
"26510 Uotila  (Rauma)",626,0,307,319,0,0,249,0,3,55,30,79,1,0,3,0,32,8,0,57,85,1,23,0,0,0
"26560 Kolla  (Rauma)",97,9,40,48,9,0,12,0,0,28,14,19,3,0,0,1,4,2,0,0,5,0,0,0,0,0
"26660 Paroalho  (Rauma)",377,1,94,282,1,0,5,0,25,64,80,51,9,5,1,0,10,16,0,17,76,2,15,0,0,0
"26720 Monnanummi  (Rauma)",78,0,13,65,0,0,8,0,0,5,1,4,0,0,0,0,1,3,0,0,45,0,11,0,0,0
"26740 Vasarainen  (Rauma)",42,7,7,28,7,0,4,0,0,3,8,13,0,0,2,0,1,0,0,3,0,0,1,0,0,0
"26820 Sampaanala  (Rauma)",788,13,544,229,13,0,430,0,6,108,84,33,16,1,0,1,14,41,0,2,35,0,2,0,0,2
"26840 Kortela  (Rauma)",46,3,12,31,3,0,10,0,0,2,2,6,0,1,0,0,3,1,0,7,7,3,1,0,0,0
"26910 Unaja  (Rauma)",50,4,21,25,4,0,9,0,0,12,5,5,0,0,0,0,1,1,0,9,3,0,1,0,0,0
"26930 Vermuntila  (Rauma)",40,8,9,23,8,0,1,0,0,8,6,7,0,0,0,0,2,6,0,0,0,1,1,0,0,0
"26950 Voiluoto  (Rauma)",67,11,45,11,11,0,0,0,0,45,0,6,0,0,0,0,0,1,0,0,3,0,1,0,0,0
"27100 Eurajoki Keskus  (Eurajoki)",859,51,152,655,51,10,89,0,0,53,100,16,34,9,18,7,73,8,47,93,191,18,41,0,0,1
"27110 Irjanne  (Eurajoki)",84,17,43,24,17,0,10,0,0,33,3,7,1,0,0,1,0,3,0,5,0,0,4,0,0,0
"27130 Eurajoki asemanseutu  (Eurajoki)",90,30,43,17,30,25,13,0,0,5,0,2,0,0,0,0,3,0,0,4,8,0,0,0,0,0
"27150 Lapijoki  (Eurajoki)",173,12,126,35,12,11,56,0,0,59,3,13,3,0,0,0,1,1,0,10,2,0,2,0,0,0
"27160 Olkiluoto  (Eurajoki)",1237,0,1037,200,0,0,1,851,102,83,4,0,0,0,0,0,5,191,0,0,0,0,0,0,0,0
"27170 Kuivalahti  (Eurajoki)",28,14,5,9,14,0,3,0,0,2,2,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0
"27220 Ala-Kieri  (Rauma)",61,22,32,7,22,0,11,0,0,21,3,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"27230 Lappi  (Rauma)",612,20,345,247,20,0,316,0,0,29,41,52,10,1,11,1,2,2,0,15,101,0,11,0,0,0
"27250 Kodiksami  (Rauma)",10,7,1,2,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"27260 Kuolimaa  (Rauma)",22,18,2,2,18,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"27310 Kodisjoki  (Rauma)",34,3,3,28,3,0,1,0,0,2,1,8,0,0,0,0,0,2,0,3,10,0,4,0,0,0
"27320 Ihode  (Pyhäranta)",283,4,204,75,4,0,190,0,0,14,45,4,3,1,5,0,1,1,0,11,3,1,0,0,0,0
"27340 Reila  (Pyhäranta)",19,3,5,11,3,0,3,0,0,2,2,0,0,0,0,0,1,1,0,6,1,0,0,0,0,0
"27400 Kiukainen Keskus  (Eura)",392,99,128,165,99,0,17,0,16,95,30,7,0,0,15,1,9,4,5,22,59,3,10,0,0,0
"27420 Panelia Asemanseutu  (Eura)",44,17,18,9,17,0,12,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27430 Panelia  (Eura)",379,24,260,95,24,0,188,43,0,29,41,7,6,0,3,3,4,6,0,12,9,0,4,0,0,0
"27450 Harola  (Eura)",23,7,5,11,7,0,3,0,0,2,2,3,0,0,0,0,0,0,0,2,4,0,0,0,0,0
"27500 Kauttua  (Eura)",1254,10,780,464,10,0,710,17,6,47,66,59,24,0,0,1,13,21,44,27,157,12,40,0,0,0
"27510 Eura Keskus  (Eura)",2600,73,1282,1245,73,3,1042,0,25,212,249,120,61,17,28,16,59,149,53,114,305,13,61,0,0,0
"27600 Hinnerjoki  (Eura)",201,27,62,112,27,0,47,0,0,15,15,75,8,0,4,0,0,0,0,6,0,2,2,0,0,0
"27640 Honkilahti kk  (Eura)",29,10,14,5,10,0,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"27650 Honkilahti  (Eura)",91,20,3,68,20,0,1,0,0,2,4,4,1,0,7,0,2,0,0,7,39,1,3,0,0,0
"27670 Mannila  (Eura)",22,17,1,4,17,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
"27710 Köyliö Keskus  (Köyliö)",361,42,134,185,42,0,102,0,1,31,12,10,1,0,11,0,9,4,16,15,89,5,13,0,0,0
"27730 Tuiskula  (Köyliö)",44,24,11,9,24,0,9,0,0,2,2,1,0,0,0,2,1,0,0,0,1,1,1,0,0,0
"27740 Voitoinen  (Köyliö)",38,17,16,5,17,0,1,0,0,15,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"27750 Yttilä  (Köyliö)",20,3,6,11,3,0,0,0,0,6,6,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0
"27800 Säkylä Keskus  (Säkylä)",1854,58,345,1450,58,6,241,13,0,85,121,132,65,6,14,3,38,36,610,80,292,13,40,0,0,1
"27820 Iso-Vimma  (Säkylä)",425,6,365,54,6,0,340,0,0,25,4,8,6,2,0,0,11,10,0,0,8,0,5,0,0,0
"27840 Kakkuri  (Köyliö)",80,17,15,48,17,0,0,0,0,15,0,16,0,0,1,1,1,0,0,28,0,0,1,0,0,0
"27860 Vuori  (Köyliö)",26,6,11,9,6,3,0,0,0,8,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"27910 Huovinrinne  (Säkylä)",39,0,1,38,0,0,0,0,0,1,0,0,0,0,0,34,0,0,0,0,0,0,4,0,0,0
"27920 Otajoki  (Säkylä)",34,9,17,8,9,0,1,0,3,13,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"28100 Pori Keskus  (Pori)",11870,53,2145,9671,53,0,1516,229,34,366,1360,441,766,677,404,213,839,633,1316,621,1532,422,447,0,0,1
"28120 Käppärä-Isomäki  (Pori)",1395,0,220,1175,0,0,180,0,0,40,57,16,21,0,2,4,96,7,110,0,810,10,42,0,0,0
"28130 Impola  (Pori)",3640,34,830,2774,34,0,489,5,41,295,1103,238,180,93,6,26,81,281,77,335,152,71,131,0,0,2
"28190 Pormestarinluoto  (Pori)",577,8,64,505,8,0,22,0,0,42,41,115,0,0,0,0,2,1,0,34,285,1,26,0,0,0
"28200 Toejoki  (Pori)",488,10,104,374,10,0,17,0,0,87,167,44,5,2,3,1,26,14,0,21,68,5,18,0,0,0
"28220 Ruosniemi  (Pori)",405,14,132,259,14,0,64,0,7,61,74,24,7,11,1,3,21,11,0,0,89,7,11,0,0,0
"28240 Isojoenranta  (Pori)",135,1,100,34,1,0,2,0,0,98,4,3,9,1,0,2,5,1,0,5,0,1,3,0,0,0
"28260 Harjunpää  (Ulvila)",138,16,55,67,16,0,25,0,0,30,9,26,0,0,0,0,7,1,0,9,10,1,4,0,0,0
"28300 Kalaholma-Väinölä  (Pori)",104,1,20,83,1,0,4,0,0,16,33,19,0,1,2,0,5,1,0,1,7,7,7,0,0,0
"28330 Koivistonluoto  (Pori)",1061,0,694,367,0,0,669,0,0,25,6,35,15,1,0,1,159,52,0,54,33,1,10,0,0,0
"28360 Vanhakoivisto  (Pori)",1212,6,112,1094,6,0,44,0,0,68,352,188,82,4,5,2,82,32,0,10,308,11,18,0,0,0
"28370 Sampola  (Pori)",329,5,8,316,5,0,3,0,0,5,18,8,2,0,1,5,2,9,0,102,156,7,6,0,0,0
"28400 Ulvila Keskus  (Ulvila)",2095,11,1107,977,11,0,862,5,8,232,204,108,40,44,20,17,99,48,0,211,104,27,55,0,0,0
"28430 Kartano-Harmaalinna  (Pori)",708,2,300,406,2,0,146,0,8,146,165,87,2,2,0,0,14,7,0,0,41,0,88,0,0,0
"28450 Vanha-Ulvila  (Ulvila)",1433,22,96,1315,22,0,10,0,10,76,33,18,44,0,1,0,22,53,48,48,1028,6,14,0,0,0
"28500 Keskussairaala-alue-Tiilimäki  (Pori)",2852,0,1,2851,0,0,0,0,0,1,8,32,57,1,0,9,1,29,0,132,2546,33,3,0,0,0
"28540 Pinomäki  (Pori)",117,9,16,91,9,0,0,0,0,16,30,2,2,0,0,0,3,0,0,48,3,0,3,0,0,1
"28560 Lattomeri  (Pori)",44,10,14,20,10,0,2,0,0,12,2,9,0,0,0,0,3,0,0,6,0,0,0,0,0,0
"28580 Niittymaa  (Pori)",100,6,61,33,6,0,57,0,0,4,8,19,0,0,0,0,1,4,0,0,0,0,1,0,0,0
"28600 Vähärauma  (Pori)",2273,16,714,1543,16,0,367,0,96,251,153,160,40,29,10,2,374,14,0,504,249,3,5,0,0,0
"28610 Musa-Tiiliruukki  (Pori)",948,2,188,758,2,30,44,0,7,107,459,30,86,1,4,3,18,6,0,3,101,4,43,0,0,0
"28660 Pietniemi-Leppäkorpi  (Pori)",236,28,85,123,28,12,10,0,0,63,21,30,3,5,1,2,5,4,0,0,43,2,7,0,0,0
"28760 Kyläsaari  (Pori)",566,19,385,162,19,0,194,0,45,146,36,11,2,0,2,0,9,21,0,15,53,1,12,0,0,0
"28800 Pihlava  (Pori)",537,0,127,410,0,0,106,0,0,21,65,84,19,0,1,0,16,30,2,67,88,11,27,0,0,0
"28840 Yyteri-Kaanaa  (Pori)",745,0,651,94,0,0,605,43,0,3,3,22,39,0,0,0,0,1,19,2,1,5,2,0,0,0
"28880 Mäntyluoto  (Pori)",1277,1,934,342,1,0,917,0,16,1,5,243,25,1,0,0,15,2,37,6,7,0,1,0,0,0
"28900 Tahkoluoto-Reposaari  (Pori)",216,4,120,92,4,0,5,93,20,2,16,31,8,0,1,8,3,1,0,5,10,1,8,0,0,0
"29100 Luvia Keskus  (Luvia)",589,36,229,324,36,0,156,0,9,64,47,14,13,1,11,2,25,11,14,58,100,7,21,0,0,0
"29180 Peränkylä  (Luvia)",29,13,11,5,13,0,6,0,0,5,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"29200 Harjavalta Keskus  (Harjavalta)",3793,42,1643,2108,42,0,1335,58,18,232,198,267,113,3,27,17,109,130,63,129,954,30,68,0,0,0
"29250 Nakkila Keskus  (Nakkila)",1333,57,530,746,57,0,432,0,1,97,124,61,45,5,18,3,53,30,29,98,220,17,43,0,0,0
"29270 Hormisto  (Nakkila)",37,9,5,23,9,0,2,0,0,3,13,0,0,0,0,1,1,1,0,5,1,0,1,0,0,0
"29280 Järvimaa  (Nakkila)",24,8,12,4,8,0,4,0,0,8,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"29310 Kaasmarkku  (Ulvila)",76,14,21,41,14,0,4,0,0,17,5,20,0,1,1,0,4,5,0,5,0,0,0,0,0,0
"29320 Leineperi  (Ulvila)",18,4,3,11,4,0,2,0,0,1,1,1,0,0,0,0,0,0,0,4,2,3,0,0,0,0
"29340 Kullaa Keskus  (Ulvila)",220,30,34,156,30,0,11,1,0,22,4,17,10,0,0,0,3,0,0,49,65,1,7,0,0,0
"29350 Palus  (Ulvila)",21,5,8,8,5,0,6,0,0,2,2,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0
"29570 Söörmarkku  (Pori)",265,9,92,164,9,10,18,0,16,48,38,38,1,0,1,0,23,5,0,8,48,1,1,0,0,0
"29600 Noormarkku Keskus  (Pori)",992,35,257,700,35,0,99,0,0,158,109,72,26,10,8,35,31,26,0,48,300,8,25,2,0,0
"29630 Pomarkku Keskus  (Pomarkku)",463,27,154,282,27,0,88,0,35,31,37,24,9,7,2,0,13,13,12,39,109,1,16,0,0,0
"29640 Honkakoski  (Pomarkku)",49,13,36,0,13,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29680 Kairila  (Pori)",69,42,9,18,42,0,0,0,0,9,1,14,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"29700 Ahlainen  (Pori)",116,17,16,83,17,0,3,0,0,13,19,17,5,0,0,0,2,1,0,7,26,1,5,0,0,0
"29720 Lamppi  (Pori)",25,6,6,13,6,0,0,1,0,5,0,2,6,0,0,0,0,1,0,0,0,0,4,0,0,0
"29740 Etelämaa  (Merikarvia)",10,3,4,3,3,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"29750 Pohjansaha  (Pori)",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"29760 Köörtilä  (Merikarvia)",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"29790 Tuorila  (Merikarvia)",140,25,78,37,25,0,29,0,34,15,12,2,17,0,0,0,1,0,0,0,5,0,0,0,0,0
"29810 Siikainen Keskus  (Siikainen)",320,37,119,164,37,0,90,11,1,17,18,6,1,0,3,0,3,6,10,22,77,4,14,0,0,0
"29830 Sammi  (Siikainen)",37,22,8,7,22,0,0,0,0,8,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"29860 Otamo  (Siikainen)",18,9,1,8,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"29880 Leväsjoki-Saarineva  (Siikainen)",31,15,10,6,15,0,9,0,0,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"29900 Merikarvia Keskus-Rannikko  (Merikarvia)",678,35,234,409,35,0,196,0,2,36,63,23,17,4,8,7,3,16,28,60,143,13,24,0,0,0
"29940 Kuvaskangas  (Merikarvia)",42,27,4,11,27,0,2,0,0,2,6,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
"30100 Forssa Keskus  (Forssa)",5248,109,1290,3849,109,10,893,1,25,361,850,232,249,252,98,60,229,254,152,317,918,53,185,0,0,0
"30300 Viksberg  (Forssa)",787,1,314,472,1,0,248,0,0,66,136,60,8,5,0,1,34,13,0,105,102,1,7,0,0,0
"30420 Tölö  (Forssa)",2481,5,1559,917,5,0,1249,51,147,112,182,111,70,6,2,5,42,83,112,68,174,41,21,0,0,0
"31110 Matku  (Forssa)",120,54,24,42,54,0,9,0,5,10,15,6,0,0,0,0,2,1,0,3,5,0,10,0,0,0
"31130 Koijärvi  (Forssa)",35,17,0,18,17,0,0,0,0,0,1,4,0,0,0,0,1,0,0,5,0,0,7,0,0,0
"31140 Menonen  (Urjala)",22,7,4,11,7,0,4,0,0,0,5,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
"31160 Nuutajärvi  (Urjala)",73,6,45,22,6,0,43,0,0,2,8,4,0,0,0,0,3,0,1,3,1,1,1,0,0,0
"31170 Savijoki  (Forssa)",37,26,7,4,26,0,0,0,0,7,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"31230 Susikas  (Tammela)",27,13,5,9,13,0,1,0,1,3,2,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0
"31250 Teuro  (Tammela)",60,28,23,9,28,0,16,0,0,7,3,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0
"31300 Tammela Keskus  (Tammela)",791,60,134,597,60,0,78,0,0,56,62,46,37,1,3,3,16,22,27,67,277,5,31,0,0,0
"31310 Mustiala  (Tammela)",43,1,4,38,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,36,0,1,0,0,0,0
"31340 Porras  (Tammela)",95,36,22,37,36,0,18,0,0,4,1,10,1,0,0,0,2,1,2,9,9,1,1,0,0,0
"31350 Vistinkoski  (Tammela)",28,7,8,13,7,0,2,0,0,6,0,3,8,0,0,0,1,1,0,0,0,0,0,0,0,0
"31370 Eerikkilän Urheiluopisto  (Tammela)",50,0,0,50,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,36,0,0,0,0,0,0
"31380 Letku-Torro  (Tammela)",83,12,47,24,12,0,15,0,0,32,1,0,0,1,0,2,2,1,2,2,0,9,3,1,0,0
"31400 Somero Keskus  (Somero)",2182,127,542,1513,127,20,359,3,12,148,315,138,94,13,71,14,54,41,46,117,502,27,81,0,0,0
"31410 Ylöpirtti  (Somero)",72,32,22,18,32,0,20,0,0,2,2,4,0,0,0,0,2,3,0,3,4,0,0,0,0,0
"31450 Häntälä  (Somero)",62,37,10,15,37,0,2,0,0,8,0,6,0,0,0,0,1,3,0,3,0,0,2,0,0,0
"31460 Hirsjärvi  (Somero)",50,17,13,20,17,0,0,0,0,13,15,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"31470 Somerniemi  (Somero)",108,50,24,34,50,1,12,0,0,11,6,5,1,4,3,0,1,1,0,8,3,0,2,0,0,0
"31490 Terttilä  (Somero)",47,30,9,8,30,0,2,0,0,7,1,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0
"31500 Koski Tl  (Koski Tl)",860,140,268,452,140,0,166,0,1,101,61,111,7,0,11,3,21,7,30,61,106,10,23,1,0,0
"31520 Pitkäjärvi  (Somero)",110,62,27,21,62,0,9,0,0,18,4,2,0,0,0,0,2,1,0,7,5,0,0,0,0,0
"31530 Pyöli  (Somero)",67,37,8,22,37,0,4,0,0,4,0,2,0,1,0,0,0,2,0,0,13,2,2,0,0,0
"31600 Jokioinen Keskus  (Jokioinen)",1501,41,390,1070,41,0,268,0,5,117,75,74,4,3,11,6,485,39,21,71,234,14,33,0,0,0
"31610 Vaulammi  (Jokioinen)",58,19,23,16,19,0,10,0,0,13,4,1,0,0,0,0,2,1,0,6,0,0,2,0,0,0
"31620 Latovainio  (Jokioinen)",58,28,9,21,28,0,0,0,0,9,3,1,0,0,0,0,2,0,3,9,1,2,0,0,0,0
"31630 Minkiö  (Jokioinen)",63,26,10,27,26,0,1,0,0,9,0,5,1,0,0,0,1,0,0,1,18,0,1,0,0,0
"31640 Humppila Keskus  (Humppila)",642,82,167,393,82,5,102,1,0,59,105,12,47,0,12,0,9,20,26,31,110,3,18,0,0,0
"31650 Venäjänkangas  (Humppila)",15,8,2,5,8,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"31700 Urjala Asemanseutu-Hanhisuo  (Urjala)",289,61,118,110,61,0,34,0,0,84,6,35,13,0,0,0,2,2,1,43,4,0,4,0,0,0
"31720 Urjalankylä-Kehro  (Urjala)",52,12,23,17,12,0,15,0,0,8,1,5,1,0,0,1,2,0,0,4,1,1,1,0,0,0
"31730 Honkola  (Urjala)",46,34,6,6,34,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"31750 Kehro  (Urjala)",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"31760 Urjala Keskus  (Urjala)",809,29,244,536,29,0,209,2,2,31,105,52,41,4,19,13,21,22,29,13,166,12,39,0,0,0
"31810 Oriniemi  (Punkalaidun)",74,35,17,22,35,0,1,0,0,16,2,6,0,0,0,0,1,2,0,9,0,0,2,0,0,0
"31830 Halkivaha  (Urjala)",51,20,10,21,20,0,8,0,0,2,4,10,1,0,0,0,0,0,0,2,3,0,1,0,0,0
"31850 Koskioinen  (Punkalaidun)",34,24,4,6,24,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"31860 Tursa  (Urjala)",45,33,6,6,33,1,1,0,0,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"31900 Punkalaidun Keskus  (Punkalaidun)",710,80,179,451,80,0,139,0,2,38,74,23,23,4,12,1,9,59,25,57,132,7,25,0,0,0
"31930 Vanttila  (Punkalaidun)",41,15,26,0,15,0,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31950 Sadonmaa  (Punkalaidun)",27,17,7,3,17,0,4,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"31960 Orisuo  (Loimaa)",18,9,8,1,9,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31970 Kanteenmaa  (Punkalaidun)",51,24,17,10,24,0,4,0,0,13,6,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"32100 Ypäjä Keskus  (Ypäjä)",621,112,94,415,112,0,52,0,1,41,30,14,23,3,7,1,20,8,16,159,100,13,20,1,0,0
"32140 Ypäjä Asemanseutu  (Ypäjä)",35,20,2,13,20,0,1,0,0,1,0,4,0,0,0,0,0,1,0,6,0,2,0,0,0,0
"32200 Loimaa Keskus  (Loimaa)",4336,120,1117,3099,120,8,917,8,4,180,622,119,155,35,77,22,167,141,481,331,787,29,130,3,0,0
"32210 Loimaa kk  (Loimaa)",815,59,433,323,59,0,334,0,14,85,42,30,11,0,0,1,12,3,21,65,102,19,17,0,0,0
"32250 Kojonkulma  (Loimaa)",77,41,11,25,41,0,8,0,0,3,12,1,0,0,0,0,3,0,0,2,7,0,0,0,0,0
"32260 Kojonperä  (Loimaa)",28,16,7,5,16,0,1,0,0,6,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"32270 Metsämaa-Murto  (Loimaa)",78,22,36,20,22,1,26,0,0,9,3,3,0,0,0,0,0,0,0,10,2,0,2,0,0,0
"32280 Metsäkorpi  (Loimaa)",22,9,10,3,9,0,1,0,0,9,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"32300 Mellilä  (Loimaa)",330,89,112,129,89,10,78,0,0,24,15,14,17,0,5,0,8,14,0,14,35,6,1,0,0,0
"32410 Niinijoki  (Loimaa)",140,61,19,60,61,1,9,0,0,9,8,19,0,2,5,0,5,0,0,9,11,0,1,0,0,0
"32430 Ylhäinen  (Loimaa)",18,12,2,4,12,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0
"32440 Alastaro Keskus  (Loimaa)",550,78,188,284,78,0,45,32,0,111,64,26,0,2,7,1,58,7,0,0,111,4,4,0,0,0
"32450 Tammiainen  (Loimaa)",35,30,5,0,30,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32500 Oripää Keskus  (Oripää)",333,73,91,169,73,0,41,0,12,38,46,25,5,0,8,0,6,8,13,0,48,2,8,0,0,0
"32520 Latva  (Oripää)",68,25,12,31,25,0,3,0,0,9,0,3,0,0,0,0,0,27,0,0,0,0,1,0,0,0
"32560 Virttaa  (Loimaa)",72,21,20,31,21,2,13,0,0,5,6,3,6,0,0,0,1,0,0,5,5,5,0,0,0,0
"32610 Vampula Keskus  (Huittinen)",322,71,105,146,71,7,55,0,7,36,14,26,4,0,7,1,15,4,1,10,53,3,8,0,0,0
"32620 Rutava  (Huittinen)",85,41,16,28,41,0,9,0,0,7,7,13,0,0,0,0,2,4,0,0,0,2,0,0,0,0
"32700 Huittinen Keskus  (Huittinen)",3473,192,1031,2249,192,42,677,3,10,299,514,253,143,32,55,20,76,125,129,246,534,15,106,1,0,1
