"Postal code area","Workplaces, 2012 (TP)","Primary production, 2012 (TP)","Processing, 2012 (TP)","Services, 2012 (TP)","A Agriculture, forestry and fishing, 2012 (TP)","B Mining and quarrying, 2012 (TP)","C Manufacturing, 2012 (TP)","D Electricity, gas, steam and air conditioning supply, 2012 (TP)","E Water supply; sewerage, waste management and remediation activities, 2012 (TP)","F Construction, 2012 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2012 (TP)","H Transportation and storage, 2012 (TP)","I Accommodation and food service activities, 2012 (TP)","J Information and communication, 2012 (TP)","K Financial and insurance activities, 2012 (TP)","L Real estate activities, 2012 (TP)","M Professional, scientific and technical activities, 2012 (TP)","N Administrative and support service activities, 2012 (TP)","O Public administration and defence; compulsory social security, 2012 (TP)","P Education, 2012 (TP)","Q Human health and social work activities, 2012 (TP)","R Arts, entertainment and recreation, 2012 (TP)","S Other service activities, 2012 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2012 (TP)","U Activities of extraterritorial organisations and bodies, 2012 (TP)","X Industry unknown, 2012 (TP)"
"46450 Enäjärvi  (Kouvola)",27,19,6,2,19,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"46530 Kannuskoski  (Luumäki)",22,11,2,9,11,0,1,0,0,1,4,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0
"46570 Saaramaa  (Kouvola)",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"46710 Sippola  (Kouvola)",250,41,47,162,41,22,20,0,0,5,13,8,2,0,0,0,0,0,1,13,116,1,8,0,0,0
"46730 Ruotila  (Kouvola)",26,15,7,4,15,0,3,0,0,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
"46750 Liikkala  (Kouvola)",34,13,4,17,13,0,3,0,0,1,4,9,3,0,0,0,0,0,0,0,1,0,0,0,0,0
"46800 Myllykoski  (Kouvola)",901,36,225,640,36,2,161,1,30,31,110,80,24,2,7,62,17,3,42,107,113,27,46,0,0,0
"46810 Ummeljoki  (Kouvola)",158,45,59,54,45,3,26,0,0,30,0,16,0,0,0,1,0,11,0,11,10,0,5,0,0,0
"46860 Anjalankoski Keskus  (Kouvola)",434,16,161,257,16,0,69,0,73,19,17,5,0,0,0,0,4,45,2,7,168,1,8,0,0,0
"46900 Inkeroinen  (Kouvola)",1562,39,923,600,39,19,856,0,0,48,138,66,29,12,18,1,7,18,6,125,87,16,77,0,0,0
"46910 Anjala  (Kouvola)",335,18,99,218,18,0,36,0,4,59,23,20,12,0,1,0,7,3,20,40,76,2,14,0,0,0
"46930 Huruksela  (Kotka)",40,9,11,20,9,0,0,0,0,11,2,1,4,0,0,1,2,0,0,0,10,0,0,0,0,0
"46950 Ahvio  (Kouvola)",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"46960 Muhniemi  (Kouvola)",43,32,4,7,32,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,3,0,2,0,0,0
"47110 Löytty  (Kouvola)",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"47150 Raussila  (Kouvola)",51,20,7,24,20,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
"47200 Elimäki kk  (Kouvola)",832,91,192,549,91,2,19,28,0,143,48,31,20,2,18,0,13,2,14,64,309,6,22,0,0,0
"47260 Ratula  (Kouvola)",22,14,2,6,14,0,0,0,0,2,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"47310 Haapa-Kimola  (Iitti)",61,28,14,19,28,0,3,0,0,11,0,7,3,0,0,0,0,1,0,6,1,0,1,0,0,0
"47350 Kimonkylä  (Lapinjärvi)",19,12,1,6,12,0,0,0,0,1,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
"47400 Kausala  (Iitti)",1669,47,700,922,47,0,535,8,3,154,139,121,66,8,10,6,19,50,48,83,316,10,46,0,0,0
"47440 Sääskjärvi  (Iitti)",24,10,5,9,10,0,4,0,0,1,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"47450 Erottaja  (Iitti)",58,25,15,18,25,0,14,0,0,1,1,0,1,0,0,0,1,0,0,15,0,0,0,0,0,0
"47460 Hiisiö  (Iitti)",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"47490 Mankala-Hiisiö  (Iitti)",84,21,17,46,21,0,2,0,0,15,1,0,0,1,0,0,0,1,0,0,43,0,0,0,0,0
"47520 Iitti kk  (Iitti)",14,7,1,6,7,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0
"47540 Löyttilä  (Iitti)",32,25,4,3,25,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"47610 Kymentaka  (Iitti)",21,15,0,6,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0
"47650 Kimola  (Kouvola)",29,15,7,7,15,0,1,0,1,5,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"47710 Jaala kk  (Kouvola)",229,36,56,137,36,0,6,0,2,48,18,9,0,3,1,0,14,2,2,11,55,2,20,0,0,0
"47760 Huhdasjärvi  (Kouvola)",35,9,9,17,9,0,2,0,0,7,0,6,0,0,0,0,0,0,0,0,2,9,0,0,0,0
"47810 Selänpää  (Kouvola)",75,31,19,25,31,0,0,0,0,19,0,2,1,0,0,0,1,1,0,4,16,0,0,0,0,0
"47830 Hasula  (Kouvola)",32,8,0,24,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17,4,0,0,0,0,0
"47850 Verla  (Kouvola)",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"47900 Vuohijärvi  (Kouvola)",139,4,121,14,4,0,118,0,0,3,4,4,2,0,0,1,0,0,0,0,2,1,0,0,0,0
"47910 Hillosensalmi  (Kouvola)",12,0,1,11,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"48100 Kotkansaari  (Kotka)",7003,14,1047,5941,14,0,868,61,19,99,582,1251,393,217,142,74,402,546,533,340,967,262,232,0,0,1
"48130 Katariina  (Kotka)",130,0,56,74,0,0,44,0,0,12,4,12,1,0,0,0,0,0,0,37,20,0,0,0,0,0
"48200 Hovinsaari  (Kotka)",742,0,311,431,0,0,194,0,57,60,42,88,14,0,1,2,6,213,23,10,24,3,5,0,0,0
"48210 Toukolan Sairaala-Alue  (Kotka)",1569,1,168,1400,1,0,128,40,0,0,1,6,17,0,0,0,0,131,0,0,1244,1,0,0,0,0
"48220 Metsola  (Kotka)",1136,0,228,908,0,0,75,0,10,143,96,29,132,0,0,1,25,27,82,352,145,0,19,0,0,0
"48230 Korela-Jylppy  (Kotka)",1013,0,240,773,0,0,107,0,0,133,183,252,22,96,0,10,9,24,0,32,105,5,35,0,0,0
"48300 Ruonala  (Kotka)",174,0,27,147,0,0,8,0,0,19,21,3,2,0,0,1,0,16,0,21,67,8,8,0,0,0
"48310 Mussalo  (Kotka)",1428,6,115,1307,6,0,46,4,31,34,34,771,23,0,4,2,157,22,100,64,118,5,7,0,0,0
"48350 Karhuvuori  (Kotka)",335,0,5,330,0,0,1,0,0,4,42,7,14,2,0,1,2,2,24,43,187,2,4,0,0,0
"48400 Sutela  (Kotka)",912,9,267,636,9,0,182,0,8,77,384,61,9,8,0,3,31,6,0,19,82,11,22,0,0,0
"48410 Kaukola  (Kotka)",174,15,44,115,15,2,6,2,3,31,5,22,5,0,1,0,3,26,0,22,29,0,2,0,0,0
"48600 Karhula  (Kotka)",4623,45,1328,3250,45,0,1085,7,0,236,825,204,110,23,42,33,292,201,127,249,938,45,161,0,0,0
"48700 Kyminlinna  (Kotka)",172,1,10,161,1,0,0,0,0,10,22,12,10,0,0,0,6,1,0,1,101,3,5,0,0,0
"48710 Koivula  (Kotka)",82,9,12,61,9,0,0,0,0,12,6,7,0,0,0,0,0,4,0,8,30,0,6,0,0,0
"48720 Kymi  (Kotka)",360,10,230,120,10,0,147,18,23,42,15,36,16,1,0,1,4,4,0,13,22,2,6,0,0,0
"48750 Nikeli  (Kotka)",11,4,1,6,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0
"48770 Ristinkallio  (Kotka)",646,1,283,362,1,0,144,46,0,93,174,95,5,0,0,0,14,16,0,21,34,2,1,0,0,0
"48800 Otsola-Mäntykangas  (Kotka)",131,0,29,102,0,0,7,0,0,22,8,30,3,0,0,0,4,8,0,0,47,1,1,0,0,0
"48810 Rantahaka  (Kotka)",258,17,105,136,17,0,93,0,0,12,65,9,27,0,0,2,7,4,0,0,4,1,17,0,0,0
"48900 Sunila  (Kotka)",374,1,280,93,1,0,267,0,0,13,2,10,1,0,0,2,12,1,2,21,36,1,5,0,0,0
"48910 Suulisniemi  (Kotka)",117,0,15,102,0,0,1,0,0,14,13,9,0,6,0,2,25,0,0,1,41,1,4,0,0,0
"48930 Tiutinen  (Kotka)",22,0,4,18,0,0,2,0,1,1,4,6,0,0,0,0,2,0,0,5,0,1,0,0,0,0
"49200 Heinlahti  (Pyhtää)",146,4,93,49,4,0,38,0,0,55,4,23,3,1,0,0,5,1,0,0,10,1,1,0,0,0
"49210 Huutjärvi  (Pyhtää)",143,0,12,131,0,0,2,0,0,10,3,9,9,0,0,0,0,0,0,55,46,6,3,0,0,0
"49220 Siltakylä  (Pyhtää)",529,26,152,351,26,0,100,0,1,51,57,20,16,0,22,0,40,18,36,0,111,8,23,0,0,0
"49240 Purolanlahti  (Pyhtää)",28,6,7,15,6,2,0,0,0,5,2,3,3,0,0,0,0,1,0,6,0,0,0,0,0,0
"49270 Pyhtää kk  (Pyhtää)",103,10,22,71,10,0,0,0,0,22,13,5,24,0,0,0,8,1,3,7,7,0,3,0,0,0
"49290 Vastila  (Pyhtää)",40,21,2,17,21,0,0,0,0,2,5,5,0,0,0,0,1,0,0,5,0,0,1,0,0,0
"49300 Tavastila  (Kotka)",81,4,48,29,4,0,2,0,0,46,1,1,0,0,0,0,3,2,0,8,14,0,0,0,0,0
"49340 Juurikorpi  (Kotka)",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"49400 Hamina Keskus  (Hamina)",3858,79,400,3379,79,0,103,44,34,219,600,210,146,25,75,67,116,149,504,232,1032,66,157,0,0,0
"49410 Poitsila  (Hamina)",387,2,136,249,2,0,0,0,0,136,31,63,27,0,1,5,10,2,0,54,45,7,4,0,0,0
"49420 Uusi-Summa  (Hamina)",322,2,55,265,2,0,21,0,6,28,34,87,5,30,0,3,13,9,33,9,39,0,3,0,0,0
"49460 Hillo  (Hamina)",1077,0,474,603,0,0,446,0,5,23,55,411,25,1,3,0,22,4,34,21,11,1,15,0,0,0
"49480 Vanha-Summa  (Hamina)",97,3,51,43,3,0,3,0,0,48,5,3,1,0,0,0,10,6,0,18,0,0,0,0,0,0
"49490 Neuvoton  (Hamina)",288,5,155,128,5,19,62,0,0,74,25,8,3,0,0,1,8,0,0,10,66,0,7,0,0,0
"49510 Husula  (Hamina)",112,19,20,73,19,0,4,0,0,16,7,2,5,0,0,2,1,0,0,16,29,1,10,0,0,0
"49520 Reitkalli  (Hamina)",54,12,16,26,12,0,0,0,6,10,1,2,4,0,0,0,1,2,0,0,5,10,1,0,0,0
"49540 Metsäkylä  (Hamina)",51,15,22,14,15,0,19,0,0,3,3,1,3,0,0,0,1,0,0,4,1,1,0,0,0,0
"49570 Kannusjärvi  (Hamina)",62,40,3,19,40,0,0,0,0,3,1,4,1,0,0,0,0,0,0,4,7,2,0,0,0,0
"49610 Sivatti  (Hamina)",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"49630 Vehkajoki  (Hamina)",82,1,0,81,1,0,0,0,0,0,4,0,1,0,0,0,0,3,0,0,73,0,0,0,0,0
"49640 Paijärvi  (Hamina)",20,10,5,5,10,0,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"49660 Pyhältö  (Hamina)",89,49,9,31,49,0,3,0,0,6,5,13,1,0,0,0,0,1,0,4,6,0,1,0,0,0
"49700 Miehikkälä Kirkonkylä  (Miehikkälä)",273,45,13,215,45,4,2,0,0,7,12,1,7,0,8,0,3,0,26,14,129,0,15,0,0,0
"49720 Hurttala  (Miehikkälä)",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"49730 Muurikkala  (Miehikkälä)",64,20,12,32,20,0,8,0,0,4,3,20,1,0,0,0,1,0,0,3,3,1,0,0,0,0
"49750 Kalliokoski  (Miehikkälä)",49,8,0,41,8,0,0,0,0,0,1,29,0,0,0,0,0,3,0,0,8,0,0,0,0,0
"49760 Suur-Miehikkälä  (Miehikkälä)",41,8,11,22,8,0,2,0,0,9,2,10,0,0,0,0,1,5,0,3,1,0,0,0,0,0
"49770 Salo-Miehikkälä  (Miehikkälä)",29,20,1,8,20,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"49780 Onkamaa  (Hamina)",16,14,1,1,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49840 Mäntlahti  (Hamina)",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"49860 Klamila  (Virolahti)",80,26,24,30,26,0,0,0,0,24,8,3,1,0,0,0,0,0,0,8,8,0,2,0,0,0
"49900 Virolahti Keskus  (Virolahti)",634,67,90,477,67,45,11,0,0,34,117,27,19,0,12,4,16,40,42,53,110,9,28,0,0,0
"49930 Vaalimaa  (Virolahti)",465,12,8,445,12,0,1,0,0,7,50,34,27,0,0,0,10,0,324,0,0,0,0,0,0,0
"49960 Ala-Pihlaja  (Virolahti)",31,19,6,6,19,3,3,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0
"49980 Ravijoki  (Virolahti)",103,9,12,82,9,0,2,0,0,10,0,1,1,0,0,0,0,0,0,78,1,0,1,0,0,0
"50100 Mikkeli Keskus  (Mikkeli)",9900,108,1376,8416,108,0,868,162,27,319,1108,261,460,175,256,164,446,348,1063,1192,2049,390,500,4,0,0
"50120 Siekkilä  (Mikkeli)",307,1,80,226,1,0,5,0,19,56,9,17,8,2,0,2,7,20,76,1,62,7,15,0,0,0
"50130 Nuijamies  (Mikkeli)",2409,4,440,1965,4,0,187,12,16,225,400,147,48,212,0,5,117,84,103,110,631,10,98,0,0,0
"50150 Karkialampi  (Mikkeli)",1297,4,504,789,4,0,383,0,23,98,55,89,8,19,2,24,152,3,414,1,16,1,5,0,0,0
"50160 Kattilansilta  (Mikkeli)",111,0,9,102,0,0,2,0,0,7,19,9,8,0,0,6,6,10,0,1,40,0,3,0,0,0
"50170 Peitsari  (Mikkeli)",1034,10,218,806,10,1,72,0,5,140,192,134,30,9,1,6,39,28,4,103,162,50,48,0,0,0
"50180 Visulahti  (Mikkeli)",110,9,20,81,9,0,5,0,0,15,21,1,12,0,2,0,2,0,0,20,11,10,2,0,0,0
"50190 Tuppurala  (Mikkeli)",762,11,84,667,11,3,68,0,0,13,274,19,45,32,3,7,73,2,0,40,159,5,8,0,0,0
"50200 Kovala  (Mikkeli)",154,10,24,120,10,0,2,0,0,22,3,10,0,0,0,0,0,2,0,6,98,1,0,0,0,0
"50300 Rämälä  (Mikkeli)",54,18,9,27,18,0,4,0,1,4,6,2,0,1,0,0,2,2,0,7,5,2,0,0,0,0
"50350 Norola  (Mikkeli)",67,0,15,52,0,0,3,0,0,12,23,3,9,0,0,0,0,0,0,0,17,0,0,0,0,0
"50500 Tuukkala-Kaituenmäki  (Mikkeli)",160,3,3,154,3,0,0,0,0,3,16,20,29,0,0,5,4,1,0,9,69,0,1,0,0,0
"50520 Moision Sairaala-alue  (Mikkeli)",328,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0
"50600 Karikko  (Mikkeli)",1069,21,415,633,21,0,322,0,1,92,137,73,39,0,2,3,133,12,27,69,119,9,10,0,0,0
"50670 Otava  (Mikkeli)",387,30,83,274,30,0,32,0,5,46,67,16,12,2,0,0,2,2,2,125,32,3,11,0,0,0
"50700 Syysjärvi  (Mikkeli)",310,14,62,234,14,0,1,0,0,61,0,2,42,0,0,0,0,4,0,1,183,2,0,0,0,0
"50770 Korpikoski  (Mikkeli)",39,10,6,23,10,0,0,0,0,6,4,6,0,0,0,0,0,0,0,0,12,0,1,0,0,0
"50800 Annilanselkä  (Mikkeli)",108,12,18,78,12,0,1,0,10,7,5,12,0,0,0,0,7,0,0,23,18,7,6,0,0,0
"50970 Ihastjärvi  (Mikkeli)",224,25,33,166,25,0,4,0,0,29,8,21,15,1,2,0,3,0,0,7,105,2,2,0,0,0
"51130 Vanhamäki  (Mikkeli)",33,19,4,10,19,0,0,0,0,4,0,7,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"51200 Kangasniemi Keskus  (Kangasniemi)",1401,118,344,939,118,0,225,3,10,106,180,80,57,11,16,8,49,46,48,66,309,16,53,0,0,0
"51260 Tahkomäki  (Kangasniemi)",14,6,4,4,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"51270 Kutemajärvi  (Kangasniemi)",38,17,2,19,17,0,0,0,0,2,7,5,1,1,0,1,0,1,0,2,0,1,0,0,0,0
"51310 Levä  (Kangasniemi)",19,10,4,5,10,0,0,0,0,4,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
"51335 Kaihlamäki  (Kangasniemi)",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"51340 Hännilä-Särkiharju  (Kangasniemi)",31,14,13,4,14,0,4,0,0,9,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
"51360 Koivula-Synsiö  (Kangasniemi)",21,13,1,7,13,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,1,0,1,0,0,0
"51380 Synsiö  (Kangasniemi)",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"51420 Harjumaa-Pajulankylä  (Mikkeli)",44,23,11,10,23,0,3,0,0,8,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0
"51430 Läsäkoski  (Kangasniemi)",23,6,15,2,6,0,7,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"51440 Vuojalahti  (Kangasniemi)",59,36,12,11,36,0,4,0,0,8,1,0,2,0,0,0,0,0,0,4,3,0,1,0,0,0
"51450 Pajulankylä  (Mikkeli)",15,5,1,9,5,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51460 Luusniemi  (Kangasniemi)",33,21,4,8,21,0,0,0,0,4,0,0,0,3,0,2,0,0,0,0,0,0,3,0,0,0
"51520 Hiirola  (Mikkeli)",58,12,22,24,12,3,13,0,0,6,2,14,0,0,0,0,1,0,0,6,1,0,0,0,0,0
"51540 Kalvitsa  (Mikkeli)",56,26,3,27,26,0,0,0,0,3,1,7,0,2,0,0,1,12,0,0,2,1,1,0,0,0
"51600 Haukivuori Keskus-Piitkäaho  (Mikkeli)",416,42,132,242,42,0,98,1,0,33,29,36,22,0,6,3,11,6,3,28,77,3,18,0,0,0
"51620 Pitkäaho  (Mikkeli)",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"51670 Nykälä  (Mikkeli)",15,8,4,3,8,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"51720 Rahula  (Mikkeli)",93,22,32,39,22,0,18,0,0,14,1,4,3,0,1,0,5,2,0,8,11,4,0,0,0,0
"51740 Huuhanaho  (Mikkeli)",29,10,4,15,10,0,2,0,0,2,2,6,0,0,0,1,3,1,0,0,2,0,0,0,0,0
"51760 Nuutilanmäki  (Juva)",93,25,37,31,25,3,27,0,0,7,20,0,0,0,0,0,0,1,0,7,3,0,0,0,0,0
"51780 Kuosmala  (Juva)",16,15,0,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51810 Maivala  (Juva)",44,34,7,3,34,0,1,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51820 Hatsola  (Juva)",84,26,18,40,26,0,9,0,0,9,9,11,0,0,0,0,0,0,0,6,14,0,0,0,0,0
"51850 Vuorenmaa  (Juva)",35,27,0,8,27,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,1,0,0,0
"51860 Narila  (Juva)",14,5,7,2,5,0,0,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51880 Koikkala  (Juva)",49,33,3,13,33,0,1,0,0,2,2,0,0,0,0,0,0,2,0,5,3,0,1,0,0,0
"51890 Risulahti  (Juva)",42,42,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51900 Juva Keskus  (Juva)",1660,142,354,1164,142,1,230,4,5,114,200,97,109,9,31,4,44,82,90,85,320,19,74,0,0,0
"51930 Paatela  (Juva)",34,11,14,9,11,0,5,0,0,9,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"51940 Härkälä  (Juva)",24,15,2,7,15,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"51980 Lauteala  (Juva)",42,25,4,13,25,0,2,0,0,2,6,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0
"52100 Anttola  (Mikkeli)",283,28,41,214,28,0,17,0,0,24,34,12,30,1,3,0,1,14,3,23,80,4,9,0,0,0
"52110 Majavesi  (Mikkeli)",36,17,5,14,17,0,0,0,0,5,2,2,0,5,0,3,1,0,0,0,0,0,1,0,0,0
"52150 Hauhala  (Mikkeli)",12,8,2,2,8,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52200 Puumala Keskus  (Puumala)",598,77,81,440,77,0,40,0,2,39,61,45,33,3,5,1,12,30,23,63,127,4,33,0,0,0
"52230 Hurissalo  (Puumala)",45,27,5,13,27,0,1,0,0,4,6,3,1,0,0,0,0,2,0,0,0,0,1,0,0,0
"52270 Ryhälä  (Puumala)",10,2,0,8,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0
"52300 Ristiina Keskus  (Mikkeli)",629,40,99,490,40,0,40,0,0,59,100,37,43,6,11,3,36,11,8,69,128,8,30,0,0,0
"52320 Vitsiälä  (Mikkeli)",92,5,22,65,5,1,3,0,2,16,1,9,7,0,0,0,1,6,0,1,39,0,1,0,0,0
"52330 Heimari  (Mikkeli)",13,1,0,12,1,0,0,0,0,0,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"52340 Hangastenmaa  (Mikkeli)",43,31,1,11,31,0,0,0,0,1,5,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0
"52360 Someenjärvi  (Mikkeli)",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"52420 Pellosniemi  (Mikkeli)",829,20,673,136,20,1,643,0,0,29,13,36,18,1,0,1,2,6,14,4,41,0,0,0,0,0
"52510 Hietanen  (Hirvensalmi)",67,19,15,33,19,0,10,0,0,5,5,8,11,4,0,0,1,0,0,3,0,0,1,0,0,0
"52520 Syväsmäki  (Hirvensalmi)",14,6,2,6,6,0,0,0,0,2,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"52550 Hirvensalmi Keskus  (Hirvensalmi)",469,67,139,263,67,14,97,0,0,28,32,14,30,5,6,3,9,11,18,32,83,0,20,0,0,0
"52610 Tuukkalanlahti  (Hirvensalmi)",31,18,9,4,18,0,0,0,1,8,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"52620 Kuitula  (Hirvensalmi)",29,8,3,18,8,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0
"52700 Mäntyharju Keskus  (Mäntyharju)",1683,128,543,1011,128,0,370,5,2,166,160,88,75,13,23,20,44,18,75,95,339,14,47,0,0,1
"52720 Karankamäki-Koirakivi  (Mäntyharju)",23,11,1,11,11,0,0,0,0,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"52730 Koirakivi  (Mäntyharju)",13,7,6,0,7,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52740 Tuustaipale  (Mäntyharju)",74,20,12,42,20,0,3,0,0,9,0,3,0,2,0,0,0,0,0,5,32,0,0,0,0,0
"52760 Mynttilä  (Mäntyharju)",10,1,4,5,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
"52780 Kuomiokoski  (Mikkeli)",155,0,151,4,0,0,151,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52830 Suomenniemi  (Mikkeli)",152,30,5,117,30,0,2,0,0,3,14,13,12,0,4,0,6,0,10,6,42,3,7,0,0,0
"52850 Halmeniemi  (Mäntyharju)",10,6,3,1,6,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"52890 Käävänkylä  (Mäntyharju)",15,10,4,1,10,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52920 Voikoski  (Mäntyharju)",95,5,77,13,5,0,75,0,0,2,0,0,0,0,0,0,0,0,0,5,7,1,0,0,0,0
"52960 Nurmaa  (Mäntyharju)",16,9,4,3,9,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"52970 Pankalahti-Ahvenainen  (Mäntyharju)",21,19,1,1,19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52980 Ahvenainen  (Mäntyharju)",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"53100 Lappeenranta keskus  (Lappeenranta)",7566,32,480,7054,32,5,106,67,0,302,980,141,473,275,333,166,760,421,747,488,1549,296,425,0,0,0
"53130 Keskussairaala-alue-Kimpinen  (Lappeenranta)",2157,0,1,2156,0,0,0,0,0,1,1,5,39,16,1,0,112,277,31,6,1662,1,5,0,0,0
"53200 Kaukas-Tirilä  (Lappeenranta)",1488,2,1204,282,2,0,1183,3,0,18,89,37,38,0,0,1,6,2,0,19,27,45,18,0,0,0
"53300 Lauritsala-Mälkiä  (Lappeenranta)",1588,36,376,1176,36,0,191,0,0,185,137,159,56,3,3,8,44,70,14,127,418,25,112,0,0,0
"53400 Laihia  (Lappeenranta)",246,28,129,89,28,0,88,0,0,41,10,37,8,0,0,0,7,7,0,10,2,0,8,0,0,0
"53420 Mustola  (Lappeenranta)",560,2,31,527,2,0,13,0,3,15,78,288,2,0,0,0,7,0,139,6,0,6,1,0,0,0
"53500 Parkkarila-Harapainen-Reijola  (Lappeenranta)",3234,7,860,2367,7,0,221,0,2,637,911,544,180,18,2,11,62,473,0,9,108,12,37,0,0,0
"53550 Kourulanmäki  (Lappeenranta)",1450,0,486,964,0,0,219,0,25,242,548,29,3,1,1,1,10,221,0,48,99,1,2,0,0,0
"53600 Kesämäki  (Lappeenranta)",2244,40,806,1398,40,0,463,42,3,298,593,43,48,12,11,45,100,17,16,222,257,4,30,0,0,0
"53650 Mattila-Kuusela  (Lappeenranta)",714,11,592,111,11,52,494,21,4,21,17,25,8,1,0,0,3,16,0,9,26,5,1,0,0,0
