"Postal code area","Free-time residences, 2016 (RA)","Buildings, total, 2016 (RA)","Other buildings, 2016 (RA)","Residential buildings, 2016 (RA)","Dwellings, 2016 (RA)","Average floor area, 2016 (RA)","Dwellings in small houses, 2016 (RA)","Dwellings in blocks of flats, 2016 (RA)"
"77110 Paltanen   (Pieksämäki )",101,75,17,58,49,90.0,49,0
"77120 Venetmäki   (Pieksämäki )",209,128,10,118,95,111.5,95,0
"77140 Huumala   (Pieksämäki )",112,77,10,67,56,109.6,56,0
"77220 Neuvola   (Pieksämäki )",137,115,15,100,94,107.1,94,0
"77240 Halkokumpu   (Pieksämäki )",47,85,5,80,75,109.3,75,0
"77320 Hurskaala   (Pieksämäki )",85,51,6,45,40,107.2,40,0
"77330 Virtasalmi Keskus   (Pieksämäki )",628,412,86,326,390,84.7,390,0
"77350 Montola   (Pieksämäki )",86,140,16,124,130,86.6,130,0
"77380 Kantala   (Mikkeli )",65,100,9,91,77,101.0,77,0
"77430 Siikamäki   (Pieksämäki )",291,248,37,211,188,110.4,188,0
"77460 Maavesi   (Joroinen )",175,248,26,222,195,106.7,195,0
"77480 Savuniemi   (Joroinen )",130,28,6,22,21,126.3,21,0
"77520 Haapakoski-Partaharju   (Pieksämäki )",76,128,12,116,110,92.4,107,3
"77570 Jäppilä Keskus   (Pieksämäki )",450,430,63,367,434,92.5,429,5
"77580 Tihusniemi   (Pieksämäki )",81,118,23,95,89,102.8,89,0
"77600 Suonenjoki Keskus   (Suonenjoki )",1265,2555,344,2211,3733,81.4,2389,1344
"77630 Lempyy   (Suonenjoki )",89,127,12,115,115,102.6,115,0
"77690 Suontee   (Suonenjoki )",99,85,7,78,65,117.8,65,0
"77700 Rautalampi Keskus   (Rautalampi )",843,1280,189,1091,1462,83.7,1307,155
"77770 Myhinpää   (Rautalampi )",253,101,6,95,72,106.7,72,0
"77800 Iisvesi   (Suonenjoki )",74,308,62,246,339,75.5,294,45
"77910 Vaajasalmi   (Rautalampi )",110,82,11,71,60,104.8,56,4
"77930 Kerkonjoensuu   (Rautalampi )",322,293,29,264,220,101.6,216,4
"77960 Pakarila   (Rautalampi )",7,4,1,3,..,..,..,..
"78200 Varkaus Keskus   (Leppävirta )",153,681,146,535,3618,57.1,453,3165
"78210 Kuoppakangas   (Varkaus )",19,590,160,430,822,86.6,671,151
"78250 Päiviönsaari   (Varkaus )",12,249,119,130,737,67.5,217,520
"78300 Kommila   (Varkaus )",1,546,59,487,1618,71.5,616,1002
"78310 Puurtila   (Leppävirta )",236,492,49,443,562,103.4,525,37
"78400 Luttila   (Varkaus )",22,514,50,464,643,90.4,637,6
"78480 Timola   (Leppävirta )",94,258,19,239,232,108.6,232,0
"78500 Pitkälänniemi-Könönpelto   (Varkaus )",12,971,62,909,1171,93.9,1145,26
"78610 Kurola   (Varkaus )",73,145,17,128,122,111.3,122,0
"78710 Akonlahti   (Varkaus )",423,409,93,316,310,110.7,310,0
"78850 Käpykangas   (Joroinen )",20,805,99,706,1515,84.2,1195,320
"78870 Kaura-Aho   (Varkaus )",2,728,113,615,1396,75.1,923,473
"78880 Kuvansi   (Joroinen )",200,520,52,468,604,95.8,604,0
"78900 Ruokokoski   (Varkaus )",50,129,12,117,116,106.4,116,0
"79100 Leppävirta Keskus   (Leppävirta )",988,2029,285,1744,3254,82.0,2572,682
"79130 Sorsakoski   (Leppävirta )",183,481,48,433,597,84.3,471,126
"79140 Kotalahti   (Leppävirta )",262,194,18,176,165,115.1,165,0
"79150 Konnuslahti-Valkeamäki   (Leppävirta )",299,227,20,207,189,115.4,189,0
"79160 Saamaiskylä   (Leppävirta )",79,43,4,39,37,98.8,37,0
"79180 Tuppurinmäki   (Leppävirta )",26,30,2,28,22,98.4,22,0
"79190 Valkeamäki   (Leppävirta )",50,30,5,25,19,101.4,19,0
"79230 Moninmäki   (Leppävirta )",40,39,4,35,29,102.1,29,0
"79255 Kurjala-Moninmäki   (Leppävirta )",142,92,8,84,77,97.3,77,0
"79265 Puponmäki   (Leppävirta )",56,64,8,56,47,109.8,47,0
"79330 Näädänmaa   (Leppävirta )",81,92,22,70,60,89.3,60,0
"79350 Itä-Soisalo   (Leppävirta )",166,82,9,73,60,111.1,60,0
"79410 Niinimäki   (Leppävirta )",79,91,9,82,77,104.5,77,0
"79480 Kangaslampi Keskus   (Varkaus )",368,365,65,300,386,86.0,378,8
"79520 Viljolahti   (Varkaus )",286,125,17,108,96,99.2,96,0
"79600 Joroinen Keskus   (Joroinen )",442,1046,159,887,1485,83.8,1213,272
"79620 Huutokoski   (Joroinen )",101,134,17,117,119,119.9,112,7
"79630 Kolma   (Joroinen )",36,136,14,122,115,108.3,115,0
"79660 Kerisalo   (Joroinen )",62,108,14,94,82,113.1,82,0
"79680 Lahnalahti   (Joroinen )",55,95,14,81,67,106.2,67,0
"79690 Kaitainen   (Joroinen )",102,122,14,108,97,115.0,97,0
"79700 Heinävesi Keskus   (Heinävesi )",855,1195,225,970,1528,78.9,1149,379
"79810 Karvion kanava   (Heinävesi )",171,202,51,151,152,81.9,152,0
"79820 Varistaipale   (Heinävesi )",108,92,19,73,53,102.4,53,0
"79830 Palokki   (Heinävesi )",43,67,19,48,41,95.0,41,0
"79850 Uusi-Valamo   (Heinävesi )",1,1,0,1,..,..,..,..
"79860 Suuraho - Uusi-Valamo   (Heinävesi )",119,161,34,127,156,66.1,153,3
"79885 Etelä-Petruma   (Heinävesi )",120,56,6,50,36,93.6,36,0
"79895 Sarvikumpu   (Heinävesi )",117,101,11,90,76,84.9,76,0
"79910 Kerma   (Heinävesi )",202,186,26,160,137,97.8,137,0
"79940 Vihtari-Poikiinaho   (Heinävesi )",95,137,19,118,96,85.9,96,0
"80100 Joensuu Keskus, Pohjoinen   (Joensuu )",0,1501,583,918,6717,58.1,1082,5635
"80110 Joensuu Keskus Eteläinen   (Joensuu )",76,373,49,324,3390,58.4,319,3071
"80130 Kanervala   (Kontiolahti )",1,976,235,741,1163,86.8,843,320
"80140 Noljakka   (Joensuu )",14,1503,83,1420,4467,73.3,1948,2519
"80160 Rantakylä-Latola   (Joensuu )",0,1647,59,1588,5756,71.0,2948,2808
"80170 Utra   (Joensuu )",87,874,35,839,1924,80.3,1144,780
"80200 Niinivaara   (Joensuu )",0,667,50,617,2795,63.9,864,1931
"80210 Sairaala-alue   (Joensuu )",0,7,7,0,0,0.0,0,0
"80220 Penttilä   (Joensuu )",6,429,73,356,2102,65.5,455,1647
"80230 Hukanhauta   (Joensuu )",24,1446,58,1388,2666,88.4,2170,496
"80260 Kettuvaara   (Joensuu )",4,1245,105,1140,2415,80.7,1683,732
"80330 Reijola   (Joensuu )",67,764,60,704,1080,92.6,1014,66
"80400 Ylämylly   (Liperi )",383,1888,272,1616,2443,94.3,2149,294
"80510 Onttola-Kunnasniemi   (Kontiolahti )",304,553,67,486,580,110.2,480,100
"80710 Lehmo   (Kontiolahti )",49,1859,198,1661,2334,96.5,2269,65
"80770 Kontiolahti as   (Kontiolahti )",54,327,59,268,295,108.6,295,0
"80780 Kontioniemi   (Kontiolahti )",13,115,10,105,161,102.4,137,24
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",0,40,22,18,61,66.2,37,24
"80850 Paihola   (Kontiolahti )",33,217,27,190,287,84.7,193,94
"80910 Kulho   (Kontiolahti )",95,694,59,635,629,117.4,629,0
"81100 Kontiolahti   (Kontiolahti )",295,920,96,824,1454,83.5,1362,92
"81120 Katajaranta   (Kontiolahti )",154,194,15,179,172,103.1,172,0
"81160 Romppala-Riihikangas   (Kontiolahti )",288,203,33,170,143,92.5,143,0
"81200 Eno Keskus   (Joensuu )",394,1263,177,1086,1660,78.7,1500,160
"81210 Louhioja   (Joensuu )",11,138,15,123,128,94.3,128,0
"81220 Jakokoski   (Kontiolahti )",70,324,39,285,279,111.3,279,0
"81230 Mönni   (Kontiolahti )",59,94,6,88,83,96.5,83,0
"81235 Lehtoi   (Kontiolahti )",106,138,19,119,113,104.4,113,0
"81260 Ahveninen   (Joensuu )",216,138,30,108,93,103.9,93,0
"81270 Paukkaja   (Joensuu )",13,79,14,65,57,87.6,57,0
"81280 Uimaharju   (Joensuu )",137,887,179,708,1007,81.1,926,81
"81290 Ukkola   (Joensuu )",32,177,31,146,146,81.1,146,0
"81295 Haapalahti   (Joensuu )",144,125,29,96,78,100.2,78,0
"81320 Kuismavaara   (Joensuu )",49,42,5,37,24,74.8,24,0
"81330 Luhtapohja   (Joensuu )",39,91,12,79,56,84.2,56,0
"81350 Tokrajärvi   (Ilomantsi )",117,151,20,131,95,84.0,95,0
"81360 Sarvinki   (Joensuu )",70,95,15,80,70,87.5,70,0
"81390 Revonkylä   (Joensuu )",81,73,13,60,44,89.1,44,0
"81420 Tyrjänsaari   (Ilomantsi )",186,82,12,70,52,80.8,52,0
"81430 Kivilahti   (Ilomantsi )",231,104,32,72,62,78.9,62,0
"81450 Huhus-Käenkoski   (Ilomantsi )",147,74,6,68,63,87.3,63,0
"81460 Käenkoski   (Ilomantsi )",71,36,5,31,23,67.7,23,0
"81470 Naarva   (Ilomantsi )",70,68,11,57,35,80.2,35,0
"81560 Vuonisjärvi   (Lieksa )",57,123,14,109,100,96.8,100,0
"81570 Kelvä   (Lieksa )",138,106,13,93,64,85.0,64,0
"81590 Vuonislahti   (Lieksa )",180,148,36,112,92,92.6,92,0
"81650 Hattuvaara   (Lieksa )",176,171,22,149,101,91.9,101,0
"81660 Lehmikylä   (Lieksa )",7,12,2,10,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",305,2043,296,1747,3512,72.4,2026,1486
"81720 Mähkö-Timitra   (Lieksa )",309,1248,257,991,1803,77.8,1221,582
"81750 Pankakoski   (Lieksa )",237,566,78,488,536,80.3,503,33
"81810 Jamali   (Lieksa )",128,206,8,198,174,92.2,174,0
"81820 Kylänlahti   (Lieksa )",451,280,29,251,200,93.5,199,1
"81850 Mätäsvaara   (Lieksa )",111,161,13,148,117,79.8,113,4
"81860 Viekijärvi   (Lieksa )",167,334,31,303,252,83.6,252,0
"81950 Pankajärvi   (Lieksa )",56,67,7,60,46,93.6,46,0
"81970 Jongunjoki-Pankajärvi   (Lieksa )",172,152,25,127,125,83.0,121,4
"82110 Heinävaara   (Joensuu )",154,450,62,388,451,97.2,451,0
"82120 Keskijärvi   (Joensuu )",263,142,23,119,110,91.1,110,0
"82140 Kiihtelysvaara Keskus   (Joensuu )",254,456,104,352,497,81.7,497,0
"82160 Oskola   (Joensuu )",79,59,3,56,42,82.5,42,0
"82170 Uskali   (Joensuu )",51,37,4,33,33,90.8,33,0
"82180 Huhtilampi   (Joensuu )",53,55,5,50,49,91.3,49,0
"82200 Hammaslahti   (Joensuu )",397,1313,168,1145,1515,87.7,1515,0
"82210 Suhmura   (Joensuu )",87,223,21,202,202,106.0,202,0
"82220 Niittylahti   (Joensuu )",115,764,51,713,780,111.4,773,7
"82290 Nieminen   (Rääkkylä )",403,322,33,289,258,87.8,258,0
"82300 Rääkkylä Keskus   (Rääkkylä )",234,486,81,405,640,76.2,640,0
"82310 Oravisalo-Varpasalo   (Rääkkylä )",337,210,24,186,158,103.3,158,0
"82335 Rasivaara   (Rääkkylä )",309,459,30,429,376,92.6,372,4
"82350 Tikkala   (Tohmajärvi )",155,208,28,180,166,108.7,166,0
"82360 Onkamo   (Tohmajärvi )",285,292,69,223,200,95.2,200,0
"82380 Tolosenmäki   (Kitee )",283,321,69,252,227,105.2,227,0
"82395 Haarajärvi   (Kitee )",18,96,11,85,77,97.2,77,0
"82430 Puhos-Leinovaara   (Kitee )",637,619,141,478,516,91.1,422,94
"82460 Hummovaara   (Kitee )",52,72,14,58,56,96.7,56,0
"82490 Heinoniemi   (Kitee )",117,92,11,81,77,91.2,77,0
"82500 Kitee Keskus   (Kitee )",346,2072,286,1786,3637,77.7,2186,1451
"82510 Kiteenlahti   (Kitee )",68,162,10,152,126,112.3,126,0
"82580 Juurikka   (Kitee )",205,244,17,227,189,107.0,189,0
"82590 Närsäkkälä   (Kitee )",189,118,13,105,82,97.7,82,0
"82600 Tohmajärvi Keskus   (Tohmajärvi )",272,1378,202,1176,1648,83.4,1462,186
"82655 Värtsilä Keskus   (Tohmajärvi )",87,181,23,158,204,87.8,196,8
"82660 Uusi-Värtsilä   (Tohmajärvi )",44,152,23,129,133,81.4,109,24
"82670 Kaurila   (Tohmajärvi )",43,76,4,72,68,88.1,68,0
"82675 Niirala-Jänisjoki   (Tohmajärvi )",11,77,24,53,69,84.1,69,0
"82685 Littilä   (Tohmajärvi )",64,117,10,107,98,107.6,98,0
"82710 Kovero   (Joensuu )",98,293,43,250,246,88.7,246,0
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",137,356,69,287,480,75.8,459,21
"82750 Öllölä   (Joensuu )",138,89,10,79,76,80.6,76,0
"82760 Hoilola   (Joensuu )",94,87,16,71,64,82.9,64,0
"82770 Kaustajärvi   (Tohmajärvi )",55,27,3,24,19,72.8,19,0
"82815 Marjovaara   (Joensuu )",96,111,9,102,87,90.2,87,0
"82820 Maukkula   (Ilomantsi )",85,177,22,155,140,96.2,140,0
"82830 Haukivaara   (Ilomantsi )",31,76,12,64,53,80.9,53,0
"82840 Pirttiaho   (Joensuu )",55,23,0,23,23,95.5,23,0
"82850 Kinnasniemi   (Joensuu )",69,59,1,58,47,83.2,47,0
"82865 Kokinvaara-Mannervaara   (Joensuu )",60,32,2,30,28,84.5,28,0
"82870 Luutalahti   (Joensuu )",71,31,5,26,24,71.5,21,3
"82880 Mannervaara   (Joensuu )",23,28,5,23,18,65.9,18,0
"82900 Ilomantsi Keskus   (Ilomantsi )",621,1745,362,1383,2403,74.9,1926,477
"82915 Sonkaja   (Ilomantsi )",54,150,16,134,110,98.4,110,0
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",116,112,21,91,74,82.0,74,0
"82967 Hattu   (Ilomantsi )",54,94,25,69,74,81.5,74,0
"82980 Möhkö   (Ilomantsi )",108,103,39,64,47,74.8,47,0
"83100 Liperi Keskus   (Liperi )",736,1149,169,980,1384,84.1,1229,155
"83130 Salokylä   (Liperi )",31,187,18,169,169,105.1,169,0
"83140 Puromäki   (Liperi )",25,65,5,60,56,98.0,56,0
"83150 Roukalahti   (Liperi )",123,140,16,124,112,97.5,112,0
"83160 Tutjunniemi   (Liperi )",304,111,20,91,79,94.8,79,0
"83320 Risti-Juojärvi   (Liperi )",6,50,9,41,41,92.7,41,0
"83330 Kaatamo   (Liperi )",179,170,17,153,127,88.1,127,0
"83340 Kaarnalampi   (Liperi )",12,65,5,60,52,92.6,52,0
"83400 Viinijärvi   (Liperi )",215,786,83,703,820,81.0,776,44
"83430 Käsämä   (Liperi )",312,332,58,274,258,114.1,258,0
"83450 Vaivio   (Liperi )",210,191,25,166,156,114.6,156,0
"83460 Harinjärvi   (Liperi )",154,171,32,139,132,119.3,132,0
"83480 Ahonkylä   (Liperi )",53,138,10,128,104,86.7,104,0
"83500 Outokumpu Keskus   (Outokumpu )",587,2369,393,1976,3591,79.1,2577,1014
"83550 Kokonvaara   (Outokumpu )",60,103,7,96,85,104.5,85,0
"83630 Kuusjärvi   (Outokumpu )",126,268,33,235,216,90.4,211,5
"83660 Varislahti   (Outokumpu )",267,194,20,174,150,105.1,150,0
"83700 Polvijärvi Keskus   (Polvijärvi )",301,1298,210,1088,1508,76.2,1411,97
"83720 Kuorevaara   (Polvijärvi )",125,197,59,138,148,99.2,148,0
"83750 Sotkuma   (Polvijärvi )",353,280,49,231,219,106.2,219,0
"83760 Sola   (Polvijärvi )",35,49,7,42,41,85.5,41,0
"83780 Horsmanaho   (Polvijärvi )",38,138,19,119,117,87.9,114,3
"83825 Kinahmo   (Polvijärvi )",298,215,30,185,167,86.5,167,0
"83830 Hukkala   (Polvijärvi )",46,101,14,87,75,87.0,75,0
"83835 Ruvaslahti   (Polvijärvi )",143,167,31,136,122,99.9,122,0
"83840 Saarivaara   (Polvijärvi )",18,45,4,41,32,92.8,32,0
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",93,123,17,106,86,86.2,86,0
"83870 Polvela-Timovaara   (Juuka )",159,172,16,156,129,79.1,124,5
"83880 Kajoo   (Juuka )",127,146,14,132,100,95.3,100,0
"83900 Juuka Keskus   (Juuka )",701,1801,252,1549,2156,79.2,1885,271
"83910 Paalasmaa   (Juuka )",205,84,13,71,52,92.5,52,0
"83915 Vihtasuo   (Juuka )",0,3,0,3,..,..,..,..
"83940 Nunnanlahti   (Juuka )",344,298,52,246,203,95.9,203,0
"83950 Ahmovaara   (Juuka )",338,399,41,358,293,90.5,293,0
"83960 Koli   (Lieksa )",428,352,155,197,156,86.6,156,0
"83985 Tuopanjoki   (Juuka )",2,1,0,1,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",123,4111,518,3593,6781,84.9,4626,2155
"84460 Tuomiperä   (Ylivieska )",53,123,9,114,104,100.5,104,0
"84540 Vähäkangas   (Ylivieska )",29,247,19,228,226,112.4,226,0
"84650 Kantokylä   (Ylivieska )",17,136,9,127,107,95.0,107,0
"84770 Isokoski   (Ylivieska )",4,68,13,55,48,100.9,48,0
"84880 Raudaskylä   (Ylivieska )",40,332,37,295,289,105.0,289,0
"85100 Kalajoki Keskus   (Kalajoki )",1198,3150,634,2516,3323,96.4,3015,308
"85120 Metsä   (Kalajoki )",11,131,15,116,101,113.8,101,0
"85140 Tynkä   (Kalajoki )",37,392,41,351,351,107.0,351,0
"85150 Typpö   (Kalajoki )",45,149,11,138,136,109.9,136,0
"85160 Rautio   (Kalajoki )",50,308,40,268,260,104.6,260,0
"85180 Rahja   (Kalajoki )",183,261,57,204,198,110.3,198,0
"85200 Alavieska Keskus   (Alavieska )",68,904,125,779,1006,95.0,983,23
"85210 Kähtävä   (Alavieska )",17,127,6,121,106,112.6,106,0
"85230 Talus   (Alavieska )",15,161,27,134,125,101.8,125,0
"85310 Sievi Asemanseutu   (Sievi )",38,229,41,188,226,98.3,226,0
"85320 Markkula   (Sievi )",14,167,24,143,139,95.9,139,0
"85340 Jyrinki   (Sievi )",24,280,49,231,219,122.8,219,0
"85410 Sievi Keskus   (Sievi )",37,718,160,558,933,88.0,876,57
"85430 Koivisto   (Sievi )",34,294,35,259,250,112.1,250,0
"85450 Joenkylä   (Sievi )",23,105,12,93,91,118.4,91,0
"85470 Kiiskilampi   (Sievi )",90,287,53,234,206,107.5,206,0
"85500 Nivala Keskus   (Nivala )",72,2567,285,2282,3496,92.3,3083,413
"85540 Mönkö   (Nivala )",25,238,14,224,216,113.5,216,0
"85560 Ainastalo   (Nivala )",30,242,24,218,215,101.0,215,0
"85580 Karvoskylä   (Nivala )",36,387,28,359,334,99.0,334,0
"85620 Sarja   (Nivala )",22,147,8,139,115,111.5,115,0
"85630 Sarjanahde   (Nivala )",5,196,5,191,180,118.3,180,0
"85640 Maliskylä   (Nivala )",14,264,12,252,240,108.7,240,0
"85660 Ruuskankylä   (Nivala )",4,79,5,74,68,105.5,68,0
"85710 Parkkila   (Haapajärvi )",24,207,15,192,174,104.2,174,0
"85730 Tulppo   (Haapajärvi )",17,77,6,71,63,106.3,63,0
"85800 Haapajärvi Keskus   (Haapajärvi )",99,2067,278,1789,2873,86.6,2289,584
"85820 Oksava   (Haapajärvi )",37,455,27,428,388,106.1,388,0
"85840 Kuona   (Haapajärvi )",25,134,11,123,120,103.0,120,0
"85900 Reisjärvi Keskus   (Reisjärvi )",160,783,101,682,984,92.6,978,6
"85930 Kangaskylä-Tolpankangas   (Reisjärvi )",169,108,7,101,83,104.7,83,0
"85940 Räisälänmäki   (Reisjärvi )",73,120,12,108,94,111.2,94,0
"85980 Köyhänperä   (Reisjärvi )",26,179,8,171,150,108.7,150,0
"86100 Pyhäjoki Keskus   (Pyhäjoki )",328,915,122,793,1011,90.8,999,12
"86110 Parhalahti   (Pyhäjoki )",66,197,21,176,167,101.1,167,0
"86160 Pirttikoski   (Pyhäjoki )",37,182,14,168,150,114.3,150,0
"86170 Yppäri   (Pyhäjoki )",270,276,26,250,247,110.5,247,0
"86210 Petäjäskoski   (Oulainen )",18,88,9,79,70,118.3,70,0
"86220 Merijärvi Keskus   (Merijärvi )",55,331,39,292,345,92.1,345,0
"86230 Ylipää   (Merijärvi )",38,120,19,101,83,96.6,83,0
"86240 Pyhänkoski   (Merijärvi )",58,132,28,104,93,102.0,93,0
"86300 Oulainen Keskus   (Oulainen )",236,2492,319,2173,3544,87.4,2914,630
"86350 Kilpua   (Oulainen )",24,84,7,77,65,91.2,65,0
"86360 Ilveskorpi   (Raahe )",10,134,11,123,111,103.0,111,0
"86400 Vihanti Keskus   (Raahe )",106,862,166,696,912,88.1,884,28
"86440 Lampinsaari   (Raahe )",0,125,18,107,159,99.6,129,30
"86460 Alpua   (Raahe )",20,260,45,215,191,100.2,191,0
"86470 Lumimetsä   (Raahe )",9,108,10,98,87,107.8,87,0
"86480 Karhukangas   (Haapavesi )",2,40,7,33,24,116.0,24,0
"86510 Matkaniva   (Oulainen )",46,173,18,155,137,107.8,137,0
"86530 Annonen   (Oulainen )",33,107,7,100,90,99.9,90,0
"86550 Mieluskylä   (Haapavesi )",32,196,30,166,154,108.8,148,6
"86600 Haapavesi Keskus   (Haapavesi )",309,2494,576,1918,2687,90.4,2442,245
"86650 Kytökylä-Joutenniva   (Haapavesi )",34,297,61,236,212,101.0,206,6
"86680 Vatjusjärvi   (Haapavesi )",116,276,43,233,214,103.5,214,0
"86690 Karsikas   (Haapavesi )",19,138,17,121,101,99.7,101,0
"86710 Kärsämäki Keskus   (Kärsämäki )",106,1295,180,1115,1325,88.1,1315,10
"86790 Venetpalo   (Kärsämäki )",8,7,1,6,..,..,..,..
"86800 Pyhäsalmi   (Pyhäjärvi )",723,1958,265,1693,2412,81.4,1914,498
"86810 Pellikkaperä   (Pyhäjärvi )",30,87,9,78,74,105.5,74,0
"86850 Hiidenniemi   (Pyhäjärvi )",219,157,32,125,118,93.8,118,0
"86870 Vesikoski   (Pyhäjärvi )",33,185,23,162,145,95.1,145,0
"86900 Pyhäkumpu   (Pyhäjärvi )",5,243,32,211,266,90.3,266,0
"86980 Väliaho   (Pyhäjärvi )",42,55,14,41,38,88.4,38,0
"87100 Kajaani Keskus   (Kajaani )",25,775,320,455,4426,55.3,399,4027
"87150 Purola   (Kajaani )",0,797,71,726,1070,88.1,908,162
"87200 Teppana   (Kajaani )",1,743,63,680,2264,77.3,916,1348
"87250 Kättö-Kätönlahti   (Kajaani )",68,1397,163,1234,2023,90.7,1768,255
"87300 Palokangas   (Kajaani )",0,81,15,66,789,59.1,52,737
"87400 Petäisenniska   (Kajaani )",2,461,117,344,921,81.4,600,321
"87500 Lehtikangas   (Kajaani )",56,1275,131,1144,2990,82.8,1478,1512
"87700 Lohtaja-Kettu   (Kajaani )",0,980,93,887,2159,74.8,1365,794
"87800 Vuoreslahti   (Kajaani )",475,545,82,463,418,109.5,418,0
"87830 Nakertaja   (Kajaani )",18,574,35,539,667,91.9,595,72
"87850 Paltaniemi   (Kajaani )",68,225,30,195,191,115.9,191,0
"87900 Karankalahti   (Kajaani )",256,357,58,299,232,105.4,232,0
"87910 Linnantaus   (Kajaani )",5,224,29,195,205,107.1,200,5
"87930 Salmijärvi   (Kajaani )",99,138,20,118,144,91.3,107,37
"87950 Kuluntalahti   (Kajaani )",147,402,46,356,333,118.4,333,0
"87970 Jormua   (Kajaani )",122,244,32,212,199,114.3,199,0
"88120 Tuhkakylä   (Sotkamo )",114,150,75,75,54,99.1,54,0
"88200 Otanmäki-Kytökoski   (Kajaani )",111,362,73,289,692,72.2,323,369
"88270 Vuolijoki Keskus   (Kajaani )",320,487,72,415,494,88.9,483,11
"88300 Paltamo Keskus   (Paltamo )",808,1220,199,1021,1368,81.1,1311,57
"88310 Melalahti   (Paltamo )",122,188,20,168,115,92.9,115,0
"88340 Manamansalo   (Vaala )",390,137,51,86,67,82.6,67,0
"88350 Kivesjärvi   (Paltamo )",185,97,12,85,61,92.5,61,0
"88380 Mieslahti   (Paltamo )",67,158,19,139,113,93.4,113,0
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",540,836,145,691,749,87.7,707,42
"88440 Jokikylä   (Ristijärvi )",24,55,6,49,42,93.8,42,0
"88460 Hiisijärvi   (Ristijärvi )",57,33,3,30,28,98.9,28,0
"88470 Kontiomäki   (Paltamo )",80,257,37,220,307,80.7,252,55
"88490 Pohjavaara   (Sotkamo )",99,133,11,122,116,117.3,116,0
"88530 Paakki   (Sotkamo )",22,67,3,64,54,106.4,54,0
"88600 Sotkamo Keskus   (Sotkamo )",892,2510,253,2257,3554,85.3,2558,996
"88610 Vuokatti   (Sotkamo )",279,1416,498,918,1365,90.6,1208,157
"88615 Vuokatin Urheiluopisto   (Sotkamo )",0,14,12,2,..,..,..,..
"88620 Korholanmäki   (Sotkamo )",219,312,58,254,215,118.0,215,0
"88640 Ontojoki   (Sotkamo )",21,64,4,60,47,97.9,47,0
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",91,103,6,97,88,108.6,88,0
"88690 Maanselkä   (Sotkamo )",29,52,10,42,31,93.3,31,0
"88730 Ylä-Vieksi   (Kuhmo )",118,113,11,102,82,98.1,82,0
"88740 Härmänkylä-Iivantiira   (Kuhmo )",39,68,12,56,49,91.6,49,0
"88760 Iivantiira   (Kuhmo )",130,107,10,97,85,101.6,85,0
"88820 Katerma   (Kuhmo )",4,5,1,4,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",1853,3491,491,3000,4581,84.0,3449,1132
"88930 Lentiira-Kuumu   (Kuhmo )",282,272,53,219,194,99.2,194,0
"88940 Kuumu   (Kuhmo )",63,29,6,23,13,100.7,13,0
"89110 Törmänmäki   (Puolanka )",164,59,1,58,34,94.2,34,0
"89140 Kotila-Törmänmäki   (Puolanka )",91,122,61,61,40,120.2,40,0
"89200 Puolanka Keskus   (Puolanka )",929,1242,201,1041,1390,79.6,1250,140
"89210 Puokiovaara   (Puolanka )",195,59,5,54,34,102.9,34,0
"89320 Joukokylä   (Puolanka )",49,105,6,99,72,93.7,72,0
"89330 Suolijärvi   (Puolanka )",95,64,13,51,35,105.1,35,0
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",564,1227,201,1026,1298,84.5,1160,138
"89430 Hoikka   (Hyrynsalmi )",24,29,1,28,20,103.7,20,0
"89440 Sakara   (Suomussalmi )",25,51,3,48,42,105.0,42,0
"89540 Moisiovaara   (Hyrynsalmi )",100,161,12,149,119,107.0,119,0
"89560 Karhuvaara   (Hyrynsalmi )",32,65,4,61,46,97.6,46,0
"89600 Ämmänsaari   (Suomussalmi )",596,2015,268,1747,2944,81.8,2135,809
"89610 Jumaliskylä   (Suomussalmi )",57,31,2,29,29,94.4,29,0
"89640 Pesiökylä   (Suomussalmi )",73,68,8,60,62,86.4,62,0
"89660 Takalo   (Suomussalmi )",59,89,10,79,59,99.6,59,0
"89670 Näljänkä   (Suomussalmi )",72,176,11,165,133,86.9,133,0
"89680 Vaaranniva   (Suomussalmi )",73,81,7,74,65,89.6,65,0
"89730 Ahjola   (Suomussalmi )",9,28,3,25,17,84.0,17,0
"89740 Kianta   (Suomussalmi )",83,55,9,46,30,92.7,30,0
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",88,85,13,72,57,86.9,57,0
"89770 Peranka   (Suomussalmi )",51,53,19,34,23,90.9,23,0
"89780 Kaikkonen   (Suomussalmi )",116,50,6,44,36,104.8,36,0
"89800 Suomussalmi Keskus   (Suomussalmi )",541,734,56,678,761,91.4,751,10
"89830 Ala-Vuokki   (Suomussalmi )",45,41,5,36,35,84.5,35,0
"89840 Ylä-Vuokki   (Suomussalmi )",106,96,14,82,50,97.5,50,0
