"Postal code area","Aged 18 or over, total, 2015 (HR)","Average income of inhabitants, 2015 (HR)","Median income of inhabitants, 2015 (HR)","Inhabintants belonging to the lowest income category, 2015 (HR)","Inhabitants belonging to the middle income category, 2015 (HR)","Inhabintants belonging to the highest income category, 2015 (HR)","Accumulated purchasing power of inhabitants, 2015 (HR)"
"49290 Vastila   (Pyhtää )",365,22308,20470,79,212,74,8142542
"49300 Tavastila   (Kotka )",532,22122,21322,112,334,86,11768891
"49340 Juurikorpi   (Kotka )",101,21079,19429,28,54,19,2129004
"49400 Hamina Keskus   (Hamina )",8456,22178,20167,1540,5517,1399,187533020
"49410 Poitsila   (Hamina )",1614,20743,19351,322,1078,214,33478591
"49420 Uusi-Summa   (Hamina )",1632,22444,21814,293,1045,294,36628719
"49460 Hillo   (Hamina )",1028,19888,17739,258,641,129,20445179
"49480 Vanha-Summa   (Hamina )",370,23406,22645,78,204,88,8660387
"49490 Neuvoton   (Hamina )",1127,22363,21142,208,716,203,25203346
"49510 Husula   (Hamina )",955,20793,18782,212,617,126,19857751
"49520 Reitkalli   (Hamina )",228,21407,21057,53,136,39,4880881
"49540 Metsäkylä   (Hamina )",383,20603,18584,96,227,60,7890759
"49570 Kannusjärvi   (Hamina )",341,21967,18516,88,190,63,7490733
"49610 Sivatti   (Hamina )",83,19104,18033,23,51,9,1585654
"49630 Vehkajoki   (Hamina )",96,18784,17510,13,76,7,1803239
"49640 Paijärvi   (Hamina )",138,21424,20013,30,85,23,2956547
"49660 Pyhältö   (Hamina )",488,21124,18911,124,287,77,10308298
"49700 Miehikkälä Kirkonkylä   (Miehikkälä )",766,19727,16621,198,487,81,15110999
"49720 Hurttala   (Miehikkälä )",49,16956,17050,20,27,2,830834
"49730 Muurikkala   (Miehikkälä )",255,19489,15782,86,131,38,4969729
"49750 Kalliokoski   (Miehikkälä )",122,21876,17713,33,71,18,2668927
"49760 Suur-Miehikkälä   (Miehikkälä )",190,19644,16657,61,104,25,3732412
"49770 Salo-Miehikkälä   (Miehikkälä )",203,19461,17381,64,110,29,3950566
"49780 Onkamaa   (Hamina )",88,22602,21262,18,51,19,1988994
"49840 Mäntlahti   (Hamina )",131,20747,18194,32,83,16,2717904
"49860 Klamila   (Virolahti )",563,20736,19024,145,327,91,11674122
"49900 Virolahti Keskus   (Virolahti )",1625,20638,18595,372,1041,212,33536278
"49930 Vaalimaa   (Virolahti )",139,20503,18675,41,80,18,2849953
"49960 Ala-Pihlaja   (Virolahti )",191,20413,18437,55,109,27,3898971
"49980 Ravijoki   (Virolahti )",222,22051,21053,48,140,34,4895421
"50100 Mikkeli Keskus   (Mikkeli )",8472,21320,18581,1958,5347,1167,180620867
"50120 Siekkilä   (Mikkeli )",1334,20457,19186,281,890,163,27289147
"50130 Nuijamies   (Mikkeli )",2595,22309,20124,495,1662,438,57892006
"50150 Karkialampi   (Mikkeli )",1044,21949,21183,209,671,164,22914799
"50160 Kattilansilta   (Mikkeli )",2197,18854,17126,539,1480,178,41421757
"50170 Peitsari   (Mikkeli )",4665,21793,20496,856,3105,704,101664660
"50180 Visulahti   (Mikkeli )",576,25914,24509,84,333,159,14926654
"50190 Tuppurala   (Mikkeli )",4063,21411,19443,797,2677,589,86993011
"50200 Kovala   (Mikkeli )",468,22120,21457,107,277,84,10351926
"50300 Rämälä   (Mikkeli )",270,21122,19518,66,165,39,5702896
"50350 Norola   (Mikkeli )",254,23609,22690,40,169,45,5996680
"50500 Tuukkala-Kaituenmäki   (Mikkeli )",1273,22783,20858,167,912,194,29003132
"50520 Moision Sairaala-alue   (Mikkeli )",118,22938,21023,29,64,25,2706663
"50600 Karikko   (Mikkeli )",3607,24274,23007,517,2341,749,87556133
"50670 Otava   (Mikkeli )",1461,21750,20668,307,954,200,31777424
"50700 Syysjärvi   (Mikkeli )",418,25933,23799,59,259,100,10840110
"50770 Korpikoski   (Mikkeli )",199,21247,19958,43,121,35,4228226
"50800 Annilanselkä   (Mikkeli )",461,26631,23148,91,240,130,12276745
"50970 Ihastjärvi   (Mikkeli )",1875,22214,20756,419,1133,323,41651972
"51130 Vanhamäki   (Mikkeli )",141,18725,16057,49,73,19,2640260
"51200 Kangasniemi Keskus   (Kangasniemi )",3326,20231,17716,819,2122,385,67287701
"51260 Tahkomäki   (Kangasniemi )",122,20184,18677,39,69,14,2462419
"51270 Kutemajärvi   (Kangasniemi )",194,21812,17747,52,105,37,4231510
"51310 Levä   (Kangasniemi )",118,21319,18197,35,61,22,2515596
"51335 Kaihlamäki   (Kangasniemi )",33,21506,22744,6,22,5,709686
"51340 Hännilä-Särkiharju   (Kangasniemi )",257,18558,15309,90,135,32,4769318
"51360 Koivula-Synsiö   (Kangasniemi )",160,21773,16838,47,89,24,3483709
"51380 Synsiö   (Kangasniemi )",41,23665,20698,14,18,9,970265
"51420 Harjumaa-Pajulankylä   (Mikkeli )",202,20623,17389,65,109,28,4165924
"51430 Läsäkoski   (Kangasniemi )",77,20678,20930,21,48,8,1592189
"51440 Vuojalahti   (Kangasniemi )",216,22582,17508,63,106,47,4877713
"51450 Pajulankylä   (Mikkeli )",55,18603,15400,17,33,5,1023147
"51460 Luusniemi   (Kangasniemi )",181,19585,17433,63,92,26,3544971
"51520 Hiirola   (Mikkeli )",346,21400,20304,80,212,54,7404268
"51540 Kalvitsa   (Mikkeli )",288,20244,16690,80,166,42,5830219
"51600 Haukivuori Keskus-Piitkäaho   (Mikkeli )",1237,19819,16774,327,760,150,24515987
"51620 Pitkäaho   (Mikkeli )",19,..,..,..,..,..,..
"51670 Nykälä   (Mikkeli )",125,18106,15303,47,66,12,2263293
"51720 Rahula   (Mikkeli )",385,24160,22422,84,229,72,9301725
"51740 Huuhanaho   (Mikkeli )",184,22729,20693,37,119,28,4182227
"51760 Nuutilanmäki   (Juva )",241,22639,18998,67,124,50,5456045
"51780 Kuosmala   (Juva )",130,19544,16400,39,73,18,2540712
"51810 Maivala   (Juva )",124,22413,18133,34,68,22,2779218
"51820 Hatsola   (Juva )",236,20235,17785,71,131,34,4775459
"51850 Vuorenmaa   (Juva )",187,19897,16748,57,108,22,3720663
"51860 Narila   (Juva )",65,21391,20007,16,38,11,1390432
"51880 Koikkala   (Juva )",204,20800,16165,67,105,32,4243204
"51890 Risulahti   (Juva )",75,20985,16776,25,38,12,1573855
"51900 Juva Keskus   (Juva )",3785,20169,18033,880,2483,422,76339062
"51930 Paatela   (Juva )",143,21051,18573,36,87,20,3010337
"51940 Härkälä   (Juva )",109,19902,16267,42,46,21,2169327
"51980 Lauteala   (Juva )",206,21368,18660,69,100,37,4401811
"52100 Anttola   (Mikkeli )",1269,20940,19019,270,829,170,26572974
"52110 Majavesi   (Mikkeli )",309,23560,22457,67,177,65,7280049
"52150 Hauhala   (Mikkeli )",121,23209,20398,33,60,28,2808289
"52200 Puumala Keskus   (Puumala )",1648,20251,18140,422,1015,211,33374329
"52230 Hurissalo   (Puumala )",210,21408,17642,67,110,33,4495623
"52270 Ryhälä   (Puumala )",42,20021,16626,15,19,8,840882
"52300 Ristiina Keskus   (Mikkeli )",2439,22257,20154,467,1553,419,54283722
"52320 Vitsiälä   (Mikkeli )",283,22212,21227,58,169,56,6286017
"52330 Heimari   (Mikkeli )",42,21966,20056,16,16,10,922559
"52340 Hangastenmaa   (Mikkeli )",173,21092,19691,34,114,25,3648961
"52360 Someenjärvi   (Mikkeli )",94,20741,15818,32,47,15,1949645
"52420 Pellosniemi   (Mikkeli )",572,20178,17128,172,330,70,11542084
"52510 Hietanen   (Hirvensalmi )",403,20746,18853,111,231,61,8360719
"52520 Syväsmäki   (Hirvensalmi )",126,20140,17543,41,71,14,2537630
"52550 Hirvensalmi Keskus   (Hirvensalmi )",1419,20582,17533,387,836,196,29205887
"52610 Tuukkalanlahti   (Hirvensalmi )",99,18734,15200,32,54,13,1854683
"52620 Kuitula   (Hirvensalmi )",79,28094,18468,20,40,19,2219389
"52700 Mäntyharju Keskus   (Mäntyharju )",4236,21545,18473,947,2692,597,91264877
"52720 Karankamäki-Koirakivi   (Mäntyharju )",94,18920,16742,23,61,10,1778486
"52730 Koirakivi   (Mäntyharju )",64,23288,17569,17,32,15,1490419
"52740 Tuustaipale   (Mäntyharju )",235,19736,17148,69,131,35,4637884
"52760 Mynttilä   (Mäntyharju )",87,19846,17879,28,45,14,1726608
"52780 Kuomiokoski   (Mikkeli )",103,21563,16175,25,63,15,2221035
"52830 Suomenniemi   (Mikkeli )",584,19388,16027,189,327,68,11322533
"52850 Halmeniemi   (Mäntyharju )",113,18493,16717,30,71,12,2089693
"52890 Käävänkylä   (Mäntyharju )",87,19744,15595,29,44,14,1717721
"52920 Voikoski   (Kouvola )",114,21149,17294,33,61,20,2411007
"52960 Nurmaa   (Mäntyharju )",102,20500,17434,30,56,16,2090985
"52970 Pankalahti-Ahvenainen   (Mäntyharju )",84,16526,14280,32,45,7,1388173
"52980 Ahvenainen   (Mäntyharju )",62,17678,13784,25,29,8,1096046
"53100 Lappeenranta keskus   (Lappeenranta )",9148,22226,19191,1632,6081,1435,203322821
"53130 Keskussairaala-alue-Kimpinen   (Lappeenr",586,25277,21686,99,360,127,14812229
"53200 Kaukas-Tirilä   (Lappeenranta )",1283,21437,19950,247,831,205,27503291
"53300 Lauritsala-Mälkiä   (Lappeenranta )",6421,22076,20298,1210,4149,1062,141752712
"53400 Laihia   (Lappeenranta )",1452,24248,22770,259,842,351,35208608
"53420 Mustola   (Lappeenranta )",446,23064,21770,78,285,83,10286732
"53500 Parkkarila-Harapainen-Reijola   (Lappee",3914,22929,22030,753,2362,799,89744180
"53550 Kourulanmäki   (Lappeenranta )",860,23673,22169,143,532,185,20358879
"53600 Kesämäki   (Lappeenranta )",2123,21227,19292,458,1347,318,45064008
"53650 Mattila-Kuusela   (Lappeenranta )",1624,21833,20175,326,1017,281,35456413
"53810 Kuusimäki-Lavola   (Lappeenranta )",3347,19602,17869,842,2110,395,65607588
"53830 Rutola   (Lappeenranta )",502,24333,23822,90,283,129,12215293
"53850 Skinnarila   (Lappeenranta )",8867,19783,17263,2852,4620,1395,175413386
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",2610,22599,20060,543,1584,483,58983154
"53920 Voisalmi   (Lappeenranta )",2660,21821,18889,571,1699,390,58044189
"53950 Kivisalmi   (Lappeenranta )",1732,22582,19250,376,1072,284,39111216
"54100 Joutseno Keskus   (Lappeenranta )",4459,21815,19851,850,2904,705,97270877
"54110 Lampikangas   (Lappeenranta )",882,22945,21707,137,568,177,20237447
"54120 Pulp   (Lappeenranta )",1400,22172,20734,258,905,237,31041426
"54190 Konnunsuo   (Lappeenranta )",65,19803,17957,18,43,4,1287193
"54230 Nuijamaa   (Lappeenranta )",561,20881,18745,144,326,91,11714069
"54250 Rapattila   (Lappeenranta )",139,19579,16357,39,80,20,2721544
"54260 Hanhijärvi   (Lappeenranta )",556,25369,24007,99,313,144,14105342
"54270 Vainikkala   (Lappeenranta )",394,20622,18507,92,247,55,8125238
"54300 Vilkjärvi   (Lappeenranta )",471,22313,20725,103,280,88,10509562
"54310 Hytti   (Lappeenranta )",316,24435,23148,55,185,76,7721605
"54330 Simola   (Lappeenranta )",332,20924,20720,77,209,46,6946789
"54390 Pulsa   (Lappeenranta )",137,18232,15850,43,81,13,2497835
"54410 Ylämaa Keskus   (Lappeenranta )",797,20374,18033,184,510,103,16237926
"54430 Hujakkala   (Lappeenranta )",132,21356,16499,43,70,19,2818931
"54460 Ylijärvi   (Lappeenranta )",73,20011,17862,21,46,6,1460814
"54490 Ahomäki   (Miehikkälä )",169,18830,17121,56,88,25,3182232
"54500 Taavetti-Somerharju   (Luumäki )",2387,20428,18002,540,1555,292,48762804
"54510 Uro   (Luumäki )",324,21394,18974,93,175,56,6931562
"54530 Luumäki   (Luumäki )",989,24106,21721,211,537,241,23840512
"54550 Suo-Anttila   (Luumäki )",68,19271,16357,22,37,9,1310402
"54580 Somerharju   (Luumäki )",31,18014,15006,12,15,4,558433
"54590 Kaitjärvi   (Luumäki )",106,20323,16182,30,62,14,2154204
"54710 Lemi Keskus   (Lemi )",1119,20859,17716,259,691,169,23341104
"54720 Laksiainen   (Lemi )",130,19074,16658,44,67,19,2479623
"54750 Välijoki   (Savitaipale )",236,19993,15876,72,131,33,4718284
"54770 Heituinlahti   (Savitaipale )",466,19456,17381,143,264,59,9066271
"54800 Savitaipale Keskus   (Savitaipale )",2226,21053,18310,533,1361,332,46864105
"54820 Kotimäki   (Lemi )",203,21502,20680,57,110,36,4364970
"54850 Kuukanniemi   (Lemi )",836,22832,22163,160,501,175,19087376
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",1415,24317,22883,205,874,336,34409191
"54920 Taipalsaari   (Taipalsaari )",1180,23548,21529,211,718,251,27787000
"54930 Levänen   (Taipalsaari )",252,19017,15698,83,138,31,4792361
"54940 Solkei   (Taipalsaari )",107,20318,17947,28,64,15,2174004
"54950 Pettilä   (Savitaipale )",89,19440,17301,19,60,10,1730120
"54960 Vehkataipale   (Taipalsaari )",458,24430,20412,90,253,115,11188761
"55100 Imatra Keskus   (Imatra )",8669,22227,20159,1619,5585,1465,192686044
"55120 Mansikkala-Tuulikallio   (Imatra )",2745,21440,18344,602,1724,419,58853204
"55300 Rauha-Tiuruniemi   (Lappeenranta )",804,23270,21017,138,524,142,18709128
"55320 Rauha   (Lappeenranta )",456,23375,21940,77,289,90,10659130
"55330 Tiuruniemi   (Lappeenranta )",57,22502,17584,18,25,14,1282598
"55400 Tainionkoski-Mustalampi   (Imatra )",1125,23522,21889,201,673,251,26462103
"55420 Karhumäki-Karhukallio   (Imatra )",1714,23261,21513,291,1097,326,39869787
"55510 Sotkulampi-Linnasuo   (Imatra )",1164,18498,16901,298,779,87,21531749
"55610 Rajapatsas-Teppanala   (Imatra )",2421,19791,18701,518,1632,271,47915026
"55700 Vintteri-Virasoja   (Imatra )",1161,23174,22507,193,739,229,26904561
"55800 Vuoksenniska-Saarlampi   (Imatra )",3650,20801,18598,795,2355,500,75924919
"55910 Rautio-Kurkvuori   (Imatra )",1374,21623,20172,309,843,222,29710652
"56100 Ruokolahti Keskus   (Ruokolahti )",1799,22127,19658,316,1178,305,39806221
"56120 Salosaari   (Ruokolahti )",652,25076,23711,95,389,168,16349549
"56140 Äitsaari   (Ruokolahti )",220,22514,16726,70,105,45,4953049
"56210 Virmutjoki   (Ruokolahti )",353,21343,19922,79,219,55,7534002
"56310 Syyspohja   (Ruokolahti )",174,22783,18895,44,94,36,3964316
"56330 Utula   (Ruokolahti )",33,20115,15595,12,17,4,663811
"56350 Kyläniemi   (Taipalsaari )",19,..,..,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",122,22977,20116,30,66,26,2803248
"56440 Pohja-Lankila   (Ruokolahti )",190,21799,18374,55,99,36,4141769
"56510 Puntala   (Ruokolahti )",344,21675,20785,66,222,56,7456300
"56550 Niska-Pietilä   (Rautjärvi )",108,21299,19802,20,69,19,2300340
"56610 Rautjärvi   (Rautjärvi )",530,21162,18418,123,333,74,11215981
"56640 Purnujärvi   (Rautjärvi )",88,18007,15586,37,42,9,1584653
"56710 Miettilä   (Rautjärvi )",119,22488,18648,30,71,18,2676127
"56730 Laikko   (Rautjärvi )",285,19954,17820,76,164,45,5686936
"56800 Simpele   (Rautjärvi )",2116,20706,18608,456,1335,325,43812975
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",3560,19309,16774,892,2303,365,68740521
"57120 Savonlinna   (Savonlinna )",17,..,..,..,..,..,..
"57130 Savonlinna Keskus   (Savonlinna )",1859,21051,17809,402,1237,220,39134303
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",1810,18505,16746,429,1244,137,33494776
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",2113,21142,19340,444,1409,260,44672952
"57210 Nojanmaa   (Savonlinna )",2105,21447,20317,403,1422,280,45144990
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",1295,18030,16362,351,861,83,23348818
"57230 Inkerinkylä   (Savonlinna )",2768,19582,17635,684,1826,258,54202533
"57310 Rinkilä   (Savonlinna )",559,21206,19552,109,373,77,11854244
"57510 Laitaatsilta   (Savonlinna )",395,24140,22157,64,253,78,9535191
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",1476,23090,21864,292,902,282,34080809
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",2328,22287,20871,412,1553,363,51883117
"57810 Aholahti   (Savonlinna )",271,20427,19172,61,173,37,5535849
"58130 Oravi   (Savonlinna )",107,20098,18327,25,66,16,2150473
"58140 Ahvensalmi   (Savonlinna )",74,21054,17622,22,42,10,1557981
"58150 Makkola   (Savonlinna )",171,21179,20293,49,98,24,3621541
"58160 Karvila   (Enonkoski )",152,19766,17693,40,98,14,3004435
"58170 Simanala   (Enonkoski )",204,20097,18752,62,111,31,4099693
"58175 Enonkoski Keskus   (Enonkoski )",764,19087,16603,207,478,79,14582207
"58180 Ihamaniemi   (Enonkoski )",129,23267,16810,40,69,20,3001390
"58200 Kerimäki Keskus   (Savonlinna )",2801,20041,17581,662,1858,281,56134113
"58220 Louhi   (Savonlinna )",343,20001,18937,76,227,40,6860224
"58260 Kumpuranta   (Savonlinna )",159,19214,16525,46,94,19,3054963
"58300 Savonranta Keskus   (Savonlinna )",622,17933,15521,189,384,49,11154047
"58320 Raikuu   (Savonlinna )",160,20033,17804,40,98,22,3205314
"58350 Villala   (Kitee )",188,18201,15270,62,103,23,3421700
"58360 Säimen   (Savonlinna )",190,16498,14361,73,104,13,3134540
"58390 Rönkönvaara   (Savonlinna )",56,18879,17363,13,36,7,1057215
"58410 Haapakallio   (Savonlinna )",467,22761,22164,82,307,78,10629247
"58420 Silvola   (Savonlinna )",254,20485,20974,62,162,30,5203070
"58430 Kulennoinen   (Savonlinna )",396,20756,20336,96,238,62,8219288
"58450 Punkaharju   (Savonlinna )",354,22581,21499,68,223,63,7993616
"58500 Punkasalmi   (Savonlinna )",1377,20858,18417,250,976,151,28721216
"58520 Hiukkajoki   (Savonlinna )",262,19895,17749,71,160,31,5212460
"58550 Putikko   (Savonlinna )",364,19064,17786,96,237,31,6939173
"58570 Ruhvana   (Savonlinna )",60,18407,16137,19,34,7,1104422
"58580 Vuoriniemi   (Savonlinna )",85,18499,15835,30,48,7,1572380
"58610 Telakanava   (Sulkava )",127,18057,15252,45,69,13,2293255
"58620 Lohilahti   (Sulkava )",238,18805,14421,83,132,23,4475669
"58650 Kiviapaja   (Savonlinna )",91,18310,15650,33,47,11,1666243
"58680 Piojärvi   (Savonlinna )",35,18731,16744,15,13,7,655585
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",82,21799,17352,22,46,14,1787504
"58700 Sulkava Keskus   (Sulkava )",1877,18992,16642,515,1172,190,35648065
"58720 Kaartilankoski   (Sulkava )",251,17838,16040,90,133,28,4477261
"58770 Pihlajalahti   (Savonlinna )",203,18261,16336,59,130,14,3707040
"58810 Kallislahti   (Savonlinna )",258,20771,19246,56,168,34,5358946
"58830 Parkumäki   (Rantasalmi )",257,18947,16218,84,137,36,4869274
"58850 Hiltula   (Rantasalmi )",90,18629,17653,28,53,9,1676615
"58900 Rantasalmi Keskus   (Rantasalmi )",2085,20009,17248,531,1332,222,41718551
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",157,19351,17240,37,106,14,3038179
"58920 Kolkontaipale   (Rantasalmi )",269,20155,18538,79,157,33,5421670
"58940 Tuusmäki   (Rantasalmi )",207,20512,17839,55,122,30,4245968
"59100 Parikkala Keskus   (Parikkala )",1967,20428,18031,424,1281,262,40182354
"59130 Koitsanlahti   (Parikkala )",154,21598,18479,38,88,28,3326095
"59210 Melkoniemi   (Parikkala )",125,20419,16767,38,70,17,2552373
"59310 Särkisalmi   (Parikkala )",778,21752,19198,173,492,113,16923123
"59320 Haapaoja   (Parikkala )",83,18161,17685,25,50,8,1507344
"59410 Kirjavala   (Parikkala )",373,18799,16336,128,207,38,7012209
"59510 Maironiemi   (Parikkala )",381,18810,15693,108,231,42,7166470
"59520 Saari   (Parikkala )",115,21809,18287,32,64,19,2508020
"59530 Mikkolanniemi   (Parikkala )",80,19824,18655,22,48,10,1585945
"59610 Tarnala   (Parikkala )",154,20985,16231,51,84,19,3231617
"59710 Kummunkylä   (Parikkala )",88,19260,14830,35,41,12,1694853
"59720 Niukkala   (Parikkala )",123,19130,16346,30,83,10,2352949
"59730 Uukuniemi   (Parikkala )",95,19148,16056,30,57,8,1819027
"59800 Kesälahti Keskus   (Kitee )",1369,19771,16839,376,864,129,27066712
"59810 Suurikylä   (Kitee )",76,19879,16884,22,44,10,1510827
"59820 Purujärvi-Rajavaara   (Kitee )",132,20840,19599,31,84,17,2750867
"60100 Seinäjoki Keskus   (Seinäjoki )",8911,21632,17885,2093,5702,1116,192766218
"60120 Pohja   (Seinäjoki )",2173,21568,19791,374,1521,278,46867724
"60150 Kasperi   (Seinäjoki )",3677,21087,19812,692,2570,415,77535588
"60200 Törnävä   (Seinäjoki )",8199,24930,23069,1364,5075,1760,204403334
"60220 Huhtala   (Seinäjoki )",1664,21983,19984,305,1138,221,36578898
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",78,15899,15053,7,70,1,1240109
"60320 Alakylä-Jouppi   (Seinäjoki )",5285,24447,21990,922,3259,1104,129200751
"60420 Impivaara   (Seinäjoki )",819,26691,24645,127,473,219,21860134
"60450 Munakka   (Ilmajoki )",326,22582,23091,57,205,64,7361747
"60510 Hyllykallio   (Seinäjoki )",6220,25380,23660,858,3938,1424,157860800
"60550 Nurmo Keskus   (Seinäjoki )",3187,23921,22278,519,2080,588,76236813
"60560 Halkosaari   (Seinäjoki )",480,24163,24049,74,319,87,11598449
"60640 Kurjenneva   (Seinäjoki )",463,24191,22995,64,307,92,11200581
"60720 Tuomikylä   (Ilmajoki )",1369,25926,24446,180,853,336,35493121
"60760 Pohjanluoma   (Ilmajoki )",742,23511,23550,127,462,153,17445064
"60800 Ilmajoki Keskus   (Ilmajoki )",4559,22433,20270,866,2922,771,102270031
"61100 Peräseinäjoki Keskus   (Seinäjoki )",1662,20020,18263,376,1096,190,33273001
"61110 Vuolle   (Seinäjoki )",146,21225,19343,29,101,16,3098912
"61120 Louko   (Seinäjoki )",492,23856,22913,85,314,93,11737227
"61140 Pasto   (Seinäjoki )",103,19098,17707,32,59,12,1967117
"61150 Sydänmaa   (Alavus )",53,17888,17370,19,30,4,948090
"61160 Koura   (Seinäjoki )",443,22294,20331,92,288,63,9876187
"61170 Sääskiniemi   (Alavus )",239,19920,17480,76,131,32,4760766
"61180 Haapaluoma   (Seinäjoki )",178,20985,18970,44,102,32,3735407
"61220 Myllysalo   (Kurikka )",183,24098,19887,38,111,34,4409888
"61230 Luopa   (Kurikka )",564,21794,18663,152,333,79,12291951
"61250 Jalasto   (Kurikka )",217,22403,19957,44,137,36,4861434
"61270 Luopajärvi   (Kurikka )",469,22063,20577,106,288,75,10347741
"61280 Jokipii   (Kurikka )",454,20547,19142,102,290,62,9328355
"61290 Taivalmaa   (Kurikka )",91,18291,15824,30,51,10,1664495
"61300 Kurikka Keskus   (Kurikka )",5447,21346,18932,1129,3565,753,116269510
"61310 Panttila   (Kurikka )",599,23383,19555,132,377,90,14006136
"61330 Koskenkorva   (Ilmajoki )",1666,20788,19380,408,1032,226,34633582
"61340 Nopankylä   (Ilmajoki )",221,20733,18173,63,130,28,4581981
"61350 Huissi   (Ilmajoki )",304,21481,18203,86,180,38,6530092
"61360 Mieto   (Kurikka )",851,21521,19820,198,519,134,18314746
"61370 Lohiluoma   (Kurikka )",280,21648,17755,76,161,43,6061375
"61380 Polvenkylä   (Kurikka )",127,21231,19132,32,77,18,2696346
"61400 Ylistaro Keskus   (Seinäjoki )",1709,21669,18539,409,1044,256,37031927
"61410 Ylistaro Asemanseutu   (Seinäjoki )",646,22056,20058,125,420,101,14248338
"61430 Isorehto   (Seinäjoki )",300,21218,20531,65,190,45,6365421
"61440 Untamala   (Seinäjoki )",154,23374,20710,31,92,31,3599538
"61450 Kylänpää   (Seinäjoki )",483,20022,17214,148,281,54,9670449
"61460 Hanhikoski   (Seinäjoki )",182,21359,20004,47,109,26,3887262
"61470 Kitinoja   (Seinäjoki )",298,24075,23893,45,195,58,7174447
"61500 Isokyrö Keskus   (Isokyrö )",2190,21932,19058,483,1331,376,48032006
"61520 Lehmäjoki   (Isokyrö )",196,20144,16874,59,113,24,3948233
"61550 Orismala   (Isokyrö )",530,21568,19136,135,315,80,11431200
"61560 Orisberg   (Isokyrö )",46,23767,17804,13,25,8,1093301
"61600 Jalasjärvi Keskus   (Kurikka )",3268,20818,18188,700,2187,381,68031938
"61630 Hirvijärvi   (Kurikka )",246,21858,20001,64,146,36,5377156
"61640 Ala-Valli   (Kurikka )",170,20090,17272,49,98,23,3415371
"61650 Kalakoski   (Seinäjoki )",309,19480,17261,87,188,34,6019425
"61680 Mantila   (Kurikka )",193,22311,20484,41,114,38,4306105
"61710 Pentinmäki   (Kurikka )",217,21700,18318,61,123,33,4708872
"61720 Koskue   (Kurikka )",473,19005,16729,149,275,49,8989401
"61730 Yli-Valli   (Kurikka )",207,17658,15792,64,132,11,3655286
"61760 Ilvesjoki   (Kurikka )",280,18696,15143,95,160,25,5235007
"61800 Kauhajoki Keskus   (Kauhajoki )",6766,21119,18766,1517,4363,886,142887899
"61810 Luomankylä   (Kauhajoki )",229,20164,19191,55,148,26,4617509
"61820 Kainasto   (Kauhajoki )",481,19787,17726,144,283,54,9517392
"61840 Norinkylä   (Teuva )",263,17723,15671,89,150,24,4661160
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",1756,20445,18273,408,1126,222,35901074
"61860 Harja   (Kauhajoki )",174,21729,21590,42,108,24,3780858
"61880 Ikkeläjärvi   (Kauhajoki )",151,17989,14536,56,76,19,2716383
"61910 Nummijärvi   (Kauhajoki )",241,19529,16895,75,139,27,4706517
"61920 Nummikoski   (Kauhajoki )",62,16446,14689,24,35,3,1019632
"61940 Hyyppä   (Kauhajoki )",241,19120,17384,71,142,28,4607999
"61950 Juonikylä   (Kauhajoki )",139,18149,15555,47,77,15,2522649
"61960 Kyrönlatva   (Kauhajoki )",125,17411,14327,48,65,12,2176328
"61980 Päntäne   (Kauhajoki )",758,19397,16721,225,446,87,14702944
"62100 Lapua Keskus   (Lapua )",8353,22263,20402,1479,5520,1354,185959287
"62130 Hellanmaa   (Lapua )",437,20560,18975,120,250,67,8984692
"62150 Rintakangas   (Kauhava )",113,35910,23131,20,74,19,4057859
"62160 Karhunkylä   (Lapua )",461,22150,20020,101,282,78,10211028
"62165 Tiisteenjoki   (Lapua )",271,21351,19539,61,168,42,5786076
"62170 Lakaluoma   (Lapua )",235,19471,17829,68,144,23,4575580
"62175 Ylikylä-Mäenpää   (Lapua )",122,18442,16096,35,80,7,2249903
"62185 Mäki-Paavola   (Lapua )",120,20829,17582,36,63,21,2499487
"62190 Ruha   (Lapua )",469,22322,21780,92,292,85,10468986
"62200 Kauhava Keskus   (Kauhava )",4588,21315,19373,881,3058,649,97791413
"62220 Pernaa   (Kauhava )",376,21881,20050,90,223,63,8227082
"62230 Jylhä   (Kauhava )",310,21791,18522,86,183,41,6755062
"62240 Huhmarkoski   (Kauhava )",480,18955,16053,170,260,50,9098379
"62260 Hirvijoki   (Kauhava )",152,19955,16848,43,88,21,3033201
"62280 Mustamaa   (Lapua )",106,19003,16682,38,52,16,2014353
"62290 Hirvikylä   (Lapua )",226,19468,16826,67,136,23,4399753
"62295 Kauhajärvi   (Lapua )",357,18443,16341,110,224,23,6584041
"62300 Härmä   (Kauhava )",1924,21333,19783,387,1288,249,41045108
"62310 Voltti   (Kauhava )",931,21377,18453,220,576,135,19901716
