"Postal code area","Households, total, 2014 (TE)","Average size of households, 2014 (TE)","Occupancy rate, 2014 (TE)","Young single persons, 2014 (TE)","Young couples without children, 2014 (TE)","Households with children, 2014 (TE)","Households with small children, 2014 (TE)","Households with children under school age, 2014 (TE)","Households with school-age children, 2014 (TE)","Households with teenagers, 2014 (TE)","Adult households, 2014 (TE)","Pensioner households, 2014 (TE)","Households living in owner-occupied dwellings, 2014 (TE)","Households living in rented dwellings, 2014 (TE)","Households living in other dwellings, 2014 (TE)"
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",1728,1.6,36.4,376,171,188,66,99,67,55,1154,391,774,933,21
"53920 Voisalmi   (Lappeenranta )",1820,1.8,38.7,213,94,326,94,159,121,129,967,530,1012,781,27
"53950 Kivisalmi   (Lappeenranta )",1095,2.0,40.7,102,30,244,60,115,113,89,558,298,616,470,9
"54100 Joutseno Keskus   (Lappeenranta )",2622,2.0,43.7,136,68,518,131,244,241,218,1114,996,2037,535,50
"54110 Lampikangas   (Lappeenranta )",529,2.1,41.5,20,22,132,41,77,51,37,252,146,404,118,7
"54120 Pulp   (Lappeenranta )",835,2.2,39.3,47,21,233,52,111,90,96,391,214,588,235,12
"54190 Konnunsuo   (Lappeenranta )",36,2.1,43.3,2,1,7,3,3,1,3,19,11,26,8,2
"54230 Nuijamaa   (Lappeenranta )",309,2.2,47.5,8,4,61,11,27,22,30,129,123,261,38,10
"54250 Rapattila   (Lappeenranta )",77,2.2,56.5,2,2,13,2,6,4,4,27,40,69,1,7
"54260 Hanhijärvi   (Lappeenranta )",296,2.7,46.5,5,2,107,23,57,54,43,99,93,288,2,6
"54270 Vainikkala   (Lappeenranta )",216,2.2,48.3,1,4,46,8,19,16,26,82,93,193,21,2
"54300 Vilkjärvi   (Lappeenranta )",245,2.5,46.2,4,8,77,18,33,36,34,83,91,229,5,11
"54310 Hytti   (Lappeenranta )",162,2.7,44.3,5,3,64,19,30,30,26,59,42,154,3,5
"54330 Simola   (Lappeenranta )",187,2.3,45.1,4,2,46,11,22,25,17,78,65,172,10,5
"54390 Pulsa   (Lappeenranta )",75,2.1,44.3,3,1,10,4,5,1,4,31,35,74,1,0
"54410 Ylämaa Keskus   (Lappeenranta )",458,2.1,46.6,9,7,89,25,43,39,33,176,195,360,86,12
"54430 Hujakkala   (Lappeenranta )",76,2.2,50.1,1,0,14,3,6,10,2,31,31,69,5,2
"54460 Ylijärvi   (Lappeenranta )",47,1.9,53.5,0,1,9,3,4,6,2,19,19,43,1,3
"54490 Ahomäki   (Miehikkälä )",92,1.9,51.6,2,0,5,1,2,2,4,47,41,86,2,4
"54500 Taavetti-Somerharju   (Luumäki )",1529,1.8,46.8,68,27,229,51,103,90,109,582,724,1074,419,36
"54510 Uro   (Luumäki )",177,2.4,49.3,4,3,48,11,19,27,23,72,61,163,7,7
"54530 Luumäki   (Luumäki )",566,2.2,48.4,17,11,132,27,60,58,57,254,187,462,94,10
"54550 Suo-Anttila   (Luumäki )",38,2.4,47.3,0,0,7,1,4,5,6,13,18,35,1,2
"54580 Somerharju   (Luumäki )",15,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"54590 Kaitjärvi   (Luumäki )",62,2.2,47.5,2,0,12,2,8,6,5,24,27,62,0,0
"54710 Lemi Keskus   (Lemi )",683,1.9,45.8,26,9,123,36,58,56,38,259,303,510,152,21
"54720 Laksiainen   (Lemi )",69,2.2,50.6,3,0,15,6,8,7,7,26,29,62,2,5
"54750 Välijoki   (Savitaipale )",131,2.2,48.4,5,0,26,5,11,11,13,51,57,122,3,6
"54770 Heituinlahti   (Savitaipale )",254,2.1,48.9,5,2,43,7,15,13,25,89,123,235,11,8
"54800 Savitaipale Keskus   (Savitaipale )",1327,1.9,45.1,64,15,207,48,89,95,93,482,646,1026,273,28
"54820 Kotimäki   (Lemi )",111,2.4,43.1,3,0,28,11,16,12,13,40,43,105,4,2
"54850 Kuukanniemi   (Lemi )",444,2.6,42.1,4,9,155,39,75,67,65,181,110,409,30,5
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",793,2.3,43.4,29,19,234,47,101,124,98,367,196,684,106,3
"54920 Taipalsaari   (Taipalsaari )",644,2.3,45.1,17,11,163,29,62,88,84,246,241,529,101,14
"54930 Levänen   (Taipalsaari )",132,2.4,42.9,1,3,26,9,16,10,14,56,53,122,7,3
"54940 Solkei   (Taipalsaari )",58,2.0,51.4,1,0,10,0,3,4,5,18,32,56,0,2
"54950 Pettilä   (Savitaipale )",59,1.7,50.3,0,1,6,0,1,5,3,22,31,53,2,4
"54960 Vehkataipale   (Taipalsaari )",243,2.4,47.4,3,1,71,18,33,36,20,85,91,232,1,10
"55100 Imatra Keskus   (Imatra )",5462,1.9,41.6,523,187,944,195,397,420,403,2500,2032,3847,1530,85
"55120 Mansikkala-Tuulikallio   (Imatra )",1901,1.7,41.4,241,52,277,48,106,131,109,902,726,1047,834,20
"55300 Rauha-Tiuruniemi   (Lappeenranta )",498,2.0,45.8,31,10,103,25,44,38,46,203,194,426,54,18
"55320 Rauha   (Lappeenranta )",268,2.0,41.4,17,9,60,6,29,28,26,148,61,184,77,7
"55330 Tiuruniemi   (Lappeenranta )",35,1.9,39.1,4,0,7,1,2,2,4,20,8,11,24,0
"55400 Tainionkoski-Mustalampi   (Imatra )",642,2.2,41.2,27,15,152,23,56,76,68,284,211,549,90,3
"55420 Karhumäki-Karhukallio   (Imatra )",976,2.2,42.3,23,34,212,61,101,85,83,392,374,885,76,15
"55510 Sotkulampi-Linnasuo   (Imatra )",829,1.6,40.4,102,25,110,33,57,39,35,406,316,410,412,7
"55610 Rajapatsas-Teppanala   (Imatra )",1539,1.9,40.2,126,43,295,72,140,132,120,720,526,1028,483,28
"55700 Vintteri-Virasoja   (Imatra )",676,2.1,39.8,34,34,155,34,74,77,61,331,194,622,46,8
"55800 Vuoksenniska-Saarlampi   (Imatra )",2313,1.8,43.1,155,37,335,81,159,148,120,1029,955,1483,787,43
"55910 Rautio-Kurkvuori   (Imatra )",801,2.1,42.2,37,9,166,39,68,66,73,345,291,687,97,17
"56100 Ruokolahti Keskus   (Ruokolahti )",1107,1.9,43.1,36,10,182,38,84,86,76,376,552,772,315,20
"56120 Salosaari   (Ruokolahti )",361,2.3,46.4,8,7,99,24,45,45,36,157,106,326,28,7
"56140 Äitsaari   (Ruokolahti )",116,2.2,47.3,1,0,19,1,7,14,8,38,61,111,4,1
"56210 Virmutjoki   (Ruokolahti )",195,2.2,45.4,3,5,41,6,14,19,22,88,68,186,3,6
"56310 Syyspohja   (Ruokolahti )",100,2.1,52.8,3,0,10,3,5,8,2,35,58,95,1,4
"56330 Utula   (Ruokolahti )",21,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"56350 Kyläniemi   (Taipalsaari )",14,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",66,2.3,46.2,0,1,14,2,2,9,11,23,31,63,1,2
"56440 Pohja-Lankila   (Ruokolahti )",105,2.2,46.7,0,0,16,1,9,13,6,44,45,96,7,2
"56510 Puntala   (Ruokolahti )",194,2.2,42.4,7,8,44,6,22,20,16,83,69,166,27,1
"56550 Niska-Pietilä   (Rautjärvi )",64,2.3,43.9,4,2,12,4,6,10,4,26,26,59,3,2
"56610 Rautjärvi   (Rautjärvi )",328,1.9,42.9,6,6,42,4,12,23,24,156,130,273,46,9
"56640 Purnujärvi   (Rautjärvi )",48,2.2,41.7,0,0,11,5,6,1,4,12,25,46,2,0
"56710 Miettilä   (Rautjärvi )",75,1.8,57.7,2,0,6,1,3,3,1,30,39,64,10,1
"56730 Laikko   (Rautjärvi )",156,2.0,49.6,4,1,20,6,8,6,9,63,77,151,3,2
"56800 Simpele   (Rautjärvi )",1344,1.8,45.0,50,14,202,34,74,89,112,519,628,1014,308,22
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",2565,1.5,39.3,387,128,194,40,77,63,84,1244,1129,1336,1169,60
"57120 Savonlinna   (Savonlinna )",12,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"57130 Savonlinna Keskus   (Savonlinna )",1296,1.5,42.7,196,46,76,17,32,24,27,601,622,713,545,38
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",1255,1.6,39.5,207,39,138,25,45,57,58,589,532,695,529,31
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",1326,1.9,40.4,182,44,261,50,113,121,105,661,408,891,400,35
"57210 Nojanmaa   (Savonlinna )",1285,2.1,39.2,100,56,340,67,141,163,156,591,358,919,325,41
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",862,1.8,38.0,68,25,135,33,68,63,49,401,329,442,410,10
"57230 Inkerinkylä   (Savonlinna )",1757,1.9,42.2,144,51,344,67,140,141,153,893,523,1095,628,34
"57310 Rinkilä   (Savonlinna )",325,2.3,46.6,9,3,73,18,33,40,31,128,131,297,18,10
"57510 Laitaatsilta   (Savonlinna )",217,2.3,41.8,8,5,58,11,23,31,27,81,78,195,18,4
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",827,2.4,41.5,50,31,275,67,127,131,113,364,190,619,186,22
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",1322,2.2,41.1,59,62,351,85,159,172,148,617,357,1008,302,12
"57810 Aholahti   (Savonlinna )",152,2.2,43.8,3,2,32,6,15,12,15,70,54,120,17,15
"58130 Oravi   (Savonlinna )",63,2.4,38.4,0,0,15,6,11,9,3,13,35,52,8,3
"58140 Ahvensalmi   (Savonlinna )",39,2.0,53.4,1,0,6,1,1,1,4,16,18,37,0,2
"58150 Makkola   (Savonlinna )",98,2.3,47.3,1,3,24,7,12,11,9,35,39,92,2,4
"58160 Karvila   (Enonkoski )",81,2.2,44.6,3,2,13,6,7,4,4,36,36,76,0,5
"58170 Simanala   (Enonkoski )",107,2.5,45.8,1,3,31,9,18,14,12,35,43,101,4,2
"58175 Enonkoski Keskus   (Enonkoski )",459,1.9,45.9,10,5,71,15,34,29,33,168,226,311,135,13
"58180 Ihamaniemi   (Enonkoski )",72,2.1,48.0,0,1,10,4,6,4,5,20,45,69,2,1
"58200 Kerimäki Keskus   (Savonlinna )",1702,1.9,44.6,61,20,293,67,140,140,117,618,798,1271,396,35
"58220 Louhi   (Savonlinna )",195,2.2,42.6,9,3,39,9,18,16,19,94,62,177,11,7
"58260 Kumpuranta   (Savonlinna )",86,2.2,48.9,3,3,13,4,7,5,5,39,34,77,5,4
"58300 Savonranta Keskus   (Savonlinna )",383,1.8,43.2,11,6,48,12,17,17,24,148,193,277,96,10
"58320 Raikuu   (Savonlinna )",94,1.9,60.4,3,0,12,0,1,4,7,49,34,88,3,3
"58350 Villala   (Kitee )",119,1.8,50.2,1,2,11,1,2,6,6,53,55,105,10,4
"58360 Säimen   (Savonlinna )",94,2.2,42.2,1,2,15,4,7,7,5,32,51,83,8,3
"58390 Rönkönvaara   (Savonlinna )",34,1.9,50.7,0,0,3,0,0,2,2,14,18,29,2,3
"58410 Haapakallio   (Savonlinna )",243,2.6,42.7,5,4,88,24,45,31,36,91,64,239,3,1
"58420 Silvola   (Savonlinna )",138,2.4,45.0,5,2,43,16,28,16,11,50,45,129,5,4
"58430 Kulennoinen   (Savonlinna )",201,2.5,45.4,4,7,56,19,29,30,19,80,65,192,4,5
"58450 Punkaharju   (Savonlinna )",197,2.2,46.2,6,7,53,9,20,17,24,70,76,152,34,11
"58500 Punkasalmi   (Savonlinna )",865,1.8,43.0,33,12,134,30,64,65,56,335,402,554,293,18
"58520 Hiukkajoki   (Savonlinna )",151,2.0,50.4,2,2,24,7,11,8,10,56,71,138,5,8
"58550 Putikko   (Savonlinna )",205,2.0,44.5,3,1,34,8,14,15,18,97,74,183,10,12
"58570 Ruhvana   (Savonlinna )",32,2.4,48.1,0,0,5,1,2,4,3,9,18,31,1,0
"58580 Vuoriniemi   (Savonlinna )",50,2.2,50.0,2,0,6,1,2,2,4,22,22,45,2,3
"58610 Telakanava   (Sulkava )",61,2.5,45.5,1,1,13,2,3,8,7,21,31,52,3,6
"58620 Lohilahti   (Sulkava )",156,1.9,50.6,5,0,17,3,6,10,8,56,87,121,26,9
"58650 Kiviapaja   (Savonlinna )",56,2.0,56.0,2,0,9,1,2,4,4,23,25,47,2,7
"58680 Piojärvi   (Savonlinna )",21,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",46,2.0,62.6,0,3,6,1,2,5,1,26,14,42,3,1
"58700 Sulkava Keskus   (Sulkava )",1120,1.9,47.1,37,15,166,38,60,70,87,423,547,840,243,37
"58720 Kaartilankoski   (Sulkava )",130,2.4,49.4,3,2,23,2,8,13,14,54,58,122,7,1
"58770 Pihlajalahti   (Savonlinna )",112,2.1,52.7,3,1,16,2,6,5,10,40,57,103,6,3
"58810 Kallislahti   (Savonlinna )",141,2.3,47.4,4,4,36,10,15,15,16,49,56,132,4,5
"58830 Parkumäki   (Rantasalmi )",129,2.5,45.1,1,3,32,8,14,15,17,38,60,118,4,7
"58850 Hiltula   (Rantasalmi )",48,2.2,51.9,0,0,9,4,5,3,3,19,21,40,5,3
"58900 Rantasalmi Keskus   (Rantasalmi )",1288,1.9,45.8,59,25,202,46,81,104,84,504,593,900,344,44
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",90,2.2,45.8,3,3,21,5,11,10,6,39,30,67,20,3
"58920 Kolkontaipale   (Rantasalmi )",147,2.2,48.5,2,1,32,6,11,18,17,61,57,133,10,4
"58940 Tuusmäki   (Rantasalmi )",99,2.5,47.5,2,0,22,6,11,10,7,42,36,91,4,4
"59100 Parikkala Keskus   (Parikkala )",1251,1.8,45.6,39,15,167,41,72,65,77,458,632,898,328,25
"59130 Koitsanlahti   (Parikkala )",91,2.0,55.1,1,1,15,5,6,5,7,27,50,89,1,1
"59210 Melkoniemi   (Parikkala )",74,2.1,48.9,2,0,10,3,4,4,5,28,36,68,3,3
"59310 Särkisalmi   (Parikkala )",456,2.1,44.8,10,6,82,18,34,31,42,182,198,363,80,13
"59320 Haapaoja   (Parikkala )",45,2.0,54.2,0,0,4,1,2,0,2,9,32,43,2,0
"59410 Kirjavala   (Parikkala )",205,2.1,47.9,5,1,24,7,10,12,8,73,109,193,6,6
"59510 Maironiemi   (Parikkala )",233,1.7,45.8,11,2,20,5,11,7,8,109,104,122,104,7
"59520 Saari   (Parikkala )",64,2.0,52.0,1,1,6,3,3,2,3,22,36,55,7,2
"59530 Mikkolanniemi   (Parikkala )",45,1.9,52.6,0,0,3,0,0,2,1,15,28,45,0,0
"59610 Tarnala   (Parikkala )",89,2.1,47.6,1,0,13,3,3,4,9,38,38,77,9,3
"59710 Kummunkylä   (Parikkala )",47,2.4,42.1,0,1,13,3,4,5,7,20,16,45,1,1
"59720 Niukkala   (Parikkala )",85,1.8,45.7,0,0,13,3,6,7,6,27,45,64,17,4
"59730 Uukuniemi   (Parikkala )",61,1.9,48.3,1,0,6,3,4,4,0,18,40,52,3,6
"59800 Kesälahti Keskus   (Kitee )",837,1.9,45.0,23,11,135,30,53,61,69,317,389,600,194,43
"59810 Suurikylä   (Kitee )",47,1.8,58.0,2,0,3,1,2,2,0,20,24,46,0,1
"59820 Purujärvi-Rajavaara   (Kitee )",74,2.1,48.9,3,1,10,1,2,8,4,38,26,74,0,0
"60100 Seinäjoki Keskus   (Seinäjoki )",6197,1.5,42.0,1319,372,534,140,229,202,213,3462,2208,2985,3122,90
"60120 Pohja   (Seinäjoki )",1340,1.9,40.6,193,83,244,83,148,79,84,756,342,764,556,20
"60150 Kasperi   (Seinäjoki )",2283,2.0,41.0,315,151,528,152,285,243,180,1156,604,1345,917,21
"60200 Törnävä   (Seinäjoki )",4750,2.3,39.6,752,369,1488,471,811,650,522,2581,696,3187,1502,61
"60220 Huhtala   (Seinäjoki )",1102,1.7,42.9,184,77,137,38,65,47,52,632,336,608,479,15
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"60320 Alakylä-Jouppi   (Seinäjoki )",3093,2.3,40.7,345,235,894,257,450,409,360,1562,644,2115,939,39
"60420 Impivaara   (Seinäjoki )",419,3.0,41.8,9,9,193,42,85,109,98,144,83,395,16,8
"60450 Munakka   (Ilmajoki )",172,2.6,44.3,9,9,59,14,27,30,29,60,56,161,1,10
"60510 Hyllykallio   (Seinäjoki )",3494,2.3,40.7,378,278,1167,378,629,455,441,1715,617,2762,684,48
"60550 Nurmo Keskus   (Seinäjoki )",1774,2.5,41.4,90,59,614,168,306,291,265,661,505,1522,214,38
"60560 Halkosaari   (Seinäjoki )",250,2.8,37.8,18,21,112,41,74,47,37,109,30,215,31,4
"60640 Kurjenneva   (Seinäjoki )",239,2.8,41.3,5,13,107,30,58,49,43,90,45,233,1,5
"60720 Tuomikylä   (Ilmajoki )",726,2.8,42.1,35,26,335,119,201,156,99,265,127,655,66,5
"60760 Pohjanluoma   (Ilmajoki )",378,2.7,41.5,7,7,137,35,71,70,52,142,103,356,2,20
"60800 Ilmajoki Keskus   (Ilmajoki )",2647,2.2,43.2,206,83,649,162,324,295,273,1069,949,1941,632,74
"61100 Peräseinäjoki Keskus   (Seinäjoki )",1018,2.0,44.5,64,23,185,51,98,85,84,430,407,726,272,20
"61110 Vuolle   (Seinäjoki )",83,2.2,45.2,3,0,21,6,16,5,7,33,29,80,2,1
"61120 Louko   (Seinäjoki )",256,2.8,42.7,2,9,102,28,52,49,46,89,67,246,3,7
"61140 Pasto   (Seinäjoki )",52,2.6,34.7,2,0,13,2,6,7,6,22,17,51,1,0
"61150 Sydänmaa   (Alavus )",30,2.4,42.7,2,0,10,5,6,4,4,13,10,30,0,0
"61160 Koura   (Seinäjoki )",248,2.4,39.7,8,5,66,18,36,32,27,92,93,227,16,5
"61170 Sääskiniemi   (Alavus )",125,2.3,43.1,6,2,32,6,12,14,17,46,50,113,6,6
"61180 Haapaluoma   (Seinäjoki )",100,2.3,42.3,3,1,25,6,10,8,13,42,35,92,4,4
"61220 Myllysalo   (Kurikka )",102,2.5,42.5,5,0,30,9,12,16,16,41,33,96,4,2
"61230 Luopa   (Kurikka )",301,2.4,42.0,8,7,83,20,36,43,39,107,116,277,6,18
"61250 Jalasto   (Kurikka )",126,2.3,45.9,4,0,34,8,19,16,11,50,42,118,1,7
"61270 Luopajärvi   (Kurikka )",245,2.6,43.2,14,7,78,18,37,37,34,102,69,217,19,9
"61280 Jokipii   (Kurikka )",238,2.4,43.0,10,11,52,8,22,28,27,105,83,222,7,9
"61290 Taivalmaa   (Kurikka )",55,2.1,42.9,2,1,9,4,6,3,3,26,21,48,3,4
"61300 Kurikka Keskus   (Kurikka )",3199,2.1,43.2,203,88,680,181,337,310,265,1309,1222,2374,771,54
"61310 Panttila   (Kurikka )",330,2.3,43.3,18,15,83,16,34,44,37,158,93,280,41,9
"61330 Koskenkorva   (Ilmajoki )",927,2.3,43.6,49,26,222,54,98,104,105,396,311,766,144,17
"61340 Nopankylä   (Ilmajoki )",115,2.3,45.6,2,5,23,9,14,11,10,48,45,105,7,3
"61350 Huissi   (Ilmajoki )",168,2.4,44.7,3,9,41,10,21,20,16,73,55,158,1,9
"61360 Mieto   (Kurikka )",442,2.5,42.0,19,12,126,33,58,58,53,185,135,411,18,13
"61370 Lohiluoma   (Kurikka )",147,2.4,43.9,3,4,33,7,12,18,17,58,58,138,1,8
"61380 Polvenkylä   (Kurikka )",68,2.6,36.5,4,0,19,9,14,14,5,28,22,66,0,2
"61400 Ylistaro Keskus   (Seinäjoki )",1008,2.0,45.8,67,23,193,42,80,88,78,387,428,717,264,27
"61410 Ylistaro Asemanseutu   (Seinäjoki )",355,2.4,42.3,9,15,94,25,45,47,41,144,121,313,30,12
"61430 Isorehto   (Seinäjoki )",166,2.4,46.7,7,3,50,8,15,26,21,65,52,160,2,4
"61440 Untamala   (Seinäjoki )",83,2.3,48.8,1,0,18,3,10,9,7,28,38,75,1,7
"61450 Kylänpää   (Seinäjoki )",270,2.3,45.5,8,4,53,11,25,30,26,98,119,246,15,9
"61460 Hanhikoski   (Seinäjoki )",101,2.2,49.5,2,2,24,8,17,11,7,32,46,96,3,2
"61470 Kitinoja   (Seinäjoki )",162,2.6,45.6,5,5,56,18,35,30,19,69,38,141,14,7
"61500 Isokyrö Keskus   (Isokyrö )",1295,2.1,44.2,73,30,294,81,143,133,128,504,507,969,280,46
"61520 Lehmäjoki   (Isokyrö )",116,2.0,49.7,4,0,16,8,10,7,7,55,47,109,3,4
"61550 Orismala   (Isokyrö )",303,2.3,46.8,9,3,67,22,35,30,32,124,114,275,11,17
"61560 Orisberg   (Isokyrö )",23,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"61600 Jalasjärvi Keskus   (Kurikka )",1964,2.0,44.2,116,47,379,110,200,169,152,759,832,1391,535,38
"61630 Hirvijärvi   (Kurikka )",134,2.3,47.7,6,6,27,8,14,12,14,61,49,121,7,6
"61640 Ala-Valli   (Kurikka )",100,2.0,50.6,5,4,11,3,4,6,3,53,37,90,8,2
"61650 Kalakoski   (Seinäjoki )",169,2.2,42.3,1,3,29,9,14,16,15,77,63,157,6,6
"61680 Mantila   (Kurikka )",113,2.3,49.2,3,1,29,7,13,16,11,37,48,108,4,1
"61710 Pentinmäki   (Kurikka )",119,2.5,46.6,1,3,33,11,17,13,14,47,42,113,0,6
"61720 Koskue   (Kurikka )",255,2.2,45.2,10,4,50,12,21,17,28,96,112,238,9,8
"61730 Yli-Valli   (Kurikka )",120,2.1,47.2,1,1,15,3,7,8,11,57,49,114,3,3
"61760 Ilvesjoki   (Kurikka )",143,2.6,41.3,4,1,38,8,15,18,21,37,70,135,3,5
"61800 Kauhajoki Keskus   (Kauhajoki )",4075,2.0,45.7,388,156,865,203,430,376,348,1887,1333,2916,1077,82
"61810 Luomankylä   (Kauhajoki )",124,2.4,43.7,3,2,32,10,17,15,16,46,47,121,1,2
"61820 Kainasto   (Kauhajoki )",268,2.3,43.3,7,5,70,20,33,30,32,105,93,250,11,7
"61840 Norinkylä   (Teuva )",149,2.0,50.8,5,3,21,4,9,10,11,69,60,129,16,4
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",1008,2.2,43.4,50,35,261,62,130,118,108,426,329,789,192,27
"61860 Harja   (Kauhajoki )",89,2.6,41.6,5,5,28,9,16,13,13,30,34,87,1,1
"61880 Ikkeläjärvi   (Kauhajoki )",85,2.2,44.2,6,0,22,5,11,6,11,32,34,74,8,3
"61910 Nummijärvi   (Kauhajoki )",133,2.2,42.4,0,2,18,4,7,13,9,54,63,117,11,5
"61920 Nummikoski   (Kauhajoki )",31,2.3,42.8,1,1,5,1,1,4,3,16,12,29,1,1
"61940 Hyyppä   (Kauhajoki )",132,2.4,41.1,1,1,40,10,18,15,18,31,62,127,2,3
"61950 Juonikylä   (Kauhajoki )",84,1.9,51.0,0,2,10,3,6,4,5,36,38,73,9,2
"61960 Kyrönlatva   (Kauhajoki )",70,2.1,47.8,1,0,10,2,4,5,5,25,36,66,1,3
"61980 Päntäne   (Kauhajoki )",437,2.1,44.4,22,8,84,24,38,33,42,190,168,388,45,4
"62100 Lapua Keskus   (Lapua )",4848,2.2,42.5,321,198,1308,386,699,597,502,1970,1591,3581,1178,89
"62130 Hellanmaa   (Lapua )",220,2.7,45.2,3,4,65,15,28,35,39,67,93,208,6,6
"62150 Rintakangas   (Kauhava )",56,2.7,44.0,3,2,15,3,6,6,7,23,18,51,1,4
"62160 Karhunkylä   (Lapua )",241,2.6,46.3,8,4,69,19,34,46,30,83,95,225,8,8
"62165 Tiisteenjoki   (Lapua )",149,2.4,46.6,2,3,36,8,18,24,17,46,68,139,7,3
"62170 Lakaluoma   (Lapua )",124,2.3,42.1,2,3,28,10,11,8,14,50,49,119,0,5
"62175 Ylikylä-Mäenpää   (Lapua )",65,2.2,47.6,0,0,9,2,4,5,4,26,32,62,0,3
"62185 Mäki-Paavola   (Lapua )",55,2.7,44.8,0,0,15,1,3,11,9,16,26,52,3,0
"62190 Ruha   (Lapua )",241,2.6,44.9,9,8,70,18,33,39,32,108,65,225,10,6
"62200 Kauhava Keskus   (Kauhava )",2722,2.1,44.3,200,76,632,161,319,303,252,1157,946,1967,684,71
"62220 Pernaa   (Kauhava )",200,2.4,45.2,2,7,53,11,22,32,22,71,77,189,7,4
"62230 Jylhä   (Kauhava )",167,2.4,46.1,4,1,39,8,17,20,18,58,71,160,2,5
"62240 Huhmarkoski   (Kauhava )",263,2.1,50.1,3,5,39,4,16,21,21,94,132,247,5,11
"62260 Hirvijoki   (Kauhava )",79,2.5,44.1,2,2,18,4,5,10,13,21,42,79,0,0
"62280 Mustamaa   (Lapua )",52,2.4,46.5,0,2,13,6,10,3,4,19,21,50,0,2
"62290 Hirvikylä   (Lapua )",115,2.5,41.1,1,1,26,13,17,11,7,39,52,109,5,1
"62295 Kauhajärvi   (Lapua )",203,2.2,47.2,3,0,33,12,16,21,11,85,88,184,14,5
"62300 Härmä   (Kauhava )",1130,2.2,44.6,81,19,266,70,138,134,94,445,424,814,284,32
"62310 Voltti   (Kauhava )",507,2.3,46.4,14,15,123,32,52,56,62,173,217,454,38,15
"62340 Kuoppa-Vakkuri   (Kauhava )",49,2.1,43.9,1,3,9,3,3,3,6,19,21,45,2,2
"62350 Ekola   (Kauhava )",48,2.4,50.5,5,0,10,2,5,4,6,19,20,44,4,0
"62370 Kangasto   (Kauhava )",76,2.4,35.1,6,2,26,6,18,13,5,35,15,38,37,1
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",1185,2.2,44.4,58,38,273,66,118,128,135,472,443,923,234,28
"62380 Kosolankylä   (Kauhava )",106,2.1,45.6,1,1,17,6,11,11,7,41,49,98,1,7
"62395 Petterinmäki   (Vöyri )",65,2.0,42.4,4,3,9,3,4,4,3,27,30,50,15,0
"62410 Rintala   (Kauhava )",130,2.6,43.0,4,1,34,5,14,16,19,41,56,114,5,11
"62420 Kortesjärvi Keskus   (Kauhava )",487,2.1,45.5,38,10,89,22,37,46,45,190,210,345,129,13
"62430 Peltotupa   (Kauhava )",53,2.7,42.8,0,1,15,6,8,5,6,16,22,52,0,1
"62435 Pirttinen   (Kauhava )",54,2.1,46.3,0,1,9,1,3,4,4,24,21,47,0,7
"62440 Perkiömäki   (Kauhava )",50,2.2,50.6,2,0,6,1,1,2,5,19,25,43,3,4
"62470 Purmojärvi   (Kauhava )",185,2.4,45.1,5,3,42,11,18,22,23,67,78,171,7,7
"62500 Evijärvi Keskus   (Evijärvi )",670,2.2,44.8,27,17,145,40,80,70,51,250,284,529,118,23
"62510 Kuoppa-aho   (Evijärvi )",148,2.4,43.9,4,3,46,13,20,10,21,48,54,120,27,1
"62520 Kautiainen   (Evijärvi )",72,2.3,46.3,3,1,17,1,4,8,10,21,35,66,3,3
"62540 Vasikka-aho   (Evijärvi )",137,2.2,47.7,6,1,24,5,15,12,8,60,54,120,11,6
"62570 Särkilä   (Evijärvi )",86,2.7,39.9,3,1,34,7,13,18,18,27,28,77,8,1
"62600 Lappajärvi Keskus   (Lappajärvi )",843,2.1,44.6,41,24,158,47,80,63,62,326,364,600,219,24
"62610 Tarvola   (Lappajärvi )",64,2.1,55.4,0,1,4,1,2,2,1,24,36,61,0,3
"62620 Ala-Seppä   (Lappajärvi )",84,2.4,46.7,0,1,14,3,4,7,10,32,40,81,0,3
"62630 Karvala   (Lappajärvi )",163,2.0,53.9,4,1,22,5,10,7,11,53,89,150,3,10
"62640 Savonkylä   (Lappajärvi )",51,2.6,44.8,1,0,13,5,6,4,7,13,26,48,0,3
"62660 Itäkylä   (Lappajärvi )",246,2.5,42.9,4,4,44,12,17,25,23,87,122,232,8,6
