"Postal code area","Workplaces, 2016 (TP)","Primary production, 2016 (TP)","Processing, 2016 (TP)","Services, 2016 (TP)","A Agriculture, forestry and fishing, 2016 (TP)","B Mining and quarrying, 2016 (TP)","C Manufacturing, 2016 (TP)","D Electricity, gas, steam and air conditioning supply, 2016 (TP)","E Water supply; sewerage, waste management and remediation activities, 2016 (TP)","F Construction, 2016 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2016 (TP)","H Transportation and storage, 2016 (TP)","I Accommodation and food service activities, 2016 (TP)","J Information and communication, 2016 (TP)","K Financial and insurance activities, 2016 (TP)","L Real estate activities, 2016 (TP)","M Professional, scientific and technical activities, 2016 (TP)","N Administrative and support service activities, 2016 (TP)","O Public administration and defence; compulsory social security, 2016 (TP)","P Education, 2016 (TP)","Q Human health and social work activities, 2016 (TP)","R Arts, entertainment and recreation, 2016 (TP)","S Other service activities, 2016 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2016 (TP)","U Activities of extraterritorial organisations and bodies, 2016 (TP)","X Industry unknown, 2016 (TP)"
"28190 Pormestarinluoto   (Pori )",656,8,68,580,8,0,20,0,18,30,46,142,9,0,0,0,2,14,0,4,335,0,28,0,0,0
"28200 Toejoki   (Pori )",449,9,132,308,9,0,38,0,0,94,133,48,7,1,2,0,15,9,0,19,59,8,7,0,0,0
"28220 Ruosniemi   (Pori )",470,13,156,301,13,0,62,0,0,94,78,26,11,2,0,5,15,6,0,24,117,4,13,0,0,0
"28240 Isojoenranta   (Pori )",135,0,101,34,0,0,4,0,0,97,1,1,7,1,0,2,1,15,0,2,1,1,2,0,0,0
"28260 Harjunpää   (Ulvila )",130,16,69,45,16,0,36,0,0,33,2,22,0,1,0,0,0,2,0,9,5,1,3,0,0,0
"28300 Kalaholma-Väinölä   (Pori )",170,2,33,135,2,0,9,0,1,23,40,24,9,1,0,0,11,0,0,12,30,2,6,0,0,0
"28330 Koivistonluoto   (Pori )",1161,0,1024,137,0,0,996,0,0,28,14,30,2,0,0,1,6,5,0,21,48,1,9,0,0,0
"28360 Vanhakoivisto   (Pori )",866,5,76,785,5,0,9,0,1,66,351,185,62,3,6,7,35,24,0,0,66,19,27,0,0,0
"28370 Sampola   (Pori )",541,1,14,526,1,0,3,0,0,11,34,4,1,0,1,3,0,12,0,106,358,1,6,0,0,0
"28400 Ulvila Keskus   (Ulvila )",1906,9,1002,895,9,0,788,1,7,206,167,81,32,29,14,20,137,45,0,195,103,20,52,0,0,0
"28430 Kartano-Harmaalinna   (Pori )",779,0,298,481,0,0,113,0,8,177,184,163,4,2,0,0,39,3,0,0,6,2,78,0,0,0
"28450 Vanha-Ulvila   (Ulvila )",919,21,78,820,21,0,6,0,7,65,23,8,50,1,4,1,21,42,54,29,570,4,13,0,0,0
"28500 Keskussairaala-alue-Tiilimäki   (Pori )",3321,0,3,3318,0,0,0,0,0,3,29,12,40,12,0,10,1,34,6,162,2941,70,1,0,0,0
"28540 Pinomäki   (Pori )",129,9,21,99,9,0,9,0,0,12,38,4,0,0,0,0,2,0,2,48,4,0,1,0,0,0
"28560 Lattomeri   (Pori )",52,6,6,40,6,0,2,0,0,4,0,12,1,0,0,0,3,23,0,0,0,0,1,0,0,0
"28580 Niittymaa   (Pori )",77,5,46,26,5,0,38,0,0,8,4,11,5,0,0,0,1,2,0,0,1,0,2,0,0,0
"28600 Vähärauma   (Pori )",2040,50,530,1460,50,0,306,0,27,197,133,175,138,30,0,3,243,97,34,408,165,15,19,0,0,0
"28610 Musa-Tiiliruukki   (Pori )",800,3,253,544,3,20,55,0,5,173,363,40,2,21,2,2,8,4,0,2,65,3,32,0,0,0
"28660 Pietniemi-Leppäkorpi   (Pori )",217,27,92,98,27,11,12,0,1,68,21,28,9,0,1,2,4,2,0,1,25,0,5,0,0,0
"28760 Kyläsaari   (Pori )",593,16,410,166,16,1,171,0,48,190,33,11,2,2,2,0,7,38,0,13,42,1,15,0,0,1
"28800 Pihlava   (Pori )",369,1,95,273,1,0,72,0,0,23,47,23,11,0,3,3,7,16,1,46,84,5,27,0,0,0
"28840 Yyteri-Kaanaa   (Pori )",655,1,560,94,1,0,503,45,0,12,6,31,19,0,1,0,7,8,15,1,0,4,2,0,0,0
"28880 Mäntyluoto   (Pori )",493,0,238,255,0,0,222,0,16,0,1,205,11,0,0,0,0,2,30,0,5,0,1,0,0,0
"28900 Tahkoluoto-Reposaari   (Pori )",190,10,100,80,10,0,7,59,24,10,9,28,20,2,0,1,1,3,0,4,6,0,6,0,0,0
"29100 Luvia Keskus   (Eurajoki )",632,30,243,359,30,2,163,0,11,67,46,6,9,1,10,4,25,17,19,65,132,7,18,0,0,0
"29180 Peränkylä   (Eurajoki )",34,13,16,5,13,0,15,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0
"29200 Harjavalta Keskus   (Harjavalta )",3628,32,1524,2072,32,0,1252,50,12,210,183,254,147,10,24,18,61,155,112,104,925,22,57,0,0,0
"29250 Nakkila Keskus   (Nakkila )",1215,45,492,678,45,0,378,1,16,97,94,38,39,6,25,2,49,30,33,98,221,10,33,0,0,0
"29270 Hormisto   (Nakkila )",36,14,4,18,14,0,2,0,0,2,6,3,1,0,0,0,0,2,0,4,1,1,0,0,0,0
"29280 Järvimaa   (Nakkila )",27,12,8,7,12,0,7,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0
"29310 Kaasmarkku   (Ulvila )",76,11,31,34,11,0,8,0,0,23,5,17,1,0,1,0,0,5,0,5,0,0,0,0,0,0
"29320 Leineperi   (Ulvila )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"29340 Kullaa Keskus   (Ulvila )",204,26,28,150,26,0,8,0,0,20,3,16,12,0,0,0,2,0,0,50,56,1,10,0,0,0
"29350 Palus   (Ulvila )",20,9,7,4,9,0,5,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29570 Söörmarkku   (Pori )",216,11,61,144,11,13,19,0,0,29,31,64,1,0,1,0,12,3,0,3,27,1,1,0,0,0
"29600 Noormarkku Keskus   (Pori )",989,33,285,670,33,0,99,2,6,178,102,59,22,3,12,7,35,29,0,41,303,21,36,0,0,1
"29630 Pomarkku Keskus   (Pomarkku )",474,26,146,302,26,0,102,0,21,23,36,30,4,4,2,2,10,23,20,32,122,1,16,0,0,0
"29640 Honkakoski   (Pomarkku )",35,7,27,1,7,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"29680 Kairila   (Pori )",53,26,3,24,26,0,0,0,0,3,1,16,0,0,0,0,0,1,2,0,4,0,0,0,0,0
"29700 Ahlainen   (Pori )",98,12,13,73,12,0,3,0,0,10,13,30,2,0,0,1,1,2,0,5,6,9,4,0,0,0
"29720 Lamppi   (Pori )",10,1,3,6,1,0,0,1,0,2,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"29740 Etelämaa   (Merikarvia )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"29750 Pohjansaha   (Merikarvia )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"29760 Köörtilä   (Merikarvia )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"29790 Tuorila   (Merikarvia )",136,19,75,41,19,0,18,0,21,36,19,2,10,0,0,0,1,0,0,0,8,0,1,0,0,1
"29810 Siikainen Keskus   (Siikainen )",256,26,120,110,26,0,87,11,2,20,14,7,4,0,2,0,3,5,12,19,32,3,9,0,0,0
"29830 Sammi   (Siikainen )",21,9,10,2,9,0,1,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"29860 Otamo   (Siikainen )",11,9,0,2,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29880 Leväsjoki-Saarineva   (Siikainen )",25,11,11,3,11,0,9,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29900 Merikarvia Keskus-Rannikko   (Merikarvia )",619,35,216,368,35,0,171,1,2,42,63,13,10,2,3,2,1,13,35,64,130,12,20,0,0,0
"29940 Kuvaskangas   (Merikarvia )",32,22,4,6,22,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"30100 Forssa Keskus   (Tammela )",4414,98,837,3479,98,9,483,0,29,316,687,193,281,92,84,55,187,312,154,321,893,58,162,0,0,0
"30300 Viksberg   (Forssa )",960,2,441,517,2,0,346,0,17,78,134,92,5,28,1,2,14,28,0,52,147,10,4,0,0,0
"30420 Tölö   (Forssa )",2559,7,1703,849,7,3,1394,40,122,144,166,80,54,5,2,5,46,87,107,69,175,31,22,0,0,0
"31110 Matku   (Forssa )",102,43,12,47,43,0,9,0,0,3,20,9,0,0,0,0,2,2,0,0,1,0,13,0,0,0
"31130 Koijärvi   (Forssa )",31,9,1,21,9,0,0,0,0,1,1,1,0,1,0,0,0,0,0,13,0,0,5,0,0,0
"31140 Menonen   (Urjala )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"31160 Nuutajärvi   (Urjala )",37,6,9,22,6,0,7,0,0,2,6,6,1,0,0,0,5,0,0,2,0,1,1,0,0,0
"31170 Savijoki   (Forssa )",33,21,8,4,21,0,2,0,0,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"31230 Susikas   (Tammela )",21,12,3,6,12,0,0,0,0,3,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0
"31250 Teuro   (Tammela )",51,26,19,6,26,0,11,0,2,6,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0
"31300 Tammela Keskus   (Tammela )",739,61,118,560,61,0,63,1,0,54,51,54,25,4,4,3,29,39,29,52,225,6,39,0,0,0
"31310 Mustiala   (Tammela )",75,0,3,72,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,71,0,0,0,0,0,0
"31340 Porras   (Tammela )",79,29,23,27,29,0,18,0,0,5,1,8,3,0,0,2,2,0,3,6,1,0,1,0,0,0
"31350 Vistinkoski   (Tammela )",25,5,8,12,5,0,3,0,0,5,0,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0
"31370 Eerikkilän Urheiluopisto   (Tammela )",17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"31380 Letku-Torro   (Tammela )",90,8,42,40,8,0,13,0,0,29,1,0,0,1,0,1,2,1,23,3,0,6,2,0,0,0
"31400 Somero Keskus   (Somero )",2039,125,499,1415,125,37,308,4,10,140,287,104,99,11,67,15,47,36,45,118,485,24,77,0,0,0
"31410 Ylöpirtti   (Somero )",74,38,23,13,38,0,19,0,0,4,7,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0
"31450 Häntälä   (Somero )",52,36,7,9,36,0,1,0,0,6,0,4,0,0,0,0,2,0,0,0,0,0,3,0,0,0
"31460 Hirsjärvi   (Somero )",39,17,8,14,17,0,0,0,0,8,4,4,1,0,1,0,2,1,0,0,0,0,1,0,0,0
"31470 Somerniemi   (Somero )",99,32,26,41,32,2,13,0,0,11,4,6,3,5,4,1,3,0,3,4,6,0,2,0,0,0
"31490 Terttilä   (Somero )",46,25,14,7,25,0,2,0,3,9,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"31500 Koski Tl   (Koski Tl )",878,145,259,474,145,1,159,0,1,98,112,99,27,0,11,2,20,7,29,49,83,4,30,1,0,0
"31520 Pitkäjärvi   (Somero )",99,45,31,23,45,0,13,0,0,18,3,3,0,0,0,0,3,1,0,5,7,0,1,0,0,0
"31530 Pyöli   (Somero )",57,21,17,19,21,0,13,0,0,4,0,4,0,2,0,0,2,2,0,0,6,0,3,0,0,0
"31600 Jokioinen Keskus   (Jokioinen )",1300,27,353,920,27,0,281,0,3,69,63,41,8,11,15,5,393,34,19,83,208,4,36,0,0,0
"31610 Vaulammi   (Jokioinen )",40,14,16,10,14,0,10,0,0,6,6,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"31620 Latovainio   (Jokioinen )",48,22,7,19,22,0,2,0,0,5,6,2,0,0,0,0,3,1,0,6,1,0,0,0,0,0
"31630 Minkiö   (Jokioinen )",66,22,10,34,22,0,1,0,0,9,1,11,1,0,0,0,0,0,0,0,20,0,1,0,0,0
"31640 Humppila Keskus   (Humppila )",522,62,146,314,62,12,82,1,2,49,87,10,21,0,8,0,4,19,18,14,105,6,22,0,0,0
"31650 Venäjänkangas   (Humppila )",38,17,9,12,17,1,7,0,0,1,0,1,6,0,0,2,0,3,0,0,0,0,0,0,0,0
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",249,46,124,79,46,0,27,0,0,97,10,18,17,0,0,1,2,3,1,19,4,2,2,0,0,0
"31720 Urjalankylä-Kehro   (Urjala )",40,13,21,6,13,0,12,0,0,9,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0
"31730 Honkola   (Urjala )",35,30,4,1,30,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"31750 Kehro   (Urjala )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"31760 Urjala Keskus   (Urjala )",875,20,249,606,20,0,216,2,2,29,92,60,29,7,14,12,17,19,37,44,217,17,41,0,0,0
"31810 Oriniemi   (Punkalaidun )",51,32,6,13,32,0,4,0,0,2,1,2,0,0,0,0,0,0,0,9,0,0,1,0,0,0
"31830 Halkivaha   (Urjala )",33,11,10,12,11,0,4,0,0,6,2,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"31850 Koskioinen   (Punkalaidun )",34,25,4,5,25,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"31860 Tursa   (Urjala )",33,27,2,4,27,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31900 Punkalaidun Keskus   (Punkalaidun )",607,66,145,396,66,0,113,1,2,29,78,24,25,5,12,2,11,13,20,45,133,13,15,0,0,0
"31930 Vanttila   (Punkalaidun )",44,13,27,4,13,0,15,0,0,12,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"31950 Sadonmaa   (Punkalaidun )",25,17,4,4,17,0,1,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"31960 Orisuo   (Loimaa )",10,3,5,2,3,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31970 Kanteenmaa   (Punkalaidun )",51,35,10,6,35,0,2,0,0,8,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"32100 Ypäjä Keskus   (Ypäjä )",553,87,92,374,87,0,47,0,1,44,28,17,24,2,9,0,14,17,16,126,88,14,19,0,0,0
"32140 Ypäjä Asemanseutu   (Ypäjä )",28,16,4,8,16,0,0,0,0,4,1,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0
"32200 Loimaa Keskus   (Loimaa )",3988,105,1030,2853,105,5,843,6,4,172,553,83,104,35,58,25,195,153,246,286,968,46,97,4,0,0
"32210 Loimaa kk   (Loimaa )",805,40,433,332,40,0,361,0,16,56,60,20,4,0,0,2,16,8,26,76,67,8,45,0,0,0
"32250 Kojonkulma   (Loimaa )",76,43,9,24,43,0,4,1,0,4,8,2,0,0,0,0,3,1,0,3,7,0,0,0,0,0
"32260 Kojonperä   (Loimaa )",28,15,9,4,15,0,1,0,0,8,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"32270 Metsämaa-Murto   (Loimaa )",73,20,31,22,20,0,21,0,0,10,1,5,0,0,3,1,0,0,0,7,1,2,2,0,0,0
"32280 Metsäkorpi   (Loimaa )",24,7,11,6,7,0,0,0,0,11,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0
"32300 Mellilä   (Loimaa )",284,73,78,133,73,11,42,0,0,25,9,27,8,0,7,0,12,9,0,22,36,2,0,1,0,0
"32410 Niinijoki   (Loimaa )",137,55,18,64,55,0,7,0,0,11,3,15,0,2,4,0,3,0,0,8,29,0,0,0,0,0
"32430 Ylhäinen   (Loimaa )",13,12,1,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32440 Alastaro Keskus   (Loimaa )",606,74,185,347,74,2,55,27,0,101,72,20,49,0,7,0,28,30,0,28,96,4,13,0,0,0
"32450 Tammiainen   (Loimaa )",42,37,4,1,37,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"32500 Oripää Keskus   (Oripää )",325,78,81,166,78,0,32,0,12,37,23,31,2,0,7,0,11,5,16,14,47,1,9,0,0,0
"32520 Latva   (Oripää )",67,15,18,34,15,0,5,0,0,13,1,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0
"32560 Virttaa   (Loimaa )",65,21,22,22,21,0,17,0,0,5,1,1,3,0,0,0,3,0,0,7,5,2,0,0,0,0
"32610 Vampula Keskus   (Huittinen )",313,61,114,138,61,6,40,7,23,38,10,24,4,0,4,2,22,7,2,9,38,2,14,0,0,0
"32620 Rutava   (Huittinen )",81,34,14,33,34,0,8,0,0,6,4,19,0,0,0,0,2,8,0,0,0,0,0,0,0,0
"32700 Huittinen Keskus   (Huittinen )",3150,165,885,2100,165,64,567,1,13,240,471,249,133,24,52,29,92,113,142,226,458,30,80,1,0,0
"32710 Sampu   (Huittinen )",198,38,44,116,38,0,20,0,2,22,91,1,1,0,1,0,0,0,1,16,5,0,0,0,0,0
"32730 Keikyä   (Sastamala )",86,31,32,23,31,0,22,0,0,10,6,11,0,0,0,0,1,1,0,0,1,1,2,0,0,0
"32740 Äetsä Keskus   (Sastamala )",409,19,204,186,19,1,186,0,1,16,28,10,9,0,6,0,4,3,0,29,85,1,11,0,0,0
"32760 Suttila   (Huittinen )",23,10,0,13,10,0,0,0,0,0,0,5,1,0,0,0,0,1,0,5,1,0,0,0,0,0
"32770 Huhtamo   (Huittinen )",47,33,6,8,33,0,4,0,0,2,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0
"32800 Kokemäki Keskus   (Kokemäki )",1426,76,250,1099,76,4,160,18,11,57,136,220,51,4,22,2,21,57,96,130,304,11,45,0,0,1
"32810 Peipohja   (Kokemäki )",445,31,242,172,31,0,199,0,0,43,12,10,0,0,1,0,7,6,0,85,41,6,4,0,0,0
"32830 Riste   (Kokemäki )",107,9,43,55,9,1,39,0,0,3,1,16,0,0,0,0,3,0,0,7,28,0,0,0,0,0
"32860 Korkeaoja   (Kokemäki )",15,4,6,5,4,0,3,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0
"32910 Kauvatsa Asemanseutu   (Kokemäki )",29,4,2,23,4,0,0,0,0,2,0,8,0,0,0,0,1,3,0,1,10,0,0,0,0,0
"32920 Kauvatsa   (Kokemäki )",89,24,16,49,24,0,11,0,0,5,4,5,0,0,0,0,2,1,0,8,29,0,0,0,0,0
"33100 Tampere Keskus   (Tampere )",26312,6,4390,21916,6,0,2747,155,97,1391,2108,609,1689,2560,1309,252,3595,1098,2654,2120,2351,921,650,0,0,0
"33180 Lapinniemi-Käpylä   (Tampere )",1274,4,141,1129,4,0,14,71,0,56,15,3,96,38,1,74,28,2,3,1,851,15,2,0,0,0
"33200 Tampere Keskus Läntinen   (Tampere )",6389,56,291,6042,56,0,93,0,1,197,993,42,422,1010,270,195,622,231,128,407,917,338,467,0,0,0
"33210 Itä-Amuri-Tammerkoski   (Tampere )",5055,2,253,4800,2,0,45,0,0,208,362,31,323,1068,64,123,796,293,580,64,504,265,327,0,0,0
"33230 Länsi-Amuri   (Tampere )",1963,3,54,1906,3,0,26,0,0,28,76,11,172,96,2,27,245,59,39,341,573,227,38,0,0,0
"33240 Tahmela   (Tampere )",240,5,8,227,5,0,0,0,0,8,16,10,27,7,1,4,13,3,0,83,52,5,6,0,0,0
"33250 Pispala   (Tampere )",513,0,140,373,0,0,42,0,0,98,50,9,30,34,0,12,102,9,0,29,38,15,45,0,0,0
"33270 Epilä   (Tampere )",1839,0,241,1598,0,0,58,72,0,111,94,31,32,549,6,4,78,141,0,141,449,18,55,0,0,0
"33300 Rahola   (Tampere )",943,1,369,573,1,0,323,0,0,46,65,51,19,7,2,31,48,135,0,68,125,9,13,0,0,0
"33310 Tesoma   (Tampere )",1281,2,561,718,2,0,449,0,0,112,153,32,62,1,1,2,50,13,5,108,191,62,38,0,0,0
"33330 Myllypuro-Kalkku   (Tampere )",2648,0,2046,602,0,1,1850,0,19,176,186,105,37,2,1,2,34,159,0,0,64,3,9,0,0,0
"33340 Haukiluoma-Ikuri   (Tampere )",320,2,71,247,2,0,8,0,0,63,22,57,15,6,1,1,20,4,0,44,62,6,9,0,0,0
"33380 Pitkäniemi   (Nokia )",975,0,0,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,970,0,0,0,0,0
"33400 Luoteis-Tampere   (Tampere )",3093,6,531,2555,6,1,359,0,6,165,1476,155,130,18,38,30,144,74,0,68,294,69,59,0,0,1
"33410 Lentävänniemi   (Tampere )",284,0,70,214,0,0,5,0,0,65,23,9,13,3,1,1,17,8,3,38,85,5,8,0,0,0
"33420 Lamminpää   (Tampere )",581,3,141,437,3,0,88,0,0,53,129,5,58,13,1,8,43,15,0,1,63,81,20,0,0,0
"33430 Vuorentausta   (Ylöjärvi )",315,1,83,231,1,0,13,0,0,70,43,17,0,2,1,2,7,0,0,75,70,0,14,0,0,0
"33450 Siivikkala   (Ylöjärvi )",254,4,53,197,4,0,19,0,3,31,20,15,21,9,2,9,13,5,0,40,53,2,8,0,0,0
"33470 Ylöjärvi Keskus   (Ylöjärvi )",4265,8,1408,2848,8,0,924,14,23,447,689,190,101,16,38,25,212,146,234,192,778,110,117,0,0,1
"33480 Manninmäki-Haavisto   (Ylöjärvi )",914,10,148,756,10,1,9,1,0,137,108,63,30,2,3,2,21,31,26,135,288,6,41,0,0,0
"33500 Osmonmäki-Petsamo   (Tampere )",2301,9,196,2096,9,0,22,0,0,174,199,13,169,47,12,73,212,15,31,161,1034,19,111,0,0,0
"33520 Keskussairaala-alue-Kauppi   (Tampere )",8223,0,92,8131,0,0,54,1,0,37,20,8,118,2,1,12,307,1,0,1095,6445,98,24,0,0,0
"33530 Kissanmaa   (Tampere )",566,2,129,435,2,0,92,0,0,37,73,45,104,3,1,7,48,10,0,6,102,22,14,0,0,0
"33540 Kaleva   (Tampere )",3479,1,253,3225,1,0,130,0,0,123,794,291,104,84,25,88,185,135,524,417,128,340,110,0,0,0
"33560 Takahuhti   (Tampere )",1841,8,538,1295,8,0,298,0,0,240,166,178,63,10,11,12,121,18,12,18,597,59,30,0,0,0
"33580 Atala-Linnainmaa   (Tampere )",1724,1,472,1249,1,0,396,0,0,76,352,70,64,17,6,9,38,34,10,137,436,33,43,0,0,2
"33610 Olkahinen-Tasanne   (Tampere )",364,1,69,294,1,0,3,0,0,66,18,91,17,5,1,3,16,2,1,33,78,4,25,0,0,0
"33680 Aitolahti   (Tampere )",381,12,112,257,12,0,17,0,37,58,13,32,12,11,0,3,6,4,0,30,137,2,7,0,0,0
"33700 Messukylä   (Tampere )",814,0,332,482,0,0,211,0,0,121,159,87,7,7,0,2,32,55,0,37,54,2,40,0,0,0
"33710 Kaukajärvi   (Tampere )",3104,4,1474,1626,4,0,1303,0,22,149,379,60,146,31,4,25,183,113,4,147,432,43,59,0,0,0
"33720 Hervanta   (Tampere )",10418,2,1983,8433,2,0,1520,5,28,430,527,246,259,1831,370,105,953,777,206,2142,724,91,202,0,0,0
"33730 Leinola-Vehmainen   (Tampere )",1629,0,939,690,0,0,655,0,27,257,231,224,31,4,1,9,49,25,0,29,41,37,9,0,0,0
"33800 Nekala   (Tampere )",4301,3,1217,3081,3,0,389,0,87,741,972,708,76,36,6,19,331,360,40,298,142,48,45,0,0,0
"33820 Koivistonkylä   (Tampere )",1607,6,320,1281,6,0,57,0,0,263,401,191,35,6,5,23,44,22,0,261,255,17,21,0,0,0
"33840 Peltolammi   (Tampere )",2493,0,979,1514,0,0,657,0,29,293,1154,144,65,7,0,2,25,21,0,39,17,6,34,0,0,0
"33850 Multisilta   (Pirkkala )",664,0,104,560,0,0,39,0,38,27,51,342,2,1,0,1,8,6,100,0,45,3,1,0,0,0
"33870 Vuores   (Lempäälä )",244,1,13,230,1,0,1,0,0,12,21,5,15,4,0,1,11,0,0,35,125,8,5,0,0,0
"33880 Höytämö   (Lempäälä )",1366,0,778,588,0,0,522,0,13,243,156,109,16,13,0,8,37,17,3,97,111,14,7,0,0,0
"33900 Härmälä-Rantaperkiö   (Tampere )",10824,1,3006,7817,1,11,2361,163,54,417,1498,734,151,819,9,29,576,758,181,103,2833,51,75,0,0,0
"33920 Toivio   (Pirkkala )",241,0,13,228,0,0,2,0,0,11,93,6,8,2,0,0,14,0,8,31,38,25,3,0,0,0
"33950 Killo   (Pirkkala )",1320,1,70,1249,1,0,8,0,0,62,653,156,55,6,0,10,54,13,0,86,157,19,39,1,0,0
"33960 Suuppa   (Pirkkala )",4384,8,1490,2886,8,9,738,0,3,740,710,172,167,27,28,21,332,101,437,176,591,39,85,0,0,0
"33980 Pirkkala kk   (Pirkkala )",330,8,72,250,8,0,36,0,0,36,41,110,10,3,1,0,33,13,10,24,2,0,3,0,0,0
"34110 Lakiala   (Ylöjärvi )",245,12,44,189,12,0,3,0,0,41,9,24,3,5,0,0,6,3,98,21,14,4,2,0,0,0
"34130 Ylinen   (Ylöjärvi )",184,12,47,125,12,0,5,0,0,42,12,12,4,0,0,0,13,2,0,15,60,3,4,0,0,0
"34140 Mutala   (Ylöjärvi )",78,21,22,35,21,0,4,0,0,18,1,3,0,0,0,1,1,2,0,15,11,0,1,0,0,0
"34150 Kyrönlahti   (Ylöjärvi )",35,3,25,7,3,0,8,0,0,17,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"34180 Länsi-Teisko   (Ylöjärvi )",22,6,8,8,6,0,0,0,0,8,0,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"34240 Kämmenteisko   (Tampere )",226,7,47,172,7,0,4,0,0,43,29,27,14,0,0,0,7,7,2,53,24,2,7,0,0,0
"34260 Terälahti   (Tampere )",156,32,21,103,32,6,1,0,0,14,19,21,21,3,1,1,7,1,0,9,12,0,8,0,0,0
"34270 Velaatta   (Tampere )",36,12,5,19,12,0,4,0,0,1,1,10,0,0,0,0,0,6,0,0,0,2,0,0,0,0
"34300 Kuru Keskus   (Ylöjärvi )",371,38,61,272,38,0,40,0,0,21,35,27,7,0,8,1,4,9,0,67,97,4,13,0,0,0
"34320 Parkkuu   (Ylöjärvi )",35,14,4,17,14,0,2,0,0,2,1,0,0,0,0,0,2,2,0,0,12,0,0,0,0,0
"34330 Poikelus   (Ylöjärvi )",28,12,5,11,12,0,1,0,0,4,0,0,0,0,0,0,2,0,0,0,5,1,3,0,0,0
"34410 Murole   (Ruovesi )",20,8,10,2,8,0,1,0,0,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"34420 Muroleen Kanava   (Ruovesi )",10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34430 Kekkonen   (Ruovesi )",19,9,8,2,9,0,7,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"34450 Jäminkipohja   (Ruovesi )",116,21,61,34,21,0,52,0,0,9,12,0,1,0,0,0,4,3,0,8,5,0,1,0,0,0
