"Postal code area","Households, total, 2015 (TR)","Average income of households, 2015 (TR)","Median income of households, 2015 (TR)","Households belonging to the lowest income category, 2015 (TR)","Households belonging to the middle income category, 2015 (TR)","Households belonging to the highest income category, 2015 (TR)","Accumulated purchasing power of households, 2015 (TR)"
"62440 Perkiömäki   (Kauhava )",52,38376,37243,16,27,9,1995564
"62470 Purmojärvi   (Kauhava )",183,36937,29445,59,104,20,6759505
"62500 Evijärvi Keskus   (Evijärvi )",676,38490,31363,177,397,102,26019058
"62510 Kuoppa-aho   (Evijärvi )",146,41277,38101,27,96,23,6026414
"62520 Kautiainen   (Evijärvi )",66,50237,37045,19,35,12,3315672
"62540 Vasikka-aho   (Evijärvi )",132,40511,34647,39,69,24,5347432
"62570 Särkilä   (Evijärvi )",84,41389,41607,24,51,9,3476674
"62600 Lappajärvi Keskus   (Lappajärvi )",836,36955,31255,223,506,107,30894351
"62610 Tarvola   (Lappajärvi )",64,35680,33651,17,39,8,2283529
"62620 Ala-Seppä   (Lappajärvi )",81,35629,34138,26,50,5,2885976
"62630 Karvala   (Lappajärvi )",159,35780,30073,58,80,21,5688959
"62640 Savonkylä   (Lappajärvi )",52,39560,35093,16,31,5,2057097
"62660 Itäkylä   (Lappajärvi )",242,46387,38310,59,148,35,11225587
"62710 Kurejoki   (Alajärvi )",262,39384,34310,80,154,28,10318627
"62720 Sissala   (Alajärvi )",106,45004,45981,26,68,12,4770385
"62730 Haukkala   (Alajärvi )",77,43426,39445,25,46,6,3343809
"62740 Koskenvarsi   (Alajärvi )",80,43202,40589,20,46,14,3456120
"62750 Saukonkylä   (Alajärvi )",92,33243,29416,34,49,9,3058393
"62760 Menkijärvi   (Alajärvi )",95,35410,30046,36,53,6,3363939
"62800 Vimpeli Keskus   (Vimpeli )",1037,38102,33600,276,628,133,39511381
"62810 Savonjoki   (Vimpeli )",51,33683,31386,17,34,0,1717832
"62830 Luoma-Aho   (Alajärvi )",118,51469,43329,21,76,21,6073284
"62840 Lakaniemi-Pokela   (Vimpeli )",22,..,..,..,..,..,..
"62860 Sahi   (Vimpeli )",79,40067,33401,25,39,15,3165301
"62870 Vinni   (Vimpeli )",22,..,..,..,..,..,..
"62880 Sääksvesi-Vinni   (Vimpeli )",129,36665,29812,44,66,19,4729843
"62900 Alajärvi Keskus   (Alajärvi )",2038,36120,31226,635,1185,218,73612027
"62920 Levijoki   (Alajärvi )",36,37987,29361,13,17,6,1367544
"62940 Hoisko   (Alajärvi )",221,41546,37049,61,131,29,9181737
"62950 Paalijärvi   (Alajärvi )",171,42019,39843,52,98,21,7185306
"62990 Möksy   (Alajärvi )",61,36801,29736,26,29,6,2244870
"63100 Kuortane Keskus   (Kuortane )",761,34667,28710,230,444,87,26381769
"63120 Leppälänkylä   (Kuortane )",148,39400,34482,49,87,12,5831176
"63130 Mäyry   (Kuortane )",288,41830,38310,68,183,37,12047031
"63150 Ruona   (Kuortane )",184,37494,32231,56,109,19,6898854
"63160 Salmi   (Kuortane )",60,37999,32521,21,32,7,2279950
"63210 Niinimaa   (Alavus )",49,36349,30053,14,30,5,1781094
"63230 Lentilä   (Kuortane )",130,38874,35529,35,78,17,5053650
"63250 Rantala   (Kuortane )",44,36768,35379,11,28,5,1617803
"63300 Alavus Keskus   (Alavus )",2266,36066,28748,664,1351,251,81726653
"63320 Kattelus   (Alavus )",31,31853,25700,16,12,3,987438
"63330 Pahajoki   (Alavus )",72,37996,34462,20,42,10,2735730
"63340 Sapsalampi   (Alavus )",90,37613,31616,20,57,13,3385144
"63350 Sulkavankylä   (Alavus )",79,45372,38403,25,42,12,3584424
"63355 Seinäjärvi   (Alavus )",50,36189,29934,19,28,3,1809455
"63360 Kuivaskylä   (Alavus )",110,37575,32175,37,62,11,4133218
"63370 Taipalus   (Alavus )",196,41967,38204,56,119,21,8225535
"63400 Alavus Asemanseutu   (Alavus )",602,33203,29725,176,380,46,19988298
"63410 Rantatöysä   (Alavus )",207,35413,29682,63,129,15,7330443
"63430 Kätkänjoki   (Alavus )",65,36408,28773,29,30,6,2366528
"63450 Löyä   (Kuortane )",27,..,..,..,..,..,..
"63500 Lehtimäki Keskus   (Alajärvi )",451,32192,26867,163,244,44,14518454
"63510 Lehtimäki Kirkonkylä   (Alajärvi )",132,37429,31609,41,73,18,4940618
"63530 Länsikylä   (Alajärvi )",73,35109,30205,30,34,9,2562985
"63540 Hernesmaa   (Alajärvi )",96,34167,32935,26,63,7,3280014
"63600 Töysä Keskus   (Alavus )",623,30986,27094,224,361,38,19304251
"63610 Tuuri   (Alavus )",484,34877,29596,150,287,47,16880381
"63640 Ritola   (Alavus )",142,38988,32661,41,81,20,5536341
"63660 Ähtärinranta   (Ähtäri )",81,34223,28618,23,52,6,2772064
"63680 Hakojärvi   (Alavus )",128,35203,30323,51,69,8,4505994
"63700 Ähtäri Keskus   (Ähtäri )",2160,33895,28476,678,1250,232,73213208
"63770 Peränne   (Ähtäri )",90,37466,34406,25,56,9,3371964
"63780 Alastaipale   (Ähtäri )",84,31758,24634,36,39,9,2667638
"63800 Soini Keskus   (Soini )",777,34370,28750,259,445,73,26705837
"63830 Keisala   (Soini )",31,32218,28814,14,17,0,998758
"63880 Kukonkylä   (Soini )",85,29254,21817,43,37,5,2486568
"63890 Hautakylä   (Soini )",47,37205,30425,21,21,5,1748613
"63900 Myllymäki-Vehunkylä   (Ähtäri )",243,36586,33174,74,138,31,8890402
"63910 Inhan Tehtaat   (Ähtäri )",104,33742,29630,31,63,10,3509170
"63920 Inha   (Ähtäri )",157,40525,34076,37,94,26,6362431
"63950 Vehunkylä   (Ähtäri )",31,27353,23805,14,14,3,847957
"64100 Kristiinankaupunki Keskus   (Kristiinankaupunki",1488,35857,30819,381,899,208,53355118
"64140 Tiukka   (Kristiinankaupunki )",233,38337,33323,60,142,31,8932525
"64200 Närpiö Keskus   (Närpiö )",1359,36846,28724,372,824,163,50073176
"64210 Kalax   (Närpiö )",181,45137,44329,24,116,41,8169829
"64220 Yttermark   (Närpiö )",400,41581,37922,82,260,58,16632210
"64230 Närpiön Asemanseutu   (Närpiö )",408,45633,40368,63,272,73,18618087
"64240 Böle   (Närpiö )",104,42608,39589,23,62,19,4431274
"64250 Pjelax   (Närpiö )",157,43434,34041,40,96,21,6819116
"64260 Kaskinen   (Närpiö )",685,36993,32129,143,432,110,25340141
"64300 Lapväärtti   (Kristiinankaupunki )",823,36132,30672,242,481,100,29736856
"64320 Dagsmark   (Kristiinankaupunki )",207,37449,32087,62,125,20,7751922
"64350 Karijoki Keskus   (Karijoki )",560,33199,27077,194,302,64,18591318
"64370 Myrkky   (Karijoki )",150,32709,26741,53,83,14,4906317
"64440 Metsälä-Kallträsk   (Kristiinankaupunki )",98,37911,30504,35,48,15,3715292
"64450 Kallträsk   (Kristiinankaupunki )",27,..,..,..,..,..,..
"64460 Härkmeri   (Kristiinankaupunki )",157,35836,28252,56,91,10,5626303
"64480 Skaftung   (Kristiinankaupunki )",122,35407,30318,41,66,15,4319617
"64490 Siipyy   (Kristiinankaupunki )",95,29694,23566,38,46,11,2820968
"64510 Nämpnäs   (Närpiö )",174,41493,36570,34,111,29,7219791
"64530 Norrnäs   (Närpiö )",133,36526,32764,33,87,13,4857964
"64550 Rangsby   (Närpiö )",124,36379,27860,42,72,10,4510981
"64610 Övermark   (Närpiö )",496,37199,33311,124,304,68,18450857
"64700 Teuva Keskus   (Teuva )",1598,34038,29164,510,930,158,54392880
"64720 Perälä   (Teuva )",282,37276,30559,82,161,39,10511858
"64740 Horo   (Teuva )",125,36006,28426,48,62,15,4500699
"64760 Peltola   (Teuva )",161,34449,30419,47,102,12,5546310
"64770 Äystö   (Teuva )",215,36806,31352,68,124,23,7913350
"64810 Vanhakylä   (Isojoki )",125,35580,25671,41,69,15,4447528
"64820 Kärjenkoski   (Isojoki )",89,35652,29814,28,54,7,3173020
"64830 Villamo   (Isojoki )",85,35074,27636,33,46,6,2981281
"64840 Heikkilänjoki   (Isojoki )",25,..,..,..,..,..,..
"64850 Möykky   (Isojoki )",58,37559,26812,16,35,7,2178406
"64900 Isojoki Keskus   (Isojoki )",573,32530,24710,223,285,65,18639906
"64930 Kodesjärvi   (Isojoki )",83,34088,28536,35,45,3,2829344
"65100 Vaasa Keskus   (Vaasa )",11125,30170,23818,3847,5745,1533,335635986
"65130 Hietalahti   (Vaasa )",.,.,.,.,.,.,.
"65170 Vaskiluoto   (Vaasa )",176,48284,34024,30,94,52,8498071
"65200 Palosaari   (Vaasa )",3540,28294,21195,1476,1654,410,100162296
"65230 Vetokannas   (Vaasa )",2421,44052,37217,523,1383,515,106648913
"65280 Gerby   (Vaasa )",2768,51682,48259,324,1623,821,143054908
"65300 Asevelikylä   (Vaasa )",1840,52863,51889,174,1120,546,97268612
"65320 Huutoniemi   (Vaasa )",2946,40207,36248,665,1702,579,118450512
"65350 Suvilahti   (Vaasa )",2047,35256,29654,476,1286,285,72168389
"65370 Ristinummi   (Vaasa )",2331,32275,27414,728,1369,234,75233512
"65380 Vanha Vaasa   (Vaasa )",1517,38944,33021,371,880,266,59078715
"65410 Sundom   (Vaasa )",934,51575,47932,138,554,242,48170896
"65450 Sulva   (Mustasaari )",781,47483,45412,119,477,185,37084459
"65460 Tölby-Rimal   (Mustasaari )",125,49042,46959,13,85,27,6130219
"65470 Rimal   (Mustasaari )",19,..,..,..,..,..,..
"65480 Vikby   (Mustasaari )",105,47809,45644,15,59,31,5019935
"65520 Helsingby   (Mustasaari )",610,44682,42520,101,370,139,27256259
"65610 Mustasaari Keskus   (Mustasaari )",2553,45069,39925,343,1637,573,115062125
"65630 Karperö   (Mustasaari )",475,50831,47969,48,315,112,24144818
"65650 Koskö   (Mustasaari )",119,45465,46320,14,77,28,5410302
"65710 Singsby   (Mustasaari )",239,47937,44172,27,151,61,11456838
"65730 Jungsund   (Mustasaari )",178,45134,41023,26,121,31,8033857
"65760 Iskmo   (Mustasaari )",125,48459,43199,19,81,25,6057366
"65800 Raippaluoto   (Mustasaari )",338,45235,42748,54,217,67,15289567
"65870 Björköby   (Mustasaari )",164,39045,33832,48,89,27,6403421
"65920 Norra Vallgrund-Söderudden   (Mustasaari )",129,48571,43824,24,74,31,6265637
"65930 Södra Vallgrund   (Mustasaari )",159,42015,41927,26,104,29,6680410
"65970 Söderudden   (Mustasaari )",98,35903,29392,28,57,13,3518482
"66100 Maalahti   (Maalahti )",868,40675,36164,196,520,152,35306064
"66140 Övermalax   (Maalahti )",729,38697,33321,189,438,102,28209851
"66160 Långåminne   (Maalahti )",135,38132,34681,33,90,12,5147883
"66200 Korsnäs Keskus   (Korsnäs )",359,40680,37444,77,218,64,14604193
"66210 Moikipää   (Korsnäs )",238,46081,36550,60,132,46,10967282
"66220 Bergö   (Maalahti )",230,35575,29548,55,147,28,8182245
"66230 Korsbäck   (Korsnäs )",43,34285,26524,16,24,3,1474234
"66240 Petolahti   (Maalahti )",486,39248,32499,122,292,72,19074487
"66260 Svarvar   (Maalahti )",46,36591,35914,13,28,5,1683168
"66270 Pirttikylä-Sorvari   (Närpiö )",413,37732,31740,119,230,64,15583472
"66280 Taklax   (Korsnäs )",161,37493,33321,49,88,24,6036436
"66290 Harrström   (Korsnäs )",148,39768,33176,42,81,25,5885731
"66295 Töjby   (Närpiö )",165,39049,34518,49,98,18,6443090
"66300 Jurva Keskus   (Kurikka )",1035,35000,30707,314,594,127,36224944
"66320 Niemenkylä   (Kurikka )",145,38051,31159,47,81,17,5517413
"66330 Hakko   (Kurikka )",123,36246,31508,36,74,13,4458295
"66340 Sarvijoki   (Kurikka )",155,38674,33319,42,91,22,5994522
"66350 Tainus   (Kurikka )",69,31500,25749,27,37,5,2173527
"66360 Kesti   (Kurikka )",179,40406,36666,53,93,33,7232694
"66370 Närvijoki   (Kurikka )",148,32087,24937,59,76,13,4748909
"66400 Laihia Keskus   (Laihia )",2664,40994,36075,563,1635,466,109207973
"66420 Ruto   (Laihia )",138,49529,47796,26,72,40,6835032
"66430 Vedenoja   (Vaasa )",74,42220,35473,12,45,17,3124280
"66440 Tervajoki   (Isokyrö )",875,39973,35232,208,540,127,34976330
"66450 Jakkula   (Laihia )",375,40283,36975,74,244,57,15106081
"66460 Haapala   (Laihia )",147,42763,36960,39,73,35,6286172
"66470 Jukaja-Jokisalo   (Laihia )",140,43798,37255,33,86,21,6131657
"66500 Vähäkyrö Keskus   (Vaasa )",1025,39566,34891,270,587,168,40555151
"66510 Merikaarto   (Vaasa )",485,47421,46136,58,315,112,22999383
"66520 Veikkaala   (Mustasaari )",253,41349,39384,52,148,53,10461408
"66530 Koivulahti   (Mustasaari )",739,43553,41171,136,463,140,32185359
"66540 Petsmo   (Mustasaari )",252,41181,38922,55,144,53,10377647
"66550 Västerhankmo   (Mustasaari )",139,42758,40421,20,98,21,5943370
"66560 Österhankmo   (Mustasaari )",97,40536,35125,27,54,16,3932028
"66580 Kuni   (Mustasaari )",156,42617,39183,32,96,28,6648279
"66590 Vassor   (Mustasaari )",76,40918,37413,21,43,12,3109768
"66600 Vöyri Keskus   (Vöyri )",1212,40352,35000,293,736,183,48906300
"66640 Maksamaa   (Vöyri )",473,41326,38327,126,259,88,19547355
"66660 Bertby   (Vöyri )",55,47921,46104,8,39,8,2635634
"66680 Kaurajärvi   (Vöyri )",39,44982,39767,10,20,9,1754300
"66710 Kaitsor   (Vöyri )",108,46213,36953,22,64,22,4990989
"66730 Oxkangar   (Vöyri )",32,33382,23172,15,13,4,1068227
"66800 Oravainen Keskus   (Vöyri )",441,41607,32768,108,264,69,18348798
"66810 Kimo   (Vöyri )",126,48264,38227,27,73,26,6081269
"66820 Komossa   (Vöyri )",90,41863,30396,30,46,14,3767711
"66830 Oravaisten Tehdas   (Vöyri )",210,40214,35226,41,137,32,8444998
"66840 Pensala   (Uusikaarlepyy )",144,50541,43812,31,73,40,7277908
"66850 Jepua   (Uusikaarlepyy )",413,45079,35477,87,256,70,18617790
"66900 Uusikaarlepyy Keskus   (Uusikaarlepyy )",1765,40086,33819,417,1075,273,70752286
"66910 Soklot   (Uusikaarlepyy )",171,58382,49486,19,105,47,9983367
"66930 Kovjoki   (Uusikaarlepyy )",89,54058,47928,7,62,20,4811204
"66950 Munsala   (Uusikaarlepyy )",395,45870,40780,88,222,85,18118811
"66970 Hirvlax   (Uusikaarlepyy )",212,43421,35078,57,113,42,9205245
"66980 Monå   (Uusikaarlepyy )",59,44354,38487,15,31,13,2616860
"66999 Kaukaluoto   (Mustasaari )",29,..,..,..,..,..,..
"67100 Kokkola Keskus   (Kokkola )",5646,31660,24976,1824,3141,681,178750336
"67200 Kiviniitty-Tullimäki   (Kokkola )",2407,32785,26704,721,1388,298,78913532
"67300 Halkokari   (Kokkola )",1652,46678,41344,217,1078,357,77112755
"67400 Rytimäki   (Kokkola )",1689,47836,46758,207,1182,300,80795396
"67410 Vitsari   (Kokkola )",308,44981,42339,37,217,54,13854233
"67500 Sokoja   (Kokkola )",416,46805,44261,70,267,79,19471009
"67600 Linnusperä-Kaustari   (Kokkola )",987,49754,47582,144,674,169,49107026
"67700 Kirkonmäki-Isokylä   (Kokkola )",1840,45531,43415,285,1239,316,83776236
"67800 Koivuhaka   (Kokkola )",1838,31397,27619,653,1029,156,57708554
"67900 Ykspihjala   (Kokkola )",597,38826,36396,105,432,60,23178955
"68100 Himanka Keskus   (Kalajoki )",1110,37683,33636,284,698,128,41828299
"68150 Hillilä   (Kalajoki )",125,42603,37826,29,80,16,5325380
"68210 Marinkainen   (Kokkola )",363,41589,37311,82,230,51,15096918
"68220 Karhi   (Kokkola )",47,49756,47554,6,35,6,2338552
"68230 Lohtaja Keskus   (Kokkola )",489,39495,35692,133,290,66,19312931
"68240 Ala-Viirre   (Kokkola )",145,39368,35418,50,75,20,5708339
"68300 Kälviä Keskus   (Kokkola )",1527,41763,39353,315,994,218,63772213
"68320 Ruotsalo   (Kokkola )",287,46154,43704,44,192,51,13246325
"68370 Ullava Keskus   (Kokkola )",155,38260,36208,47,89,19,5930285
"68380 Yli-Ullava   (Kokkola )",135,43031,43098,33,80,22,5809194
"68390 Rahkonen   (Kokkola )",57,47979,40482,14,31,12,2734789
"68410 Alaveteli   (Kruunupyy )",635,44726,40902,130,392,113,28400926
"68500 Kruunupyy Keskus   (Kruunupyy )",1137,42487,39352,243,731,163,48307665
"68530 Lepplax   (Pedersören kunta )",166,55543,46013,31,102,33,9220079
"68550 Öja   (Kokkola )",314,43324,40551,51,209,54,13603755
"68555 Bosund   (Luoto )",289,52066,47251,44,214,31,15047059
"68560 Eugmo   (Luoto )",255,51557,47587,50,165,40,13147125
"68570 Luoto   (Luoto )",765,46469,44388,112,530,123,35548728
"68580 Furuholmen   (Luoto )",290,51451,46558,32,194,64,14920724
"68600 Pietarsaari Keskus   (Pietarsaari )",5400,38413,32256,1337,3249,814,207429251
"68620 Skutnäs-Västermalm   (Pietarsaari )",2251,38928,32389,498,1412,341,87627430
"68630 Kyrkostrand   (Pietarsaari )",1005,45884,43955,92,716,197,46112928
"68660 Östermalm-Björnholmen   (Pietarsaari )",1084,34268,30157,291,668,125,37146086
"68690 Sundby   (Pedersören kunta )",142,46179,41413,20,100,22,6557448
"68700 Teerijärvi   (Kruunupyy )",747,47703,39284,143,481,123,35634095
"68750 Småbönders   (Kruunupyy )",107,43198,35668,30,62,15,4622207
"68800 Kolppi   (Pedersören kunta )",417,49137,45229,62,280,75,20490117
"68810 Ytteresse   (Pedersören kunta )",414,53818,48388,57,311,46,22280838
"68820 Ähtävä   (Pedersören kunta )",426,43466,40070,98,271,57,18516467
"68830 Bäckby   (Pedersören kunta )",57,45828,45660,7,40,10,2612200
"68840 Nederlappfors   (Pedersören kunta )",134,39244,32217,35,88,11,5258722
"68870 Edsevö   (Pedersören kunta )",211,39912,36062,30,162,19,8421520
"68910 Pännäinen   (Pedersören kunta )",509,45185,40768,106,327,76,22999322
"68920 Forsby   (Pedersören kunta )",171,47041,45191,23,126,22,8043989
"68930 Purmo   (Pedersören kunta )",269,43115,43421,57,172,40,11598017
"68940 Lillby   (Pedersören kunta )",192,41777,38883,50,114,28,8021116
"68970 Överpurmo   (Pedersören kunta )",98,38394,36104,24,64,10,3762632
"68999 Rita   (Kokkola )",26,..,..,..,..,..,..
"69100 Kannus Keskus   (Kannus )",2216,38020,33153,551,1385,280,84251931
"69150 Eskola   (Kannus )",204,36805,29671,53,129,22,7508310
"69170 Yli-Kannus   (Kannus )",108,39310,36703,33,61,14,4245526
"69300 Toholampi Keskus   (Toholampi )",912,37137,31776,245,546,121,33868950
"69310 Laitala   (Toholampi )",127,44784,42176,30,77,20,5687554
"69330 Määttälä   (Toholampi )",57,40356,36956,11,37,9,2300289
"69340 Purontaka   (Toholampi )",58,42885,39065,17,31,10,2487352
"69410 Sykäräinen   (Toholampi )",194,38084,30543,62,105,27,7388216
"69420 Syri   (Lestijärvi )",22,..,..,..,..,..,..
"69440 Lestijärvi Keskus   (Lestijärvi )",225,34972,28575,76,121,28,7868736
"69450 Yli-Lesti   (Lestijärvi )",92,35016,28782,32,54,6,3221493
"69510 Halsua Keskus-Marjusaari   (Halsua )",363,38373,32284,111,214,38,13929341
"69550 Kanala   (Halsua )",41,35848,27411,15,22,4,1469765
"69570 Karvonen   (Halsua )",121,38420,32477,34,71,16,4648777
"69600 Kaustinen Keskus   (Kaustinen )",1723,40172,36041,377,1104,242,69216078
"69660 Köyhäjoki   (Kaustinen )",87,44762,40958,23,49,15,3894327
"69700 Veteli Keskus   (Veteli )",617,37345,32611,162,376,79,23041834
"69730 Tunkkari   (Veteli )",218,39445,36767,43,141,34,8598925
"69750 Sillanpää   (Veteli )",82,34613,25862,33,42,7,2838286
"69820 Räyrinki   (Veteli )",307,39647,31364,96,173,38,12171716
"69830 Pulkkinen   (Veteli )",109,39485,35438,24,70,15,4303889
"69850 Patana   (Veteli )",91,44729,40397,23,48,20,4070331
"69910 Kivikangas   (Perho )",24,..,..,..,..,..,..
"69920 Oksakoski-Kivikangas   (Perho )",190,40048,35426,38,138,14,7609088
"69950 Perho Keskus-Salamajärvi   (Perho )",533,35125,29818,184,306,43,18721830
"69970 Salamajärvi   (Perho )",19,..,..,..,..,..,..
"69980 Möttönen   (Perho )",297,42934,40500,85,190,22,12751514
"70100 Kuopio Keskus   (Kuopio )",7605,33235,24970,2344,3987,1274,252752469
"70110 Etu-Niirala   (Kuopio )",2589,26065,21241,1036,1288,265,67481573
"70150 Neulamäki   (Kuopio )",2976,28893,23971,1168,1505,303,85985247
"70200 Puijonlaakso   (Kuopio )",3725,30823,25658,1110,2201,414,114815646
"70210 Kuopion Keskussairaala-alue   (Kuopio )",1,..,..,..,..,..,..
"70240 Niuvaniemen Sairaala-alue   (Kuopio )",50,38315,29481,2,42,6,1915760
"70260 Julkula   (Kuopio )",1095,44873,40833,121,730,244,49135929
"70280 Länsi-Puijo   (Kuopio )",1085,35833,29244,307,645,133,38878762
"70300 Linnanpelto   (Kuopio )",506,43710,38271,81,292,133,22117129
"70340 Inkilänmäki   (Kuopio )",1868,33664,27378,555,1064,249,62883684
"70400 Kettulanlahti   (Kuopio )",396,46962,41458,57,231,108,18597039
"70420 Päiväranta   (Kuopio )",1140,39031,33539,238,733,169,44495859
"70460 Saarijärvi   (Kuopio )",2201,29833,25800,687,1365,149,65661646
"70500 Männistö   (Kuopio )",4197,28102,22817,1485,2320,392,117942625
"70600 Niirala-Huuhanmäki   (Kuopio )",1842,32813,25267,642,951,249,60441586
"70620 Haapaniemi   (Kuopio )",1287,33897,25272,415,708,164,43626041
"70700 Särkiniemi   (Kuopio )",1963,33406,28393,612,1117,234,65576666
"70780 Jynkkä   (Kuopio )",2275,38608,34071,528,1394,353,87832949
"70800 Pitkälahti   (Kuopio )",1412,45498,42771,275,795,342,64242654
"70820 Litmanen   (Kuopio )",5667,38942,32432,1577,3236,854,220683464
"70840 Jynkänmäki   (Kuopio )",2349,52339,48932,289,1344,716,122944478
"70870 Hiltulanlahti   (Kuopio )",936,48691,46502,118,606,212,45574313
"70900 Toivala   (Siilinjärvi )",1080,51194,49080,101,705,274,55289882
"70910 Vuorela   (Siilinjärvi )",1428,40363,36216,212,948,268,57638648
"70940 Jännevirta   (Kuopio )",225,50490,47920,23,147,55,11360297
"71130 Kortejoki   (Kuopio )",220,44462,40819,49,122,49,9781653
"71150 Vartiala   (Kuopio )",261,42426,37753,55,158,48,11073113
"71160 Riistavesi   (Kuopio )",689,37891,34257,183,409,97,26107126
"71170 Laukka-aho   (Tuusniemi )",48,33092,30165,16,28,4,1588398
"71200 Tuusniemi Keskus   (Tuusniemi )",869,29932,24585,341,463,65,26010557
"71210 Tuusjärvi   (Tuusniemi )",107,38090,36823,29,61,17,4075582
"71240 Paakkila   (Tuusniemi )",108,37619,30539,33,62,13,4062815
"71260 Juurikkamäki   (Tuusniemi )",71,31583,28155,28,36,7,2242395
"71280 Kosula   (Tuusniemi )",130,29142,24458,55,60,15,3788467
"71310 Vehmersalmi Keskus   (Kuopio )",640,33741,28663,222,347,71,21594350
"71330 Räsälä   (Kuopio )",147,42874,39906,34,85,28,6302539
"71360 Litmaniemi   (Kuopio )",90,35311,28923,30,52,8,3178012
"71380 Mustinlahti   (Kuopio )",79,31506,28985,29,42,8,2488980
"71460 Paukarlahti   (Leppävirta )",187,46776,44007,24,120,43,8747028
"71470 Oravikoski   (Leppävirta )",203,37325,32880,62,113,28,7576902
"71480 Kurkimäki   (Kuopio )",382,49918,50119,55,257,70,19068582
"71490 Airaksela   (Kuopio )",120,40867,38718,29,68,23,4903990
"71520 Kaislastenlahti   (Kuopio )",129,46994,48012,13,90,26,6062194
"71570 Syvänniemi   (Kuopio )",495,46477,47183,60,340,95,23006131
"71610 Salonkulma   (Kuopio )",3,..,..,..,..,..,..
"71640 Talluskylä   (Tervo )",116,33224,28808,44,56,16,3853979
"71650 Hirvilahti-Salonkulma   (Kuopio )",211,40441,36876,47,118,46,8533102
