"Postal code area","Workplaces, 2015 (TP)","Primary production, 2015 (TP)","Processing, 2015 (TP)","Services, 2015 (TP)","A Agriculture, forestry and fishing, 2015 (TP)","B Mining and quarrying, 2015 (TP)","C Manufacturing, 2015 (TP)","D Electricity, gas, steam and air conditioning supply, 2015 (TP)","E Water supply; sewerage, waste management and remediation activities, 2015 (TP)","F Construction, 2015 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2015 (TP)","H Transportation and storage, 2015 (TP)","I Accommodation and food service activities, 2015 (TP)","J Information and communication, 2015 (TP)","K Financial and insurance activities, 2015 (TP)","L Real estate activities, 2015 (TP)","M Professional, scientific and technical activities, 2015 (TP)","N Administrative and support service activities, 2015 (TP)","O Public administration and defence; compulsory social security, 2015 (TP)","P Education, 2015 (TP)","Q Human health and social work activities, 2015 (TP)","R Arts, entertainment and recreation, 2015 (TP)","S Other service activities, 2015 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2015 (TP)","U Activities of extraterritorial organisations and bodies, 2015 (TP)","X Industry unknown, 2015 (TP)"
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",1081,1,443,637,1,0,382,0,0,61,155,13,24,13,0,3,41,70,1,251,44,2,20,0,0,0
"57210 Nojanmaa   (Savonlinna )",802,10,332,460,10,0,260,0,10,62,273,21,10,55,3,3,10,14,0,25,37,1,8,0,0,0
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",257,0,38,219,0,0,3,2,0,33,72,30,4,0,0,3,8,0,0,1,99,0,2,0,0,0
"57230 Inkerinkylä   (Savonlinna )",1112,31,556,525,31,0,366,17,43,130,91,159,34,10,0,3,15,38,0,62,92,4,17,0,0,0
"57310 Rinkilä   (Savonlinna )",135,32,14,89,32,0,7,0,0,7,7,10,2,0,0,0,3,5,0,18,31,12,1,0,0,0
"57510 Laitaatsilta   (Savonlinna )",113,0,22,91,0,0,8,0,0,14,45,28,17,0,0,0,0,1,0,0,0,0,0,0,0,0
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",193,12,38,143,12,0,3,0,7,28,10,8,1,0,0,0,4,0,0,43,65,7,5,0,0,0
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",207,6,23,178,6,0,8,0,0,15,24,27,1,0,0,0,12,7,0,17,73,11,6,0,0,0
"57810 Aholahti   (Savonlinna )",69,5,38,26,5,0,23,0,0,15,8,5,1,1,0,0,2,4,0,0,0,5,0,0,0,0
"58130 Oravi   (Savonlinna )",27,14,1,12,14,0,1,0,0,0,3,5,0,0,0,0,0,2,0,0,2,0,0,0,0,0
"58140 Ahvensalmi   (Savonlinna )",11,8,0,3,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"58150 Makkola   (Savonlinna )",26,22,1,3,22,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"58160 Karvila   (Enonkoski )",13,9,2,2,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"58170 Simanala   (Enonkoski )",34,17,5,12,17,0,0,0,0,5,1,4,0,1,1,0,0,1,0,0,4,0,0,0,0,0
"58175 Enonkoski Keskus   (Enonkoski )",263,46,13,204,46,0,5,0,1,7,20,50,2,2,1,0,4,12,19,0,85,2,7,0,0,0
"58180 Ihamaniemi   (Enonkoski )",12,9,1,2,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"58200 Kerimäki Keskus   (Savonlinna )",774,103,119,552,103,0,43,2,2,72,68,100,51,6,11,7,14,9,5,48,199,7,27,0,0,0
"58220 Louhi   (Savonlinna )",26,11,3,12,11,0,0,0,0,3,0,1,0,0,0,0,3,3,0,4,0,0,1,0,0,0
"58260 Kumpuranta   (Savonlinna )",15,7,6,2,7,0,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58300 Savonranta Keskus   (Savonlinna )",164,19,75,70,19,0,55,0,1,19,5,8,8,0,1,1,3,2,7,7,15,1,12,0,0,0
"58320 Raikuu   (Savonlinna )",49,36,9,4,36,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"58350 Villala   (Kitee )",22,8,4,10,8,0,0,0,0,4,5,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0
"58360 Säimen   (Savonlinna )",25,8,3,14,8,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,11,0,0,0,0,0
"58390 Rönkönvaara   (Savonlinna )",10,4,3,3,4,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"58410 Haapakallio   (Savonlinna )",79,6,26,47,6,2,19,0,0,5,2,6,6,0,0,0,8,0,0,6,19,0,0,0,0,0
"58420 Silvola   (Savonlinna )",42,9,27,6,9,2,22,0,0,3,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0
"58430 Kulennoinen   (Savonlinna )",74,19,22,33,19,0,3,0,10,9,2,10,6,1,0,0,2,1,0,4,4,0,3,0,0,0
"58450 Punkaharju   (Savonlinna )",220,3,3,214,3,0,3,0,0,0,3,0,24,0,0,3,21,2,0,23,102,35,1,0,0,0
"58500 Punkasalmi   (Savonlinna )",798,23,508,267,23,1,486,0,0,21,53,25,12,7,3,3,4,4,6,37,92,4,17,0,0,0
"58520 Hiukkajoki   (Savonlinna )",44,27,9,8,27,0,8,0,0,1,0,0,4,0,0,0,1,2,0,0,0,1,0,0,0,0
"58550 Putikko   (Savonlinna )",91,44,12,35,44,0,4,0,0,8,1,4,0,4,0,0,1,0,0,1,20,3,1,0,0,0
"58570 Ruhvana   (Savonlinna )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"58580 Vuoriniemi   (Savonlinna )",29,6,4,19,6,0,0,0,0,4,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"58610 Telakanava   (Sulkava )",22,14,4,4,14,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0
"58620 Lohilahti   (Sulkava )",56,25,4,27,25,0,0,0,0,4,9,8,0,0,0,0,1,0,2,4,0,0,3,0,0,0
"58650 Kiviapaja   (Savonlinna )",25,19,0,6,19,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0
"58680 Piojärvi   (Savonlinna )",10,4,2,4,4,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",35,24,1,10,24,0,0,0,0,1,0,7,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"58700 Sulkava Keskus   (Sulkava )",652,70,130,452,70,7,77,2,5,39,59,22,21,3,8,2,7,51,52,61,137,2,27,0,0,0
"58720 Kaartilankoski   (Sulkava )",49,24,8,17,24,0,2,0,2,4,0,3,0,0,0,0,1,1,0,0,12,0,0,0,0,0
"58770 Pihlajalahti   (Savonlinna )",38,16,3,19,16,0,0,0,0,3,0,4,9,0,0,0,1,5,0,0,0,0,0,0,0,0
"58810 Kallislahti   (Savonlinna )",41,15,5,21,15,0,2,0,0,3,7,2,0,0,0,0,3,1,0,5,3,0,0,0,0,0
"58830 Parkumäki   (Rantasalmi )",30,22,4,4,22,0,1,0,0,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"58850 Hiltula   (Rantasalmi )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"58900 Rantasalmi Keskus   (Rantasalmi )",665,89,138,438,89,0,79,1,14,44,72,42,50,2,27,1,8,28,31,54,69,18,36,0,0,0
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",44,8,28,8,8,0,26,0,0,2,1,3,0,0,0,1,1,0,0,0,2,0,0,0,0,0
"58920 Kolkontaipale   (Rantasalmi )",37,28,3,6,28,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0
"58940 Tuusmäki   (Rantasalmi )",64,51,3,10,51,0,0,0,0,3,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"59100 Parikkala Keskus   (Parikkala )",833,50,141,642,50,0,74,33,1,33,103,52,32,6,21,1,23,22,61,58,214,7,42,0,0,0
"59130 Koitsanlahti   (Parikkala )",28,18,5,5,18,0,4,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"59210 Melkoniemi   (Parikkala )",19,15,1,3,15,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59310 Särkisalmi   (Parikkala )",189,49,64,76,49,0,6,0,4,54,27,6,25,0,0,0,2,7,0,0,1,2,6,0,0,0
"59320 Haapaoja   (Parikkala )",11,8,1,2,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"59410 Kirjavala   (Parikkala )",44,31,3,10,31,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0
"59510 Maironiemi   (Parikkala )",88,24,29,35,24,0,1,0,0,28,12,7,2,0,0,0,0,0,1,8,3,0,2,0,0,0
"59520 Saari   (Parikkala )",17,13,1,3,13,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59530 Mikkolanniemi   (Parikkala )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"59610 Tarnala   (Parikkala )",33,16,12,5,16,0,11,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"59710 Kummunkylä   (Parikkala )",21,15,2,4,15,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59720 Niukkala   (Parikkala )",30,11,9,10,11,0,3,0,0,6,3,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0
"59730 Uukuniemi   (Parikkala )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"59800 Kesälahti Keskus   (Kitee )",453,60,181,212,60,0,141,0,0,40,45,12,17,0,4,1,2,5,5,26,83,0,12,0,0,0
"59810 Suurikylä   (Kitee )",16,4,3,9,4,0,2,0,0,1,3,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0
"59820 Purujärvi-Rajavaara   (Kitee )",23,15,1,7,15,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"60100 Seinäjoki Keskus   (Seinäjoki )",10812,17,2188,8606,17,17,1023,114,97,937,1642,1126,448,379,344,225,635,453,1073,625,1095,228,333,0,0,1
"60120 Pohja   (Seinäjoki )",1830,9,485,1336,9,4,185,0,23,273,874,62,24,8,0,9,93,31,0,15,73,52,87,8,0,0
"60150 Kasperi   (Seinäjoki )",238,2,24,212,2,0,3,0,0,21,21,8,6,0,1,2,9,3,0,39,112,1,9,1,0,0
"60200 Törnävä   (Seinäjoki )",1223,44,170,1009,44,0,3,38,2,127,109,115,36,6,1,10,24,12,5,258,381,22,25,5,0,0
"60220 Huhtala   (Seinäjoki )",4421,34,12,4375,34,0,2,0,0,10,12,9,20,1,0,11,86,3,1,107,3926,31,168,0,0,0
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",449,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,424,0,0,0,0,0
"60320 Alakylä-Jouppi   (Seinäjoki )",2973,31,836,2106,31,26,685,0,6,119,396,122,282,85,10,8,202,196,283,320,143,1,58,0,0,0
"60420 Impivaara   (Seinäjoki )",139,18,42,79,18,0,3,0,2,37,5,16,1,1,0,0,0,7,0,14,26,3,6,0,0,0
"60450 Munakka   (Ilmajoki )",27,12,6,9,12,0,1,0,0,5,0,1,0,0,1,0,1,0,0,6,0,0,0,0,0,0
"60510 Hyllykallio   (Seinäjoki )",1334,27,195,1112,27,0,73,5,4,113,509,161,69,4,23,15,27,29,0,67,157,5,46,0,0,0
"60550 Nurmo Keskus   (Seinäjoki )",2359,76,1799,484,76,0,1734,1,8,56,51,44,3,0,4,3,40,1,21,108,128,39,40,2,0,0
"60560 Halkosaari   (Seinäjoki )",68,21,4,43,21,0,0,0,0,4,7,1,0,0,1,0,2,0,0,7,24,0,1,0,0,0
"60640 Kurjenneva   (Seinäjoki )",100,14,19,67,14,0,6,0,0,13,4,4,0,0,0,0,0,2,0,12,41,0,4,0,0,0
"60720 Tuomikylä   (Ilmajoki )",262,38,80,144,38,0,7,0,36,37,13,29,0,0,0,0,1,4,0,20,64,0,13,0,0,0
"60760 Pohjanluoma   (Ilmajoki )",138,19,48,71,19,0,10,0,2,36,8,36,2,0,0,0,8,4,0,13,0,0,0,0,0,0
"60800 Ilmajoki Keskus   (Ilmajoki )",1959,173,294,1492,173,11,112,0,7,164,202,90,24,16,21,4,59,72,90,291,535,27,61,0,0,0
"61100 Peräseinäjoki Keskus   (Seinäjoki )",608,41,229,338,41,32,158,0,0,39,50,15,9,0,12,0,12,15,39,42,105,11,28,0,0,0
"61110 Vuolle   (Seinäjoki )",30,6,22,2,6,0,12,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61120 Louko   (Seinäjoki )",40,14,5,21,14,0,1,0,0,4,7,3,0,0,0,0,2,0,0,6,3,0,0,0,0,0
"61140 Pasto   (Seinäjoki )",13,11,0,2,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"61150 Sydänmaa   (Alavus )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"61160 Koura   (Seinäjoki )",70,22,37,11,22,1,34,0,0,2,1,3,0,0,0,2,0,0,0,5,0,0,0,0,0,0
"61170 Sääskiniemi   (Alavus )",28,5,8,15,5,5,1,0,0,2,0,3,0,0,3,0,0,0,0,4,5,0,0,0,0,0
"61180 Haapaluoma   (Seinäjoki )",38,19,2,17,19,0,0,0,0,2,3,10,0,0,0,0,0,1,0,3,0,0,0,0,0,0
"61220 Myllysalo   (Kurikka )",64,25,13,26,25,0,10,0,0,3,0,0,0,0,0,0,24,0,0,0,1,0,1,0,0,0
"61230 Luopa   (Kurikka )",186,51,27,108,51,0,11,0,0,16,3,93,1,0,0,1,1,0,0,7,0,0,2,0,0,0
"61250 Jalasto   (Kurikka )",44,29,7,8,29,0,1,0,1,5,0,5,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"61270 Luopajärvi   (Kurikka )",167,57,49,61,57,4,32,0,0,13,14,9,0,0,1,0,0,0,0,10,27,0,0,0,0,0
"61280 Jokipii   (Kurikka )",225,14,171,40,14,0,157,0,0,14,4,5,0,0,4,0,0,1,0,7,18,0,1,0,0,0
"61290 Taivalmaa   (Kurikka )",27,18,3,6,18,0,1,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"61300 Kurikka Keskus   (Kurikka )",2713,103,825,1785,103,0,655,9,8,153,274,60,92,10,41,19,90,141,121,201,641,22,73,0,0,0
"61310 Panttila   (Kurikka )",111,22,47,42,22,0,15,0,1,31,16,3,1,0,1,1,2,0,0,6,11,0,1,0,0,0
"61330 Koskenkorva   (Ilmajoki )",417,53,193,171,53,5,158,7,2,21,51,30,6,1,0,0,9,0,5,22,27,4,16,0,0,0
"61340 Nopankylä   (Ilmajoki )",37,20,5,12,20,1,2,0,0,2,3,0,0,0,0,0,0,1,0,3,0,0,5,0,0,0
"61350 Huissi   (Ilmajoki )",60,33,14,13,33,0,2,0,0,12,1,6,1,0,0,0,1,0,0,4,0,0,0,0,0,0
"61360 Mieto   (Kurikka )",124,37,57,30,37,0,46,0,0,11,7,4,0,1,0,1,1,0,0,13,0,2,1,0,0,0
"61370 Lohiluoma   (Kurikka )",53,23,23,7,23,0,8,0,0,15,1,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"61380 Polvenkylä   (Kurikka )",30,21,4,5,21,0,0,0,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"61400 Ylistaro Keskus   (Seinäjoki )",739,40,188,511,40,2,119,0,1,66,108,50,10,1,11,2,15,7,13,61,198,7,28,0,0,0
"61410 Ylistaro Asemanseutu   (Seinäjoki )",168,39,71,58,39,0,33,0,0,38,15,35,0,0,0,0,0,1,0,5,1,1,0,0,0,0
"61430 Isorehto   (Seinäjoki )",38,29,3,6,29,0,2,0,0,1,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0
"61440 Untamala   (Seinäjoki )",38,23,10,5,23,0,6,0,0,4,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0
"61450 Kylänpää   (Seinäjoki )",116,39,68,9,39,0,66,0,0,2,2,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"61460 Hanhikoski   (Seinäjoki )",23,12,2,9,12,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"61470 Kitinoja   (Seinäjoki )",36,9,16,11,9,0,6,0,0,10,4,0,0,0,0,0,0,1,0,2,1,0,3,0,0,0
"61500 Isokyrö Keskus   (Isokyrö )",741,93,108,540,93,0,63,0,5,40,74,46,11,7,19,3,26,31,28,76,170,11,38,0,0,0
"61520 Lehmäjoki   (Isokyrö )",48,37,5,6,37,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61550 Orismala   (Isokyrö )",91,28,25,38,28,0,13,0,0,12,9,12,5,0,0,1,0,1,0,0,8,0,2,0,0,0
"61560 Orisberg   (Isokyrö )",13,10,0,3,10,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"61600 Jalasjärvi Keskus   (Kurikka )",1694,66,443,1185,66,17,317,6,12,91,201,81,71,9,20,13,48,52,58,163,404,11,53,1,0,0
"61630 Hirvijärvi   (Kurikka )",48,35,4,9,35,0,0,0,0,4,0,2,0,0,0,0,0,4,0,0,3,0,0,0,0,0
"61640 Ala-Valli   (Kurikka )",40,22,11,7,22,2,1,0,0,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61650 Kalakoski   (Seinäjoki )",49,35,5,9,35,1,1,0,0,3,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"61680 Mantila   (Kurikka )",42,21,16,5,21,1,6,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61710 Pentinmäki   (Kurikka )",88,30,16,42,30,4,11,0,0,1,9,1,26,0,0,0,0,1,0,4,0,0,1,0,0,0
"61720 Koskue   (Kurikka )",93,66,8,19,66,4,0,0,0,4,0,1,1,0,0,0,0,3,0,4,8,0,2,0,0,0
"61730 Yli-Valli   (Kurikka )",37,25,4,8,25,0,0,0,0,4,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"61760 Ilvesjoki   (Kurikka )",76,36,10,30,36,1,8,0,0,1,16,0,0,0,0,0,2,6,0,0,4,0,2,0,0,0
"61800 Kauhajoki Keskus   (Kauhajoki )",3334,171,591,2572,171,28,383,10,13,157,546,122,87,42,83,29,161,38,157,359,788,35,125,0,0,0
"61810 Luomankylä   (Kauhajoki )",25,19,1,5,19,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"61820 Kainasto   (Kauhajoki )",93,54,22,17,54,0,17,0,0,5,3,6,0,0,0,0,1,0,0,6,1,0,0,0,0,0
"61840 Norinkylä   (Teuva )",72,10,27,35,10,0,20,0,1,6,12,13,0,0,0,0,1,4,0,1,4,0,0,0,0,0
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",1218,48,639,531,48,5,604,1,0,29,241,51,9,1,6,2,40,6,0,34,130,1,10,0,0,0
"61860 Harja   (Kauhajoki )",32,9,1,22,9,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"61880 Ikkeläjärvi   (Kauhajoki )",33,22,6,5,22,3,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61910 Nummijärvi   (Kauhajoki )",51,22,14,15,22,4,7,0,0,3,0,5,0,0,0,0,1,0,0,0,1,0,8,0,0,0
"61920 Nummikoski   (Kauhajoki )",13,5,8,0,5,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61940 Hyyppä   (Kauhajoki )",41,16,8,17,16,1,0,0,0,7,0,1,0,0,0,0,0,3,0,0,13,0,0,0,0,0
"61950 Juonikylä   (Kauhajoki )",27,8,16,3,8,0,2,0,0,14,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"61960 Kyrönlatva   (Kauhajoki )",25,16,0,9,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0
"61980 Päntäne   (Kauhajoki )",130,60,31,39,60,0,8,0,2,21,10,3,0,0,0,0,4,4,0,10,4,2,2,0,0,0
"62100 Lapua Keskus   (Lapua )",3647,135,1121,2391,135,2,882,11,29,197,415,158,92,58,46,42,107,54,178,363,714,53,111,0,0,0
"62130 Hellanmaa   (Lapua )",166,36,115,15,36,0,110,0,1,4,1,1,0,0,0,0,1,3,0,4,1,0,4,0,0,0
"62150 Rintakangas   (Kauhava )",24,6,5,13,6,0,4,0,0,1,0,0,0,2,0,0,0,4,0,6,0,1,0,0,0,0
"62160 Karhunkylä   (Lapua )",89,31,18,40,31,2,8,0,0,8,5,11,0,0,0,0,2,0,0,6,12,1,3,0,0,0
"62165 Tiisteenjoki   (Lapua )",69,19,5,45,19,0,1,0,0,4,0,1,1,0,4,1,0,0,0,6,5,1,26,0,0,0
"62170 Lakaluoma   (Lapua )",34,19,8,7,19,0,3,0,0,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62175 Ylikylä-Mäenpää   (Lapua )",14,12,2,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62185 Mäki-Paavola   (Lapua )",31,21,9,1,21,0,6,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"62190 Ruha   (Lapua )",63,16,15,32,16,3,3,0,0,9,2,11,0,0,0,1,3,1,0,8,0,0,6,0,0,0
"62200 Kauhava Keskus   (Kauhava )",2369,114,685,1569,114,5,556,23,0,101,273,91,73,52,43,23,41,43,81,166,594,14,75,0,0,1
"62220 Pernaa   (Kauhava )",59,23,13,23,23,0,3,0,0,10,9,1,0,1,1,0,4,0,0,5,1,0,1,0,0,0
"62230 Jylhä   (Kauhava )",44,19,7,18,19,0,5,0,0,2,4,3,0,0,0,2,1,0,0,0,0,0,8,0,0,0
"62240 Huhmarkoski   (Kauhava )",122,53,40,29,53,1,32,0,0,7,5,4,6,0,0,1,2,2,0,9,0,0,0,0,0,0
"62260 Hirvijoki   (Kauhava )",22,19,2,1,19,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62280 Mustamaa   (Lapua )",30,15,6,9,15,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"62290 Hirvikylä   (Lapua )",28,22,4,2,22,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"62295 Kauhajärvi   (Lapua )",62,15,25,22,15,0,22,0,0,3,4,5,0,0,2,0,0,1,0,5,2,0,3,0,0,0
"62300 Härmä   (Kauhava )",1048,53,307,688,53,0,238,4,4,61,131,174,29,1,10,5,14,1,19,85,127,65,27,0,0,0
"62310 Voltti   (Kauhava )",292,106,106,80,106,0,80,0,0,26,25,10,3,0,3,0,1,2,0,10,21,1,4,0,0,0
"62340 Kuoppa-Vakkuri   (Kauhava )",22,14,8,0,14,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62350 Ekola   (Kauhava )",21,18,2,1,18,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62370 Kangasto   (Kauhava )",114,0,3,111,0,0,0,1,0,2,2,2,4,0,0,1,4,0,0,0,98,0,0,0,0,0
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",1689,68,964,657,68,0,927,0,14,23,66,62,101,3,14,1,35,69,10,59,211,7,19,0,0,0
"62380 Kosolankylä   (Kauhava )",33,17,5,11,17,0,1,0,1,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62395 Petterinmäki   (Vöyri )",38,5,23,10,5,0,0,0,0,23,1,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0
"62410 Rintala   (Kauhava )",77,63,7,7,63,0,0,0,0,7,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0
"62420 Kortesjärvi Keskus   (Kauhava )",402,56,83,263,56,6,62,0,1,14,42,46,4,0,16,1,16,1,18,21,74,2,22,0,0,0
"62430 Peltotupa   (Kauhava )",19,15,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"62435 Pirttinen   (Kauhava )",27,12,12,3,12,0,7,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"62440 Perkiömäki   (Kauhava )",11,10,1,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62470 Purmojärvi   (Kauhava )",84,50,18,16,50,0,3,0,1,14,1,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"62500 Evijärvi Keskus   (Evijärvi )",576,142,88,346,142,0,43,2,0,43,51,47,9,0,10,0,7,5,22,24,135,0,36,0,0,0
"62510 Kuoppa-aho   (Evijärvi )",163,6,73,84,6,0,66,3,0,4,15,8,0,0,0,1,3,1,0,50,0,2,4,0,0,0
"62520 Kautiainen   (Evijärvi )",54,44,9,1,44,0,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"62540 Vasikka-aho   (Evijärvi )",48,18,12,18,18,1,5,0,0,6,1,2,0,0,1,0,5,0,0,7,0,0,2,0,0,0
"62570 Särkilä   (Evijärvi )",30,16,4,10,16,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0
"62600 Lappajärvi Keskus   (Lappajärvi )",763,76,137,550,76,1,71,0,1,64,72,25,46,15,8,5,20,20,18,90,200,5,26,0,0,0
"62610 Tarvola   (Lappajärvi )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"62620 Ala-Seppä   (Lappajärvi )",15,6,3,6,6,0,1,0,0,2,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"62630 Karvala   (Lappajärvi )",78,23,42,13,23,0,34,0,0,8,0,1,0,1,3,0,1,0,0,3,2,0,2,0,0,0
"62640 Savonkylä   (Lappajärvi )",20,12,6,2,12,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"62660 Itäkylä   (Lappajärvi )",125,76,20,29,76,1,14,0,0,5,6,9,0,0,4,0,0,0,0,5,2,0,3,0,0,0
"62710 Kurejoki   (Alajärvi )",125,23,23,79,23,0,8,0,0,15,4,16,1,0,0,0,1,2,0,44,9,0,2,0,0,0
"62720 Sissala   (Alajärvi )",41,11,8,22,11,0,0,0,0,8,9,1,7,0,0,0,0,0,0,5,0,0,0,0,0,0
"62730 Haukkala   (Alajärvi )",94,12,57,25,12,0,49,0,0,8,2,15,1,0,0,0,0,1,0,4,0,0,2,0,0,0
"62740 Koskenvarsi   (Alajärvi )",26,6,10,10,6,0,10,0,0,0,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"62750 Saukonkylä   (Alajärvi )",16,9,4,3,9,0,1,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"62760 Menkijärvi   (Alajärvi )",39,5,27,7,5,0,13,0,0,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
