"Postal code area","Inhabitants, 2015 (PT)","Labour force, 2015 (PT)","Employed, 2015 (PT)","Unemployed, 2015 (PT)","Persons outside the labour force, 2015 (PT)","Children aged 0 to 14, 2015 (PT)","Students, 2015 (PT)","Pensioners, 2015 (PT)","Others, 2015 (PT)"
"49730 Muurikkala   (Miehikkälä )",313,128,108,20,185,45,16,111,13
"49750 Kalliokoski   (Miehikkälä )",145,66,56,10,79,19,4,55,1
"49760 Suur-Miehikkälä   (Miehikkälä )",224,93,79,14,131,25,11,89,6
"49770 Salo-Miehikkälä   (Miehikkälä )",232,98,82,16,134,26,11,95,2
"49780 Onkamaa   (Hamina )",96,57,54,3,39,4,7,26,2
"49840 Mäntlahti   (Hamina )",137,46,34,12,91,5,4,77,5
"49860 Klamila   (Virolahti )",678,306,259,47,372,106,22,220,24
"49900 Virolahti Keskus   (Virolahti )",1955,848,712,136,1107,270,95,678,64
"49930 Vaalimaa   (Virolahti )",173,73,61,12,100,32,4,59,5
"49960 Ala-Pihlaja   (Virolahti )",216,100,89,11,116,20,10,81,5
"49980 Ravijoki   (Virolahti )",268,122,110,12,146,41,9,87,9
"50100 Mikkeli Keskus   (Mikkeli )",9294,4318,3700,618,4976,666,993,3129,188
"50120 Siekkilä   (Mikkeli )",1587,704,573,131,883,208,158,482,35
"50130 Nuijamies   (Mikkeli )",3057,1427,1240,187,1630,365,269,924,72
"50150 Karkialampi   (Mikkeli )",1350,715,590,125,635,256,129,209,41
"50160 Kattilansilta   (Mikkeli )",2536,1101,840,261,1435,275,249,819,92
"50170 Peitsari   (Mikkeli )",5919,2810,2367,443,3109,1056,447,1475,131
"50180 Visulahti   (Mikkeli )",824,433,388,45,391,204,63,105,19
"50190 Tuppurala   (Mikkeli )",4892,2152,1729,423,2740,693,414,1495,138
"50200 Kovala   (Mikkeli )",639,281,247,34,358,144,46,150,18
"50300 Rämälä   (Mikkeli )",338,162,146,16,176,52,23,90,11
"50350 Norola   (Mikkeli )",331,176,153,23,155,61,20,71,3
"50500 Tuukkala-Kaituenmäki   (Mikkeli )",1557,758,645,113,799,249,79,431,40
"50520 Moision Sairaala-alue   (Mikkeli )",137,64,53,11,73,18,15,37,3
"50600 Karikko   (Mikkeli )",4828,2329,2089,240,2499,1015,343,1054,87
"50670 Otava   (Mikkeli )",1921,898,750,148,1023,382,132,455,54
"50700 Syysjärvi   (Mikkeli )",540,270,229,41,270,97,39,130,4
"50770 Korpikoski   (Mikkeli )",244,130,121,9,114,37,10,64,3
"50800 Annilanselkä   (Mikkeli )",564,256,235,21,308,81,42,173,12
"50970 Ihastjärvi   (Mikkeli )",2513,1252,1087,165,1261,531,259,405,66
"51130 Vanhamäki   (Mikkeli )",166,73,61,12,93,21,7,59,6
"51200 Kangasniemi Keskus   (Kangasniemi )",3891,1489,1257,232,2402,467,172,1660,103
"51260 Tahkomäki   (Kangasniemi )",165,62,55,7,103,35,10,53,5
"51270 Kutemajärvi   (Kangasniemi )",223,106,92,14,117,20,12,79,6
"51310 Levä   (Kangasniemi )",136,54,46,8,82,15,4,62,1
"51335 Kaihlamäki   (Kangasniemi )",41,23,..,..,18,..,..,..,..
"51340 Hännilä-Särkiharju   (Kangasniemi )",314,128,110,18,186,43,25,111,7
"51360 Koivula-Synsiö   (Kangasniemi )",186,79,65,14,107,20,11,72,4
"51380 Synsiö   (Kangasniemi )",48,21,..,..,27,..,..,..,..
"51420 Harjumaa-Pajulankylä   (Mikkeli )",251,115,97,18,136,32,22,73,9
"51430 Läsäkoski   (Kangasniemi )",80,44,37,7,36,3,0,32,1
"51440 Vuojalahti   (Kangasniemi )",249,124,112,12,125,27,13,78,7
"51450 Pajulankylä   (Mikkeli )",61,27,..,..,34,5,3,25,1
"51460 Luusniemi   (Kangasniemi )",216,99,79,20,117,28,11,73,5
"51520 Hiirola   (Mikkeli )",433,214,180,34,219,66,28,115,10
"51540 Kalvitsa   (Mikkeli )",336,150,131,19,186,38,14,120,14
"51600 Haukivuori Keskus-Piitkäaho   (Mikkeli )",1470,558,458,100,912,200,53,633,26
"51620 Pitkäaho   (Mikkeli )",21,6,..,..,15,..,..,..,..
"51670 Nykälä   (Mikkeli )",149,58,45,13,91,17,7,66,1
"51720 Rahula   (Mikkeli )",506,257,220,37,249,101,36,99,13
"51740 Huuhanaho   (Mikkeli )",223,98,88,10,125,33,8,80,4
"51760 Nuutilanmäki   (Juva )",304,139,127,12,165,47,24,89,5
"51780 Kuosmala   (Juva )",145,65,57,8,80,14,5,61,0
"51810 Maivala   (Juva )",156,64,57,7,92,24,9,55,4
"51820 Hatsola   (Juva )",281,133,116,17,148,34,19,83,12
"51850 Vuorenmaa   (Juva )",217,97,86,11,120,26,7,83,4
"51860 Narila   (Juva )",78,35,32,3,43,12,3,27,1
"51880 Koikkala   (Juva )",243,103,95,8,140,28,18,89,5
"51890 Risulahti   (Juva )",87,47,40,7,40,9,5,24,2
"51900 Juva Keskus   (Juva )",4478,1833,1585,248,2645,548,228,1760,109
"51930 Paatela   (Juva )",182,87,75,12,95,32,11,50,2
"51940 Härkälä   (Juva )",123,52,46,6,71,10,12,42,7
"51980 Lauteala   (Juva )",242,105,99,6,137,23,20,86,8
"52100 Anttola   (Mikkeli )",1518,623,511,112,895,204,69,584,38
"52110 Majavesi   (Mikkeli )",381,179,160,19,202,57,22,114,9
"52150 Hauhala   (Mikkeli )",131,61,54,7,70,6,5,55,4
"52200 Puumala Keskus   (Puumala )",1855,723,613,110,1132,171,81,843,37
"52230 Hurissalo   (Puumala )",231,106,95,11,125,17,13,88,7
"52270 Ryhälä   (Puumala )",42,18,..,..,24,..,..,..,..
"52300 Ristiina Keskus   (Mikkeli )",3013,1286,1063,223,1727,461,191,991,84
"52320 Vitsiälä   (Mikkeli )",347,189,160,29,158,56,14,75,13
"52330 Heimari   (Mikkeli )",46,23,..,..,23,..,..,..,..
"52340 Hangastenmaa   (Mikkeli )",203,91,79,12,112,26,10,72,4
"52360 Someenjärvi   (Mikkeli )",101,43,33,10,58,6,1,50,1
"52420 Pellosniemi   (Mikkeli )",668,268,179,89,400,74,40,260,26
"52510 Hietanen   (Hirvensalmi )",502,219,185,34,283,78,25,161,19
"52520 Syväsmäki   (Hirvensalmi )",158,72,66,6,86,22,16,38,10
"52550 Hirvensalmi Keskus   (Hirvensalmi )",1629,637,535,102,992,150,86,708,48
"52610 Tuukkalanlahti   (Hirvensalmi )",116,54,44,10,62,12,6,40,4
"52620 Kuitula   (Hirvensalmi )",94,42,32,10,52,9,8,34,1
"52700 Mäntyharju Keskus   (Mäntyharju )",5033,2043,1677,366,2990,653,254,1956,127
"52720 Karankamäki-Koirakivi   (Mäntyharju )",102,45,39,6,57,8,0,44,5
"52730 Koirakivi   (Mäntyharju )",74,28,..,..,46,9,0,34,3
"52740 Tuustaipale   (Mäntyharju )",283,114,97,17,169,37,17,106,9
"52760 Mynttilä   (Mäntyharju )",103,50,44,6,53,14,4,31,4
"52780 Kuomiokoski   (Mikkeli )",109,46,29,17,63,4,3,54,2
"52830 Suomenniemi   (Mikkeli )",682,261,199,62,421,79,32,285,25
"52850 Halmeniemi   (Mäntyharju )",128,41,30,11,87,15,0,66,6
"52890 Käävänkylä   (Mäntyharju )",92,34,26,8,58,4,2,48,4
"52920 Voikoski   (Kouvola )",130,56,47,9,74,15,2,55,2
"52960 Nurmaa   (Mäntyharju )",117,56,45,11,61,9,9,40,3
"52970 Pankalahti-Ahvenainen   (Mäntyharju )",89,46,35,11,43,4,2,35,2
"52980 Ahvenainen   (Mäntyharju )",73,26,..,..,47,8,3,34,2
"53100 Lappeenranta keskus   (Lappeenranta )",10189,4648,3898,750,5541,820,699,3758,264
"53130 Keskussairaala-alue-Kimpinen   (Lappeenr",710,404,340,64,306,109,53,119,25
"53200 Kaukas-Tirilä   (Lappeenranta )",1547,750,616,134,797,208,113,426,50
"53300 Lauritsala-Mälkiä   (Lappeenranta )",7985,3883,3170,713,4102,1291,509,2066,236
"53400 Laihia   (Lappeenranta )",2005,974,844,130,1031,468,139,379,45
"53420 Mustola   (Lappeenranta )",582,279,225,54,303,114,32,141,16
"53500 Parkkarila-Harapainen-Reijola   (Lappee",5196,2649,2243,406,2547,1040,452,917,138
"53550 Kourulanmäki   (Lappeenranta )",1144,563,492,71,581,238,83,236,24
"53600 Kesämäki   (Lappeenranta )",2410,1054,905,149,1356,239,213,828,76
"53650 Mattila-Kuusela   (Lappeenranta )",2019,960,793,167,1059,313,147,548,51
"53810 Kuusimäki-Lavola   (Lappeenranta )",3810,1750,1450,300,2060,401,388,1155,116
"53830 Rutola   (Lappeenranta )",705,367,322,45,338,173,47,104,14
"53850 Skinnarila   (Lappeenranta )",11081,5039,4132,907,6042,1920,1694,1991,437
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",2909,1622,1391,231,1287,254,262,676,95
"53920 Voisalmi   (Lappeenranta )",3192,1525,1136,389,1667,446,223,879,119
"53950 Kivisalmi   (Lappeenranta )",2133,1057,827,230,1076,328,136,503,109
"54100 Joutseno Keskus   (Lappeenranta )",5418,2390,2017,373,3028,796,272,1828,132
"54110 Lampikangas   (Lappeenranta )",1083,539,460,79,544,177,52,287,28
"54120 Pulp   (Lappeenranta )",1795,910,749,161,885,337,105,388,55
"54190 Konnunsuo   (Lappeenranta )",75,37,31,6,38,8,4,21,5
"54230 Nuijamaa   (Lappeenranta )",667,308,248,60,359,87,36,219,17
"54250 Rapattila   (Lappeenranta )",163,76,67,9,87,22,3,58,4
"54260 Hanhijärvi   (Lappeenranta )",778,365,339,26,413,189,48,162,14
"54270 Vainikkala   (Lappeenranta )",471,200,162,38,271,61,28,167,15
"54300 Vilkjärvi   (Lappeenranta )",623,290,265,25,333,125,37,153,18
"54310 Hytti   (Lappeenranta )",445,230,198,32,215,110,27,69,9
"54330 Simola   (Lappeenranta )",423,213,171,42,210,78,20,103,9
"54390 Pulsa   (Lappeenranta )",156,67,58,9,89,16,5,63,5
"54410 Ylämaa Keskus   (Lappeenranta )",952,385,320,65,567,127,43,377,20
"54430 Hujakkala   (Lappeenranta )",159,65,57,8,94,26,5,59,4
"54460 Ylijärvi   (Lappeenranta )",91,40,37,3,51,15,3,31,2
"54490 Ahomäki   (Miehikkälä )",179,74,66,8,105,8,4,79,14
"54500 Taavetti-Somerharju   (Luumäki )",2769,1098,929,169,1671,310,135,1165,61
"54510 Uro   (Luumäki )",426,205,182,23,221,80,30,101,10
"54530 Luumäki   (Luumäki )",1215,611,529,82,604,184,76,320,24
"54550 Suo-Anttila   (Luumäki )",85,30,23,7,55,13,6,34,2
"54580 Somerharju   (Luumäki )",38,12,..,..,26,..,..,..,..
"54590 Kaitjärvi   (Luumäki )",132,51,46,5,81,22,4,50,5
"54710 Lemi Keskus   (Lemi )",1330,551,467,84,779,181,55,524,19
"54720 Laksiainen   (Lemi )",159,76,66,10,83,22,9,44,8
"54750 Välijoki   (Savitaipale )",282,134,116,18,148,34,15,95,4
"54770 Heituinlahti   (Savitaipale )",532,234,205,29,298,51,26,205,16
"54800 Savitaipale Keskus   (Savitaipale )",2621,1016,875,141,1605,327,121,1102,55
"54820 Kotimäki   (Lemi )",257,111,102,9,146,43,18,79,6
"54850 Kuukanniemi   (Lemi )",1129,582,508,74,547,241,84,197,25
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",1825,936,809,127,889,333,130,381,45
"54920 Taipalsaari   (Taipalsaari )",1530,702,611,91,828,277,106,415,30
"54930 Levänen   (Taipalsaari )",317,141,120,21,176,52,19,94,11
"54940 Solkei   (Taipalsaari )",124,57,46,11,67,13,8,43,3
"54950 Pettilä   (Savitaipale )",99,49,36,13,50,8,4,37,1
"54960 Vehkataipale   (Taipalsaari )",588,274,241,33,314,114,23,158,19
"55100 Imatra Keskus   (Imatra )",10245,4693,3888,805,5552,1281,668,3354,249
"55120 Mansikkala-Tuulikallio   (Imatra )",3188,1343,1088,255,1845,350,226,1149,120
"55300 Rauha-Tiuruniemi   (Lappeenranta )",975,442,374,68,533,139,51,316,27
"55320 Rauha   (Lappeenranta )",585,301,259,42,284,104,41,122,17
"55330 Tiuruniemi   (Lappeenranta )",66,37,26,11,29,..,..,..,..
"55400 Tainionkoski-Mustalampi   (Imatra )",1378,684,584,100,694,211,85,366,32
"55420 Karhumäki-Karhukallio   (Imatra )",2084,975,840,135,1109,311,116,636,46
"55510 Sotkulampi-Linnasuo   (Imatra )",1328,516,351,165,812,142,75,522,73
"55610 Rajapatsas-Teppanala   (Imatra )",2921,1301,998,303,1620,424,176,906,114
"55700 Vintteri-Virasoja   (Imatra )",1430,732,615,117,698,217,92,350,39
"55800 Vuoksenniska-Saarlampi   (Imatra )",4224,1631,1212,419,2593,489,166,1773,165
"55910 Rautio-Kurkvuori   (Imatra )",1664,749,582,167,915,240,105,513,57
"56100 Ruokolahti Keskus   (Ruokolahti )",2127,742,628,114,1385,270,96,964,55
"56120 Salosaari   (Ruokolahti )",822,400,364,36,422,138,53,211,20
"56140 Äitsaari   (Ruokolahti )",247,107,90,17,140,25,5,101,9
"56210 Virmutjoki   (Ruokolahti )",431,202,179,23,229,62,25,129,13
"56310 Syyspohja   (Ruokolahti )",197,80,73,7,117,21,2,91,3
"56330 Utula   (Ruokolahti )",35,18,..,..,17,..,..,..,..
"56350 Kyläniemi   (Taipalsaari )",19,7,..,..,12,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",148,60,49,11,88,18,11,56,3
"56440 Pohja-Lankila   (Ruokolahti )",226,95,74,21,131,31,7,90,3
"56510 Puntala   (Ruokolahti )",420,195,165,30,225,66,19,134,6
"56550 Niska-Pietilä   (Rautjärvi )",132,61,51,10,71,20,6,41,4
"56610 Rautjärvi   (Rautjärvi )",605,255,207,48,350,52,35,246,17
"56640 Purnujärvi   (Rautjärvi )",103,38,34,4,65,10,7,38,10
"56710 Miettilä   (Rautjärvi )",128,57,50,7,71,9,1,59,2
"56730 Laikko   (Rautjärvi )",315,136,121,15,179,22,12,135,10
"56800 Simpele   (Rautjärvi )",2456,937,783,154,1519,257,142,1067,53
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",3861,1492,1195,297,2369,226,393,1677,73
"57120 Savonlinna   (Savonlinna )",20,16,..,..,4,..,..,..,..
"57130 Savonlinna Keskus   (Savonlinna )",1972,743,606,137,1229,84,193,909,43
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",2019,735,611,124,1284,158,203,876,47
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",2527,1208,956,252,1319,339,213,699,68
"57210 Nojanmaa   (Savonlinna )",2687,1362,1138,224,1325,468,206,607,44
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",1539,625,454,171,914,203,120,515,76
"57230 Inkerinkylä   (Savonlinna )",3305,1542,1144,398,1763,422,235,990,116
"57310 Rinkilä   (Savonlinna )",709,314,260,54,395,124,38,217,16
"57510 Laitaatsilta   (Savonlinna )",501,234,204,30,267,87,37,130,13
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",1939,956,816,140,983,392,147,389,55
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",2962,1427,1197,230,1535,530,206,716,83
"57810 Aholahti   (Savonlinna )",327,160,124,36,167,44,23,91,9
"58130 Oravi   (Savonlinna )",146,49,41,8,97,34,7,51,5
"58140 Ahvensalmi   (Savonlinna )",82,33,26,7,49,6,5,36,2
"58150 Makkola   (Savonlinna )",222,103,92,11,119,39,14,60,6
"58160 Karvila   (Enonkoski )",175,85,75,10,90,18,7,62,3
"58170 Simanala   (Enonkoski )",267,126,105,21,141,53,17,69,2
"58175 Enonkoski Keskus   (Enonkoski )",888,317,241,76,571,102,50,402,17
"58180 Ihamaniemi   (Enonkoski )",151,53,48,5,98,18,7,70,3
"58200 Kerimäki Keskus   (Savonlinna )",3317,1322,1082,240,1995,433,166,1330,66
"58220 Louhi   (Savonlinna )",413,212,175,37,201,56,25,109,11
"58260 Kumpuranta   (Savonlinna )",182,82,66,16,100,19,9,65,7
"58300 Savonranta Keskus   (Savonlinna )",704,270,218,52,434,65,27,319,23
"58320 Raikuu   (Savonlinna )",172,88,66,22,84,6,11,62,5
"58350 Villala   (Kitee )",210,83,61,22,127,18,5,95,9
"58360 Säimen   (Savonlinna )",212,85,59,26,127,20,6,94,7
"58390 Rönkönvaara   (Savonlinna )",60,23,..,..,37,2,3,32,0
"58410 Haapakallio   (Savonlinna )",630,331,293,38,299,135,45,113,6
"58420 Silvola   (Savonlinna )",331,157,134,23,174,69,17,78,10
"58430 Kulennoinen   (Savonlinna )",513,257,218,39,256,103,28,115,10
"58450 Punkaharju   (Savonlinna )",424,200,181,19,224,56,33,131,4
"58500 Punkasalmi   (Savonlinna )",1612,598,491,107,1014,191,79,715,29
"58520 Hiukkajoki   (Savonlinna )",306,128,106,22,178,38,15,117,8
"58550 Putikko   (Savonlinna )",427,197,168,29,230,53,16,143,18
"58570 Ruhvana   (Savonlinna )",72,30,25,5,42,9,2,28,3
"58580 Vuoriniemi   (Savonlinna )",94,41,31,10,53,5,5,39,4
"58610 Telakanava   (Sulkava )",149,61,52,9,88,17,11,53,7
"58620 Lohilahti   (Sulkava )",265,92,81,11,173,21,12,127,13
"58650 Kiviapaja   (Savonlinna )",103,44,35,9,59,8,4,45,2
"58680 Piojärvi   (Savonlinna )",39,20,..,..,19,..,..,..,..
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",94,40,36,4,54,11,3,39,1
"58700 Sulkava Keskus   (Sulkava )",2159,866,715,151,1293,221,107,915,50
"58720 Kaartilankoski   (Sulkava )",301,123,112,11,178,36,22,109,11
"58770 Pihlajalahti   (Savonlinna )",230,99,70,29,131,22,8,99,2
"58810 Kallislahti   (Savonlinna )",327,143,116,27,184,57,23,98,6
"58830 Parkumäki   (Rantasalmi )",319,131,107,24,188,49,24,109,6
"58850 Hiltula   (Rantasalmi )",105,50,42,8,55,13,3,33,6
"58900 Rantasalmi Keskus   (Rantasalmi )",2436,991,795,196,1445,289,113,984,59
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",187,79,67,12,108,25,11,68,4
"58920 Kolkontaipale   (Rantasalmi )",333,160,129,31,173,48,24,98,3
"58940 Tuusmäki   (Rantasalmi )",237,130,113,17,107,25,10,71,1
"59100 Parikkala Keskus   (Parikkala )",2230,872,736,136,1358,209,99,1000,50
"59130 Koitsanlahti   (Parikkala )",182,73,68,5,109,24,6,72,7
"59210 Melkoniemi   (Parikkala )",143,56,46,10,87,12,9,59,7
"59310 Särkisalmi   (Parikkala )",919,403,338,65,516,109,55,334,18
"59320 Haapaoja   (Parikkala )",90,33,24,9,57,6,2,47,2
"59410 Kirjavala   (Parikkala )",422,170,148,22,252,42,12,190,8
"59510 Maironiemi   (Parikkala )",415,167,133,34,248,28,10,198,12
"59520 Saari   (Parikkala )",130,51,43,8,79,14,0,60,5
"59530 Mikkolanniemi   (Parikkala )",84,32,28,4,52,4,1,44,3
"59610 Tarnala   (Parikkala )",178,76,55,21,102,13,13,68,8
"59710 Kummunkylä   (Parikkala )",110,51,41,10,59,17,8,32,2
"59720 Niukkala   (Parikkala )",147,57,49,8,90,19,7,62,2
"59730 Uukuniemi   (Parikkala )",114,27,..,..,87,18,1,64,4
"59800 Kesälahti Keskus   (Kitee )",1603,622,490,132,981,177,102,655,47
"59810 Suurikylä   (Kitee )",81,37,30,7,44,5,1,36,2
"59820 Purujärvi-Rajavaara   (Kitee )",152,76,65,11,76,17,9,47,3
"60100 Seinäjoki Keskus   (Seinäjoki )",9827,4415,3684,731,5412,725,1016,3423,248
"60120 Pohja   (Seinäjoki )",2592,1371,1134,237,1221,352,183,623,63
"60150 Kasperi   (Seinäjoki )",4645,2216,1829,387,2429,834,342,1131,122
"60200 Törnävä   (Seinäjoki )",11030,5997,5363,634,5033,2430,916,1442,245
"60220 Huhtala   (Seinäjoki )",1892,896,786,110,996,185,154,610,47
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",86,12,..,..,74,4,4,60,6
"60320 Alakylä-Jouppi   (Seinäjoki )",6944,3454,3044,410,3490,1376,650,1293,171
"60420 Impivaara   (Seinäjoki )",1232,617,556,61,615,328,116,144,27
"60450 Munakka   (Ilmajoki )",441,204,181,23,237,94,33,102,8
"60510 Hyllykallio   (Seinäjoki )",8451,4591,4159,432,3860,1897,617,1183,163
"60550 Nurmo Keskus   (Seinäjoki )",4376,2063,1841,222,2313,992,309,905,107
"60560 Halkosaari   (Seinäjoki )",710,403,370,33,307,195,45,51,16
"60640 Kurjenneva   (Seinäjoki )",682,330,295,35,352,188,51,103,10
"60720 Tuomikylä   (Ilmajoki )",2060,1036,948,88,1024,618,125,252,29
"60760 Pohjanluoma   (Ilmajoki )",1025,523,472,51,502,237,66,177,22
"60800 Ilmajoki Keskus   (Ilmajoki )",5825,2549,2279,270,3276,1041,408,1700,127
"61100 Peräseinäjoki Keskus   (Seinäjoki )",2000,835,699,136,1165,286,110,717,52
"61110 Vuolle   (Seinäjoki )",192,84,77,7,108,40,9,56,3
"61120 Louko   (Seinäjoki )",702,339,305,34,363,175,55,121,12
"61140 Pasto   (Seinäjoki )",134,65,55,10,69,27,7,33,2
"61150 Sydänmaa   (Alavus )",78,30,28,2,48,20,8,17,3
"61160 Koura   (Seinäjoki )",588,271,234,37,317,116,33,157,11
"61170 Sääskiniemi   (Alavus )",290,137,121,16,153,38,23,80,12
"61180 Haapaluoma   (Seinäjoki )",224,111,94,17,113,34,18,57,4
"61220 Myllysalo   (Kurikka )",242,113,99,14,129,48,14,62,5
"61230 Luopa   (Kurikka )",729,332,294,38,397,135,54,190,18
"61250 Jalasto   (Kurikka )",284,135,121,14,149,60,11,74,4
"61270 Luopajärvi   (Kurikka )",632,312,292,20,320,134,49,127,10
"61280 Jokipii   (Kurikka )",552,259,219,40,293,79,39,163,12
"61290 Taivalmaa   (Kurikka )",107,54,48,6,53,13,3,35,2
"61300 Kurikka Keskus   (Kurikka )",6706,2822,2411,411,3884,1054,406,2204,220
"61310 Panttila   (Kurikka )",751,372,311,61,379,129,43,181,26
"61330 Koskenkorva   (Ilmajoki )",2086,988,828,160,1098,340,150,549,59
"61340 Nopankylä   (Ilmajoki )",283,120,91,29,163,53,16,88,6
"61350 Huissi   (Ilmajoki )",376,185,165,20,191,59,19,105,8
"61360 Mieto   (Kurikka )",1070,545,467,78,525,176,85,240,24
"61370 Lohiluoma   (Kurikka )",345,148,135,13,197,52,23,116,6
"61380 Polvenkylä   (Kurikka )",179,84,72,12,95,48,6,37,4
"61400 Ylistaro Keskus   (Seinäjoki )",2079,841,717,124,1238,311,121,761,45
"61410 Ylistaro Asemanseutu   (Seinäjoki )",817,394,339,55,423,146,53,215,9
"61430 Isorehto   (Seinäjoki )",396,187,171,16,209,77,31,97,4
"61440 Untamala   (Seinäjoki )",186,82,77,5,104,29,5,65,5
"61450 Kylänpää   (Seinäjoki )",598,242,202,40,356,92,37,210,17
"61460 Hanhikoski   (Seinäjoki )",234,103,91,12,131,45,8,73,5
"61470 Kitinoja   (Seinäjoki )",428,214,201,13,214,120,17,71,6
"61500 Isokyrö Keskus   (Isokyrö )",2745,1151,1015,136,1594,458,172,896,68
"61520 Lehmäjoki   (Isokyrö )",237,113,101,12,124,33,13,74,4
"61550 Orismala   (Isokyrö )",667,304,269,35,363,113,39,194,17
"61560 Orisberg   (Isokyrö )",62,29,..,..,33,12,7,13,1
"61600 Jalasjärvi Keskus   (Kurikka )",4003,1618,1402,216,2385,618,222,1435,110
"61630 Hirvijärvi   (Kurikka )",293,141,130,11,152,39,17,91,5
"61640 Ala-Valli   (Kurikka )",193,94,77,17,99,21,5,68,5
"61650 Kalakoski   (Seinäjoki )",369,177,146,31,192,50,20,111,11
"61680 Mantila   (Kurikka )",248,110,103,7,138,45,12,77,4
"61710 Pentinmäki   (Kurikka )",281,135,120,15,146,55,14,72,5
"61720 Koskue   (Kurikka )",567,257,221,36,310,65,40,192,13
"61730 Yli-Valli   (Kurikka )",242,101,89,12,141,25,12,95,9
"61760 Ilvesjoki   (Kurikka )",348,152,137,15,196,51,24,112,9
"61800 Kauhajoki Keskus   (Kauhajoki )",8316,3756,3230,526,4560,1273,579,2453,255
"61810 Luomankylä   (Kauhajoki )",297,138,121,17,159,52,20,81,6
"61820 Kainasto   (Kauhajoki )",606,296,253,43,310,102,34,162,12
"61840 Norinkylä   (Teuva )",301,151,123,28,150,32,10,97,11
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",2251,971,817,154,1280,422,124,643,91
"61860 Harja   (Kauhajoki )",223,107,95,12,116,43,11,60,2
"61880 Ikkeläjärvi   (Kauhajoki )",191,79,70,9,112,30,13,63,6
"61910 Nummijärvi   (Kauhajoki )",287,119,108,11,168,37,12,108,11
"61920 Nummikoski   (Kauhajoki )",72,34,32,2,38,8,4,24,2
"61940 Hyyppä   (Kauhajoki )",305,130,117,13,175,53,16,101,5
"61950 Juonikylä   (Kauhajoki )",160,58,47,11,102,15,14,67,6
"61960 Kyrönlatva   (Kauhajoki )",142,50,46,4,92,13,6,67,6
"61980 Päntäne   (Kauhajoki )",934,405,343,62,529,135,60,297,37
"62100 Lapua Keskus   (Lapua )",10877,4892,4306,586,5985,2147,715,2849,274
"62130 Hellanmaa   (Lapua )",576,225,206,19,351,111,47,178,15
"62150 Rintakangas   (Kauhava )",146,73,64,9,73,26,9,34,4
"62160 Karhunkylä   (Lapua )",619,270,246,24,349,136,30,174,9
"62165 Tiisteenjoki   (Lapua )",354,152,142,10,202,71,22,108,1
"62170 Lakaluoma   (Lapua )",279,127,113,14,152,32,17,96,7
"62175 Ylikylä-Mäenpää   (Lapua )",139,53,48,5,86,15,5,65,1
"62185 Mäki-Paavola   (Lapua )",149,71,63,8,78,21,12,45,0
"62190 Ruha   (Lapua )",616,308,277,31,308,119,46,126,17
"62200 Kauhava Keskus   (Kauhava )",5798,2521,2238,283,3277,996,351,1767,163
"62220 Pernaa   (Kauhava )",481,224,207,17,257,88,28,130,11
"62230 Jylhä   (Kauhava )",395,169,153,16,226,68,28,125,5
"62240 Huhmarkoski   (Kauhava )",562,224,197,27,338,61,30,233,14
"62260 Hirvijoki   (Kauhava )",188,81,73,8,107,28,14,62,3
"62280 Mustamaa   (Lapua )",128,58,50,8,70,20,5,39,6
"62290 Hirvikylä   (Lapua )",279,121,107,14,158,47,13,90,8
"62295 Kauhajärvi   (Lapua )",427,179,146,33,248,61,17,163,7
"62300 Härmä   (Kauhava )",2463,1062,968,94,1401,467,129,744,61
"62310 Voltti   (Kauhava )",1160,510,464,46,650,181,75,378,16
"62340 Kuoppa-Vakkuri   (Kauhava )",103,49,45,4,54,11,6,34,3
"62350 Ekola   (Kauhava )",116,46,45,1,70,20,8,37,5
"62370 Kangasto   (Kauhava )",217,76,65,11,141,52,8,77,4
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",2652,1161,1029,132,1491,436,188,790,77
"62380 Kosolankylä   (Kauhava )",221,90,83,7,131,39,10,80,2
"62395 Petterinmäki   (Vöyri )",129,54,46,8,75,14,5,55,1
"62410 Rintala   (Kauhava )",336,145,141,4,191,56,25,105,5
"62420 Kortesjärvi Keskus   (Kauhava )",1041,440,405,35,601,130,64,388,19
"62430 Peltotupa   (Kauhava )",144,64,56,8,80,26,11,41,2
"62435 Pirttinen   (Kauhava )",120,58,55,3,62,14,9,38,1
"62440 Perkiömäki   (Kauhava )",111,48,45,3,63,6,8,47,2
"62470 Purmojärvi   (Kauhava )",434,183,167,16,251,75,33,136,7
"62500 Evijärvi Keskus   (Evijärvi )",1534,681,620,61,853,258,70,488,37
"62510 Kuoppa-aho   (Evijärvi )",340,160,141,19,180,52,30,92,6
