"Year","Quarter","Building type","Postal code","Year of construction","Mean"
"2005","Whole year","Building types total","21590","Year of construction, total",.
"2005","Whole year","Building types total","21600","Year of construction, total",1084
"2005","Whole year","Building types total","21610","Year of construction, total",.
"2005","Whole year","Building types total","21620","Year of construction, total",1443
"2005","Whole year","Building types total","21630","Year of construction, total",.
"2005","Whole year","Building types total","21650","Year of construction, total",.
"2005","Whole year","Building types total","21660","Year of construction, total",938
"2005","Whole year","Building types total","21710","Year of construction, total",.
"2005","Whole year","Building types total","21750","Year of construction, total",.
"2005","Whole year","Building types total","21760","Year of construction, total",.
"2005","Whole year","Building types total","21770","Year of construction, total",.
"2005","Whole year","Building types total","21800","Year of construction, total",765
"2005","Whole year","Building types total","21820","Year of construction, total",.
"2005","Whole year","Building types total","21860","Year of construction, total",.
"2005","Whole year","Building types total","21870","Year of construction, total",901
"2005","Whole year","Building types total","21880","Year of construction, total",.
"2005","Whole year","Building types total","21900","Year of construction, total",777
"2005","Whole year","Building types total","21930","Year of construction, total",.
"2005","Whole year","Building types total","23100","Year of construction, total",1034
"2005","Whole year","Building types total","23120","Year of construction, total",.
"2005","Whole year","Building types total","23140","Year of construction, total",.
"2005","Whole year","Building types total","23200","Year of construction, total",643
"2005","Whole year","Building types total","23210","Year of construction, total",.
